报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30
一、营业总收入,106198.6,259636.61,394784.73,576665.17,168548.68,371932.84,571153.83,697267.52,114763.73,242115.71,379192.91,518625.51,164443.39,343789.04,516475.29,705193.69,205279.88,432610.53,622056.21,820799.45,170961.57,373453.78,520134.97,687129.51,169099.4,329082.86,477889.36,703233.8,132818.25,285309.85,434973.65,731438.75,116909.07,237116.88,376004.35,605334.76,175060.12,357217.43,501306.2,738962.43,116186.88,264234.39,419688.21,743367.31,165600.09,338546.2,507698.93,678651.64,188637.48,438757.18,658525.44
营业收入,106198.6,259636.61,394784.73,576665.17,168548.68,371932.84,571153.83,697267.52,114763.73,242115.71,379192.91,518625.51,164443.39,343789.04,516475.29,705193.69,205279.88,432610.53,622056.21,820799.45,170961.57,373453.78,520134.97,687129.51,169099.4,329082.86,477889.36,703233.8,132818.25,285309.85,434973.65,731438.75,116909.07,237116.88,376004.35,605334.76,175060.12,357217.43,501306.2,738962.43,116186.88,264234.39,419688.21,743367.31,165600.09,338546.2,507698.93,678651.64,188637.48,438757.18,658525.44
二、营业总成本,100098.9,239884.87,362678.7,527134.11,149772.82,323848.86,511764.22,664699.36,114480.81,241963.6,377551.76,513605.26,157854.19,328674.37,491937.23,663286.84,186760.74,392495.4,565537.36,762723.12,169553.91,362891.84,513525.55,677981.76,163093.42,320524.91,472765.47,700264.57,140423.52,294736.96,447105.78,726208.43,124888.06,262214.97,430382.89,780097.94,203287.39,394840.78,540579.32,775091.94,115411.44,263835.37,436096.21,808608.71,164564.52,338565.51,567458.38,862739.47,194500.18,441123.04,659800.48
营业成本,89894.19,210531.86,319167.38,470295.71,132054.32,281859.61,443461.64,576173.61,97225.04,207754.14,322942.47,439129.4,135956.07,284485.52,422492.8,567621.2,162538.89,342276.89,488172.97,651629.81,140220.33,303342.32,427993.89,565029.04,135706.43,261722.12,386273.74,579881.89,113733.97,235592.11,355328.27,583232.32,98916.58,205238.72,344073.22,615751.42,176697.22,338970.01,453794.13,636253.04,87958.26,201157.52,342625.36,676706.98,138215.52,288556.14,471022.09,677213.77,165828.16,379912.68,575967.37
营业税金及附加,671.7,2203.6,3294.53,4874.9,1202.17,2906.69,4155.19,5025.11,1005.41,1964.22,2949.94,3987.14,1298.55,2510.3,3355.95,4803.34,1662.89,3069.33,4301.61,6200.36,1250.41,2185.79,3037.21,4489.31,1599.37,2448.91,2981.59,4020.57,497.07,1159.59,1762.06,14752.63,544.9,1069.03,1710.17,2365.7,541.99,1571.24,1772.69,8430.08,987.73,2647.51,4301.49,8032.79,1671.57,3211.02,4636.99,6645.82,2240.38,4140.67,6198.49
销售费用,976.2,2341.13,3700.7,5077.45,3066.57,9522.94,14822.36,17171.04,2109.45,3919.87,8158.87,14525.19,3582.04,8630.4,14129.55,20178.36,4801.05,10898.28,17461.55,24437.95,5924.15,13220.2,20633.86,27234.24,5733.55,12106.9,17157.85,23167.85,5267.73,10492.12,15477.8,21076.9,4527.4,10546.35,16757.51,24165.09,3296.94,8268.2,14745.44,20172.87,4943.13,11580.62,15876.45,20268.01,3850.57,9113.49,14673.4,20710.73,5007.3,11293.38,17632.9
管理费用,4048.14,9625.02,14616.81,17530.84,5147.57,11425.2,18132.24,24326.84,5679.38,11297.47,17356.12,25153.76,6891.8,14504.21,22866.16,30946.68,7756.01,14692.45,22047.79,30475.63,8161.84,16480.77,25136.15,34749.51,8695.54,19214.64,27912.07,37240.98,8768.95,17050.31,26186.55,35300.9,8854.3,17363.62,23319.84,35101.12,9249.49,18399.62,26357.17,37469.81,7608.38,15169.91,21998.56,33087.86,6553.98,13294.66,19847.96,25859.55,4491.51,8357.22,12983.46
财务费用,4508.66,15183.27,21899.29,23271.6,8302.18,18200.48,29516.48,36940.86,8461.52,16988.8,26105.25,30415.35,8859.22,16868.75,26765.15,37332.13,10001.91,21545.89,33458.04,45887.87,13997.19,27154.21,36215.88,46221.14,11358.52,24305.63,37713.54,51239.96,12158.15,27557.85,45423.94,60598.93,11944.98,27018.57,43627.11,59192.72,13350.72,27381.89,43922.13,55452.43,14023.06,32875.27,50781.88,70679.43,14306.62,23612.61,56569.18,93897.0,16887.9,37348.86,46309.24
研发费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2701.35,44.95,70.23,709.02
资产减值损失,0.0,0.0,0.0,6083.62,0.0,-66.05,1676.31,5061.9,0.0,39.11,39.11,394.41,1266.5,1675.2,2327.62,2405.11,0.0,12.56,95.41,4091.5,0.0,508.56,508.56,258.52,0.0,726.69,726.69,4713.31,-2.35,2884.98,2927.16,11246.75,99.89,978.67,895.03,43521.9,151.03,249.81,-12.24,17313.71,-109.12,404.54,512.46,-166.37,-33.74,777.57,708.76,35711.25,-0.0,0.0,0.0
