报表日期,2007-12-31,2008-12-31,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31
一、营业总收入,43533.63,42187.74,33784.71,44206.05,12678.35,26821.82,43415.75,54503.63,16422.23,32999.84,52612.22,70466.03,17906.42,36685.45,56687.58,71265.85,19487.84,41423.64,66950.97,84621.64,20314.66,46596.94,75066.77,90642.87,22496.32,47592.14,74146.24,93065.89,27456.61,60725.72,92924.29,112080.6,34341.69,79304.02,122687.84,152023.87,50729.45,106352.02,154512.95,191435.39,52660.12,108595.21,160437.88,198959.31,48274.74,119757.37,179834.17,227274.66,70897.72
营业收入,43533.63,42187.74,33784.71,44206.05,12678.35,26821.82,43415.75,54503.63,16422.23,32999.84,52612.22,70466.03,17906.42,36685.45,56687.58,71265.85,19487.84,41423.64,66950.97,84621.64,20314.66,46596.94,75066.77,90642.87,22496.32,47592.14,74146.24,93065.89,27456.61,60725.72,92924.29,112080.6,34341.69,79304.02,122687.84,152023.87,50729.45,106352.02,154512.95,191435.39,52660.12,108595.21,160437.88,198959.31,48274.74,119757.37,179834.17,227274.66,70897.72
二、营业总成本,40549.89,38615.45,29616.48,39435.41,11104.6,23179.02,37337.76,48054.85,14480.1,28585.38,44948.58,60261.67,15079.9,29926.39,44565.59,56812.02,16589.2,33601.86,52957.2,69246.11,16754.05,37176.29,59952.11,76471.73,17985.85,37314.72,58019.47,76060.92,21850.58,47934.6,71165.98,85351.0,27451.56,60754.59,89805.36,108108.01,38633.17,73520.58,99827.02,121687.29,34815.18,72743.58,102836.18,132729.42,29797.83,73388.21,109004.15,137996.5,46629.83
营业成本,28222.79,26795.12,21234.55,27307.6,8284.53,17610.72,27713.22,36865.07,11769.55,21623.46,34534.76,44782.67,11445.74,22316.56,32765.43,41021.77,12319.01,24725.3,39420.22,51095.63,11758.41,25672.67,40919.32,52221.95,12166.42,26090.99,40349.42,52090.53,14287.2,31732.11,48878.6,60772.19,19158.83,42034.12,65325.0,78719.28,24767.9,47821.17,68403.16,84687.16,22042.07,45008.0,65770.18,82346.19,20470.85,51059.67,75741.81,94855.33,28309.78
营业税金及附加,434.46,444.43,337.92,454.3,116.9,220.66,348.26,430.02,136.59,245.24,471.95,631.86,156.15,371.18,553.04,866.57,300.85,462.55,746.39,1039.89,232.88,557.91,870.81,1099.43,332.97,658.45,991.13,1223.09,393.21,875.83,1276.52,1911.72,457.84,1302.36,1813.71,2570.41,609.12,1629.4,2115.63,3000.99,767.83,1736.11,2248.3,2888.31,564.7,1739.83,2352.58,3347.03,849.17
销售费用,9191.15,8309.09,6078.43,9170.95,1927.05,3918.79,7325.42,7792.89,1919.31,5457.61,8702.04,13261.14,2952.77,6280.11,9946.29,13228.15,3278.48,7295.91,11375.27,15297.33,3790.78,9333.11,16004.89,20445.92,4564.24,8933.5,14321.71,18856.06,5762.26,12575.53,17440.04,17798.56,6657.4,14910.52,19302.29,21945.89,11702.32,20982.72,24805.7,28059.41,10588.15,22964.86,30060.13,40693.27,7675.11,18805.18,28273.22,36803.35,17133.66
管理费用,1400.61,1738.12,1186.21,1666.32,561.34,1050.54,1450.3,2431.46,800.55,1484.15,1981.67,2649.28,799.37,1643.83,2325.1,3089.63,1015.0,1736.37,2442.83,3252.09,1331.43,2303.9,3143.18,4001.26,1222.38,2200.94,3118.16,4622.53,1464.85,2826.05,3765.74,5205.96,1222.59,2512.85,3469.78,4831.07,1580.11,3119.32,4547.81,5887.87,1489.01,2998.93,4413.2,6304.12,1083.27,2598.32,3830.29,5750.19,1495.37
财务费用,1281.84,1233.32,658.06,834.58,214.78,381.65,500.63,537.96,-145.9,-247.4,-764.17,-1061.39,-274.13,-701.95,-1040.87,-1403.98,-324.13,-628.81,-1037.57,-1439.01,-359.45,-704.85,-999.64,-1282.82,-300.16,-574.86,-766.64,-746.14,-56.94,-89.5,-209.49,-373.06,-45.11,-33.18,-133.34,-226.49,-26.28,-111.93,-172.89,-343.44,-90.09,-161.59,-237.67,-510.24,-89.44,-981.1,-1740.86,-3440.79,-1390.86
资产减值损失,19.04,95.38,121.31,1.65,0.0,-3.34,-0.07,-2.55,0.0,22.33,22.34,-1.88,0.0,16.67,16.61,9.88,-0.02,10.55,10.05,0.19,0.0,13.56,13.55,-14.01,0.0,5.69,5.71,14.86,0.0,14.58,14.56,35.63,0.0,27.93,27.93,267.85,0.0,79.89,78.69,298.83,0.0,-58.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0
公允价值变动收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
