报表日期,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31
投资收益,7.5,5.0,65.52,-87.91,-204.6,-323.79,-526.91,-87.63,-240.14,-332.96,-332.96,0.0,0.0,0.0,0.0,0.0,209.91,249.91,1049.15,258.33,421.79,2271.43,6016.23,683.97,1376.86,2303.42,6431.84,904.51,3469.7,5767.91,8668.06,1460.44,3505.52,3916.9,7915.34,3126.44,7055.18,8600.05,12705.74,2798.56,4279.81,4688.67,4991.9,1665.39,3990.31,5470.69,6837.1
其中:对联营企业和合营企业的投资收益,0.0,0.0,0.0,-87.91,0.0,-323.79,0.0,-87.63,0.0,-332.96,-332.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-663.7,-92.33,-134.25,292.44,-205.2,-20.33,-114.5,-154.3,-207.33,-30.21,-59.49,-59.49,123.81,-66.05,-362.39,-362.39,-362.39,0.0,0.0,0.0,14.09
汇兑收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三、营业利润,23386.13,58720.62,91481.83,26998.85,46057.37,85554.52,137393.12,34810.39,59795.58,108335.33,161795.46,21413.61,33838.73,57803.69,98933.26,20051.16,36714.74,72064.82,123601.38,22631.47,44715.89,88126.1,147412.37,27858.93,56332.76,108400.02,179577.39,33065.07,65784.6,134199.56,186637.59,32911.42,71451.09,139897.28,151129.43,40917.19,86632.09,174964.78,208022.2,44623.24,99878.32,173379.44,215245.11,7731.86,13668.14,33483.12,110519.47
加:营业外收入,40.78,34.46,187.75,84.43,40.3,105.08,116.14,46.04,104.7,109.6,305.31,881.55,923.8,7143.73,7490.54,68.01,5304.71,6024.61,6641.21,228.41,499.61,744.51,3863.33,145.8,264.53,1000.72,2531.46,92.56,216.01,1001.29,2193.52,800.89,328.19,375.27,1148.61,28.35,115.73,175.27,20051.45,348.45,215.97,393.39,633.81,51.89,266.41,428.26,533.39
减：营业外支出,16.11,1110.26,206.15,70.28,536.4,558.29,657.99,17.89,25.72,39.16,384.97,26.72,49.87,131.72,763.06,595.09,1062.19,1148.57,3145.28,151.73,549.99,637.6,936.47,562.49,841.35,996.17,1243.21,79.51,340.76,436.08,1254.12,525.35,601.5,802.75,898.75,122.29,308.55,478.35,1247.59,191.42,882.55,2036.34,2952.58,486.73,802.11,1710.75,2254.41
其中：非流动资产处置损失,0.0,0.25,2.55,8.69,5.79,5.79,15.73,1.98,4.43,13.74,15.56,0.7,0.78,7.03,12.41,0.42,3.48,5.01,44.13,10.95,12.28,15.34,20.12,14.27,15.24,16.83,23.34,5.2,8.36,10.36,112.74,1.21,7.71,10.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
四、利润总额,23410.79,57644.82,91463.44,27012.99,45561.27,85101.3,136851.27,34838.54,59874.56,108405.77,161715.79,22268.44,34712.66,64815.7,105660.75,19524.09,40957.26,76940.85,127097.31,22708.15,44665.51,88233.01,150339.23,27442.24,55755.94,108404.57,180865.64,33078.12,65659.85,134764.77,187576.99,33186.96,71177.79,139469.8,151379.29,40823.25,86439.27,174661.7,226826.05,44780.26,99211.74,171736.49,212926.35,7297.02,13132.44,32200.63,108798.45
减：所得税费用,8406.01,13303.29,22842.4,6620.42,11679.97,21036.31,36782.96,8771.55,16125.47,27572.35,39373.72,6300.75,9873.38,17444.97,29580.35,6237.9,12540.96,21765.51,36915.17,6639.8,10402.33,21312.39,41535.18,7695.63,13516.21,25766.75,46609.27,8707.25,14963.73,35530.25,47349.43,8055.95,18308.7,39168.0,38331.85,10035.31,20640.48,48303.96,58670.74,10338.3,27966.35,42222.66,59536.29,5757.55,12582.22,11143.45,29359.48
五、净利润,15004.78,44341.54,68621.04,20392.57,33881.3,64064.99,100068.31,26066.99,43749.1,80833.43,122342.07,15967.69,24839.28,47370.73,76080.4,13286.19,28416.3,55175.34,90182.14,16068.35,34263.18,66920.62,108804.06,19746.61,42239.73,82637.82,134256.37,24370.88,50696.12,99234.52,140227.56,25131.0,52869.08,100301.81,113047.44,30787.95,65798.79,126357.74,168155.31,34441.97,71245.39,129513.83,153390.06,1539.48,550.22,21057.18,79438.97
归属于母公司所有者的净利润,15004.78,44341.54,68686.59,20392.57,33881.3,64064.99,100068.31,26066.99,43749.1,80833.43,122342.07,15967.69,24839.28,47370.73,76080.4,13286.19,28416.3,55175.34,90200.38,16092.46,34375.58,67132.33,109226.01,19629.72,42262.01,82881.31,134924.08,24445.28,51257.67,100196.77,142650.99,25217.95,53390.92,101207.74,113792.93,31239.11,66739.27,127182.54,169362.85,34694.57,72210.65,130730.68,154940.15,1748.25,2159.63,21592.21,80567.81
少数股东损益,0.0,0.0,-65.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.24,-24.11,-112.4,-211.71,-421.96,116.89,-22.28,-243.49,-667.71,-74.4,-561.55,-962.25,-2423.44,-86.94,-521.84,-905.94,-745.49,-451.17,-940.48,-824.8,-1207.53,-252.61,-965.26,-1216.85,-1550.09,-208.77,-1609.4,-535.03,-1128.84
基本每股收益(元/股),0.32,0.9,1.14,0.34,0.56,1.07,1.67,0.43,0.69,1.25,1.87,0.24,0.37,0.71,1.14,0.2,0.42,0.82,1.35,0.24,0.51,1.0,1.63,0.29,0.32,0.31,0.5,0.09,0.19,0.37,0.53,0.09,0.2,0.38,0.42,0.12,0.25,0.47,0.63,0.13,0.27,0.48,0.58,0.01,0.01,0.08,0.3
稀释每股收益(元/股),0.32,0.9,1.14,0.34,0.56,1.07,1.67,0.43,0.69,1.25,1.87,0.24,0.37,0.71,1.14,0.2,0.42,0.82,1.35,0.24,0.51,1.0,1.63,0.29,0.32,0.31,0.5,0.09,0.19,0.37,0.53,0.09,0.2,0.38,0.42,0.12,0.25,0.47,0.63,0.13,0.27,0.48,0.58,0.01,0.01,0.08,0.3
七、其他综合收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81,0.0,0.0,0.02,0.02,0.0,0.29,3743.03,2491.58,-5.68,-1551.49,-1984.26,-2403.75,-385.58,526.65,467.37,32.45,-485.57,684.19,426.7,-50.15,-2110.54,-243.78,679.28,-6235.01,98.45,-2887.68,-158.85,-8255.17
八、综合收益总额,15004.78,44341.54,68621.04,20392.57,33881.3,64064.99,100068.31,26066.99,43749.1,80833.43,122342.07,15967.69,24839.28,47370.73,76080.4,13286.19,28416.3,55175.34,90184.95,16068.35,34263.18,66920.64,108804.08,19746.61,42240.02,86380.86,136747.95,24365.19,49144.63,97250.26,137823.81,24745.43,53395.74,100769.18,113079.9,30302.38,66482.98,126784.43,168105.16,32331.43,71001.61,130193.12,147155.05,1637.93,-2337.45,20898.32,71183.8
归属于母公司所有者的综合收益总额,15004.78,44341.54,68686.59,20392.57,33881.3,64064.99,100068.31,26066.99,43749.1,80833.43,122342.07,15967.69,24839.28,47370.73,76080.4,13286.19,28416.3,55175.34,90201.81,16092.46,34375.58,67132.34,109226.02,19629.72,42262.15,86624.2,137415.52,24439.6,49706.18,98212.51,140247.24,24832.37,53917.57,101675.11,113825.38,30753.54,67423.46,127609.23,169312.69,32584.04,71966.86,131409.96,148705.14,1846.7,-728.05,21433.35,72312.65
归属于少数股东的综合收益总额,0.0,0.0,-65.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.86,-24.11,-112.4,-211.7,-421.95,116.89,-22.14,-243.35,-667.57,-74.4,-561.55,-962.25,-2423.44,-86.94,-521.84,-905.94,-745.49,-451.17,-940.48,-824.8,-1207.53,-252.61,-965.26,-1216.85,-1550.09,-208.77,-1609.4,-535.03,-1128.84
