报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30
货币资金,27857.05,42709.2,45616.75,51059.61,49668.36,41890.44,35448.23,37205.44,22902.51,23241.77,20830.42,20722.93,18016.12,27841.91,22572.38,22383.48,18645.67,19632.85,43380.64,31431.59,17674.78,9494.76,24325.67,33921.61,13194.51,28364.73,29715.86,26169.88,140851.53,89227.3,64946.83,92400.21,53046.98,74967.41,93151.41,98852.53,110259.72,44994.75,57566.76,132258.05,155948.93,139892.15,208900.12,240983.45,245653.76,303425.99,263326.12,553467.43,443100.45,433857.04,424464.72,670469.83,319130.98,407357.52
交易性金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
衍生金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收票据及应收账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261886.41,0.0,202016.55,0.0,341079.49,0.0,418192.79,564174.23,725887.96,772135.72,508580.47,695697.34,745079.45,890100.82,1004903.62,997696.58,1062476.13
应收票据,1793.65,1517.84,195.48,996.79,1549.34,1025.86,197.91,184.55,721.81,1018.43,1411.85,155.59,0.0,688.1,362.66,792.28,91.68,1547.75,1398.01,970.07,957.96,929.36,5252.5,3050.67,2370.62,4983.51,8958.82,6605.02,5875.41,9611.96,11788.54,16930.65,12706.24,7162.09,11716.75,27779.82,29671.56,23648.15,29567.09,28033.91,21601.68,27414.19,39133.93,24319.43,14101.92,3934.62,41293.04,12253.48,11991.7,33309.46,10568.82,0.0,0.0,0.0
应收账款,7559.25,11124.88,13848.06,10091.67,7660.54,14311.96,13349.66,8016.51,9333.21,8343.74,10623.98,7736.2,7826.74,10620.77,14730.98,13308.73,13913.66,22037.47,12507.57,13444.36,20049.28,33027.41,23253.77,39310.45,42728.84,52031.09,53951.1,66707.54,80811.75,98375.18,114917.11,106800.67,121162.17,150684.31,191800.67,168115.8,183027.02,238238.26,196014.55,173982.64,186502.84,313665.31,398059.17,393873.36,550072.32,721953.34,730842.68,496326.99,683705.64,711769.99,879532.0,1004903.62,997696.58,1062476.13
应收款项融资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57988.21,14410.66,54826.58
预付款项,10377.55,3906.89,4388.74,3488.76,3207.0,3583.17,3949.26,4247.55,5390.63,5115.03,5931.51,2345.84,3061.41,3546.46,5395.02,3337.3,4860.45,3882.59,4595.17,3761.5,3896.59,4919.92,4133.1,1460.74,7636.71,3347.87,2560.96,5021.69,6745.93,6826.75,10786.91,5058.99,13184.9,11740.24,21681.8,14965.2,12904.22,42034.01,40630.45,13150.7,24889.06,19638.99,32411.86,6415.38,26500.27,25576.66,16303.5,6415.21,5525.12,7510.12,14594.69,5991.43,7839.62,3336.98
其他应收款(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10215.21,0.0,10548.6,0.0,9696.26,0.0,7782.27,5429.14,8596.1,10104.42,11148.19,9269.67,8822.69,7228.46,8670.14,5282.64,6100.05
应收利息,0.0,0.0,0.0,123.14,123.14,889.94,606.97,132.62,181.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.17,31.42,10.49,3.04,9.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537.72,281.74,117.84,95.18,178.44,905.53
应收股利,0.0,442.8,0.0,0.0,0.0,0.0,0.0,0.0,1856.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,624.0,0.0,0.0,0.0,691.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.31,142.31,0.0,0.0,0.0,0.0,0.0,908.05,0.0,0.0,0.0,0.0,0.0
其他应收款,3377.28,3307.57,3788.09,2664.2,2828.86,2451.36,2753.64,1721.5,0.0,2120.64,2157.85,2688.46,2579.53,2556.58,3052.0,2310.94,2289.2,2759.12,8170.39,3041.56,3532.57,6666.31,5844.19,5869.59,5506.78,8507.7,7022.9,8358.18,8050.41,11474.67,8854.27,12674.93,10704.55,8574.32,9398.51,10915.86,8195.69,10215.21,9264.55,10548.6,9903.0,9553.95,8052.16,7782.27,5429.14,8596.1,10104.42,11148.19,0.0,8540.95,0.0,8574.96,0.0,5194.52
买入返售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
存货,22085.07,23693.48,25597.25,23931.69,23081.73,28950.32,31415.76,28722.37,27237.57,22956.5,23996.26,18711.96,18393.11,18406.01,22797.22,33754.74,28744.88,22816.06,21387.79,25689.23,29157.9,33535.63,45760.96,59529.75,67563.26,83639.98,105365.15,108855.79,154592.54,142838.17,178593.12,187508.62,296500.74,211980.77,214321.41,226860.62,231234.18,233354.74,228259.61,275730.92,272077.74,301275.52,355675.12,498713.96,670229.93,799111.01,923138.14,821671.67,701457.56,774385.55,765787.97,856762.13,1247919.61,1522439.49
划分为持有待售的资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53164.2,66452.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待摊费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待处理流动资产损益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他流动资产,0.0,0.0,0.0,0.0,442.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,20000.0,0.0,0.0,0.0,61875.41,91726.1,43009.73,42041.21,88690.09,118998.31,103452.66,83020.66,93773.46,75144.43,73028.17,318388.7,415558.78,183675.34,397565.55,411653.12,443637.68,407095.71,142304.51,158990.09,90594.74,191727.7,671924.37
