报表日期,2007-12-31,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30
一、营业总收入,90344.19,156709.87,34324.42,64171.67,95738.59,130426.39,35493.91,64525.34,100850.61,145312.22,31891.73,57947.83,90032.83,168425.84,61824.46,144052.77,226698.38,310440.6,77526.86,166881.74,253983.05,350752.74,80008.14,172469.11,284503.81,378636.13,87861.97,204642.67,347309.6,515312.69,146758.66,294576.22,492207.28,714142.17,187856.94,371924.13,635360.98,863681.26,188608.84,412996.45,658864.35,806313.48,178867.46,398231.54,647836.54,900844.33,147392.87,410890.98,743730.6
营业收入,90344.19,156709.87,34324.42,64171.67,95738.59,130426.39,35493.91,64525.34,100850.61,145312.22,31891.73,57947.83,90032.83,168425.84,61824.46,144052.77,226698.38,310440.6,77526.86,166881.74,253983.05,350752.74,80008.14,172469.11,284503.81,378636.13,87861.97,204642.67,347309.6,515312.69,146758.66,294576.22,492207.28,714142.17,187856.94,371924.13,635360.98,863681.26,188608.84,412996.45,658864.35,806313.48,178867.46,398231.54,647836.54,900844.33,147392.87,410890.98,743730.6
二、营业总成本,84974.57,141885.02,28408.09,51703.54,79846.31,112501.67,33154.96,61309.67,95731.25,137001.44,29952.25,56087.93,86325.56,157424.12,58260.89,135804.22,212815.49,290274.54,73787.01,159459.98,240968.33,333229.82,74798.65,163399.79,270504.37,364547.11,85267.92,195438.84,335935.36,503901.49,141809.17,284708.66,474144.0,685044.13,183306.14,365889.2,617686.9,850961.24,188816.55,406885.2,647145.44,830017.0,177178.23,409156.26,664346.04,919423.39,148765.33,417770.57,741016.32
营业成本,69842.33,120481.35,23603.95,43231.92,66672.81,94078.1,27815.62,52204.15,82800.47,119690.59,26524.02,48714.24,74114.55,137203.39,52339.97,122112.26,191701.22,262785.95,66621.97,144127.4,217346.44,297908.07,69627.02,147776.93,243362.37,324038.79,75208.84,171735.61,296556.1,437533.37,122795.24,247673.94,414484.4,588235.41,161062.95,322262.84,540479.01,736378.19,163082.54,352903.1,561308.28,692257.1,150429.2,351206.57,573402.23,778827.61,123739.47,359885.04,648271.06
营业税金及附加,448.89,855.33,147.19,328.56,427.75,583.86,97.92,160.93,201.35,333.54,89.94,220.64,250.63,433.78,90.64,332.17,534.83,773.76,131.35,277.63,507.39,932.15,243.45,430.41,557.12,894.15,423.12,880.48,1839.07,3911.42,3179.83,6800.31,11487.96,20828.24,5825.89,11400.35,18892.62,26196.11,5236.79,11602.83,17786.49,22750.7,5102.61,10684.6,16601.91,24922.53,4873.98,10614.25,17520.43
销售费用,7197.41,10772.17,2072.58,3920.66,6600.37,9687.65,2469.65,4694.26,7007.3,9940.47,2225.05,4687.59,7104.66,10481.25,3415.82,7131.04,11281.54,13409.39,3162.57,7026.05,10884.18,14948.06,2873.22,7908.15,13340.91,18251.85,3573.59,10484.98,18018.33,28665.33,6785.18,12776.2,21663.09,36905.28,7869.29,14394.82,27110.67,42725.09,7107.29,17562.19,29252.61,53987.44,6405.67,15248.67,26727.59,47585.61,6727.74,15243.76,24541.32
管理费用,2925.76,4942.31,1216.5,2683.26,4537.73,6289.57,1653.39,3554.14,5354.0,7491.43,1571.86,3365.38,5674.31,9288.18,2679.52,5682.36,8577.25,12031.05,2944.65,6061.05,9487.06,14971.77,3311.74,6884.98,10733.55,16049.31,4141.28,8354.76,13858.15,23086.21,5534.01,11386.06,18826.21,28677.22,6976.25,14613.9,23373.86,33780.8,8983.81,17935.62,15180.94,23116.18,5800.47,11429.95,17842.38,23065.87,4428.08,9634.39,15110.3
财务费用,2867.06,4382.33,700.62,1165.42,1608.94,2167.98,441.42,173.09,-356.59,-810.41,-649.41,-1035.86,-1445.21,-1483.71,-356.45,-118.25,63.0,486.67,328.63,995.79,1418.16,2858.76,399.67,1117.73,2514.01,4072.34,1520.26,3066.53,4361.99,7248.5,3125.13,4788.29,6030.16,7802.1,2203.04,4343.5,8044.76,11967.46,3872.25,4917.38,7086.92,12807.44,4274.68,10328.35,14998.52,19885.25,4716.73,11239.88,17950.81
研发费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13091.11,19105.13,4525.03,10258.12,14773.41,25136.52,4279.33,11153.24,17622.4
资产减值损失,1693.13,451.53,667.25,373.7,-1.29,-305.49,676.96,523.11,724.71,355.82,190.8,135.94,626.62,1501.22,91.38,664.64,657.66,787.72,597.84,972.06,1325.11,1611.01,-1656.46,-718.41,-3.59,1240.67,400.83,916.48,1301.72,3456.65,389.78,1283.86,1652.19,2595.89,-631.29,-1126.2,-214.02,-86.42,533.86,1964.07,3439.1,5993.01,640.56,0.0,0.0,0.0,0.0,0.0,0.0
