报表日期,2007-06-30,2007-12-31,2008-06-30,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30
销售商品、提供劳务收到的现金,0.0,0.0,0.0,2756913.9,3898059.5,1546426.3,3128017.9,4399651.9,5614722.1,1329507.3,2538061.7,3773460.2,5140881.4,1409175.0,2719185.2,3854698.9,5413201.3,1274544.7,2728759.9,4104606.9,5484061.8,1325746.1,2725698.5,4043337.8,5508049.8,2113221.6,3788135.3,5245843.0,8090894.1,2306798.8,4355157.1,6684623.9,8758141.7,2273913.0,4263946.6,6686754.2,9434058.5,2586779.0,4730939.0,7502560.2,10381299.1,2663629.7,4875097.9,7734730.4
收到的税费返还,0.0,0.0,0.0,47571.4,37829.7,15964.8,22145.5,38019.8,52661.8,28088.0,45244.7,65591.7,75148.7,16049.5,29784.9,47978.6,60280.0,21239.2,32566.5,48144.3,78436.3,31870.0,55002.3,74366.0,94498.7,14185.1,60864.8,94863.7,138026.2,32766.5,69523.7,88289.5,106893.8,11927.5,63369.9,93378.1,133779.9,70606.0,122134.5,268225.2,304100.1,68174.7,94007.6,133974.2
收到的其他与经营活动有关的现金,0.0,0.0,0.0,25354.7,12410.0,3666.8,12012.1,18155.9,59024.1,4197.9,12485.2,16410.1,36972.1,9239.6,27475.7,40080.7,61145.9,8085.1,34830.9,43450.5,68634.7,6192.1,23896.1,40911.0,76600.0,24482.9,61286.9,62601.7,67463.8,25500.5,38757.8,70744.2,105895.3,18605.9,79370.3,131975.7,163501.3,46863.3,160129.9,258653.6,570641.9,132358.5,289051.2,405281.7
经营活动现金流入小计,0.0,0.0,0.0,2829840.0,3948299.2,1566057.9,3162175.5,4455827.6,5726408.0,1361793.2,2595791.6,3855462.0,5253002.2,1434464.1,2776445.8,3942758.2,5534627.2,1303869.0,2796157.3,4196201.7,5631132.8,1363808.2,2804596.9,4158614.8,5679148.5,2151889.6,3910287.0,5403308.4,8296384.1,2365065.8,4463438.6,6843657.6,8970930.8,2304446.4,4406686.8,6912108.0,9731339.7,2704248.3,5013203.4,8029439.0,11256041.1,2864162.9,5258156.7,8273986.3
购买商品、接受劳务支付的现金,0.0,0.0,0.0,1985629.7,2066074.4,1019734.1,2319295.7,3119780.0,4342075.1,807530.4,1587895.7,2602234.3,3481121.2,782644.8,1652547.8,2672882.5,3707260.0,882564.6,1857248.9,2957915.6,4007635.5,1118635.2,2147752.7,3267385.2,4234068.4,1289005.6,2703059.5,4217863.5,6122719.3,1962486.8,3615895.7,5582229.2,7016420.9,1934558.1,3676128.1,5214630.5,6809466.3,2019548.3,3834663.5,5393710.7,7257813.2,2082644.9,3977633.6,5741329.1
支付给职工以及为职工支付的现金,0.0,0.0,0.0,372115.7,416894.7,123188.3,250183.0,419892.6,615996.6,150967.8,363156.4,552248.2,742214.7,195629.8,391628.4,561088.9,759739.1,203931.6,444487.6,676311.4,894468.6,223705.4,499725.5,733526.3,981119.7,281164.4,595202.1,910694.4,1258618.8,353076.1,653481.8,1021981.6,1406565.2,387887.3,719870.9,1120687.5,1548285.3,426230.4,881650.5,1358481.8,1882451.8,472561.8,1014470.9,1494946.8
支付的各项税费,0.0,0.0,0.0,67922.1,132830.7,80372.3,150841.4,174893.5,211247.1,43478.8,83747.2,110089.2,212888.5,81876.6,153611.5,186736.7,253107.7,75076.9,140528.8,193444.4,266821.1,53332.8,118194.6,154980.6,212662.6,73961.8,182418.8,238374.2,306679.4,112717.5,216280.8,306368.8,436162.4,110079.0,195564.5,252630.0,359531.2,136503.3,235143.0,328704.4,437063.1,157432.0,246643.1,313475.9
支付的其他与经营活动有关的现金,0.0,0.0,0.0,225318.0,134357.5,48491.3,126162.4,184119.9,243150.7,53975.2,94863.0,172264.2,218325.2,58207.8,135565.6,218669.0,258987.3,68195.6,123758.2,200945.4,218590.7,79776.1,93291.0,162581.4,247490.9,114057.1,127402.5,190477.3,224157.2,62119.4,120629.6,215971.6,296339.4,113752.8,162148.0,254559.2,377268.2,143761.5,222404.3,283507.0,426422.1,110735.8,225859.4,340967.9
经营活动现金流出小计,0.0,0.0,0.0,2650985.5,2750157.3,1271786.0,2846482.5,3898686.0,5412469.5,1055952.2,2129662.3,3436835.9,4654549.6,1118359.0,2333353.3,3639377.1,4979094.1,1229768.7,2566023.5,4028616.8,5387515.9,1475449.5,2858963.8,4318473.5,5675341.6,1758188.9,3608082.9,5557409.4,7912174.7,2490399.8,4606287.9,7126551.2,9155487.9,2546277.2,4753711.5,6842507.2,9094551.0,2726043.5,5173861.3,7364403.9,10003750.2,2823374.5,5464607.0,7890719.7
经营活动产生的现金流量净额,29258.5,191081.0,142299.4,178854.5,1198141.9,294271.9,315693.0,557141.6,313938.5,305841.0,466129.3,418626.1,598452.6,316105.1,443092.5,303381.1,555533.1,74100.3,230133.8,167584.9,243616.9,-111641.3,-54366.9,-159858.7,3806.9,393700.7,302204.1,-154101.0,384209.4,-125334.0,-142849.3,-282893.6,-184557.1,-241830.8,-347024.7,69600.8,636788.7,-21795.2,-160657.9,665035.1,1252290.9,40788.4,-206450.3,383266.6
