报表日期,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30
一、营业总收入,62531.95,122433.37,111453.51,25905.12,54160.44,81198.94,112731.86,31724.33,61033.98,88692.56,123595.65,33690.95,69874.93,102633.14,138650.44,36672.76,73821.85,118764.53,165210.22,43414.69,99704.46,148963.59,205580.59,52899.48,114093.29,172140.21,234284.42,58404.38,116682.67,173466.87,242957.98,62821.12,139274.84,223399.16,317068.13,68782.53,173329.37,258186.74,353502.66,79463.36,178636.57,275939.42,402745.09,116323.61,249521.2
营业收入,62531.95,122433.37,111453.51,25905.12,54160.44,81198.94,112731.86,31724.33,61033.98,88692.56,123595.65,33690.95,69874.93,102633.14,138650.44,36672.76,73821.85,118764.53,165210.22,43414.69,99704.46,148963.59,205580.59,52899.48,114093.29,172140.21,234284.42,58404.38,116682.67,173466.87,242957.98,62821.12,139274.84,223399.16,317068.13,68782.53,173329.37,258186.74,353502.66,79463.36,178636.57,275939.42,402745.09,116323.61,249521.2
二、营业总成本,48793.06,103124.73,90632.3,21253.81,45562.54,64879.52,92422.02,25465.52,52105.17,77523.89,108425.69,31146.35,63366.01,93551.78,129442.2,34848.25,72728.31,116642.66,163390.19,43827.58,97172.72,144325.94,199557.94,52008.57,109059.14,164448.18,223495.35,57105.76,106011.54,158626.43,221809.98,61627.46,128157.02,207402.05,291275.23,65641.2,159197.95,237697.85,326942.73,76249.29,161307.33,250127.25,368339.31,107622.67,221718.66
营业成本,40825.83,89255.75,80764.43,17763.17,37942.66,53850.1,77403.31,21546.0,43689.42,65662.44,91161.78,26886.9,55320.05,81156.1,108141.63,29835.71,60731.28,96924.14,133210.46,35722.75,80502.13,119147.9,163194.09,43075.51,90051.17,135195.3,180244.66,46613.85,84958.86,127310.27,178533.72,50879.41,107502.45,175146.38,242932.54,53756.85,134452.47,199941.99,271439.96,60840.36,131481.93,204795.63,298401.38,92044.48,186144.61
营业税金及附加,254.52,825.57,835.32,229.44,490.42,632.66,935.05,377.98,676.75,1040.63,1147.64,180.24,369.78,501.62,650.6,185.29,407.0,573.25,832.61,211.89,358.66,549.61,775.69,216.25,458.63,658.23,940.95,231.57,514.25,860.78,3125.31,954.58,1877.53,2906.64,4002.69,1147.66,2353.19,3590.78,4988.86,1281.63,2711.91,3913.99,5509.18,1463.75,2625.1
销售费用,602.18,1371.02,1014.35,272.66,587.16,855.67,1168.51,277.94,670.65,1209.56,1922.51,671.41,1414.55,2091.48,3111.87,809.02,1944.78,3317.29,4590.58,1024.19,2238.63,3626.35,5164.81,1077.22,2215.16,3389.43,4898.01,1233.16,2697.78,4149.01,5974.1,1654.06,3148.36,4944.42,7145.84,1728.19,3592.8,5615.58,8342.38,2047.92,4641.67,7334.6,10731.95,2540.6,6050.99
管理费用,2383.09,4218.52,5060.35,1507.1,3821.99,5678.6,7681.64,1663.58,4654.92,6568.51,10766.9,2345.21,4020.89,6181.35,10928.4,2166.47,5128.3,8952.18,14427.09,3625.29,7458.21,11276.55,16689.66,3171.32,6773.57,11439.34,16967.62,3811.53,8551.8,12824.72,16628.83,3902.06,7589.67,11988.45,18469.73,3942.81,8251.65,9608.49,13262.94,4022.58,7689.91,11807.7,17036.54,3557.77,8058.39
财务费用,4200.04,6259.73,3728.89,838.39,1869.75,3010.64,4242.43,1001.43,1346.48,1847.15,2530.34,780.53,1845.4,3529.44,5271.55,1629.5,3882.02,6131.6,9290.76,2670.87,5611.86,9142.18,12775.14,4066.0,8784.61,12931.15,17558.04,4711.0,8644.62,12321.1,15288.84,3658.41,7198.04,11536.47,15942.96,4893.0,9614.98,14328.95,20522.02,7113.07,12842.35,18905.82,25457.22,6025.89,12370.75
研发费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3116.97,5099.51,788.58,1939.56,3369.51,11203.02,1990.18,6468.82
资产减值损失,527.41,1194.13,-771.03,643.05,850.57,851.85,991.08,598.6,1066.95,1195.6,896.52,282.06,395.34,91.78,1338.15,222.26,634.94,744.19,1038.7,572.59,1003.24,583.35,958.56,402.27,776.0,834.73,2886.07,504.65,644.23,1160.56,2259.17,578.94,840.96,879.69,2781.46,172.69,932.87,1495.1,3287.07,155.14,0.0,0.0,0.0,0.0,0.0
公允价值变动收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
投资收益,1.92,153.51,-655.65,-72.49,-10.21,585.44,383.74,-64.95,486.87,587.47,300.5,379.17,625.37,633.16,882.07,217.43,374.1,447.7,844.19,668.72,2560.22,2682.88,2147.74,18.91,1236.51,1447.76,1680.61,0.0,249.97,250.0,249.97,0.03,222.56,222.59,222.62,0.02,8.52,2.22,4.55,-9.08,-11.38,-6.58,55.44,-7.87,-29.93
其中:对联营企业和合营企业的投资收益,0.0,0.0,773.81,-67.75,-13.03,582.61,380.91,-67.75,484.07,584.67,297.7,379.17,621.95,629.74,878.65,213.73,370.4,432.88,832.33,668.72,1254.41,1377.07,841.24,18.91,1236.51,1447.76,1680.61,0.0,-0.03,0.0,249.97,0.03,0.06,0.09,0.12,0.02,8.52,2.22,4.55,-9.08,-11.38,-6.58,55.44,-7.87,-29.93
汇兑收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三、营业利润,13740.81,19462.15,20165.57,4578.83,8587.7,16904.86,20693.57,6193.85,9415.68,11756.13,15470.46,2923.77,7134.29,9714.52,10090.31,2041.94,1467.64,2569.58,2664.22,255.83,5091.96,7320.54,8170.38,909.82,6270.66,9139.79,12469.68,1298.62,10921.11,15090.44,21397.97,1193.69,11340.38,16219.7,28027.74,3613.33,15121.68,21735.0,28515.74,3445.24,16133.62,23985.89,31881.01,8156.31,24935.01
加:营业外收入,653.41,970.71,2254.36,682.11,1298.2,1677.43,2138.14,926.99,1993.04,3248.41,6877.54,4504.89,5150.36,5645.64,6313.79,2357.21,3726.63,4325.0,4830.02,425.32,859.52,1452.26,2029.35,400.54,831.2,1374.52,1872.63,528.08,1454.35,1931.15,2505.06,585.36,1074.82,1697.87,755.34,458.69,663.9,793.64,1075.28,37.4,153.52,303.51,484.37,64.07,147.41
减：营业外支出,88.15,214.36,154.63,7.1,11.1,64.68,74.14,5.5,18.83,70.83,208.91,6.94,22.68,36.42,54.34,9.3,22.22,62.16,79.04,11.01,20.48,34.88,62.85,17.23,41.84,206.56,356.7,13.46,44.36,73.52,194.63,29.05,75.6,261.68,273.17,119.9,193.96,328.62,264.41,37.3,236.92,636.78,979.85,18.77,90.85
其中：非流动资产处置损失,1.85,140.28,0.27,0.0,0.0,52.35,0.0,0.0,0.0,5.83,104.62,0.0,11.35,11.35,13.78,0.0,0.0,21.19,34.33,2.07,4.33,4.33,10.5,0.18,0.18,0.18,0.18,0.0,0.0,0.0,0.0,3.67,6.25,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
四、利润总额,14306.07,20218.49,22265.3,5253.84,9874.8,18517.6,22757.57,7115.34,11389.9,14933.72,22139.09,7421.72,12261.98,15323.74,16349.76,4389.84,5172.05,6832.42,7415.2,670.14,5931.01,8737.92,10136.89,1293.13,7060.02,10307.75,13985.61,1813.24,12331.1,16948.07,23708.4,1750.0,12339.59,17655.88,28509.91,3952.12,15591.62,22200.03,29326.61,3445.34,16050.22,23652.61,31385.54,8201.6,24991.57
减：所得税费用,4371.29,4861.37,5343.39,772.53,1879.54,4428.39,3492.85,1272.23,1952.93,2525.15,3654.12,1185.88,2001.82,2518.55,2670.54,692.36,943.98,1194.81,1277.19,217.01,1007.04,1574.03,2722.54,294.08,1261.39,1757.67,1742.3,538.83,2393.02,3289.16,4619.38,223.42,2361.12,3440.17,5937.84,1107.1,3526.83,4886.34,5274.55,689.64,3255.1,4958.07,6195.48,1650.72,5848.48
五、净利润,9934.78,15357.12,16921.91,4481.3,7995.26,14089.21,19264.71,5843.12,9436.96,12408.57,18484.97,6235.83,10260.15,12805.19,13679.22,3697.48,4228.06,5637.61,6138.01,453.14,4923.96,7163.89,7414.35,999.05,5798.63,8550.08,12243.31,1274.42,9938.07,13658.91,19089.03,1526.57,9978.47,14215.72,22572.07,2845.02,12064.79,17313.69,24052.06,2755.7,12795.12,18694.54,25190.06,6550.88,19143.09
归属于母公司所有者的净利润,9898.66,15277.42,16864.5,4481.3,7995.26,14089.21,19264.71,5843.12,9436.96,12408.57,18467.93,6161.79,10071.97,12453.23,13240.5,3712.96,4237.22,5451.18,5861.99,719.76,5337.68,7560.91,8066.55,888.98,5774.22,8538.59,12062.59,1198.83,8308.44,11632.22,16621.43,1652.37,9900.02,14072.91,21351.8,2141.01,10943.68,15629.96,21717.69,2350.25,11831.25,17230.16,23503.53,6211.17,18367.5
少数股东损益,36.12,79.71,57.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.04,74.05,188.18,351.96,438.72,-15.48,-9.15,186.43,276.02,-266.62,-413.72,-397.03,-652.2,110.07,24.41,11.49,180.72,75.59,1629.63,2026.69,2467.6,-125.8,78.45,142.8,1220.27,704.01,1121.11,1683.73,2334.37,405.45,963.87,1464.38,1686.53,339.71,775.6
基本每股收益(元/股),0.37,0.57,0.62,0.17,0.3,0.52,0.71,0.16,0.3,0.38,0.55,0.17,0.11,0.14,0.15,0.04,0.05,0.06,0.07,0.01,0.06,0.08,0.09,0.01,0.06,0.09,0.13,0.01,0.09,0.04,0.05,0.0051,0.03,0.04,0.07,0.0066,0.03,0.05,0.07,0.01,0.04,0.05,0.07,0.02,0.06
