报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30
一、营业总收入,62038.0,138546.42,205379.15,271696.43,92952.12,204809.29,277432.01,323181.74,63549.4,122820.3,180284.51,232991.98,54796.16,110041.02,151758.85,198429.01,59290.54,130381.78,190424.56,260100.15,63938.78,146986.4,217854.41,300790.54,85857.14,173341.5,243469.26,316257.21,86262.57,166837.99,231952.0,297591.67,80961.27,156281.14,203292.99,267720.82,123332.38,322765.84,388427.35,475149.47,90093.8,172264.46,239964.8,364135.91,101035.55,198607.46,284314.05,392117.08,121060.28,256812.47
营业收入,62038.0,138546.42,205379.15,271696.43,92952.12,204809.29,277432.01,323181.74,63549.4,122820.3,180284.51,232991.98,54796.16,110041.02,151758.85,198429.01,59290.54,130381.78,190424.56,260100.15,63938.78,146986.4,217854.41,300790.54,85857.14,173341.5,243469.26,316257.21,86262.57,166837.99,231952.0,297591.67,80961.27,156281.14,203292.99,267720.82,123332.38,322765.84,388427.35,475149.47,90093.8,172264.46,239964.8,364135.91,101035.55,198607.46,284314.05,392117.08,121060.28,256812.47
二、营业总成本,59782.05,132050.39,195467.5,258423.24,84455.89,175316.97,238230.39,286358.14,62596.1,122089.74,186103.23,243896.77,56198.1,113889.18,160474.26,212457.17,63129.52,134039.04,196419.69,264440.65,64640.8,146791.52,216814.07,297588.97,80558.71,158732.63,216456.11,280951.85,74308.8,146034.4,208308.23,273333.62,80001.56,155072.94,203313.52,268281.43,122965.68,323633.8,388958.65,470432.38,86339.55,165646.59,230915.92,337952.29,91619.7,177964.88,254153.38,351289.52,110845.86,233880.23
营业成本,55370.86,121213.18,179388.44,231790.38,74014.8,159013.0,215354.51,254193.8,56937.71,110084.82,165066.82,212283.0,49766.82,100757.62,140680.87,182945.2,56824.88,121141.14,176319.68,234116.24,57415.19,130685.5,192914.71,262963.86,71917.29,138814.57,189505.45,242192.21,67287.55,130631.17,185254.23,240994.4,73846.85,142018.47,184324.0,240554.28,116666.84,310498.17,369087.98,442970.43,77119.34,148934.68,206027.78,303869.72,82182.68,161040.78,229521.21,311520.89,97899.01,211224.61
营业税金及附加,122.01,362.5,629.49,751.62,333.81,729.86,1214.34,1469.83,83.0,191.96,239.85,257.9,41.75,92.06,133.17,271.46,8.98,31.2,70.75,93.89,12.35,47.58,69.8,207.54,154.81,482.69,559.79,759.89,56.65,262.1,337.41,372.58,53.76,235.58,293.48,299.77,62.64,248.77,250.58,1077.58,447.37,923.95,1225.11,1506.51,298.27,589.89,950.94,1256.34,326.47,655.26
销售费用,1116.62,2710.49,3935.75,4997.29,2448.85,3427.42,4557.8,4900.23,1344.06,2561.68,4051.67,5710.02,1144.53,2141.5,2747.51,4149.06,832.6,1510.31,2251.34,3244.12,935.41,2257.48,3226.6,4433.76,1296.18,3205.06,4057.69,4521.53,1205.27,2530.53,3670.43,4661.59,1109.33,2712.45,4037.11,6132.35,1305.3,2692.56,4063.59,5881.36,1880.39,3528.72,5055.66,6868.89,1751.0,3205.59,4349.24,5929.17,1736.3,4097.14
管理费用,2388.15,5612.94,8487.49,16143.89,5004.87,8812.22,12436.85,18094.8,3032.56,7115.02,11184.17,16026.82,3317.94,6750.42,10316.75,15085.35,3121.91,6243.02,9861.62,14407.13,3391.43,7371.07,11719.48,17247.9,4224.42,9740.17,14010.09,21168.29,3901.13,8875.24,14309.59,19876.92,3580.1,7241.88,10795.8,15071.71,3228.33,6696.24,10523.21,14565.0,4951.92,8658.89,13189.33,17373.33,4885.97,12237.1,12742.45,19318.28,4054.61,10095.5
财务费用,784.41,1835.85,2710.89,3988.92,2002.76,2869.23,4051.14,6047.01,1217.99,3138.16,6562.61,8737.67,1927.06,3873.46,5818.65,8070.88,2341.14,4501.63,7427.91,10555.44,2884.93,5338.65,7792.23,10752.64,2966.01,5180.92,7013.86,8519.42,1589.81,2597.7,3676.02,5076.18,1203.82,1883.91,3143.21,4331.74,1064.17,1936.29,2473.72,2144.61,853.88,2684.2,4975.27,6400.07,1924.38,189.71,-1186.29,-667.21,1273.97,598.59
资产减值损失,0.0,315.43,315.43,751.13,650.81,465.25,615.76,1652.47,-19.22,-1001.9,-1001.9,881.36,0.0,274.12,777.32,1935.22,0.0,611.73,488.39,2023.83,1.5,1091.25,1091.25,1983.27,0.0,1309.23,1309.23,3790.51,268.39,1137.66,1060.56,2351.95,207.69,980.65,719.93,1891.58,638.4,1561.77,2559.57,3793.4,1086.64,916.14,442.76,1933.75,577.41,701.81,1817.3,3442.52,713.23,0.0
公允价值变动收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.64,-42.13,-90.54,-90.54,-126.64,0.0,0.0,0.0,0.0,0.0,-5.58,40.94,0.0,0.0,0.0,0.0,0.0,0.0,-5.97,-54.31,0.0,-4.3,0.0,0.0,14.58,14.69,-163.66,-183.45,-14.58,0.0,-221.79
投资收益,0.0,0.0,0.0,135.79,0.0,0.0,0.0,0.0,0.0,108.63,108.63,198.21,0.0,0.0,0.0,529.58,71.16,196.46,119.48,429.23,168.71,285.69,-92.19,1439.05,1095.07,1826.52,2502.48,3095.37,527.2,831.49,953.79,1225.26,165.62,313.85,176.11,201.97,311.98,620.85,634.19,652.61,530.14,1538.3,1946.55,5130.06,1228.71,2723.86,3311.52,9589.04,1487.54,2720.38
