报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31
货币资金,32579.28,163708.38,118402.13,71692.71,72755.92,63449.28,47443.5,31228.37,51343.68,81115.55,86701.56,118783.49,106046.16,144418.03,90867.75,87165.18,86983.4,103870.02,82011.59,70655.78,74260.67,54537.73,50144.81,47217.62,47616.66,42541.5,37565.78,95518.9,78906.62,51559.86,320169.48,83357.16,251228.65,317681.86,262673.75,734152.22,554356.65,467487.75,506101.29,446319.53,203734.77,248758.6,314408.31,429027.72,499055.86,358749.04,407374.07,368701.57,442411.82,427080.71,433920.78,321924.04,299913.38
交易性金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1847.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
衍生金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收票据及应收账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255489.85,0.0,330570.28,0.0,319499.93,0.0,400527.77,700358.02,747163.96,715603.84,633625.2,626628.74,729678.12,781335.08,583282.49,474241.42
应收票据,5310.54,11575.93,15045.05,12049.35,16791.6,6162.07,10576.43,5937.97,1684.94,661.25,303.21,726.29,3459.14,2481.94,7666.68,7906.21,5424.5,4268.45,7207.64,10656.31,9949.14,14766.01,33726.68,13974.3,16275.81,20840.7,19340.95,19087.96,8232.21,11972.73,14864.06,10490.36,6628.95,15496.64,26757.67,19225.71,24213.97,7067.3,105298.46,133909.65,75310.65,108694.38,82733.41,67497.69,42401.14,37875.74,26456.34,36782.84,28707.92,44314.91,48716.03,0.0,0.0
应收账款,38558.06,31911.52,35101.9,44422.67,38476.02,34428.16,41378.51,24337.29,24056.3,29051.48,36554.98,25090.37,32087.08,50584.96,57450.05,74542.9,81339.23,83439.94,90247.68,102872.12,86489.2,121785.99,108907.59,94356.75,99972.84,101113.09,126475.13,94382.07,106832.53,114756.48,274442.74,239715.29,230743.33,225039.09,204231.77,204940.55,171529.18,248422.55,192095.09,196660.63,249286.88,210805.55,283987.91,333030.08,657956.87,709288.22,689147.5,596842.36,597920.82,685363.21,732619.06,583282.49,474241.42
应收款项融资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35717.69,61233.03
预付款项,1848.72,1348.42,1273.94,8108.14,16008.1,12970.01,2809.48,939.96,1809.21,2757.04,2904.0,15570.85,11538.46,13333.82,10867.87,11403.42,5083.27,2423.46,7002.69,4990.14,3623.18,8521.95,10459.2,1848.3,2214.68,1804.34,1867.43,2699.48,2145.53,2766.14,10269.05,5140.38,6414.19,7270.36,7085.36,5542.32,5426.48,6847.82,9406.89,3285.61,12024.14,13815.68,32692.21,2556.55,4306.66,4077.42,5708.65,5452.08,3909.33,3386.05,5189.65,2117.19,4267.25
其他应收款(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4399.64,0.0,13882.52,0.0,31104.62,0.0,35133.54,7642.13,5340.95,3668.59,6049.91,6004.19,7499.8,11549.04,12190.67,9135.87
应收利息,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收股利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.04,3.04,0.0,0.0,2.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他应收款,756.08,1252.23,2366.35,679.88,1042.18,2840.0,3944.29,5304.97,1719.41,2123.9,3163.49,922.7,5013.24,1953.14,5563.51,2466.81,4957.4,4184.14,6535.26,4165.08,6816.23,6149.6,6720.6,4865.56,6153.57,2667.23,20229.99,7292.1,7880.85,4028.87,18240.69,8456.64,6638.89,9694.56,16200.8,2667.5,63691.11,4399.64,6173.89,13882.52,36964.15,31104.62,30962.03,35133.54,7642.13,5340.95,3668.59,6049.91,0.0,7499.8,0.0,12190.67,0.0
买入返售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
存货,21348.13,26179.59,27400.16,31701.29,38554.42,56097.16,54362.3,33479.84,31107.01,32852.31,30289.79,27768.75,33612.16,38036.52,43870.64,49712.46,59188.78,64760.27,48901.24,44172.63,43999.62,42590.62,49277.3,51200.75,51057.44,45846.0,47472.42,51414.6,46561.43,54044.68,156208.66,150763.19,145455.8,149459.36,145713.1,138695.24,124584.94,127609.0,133878.43,108207.69,125983.72,140286.96,150107.23,160288.12,262194.78,277983.55,301520.6,312501.24,292700.91,320438.62,274288.32,333850.41,297809.5
划分为持有待售的资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,1250.0,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待摊费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待处理流动资产损益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.5,81.99,43.65,11.01,0.0,0.0,0.0,0.0,0.0,0.0,5664.74,6532.4,3091.58,2655.09,11021.13,2176.8,6058.26,8386.98,15699.86,22796.82,20294.67,15059.19,16696.93,33597.29,34162.56,24353.61,35210.81,27347.04,49826.72,58311.57,98489.68,129309.25,124567.14,125756.64,127602.52,138943.72,165654.55,148975.28,150587.85,154018.53
流动资产合计,100400.81,235976.07,199589.53,168654.04,183628.25,175946.68,160514.5,101228.41,111720.54,148561.53,159917.02,188893.95,191756.24,250924.9,216368.48,233240.63,242987.59,262946.28,243753.58,237512.06,225138.04,248351.9,259236.18,219128.02,229823.4,217907.46,255609.82,281416.24,252735.97,245189.81,802581.65,514272.88,669906.62,744936.54,677721.64,1121920.46,977399.63,895996.61,977307.65,938726.44,731901.36,804542.52,953202.67,1126023.38,1602866.7,1517882.06,1559632.39,1453932.52,1510598.72,1653737.85,1655258.16,1439670.34,1300618.98
发放贷款及垫款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
