报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30
公允价值变动收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
投资收益,27.65,220.7,514.78,733.87,110.14,1263.43,1360.28,1357.16,125.41,517.93,795.02,1495.69,-2.2,1296.18,1311.5,3441.85,163.11,1270.69,3002.64,2897.83,501.7,947.51,1330.49,1504.63,159.57,723.73,1150.6,1889.14,5629.75,9619.21,16381.71,27661.84,6323.08,22359.44,23192.96,23669.26,12169.89,22450.54,22770.94,23945.52,4110.69,4815.24,5653.96,9032.18,1450.46,3494.53,5908.27,6591.48,2416.7,11334.64,13757.06,16277.5,905.37,2939.95
其中:对联营企业和合营企业的投资收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1495.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1504.63,159.57,723.73,1150.6,1717.45,5460.57,9195.46,15352.21,25822.42,5984.83,21444.8,21971.56,22120.97,11818.41,21325.05,21218.82,22078.45,3728.81,3865.3,3875.12,4164.45,13.84,126.26,354.82,-2295.74,0.0,304.22,555.49,966.08,-282.88,-135.67
汇兑收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三、营业利润,-263.63,-90.89,19.9,-80.12,-418.93,755.5,746.29,1391.99,-199.9,-244.34,-217.1,-492.24,-1826.19,-1179.73,-1055.39,1532.66,247.97,1182.72,2808.01,2680.51,-79.81,1272.55,2487.71,1616.33,-847.03,4513.63,7717.17,10404.98,6354.32,12110.86,22372.52,39404.38,6771.78,27075.84,34328.06,46570.42,12660.57,27086.69,35638.22,28579.64,6287.43,15847.17,29915.66,50582.38,7870.92,27726.58,48403.38,78370.48,11897.14,32232.1,66821.57,102696.65,15653.27,46835.85
加:营业外收入,359.83,487.2,606.08,1237.14,547.89,718.1,933.43,995.05,247.18,498.32,651.1,1006.78,918.31,1406.1,1726.67,2672.89,3778.27,3863.13,4019.26,5339.58,394.46,1144.52,1808.04,5700.5,1088.95,2253.79,3411.98,5530.81,427.74,833.85,1615.62,2852.41,1641.15,2304.33,3502.41,8366.65,1623.84,3137.09,5241.65,8183.76,2929.38,3134.28,3791.74,52.87,17.69,154.08,217.58,669.17,50.93,112.66,230.3,432.62,88.18,170.79
减：营业外支出,2.68,4.72,9.59,21.78,4.0,22.74,23.68,26.48,0.0,19.22,19.83,101.61,0.63,7.14,9.88,470.01,19.79,20.48,37.84,87.45,0.88,3.16,3.68,7.12,24.45,25.99,33.06,44.33,5.82,54.48,55.18,119.64,0.27,2.41,2.79,4.93,2.74,75.66,80.6,82.24,0.11,0.2,23.53,38.91,34.14,69.1,69.41,79.8,16.56,16.28,30.44,41.66,210.39,203.61
其中：非流动资产处置损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.71,0.0,0.0,0.0,468.8,0.0,2.0,13.41,28.01,0.52,2.23,2.75,4.89,0.02,1.55,5.18,10.01,5.82,53.84,54.5,54.81,0.27,0.31,0.27,0.63,0.0,0.01,0.01,0.01,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
四、利润总额,93.52,391.59,616.39,1135.23,124.95,1450.86,1656.03,2360.56,47.29,234.75,414.18,412.92,-908.52,219.23,661.39,3735.54,4006.45,5025.37,6789.43,7932.64,313.77,2413.9,4292.07,7309.71,217.47,6741.42,11096.09,15891.47,6776.24,12890.23,23932.95,42137.15,8412.65,29377.75,37827.67,54932.14,14281.67,30148.12,40799.26,36681.16,9216.7,18981.25,33683.87,50596.34,7854.46,27811.56,48551.54,78959.85,11931.52,32328.48,67021.43,103087.61,15531.06,46803.03
减：所得税费用,74.73,57.06,65.07,47.54,121.51,346.78,349.14,59.04,1.87,4.95,7.88,14.65,1.17,14.15,142.08,258.93,279.84,372.06,287.44,252.29,4.08,143.28,183.47,435.14,1.31,1178.78,1466.34,1429.6,1472.66,2802.92,4691.63,8257.33,1507.55,5387.63,7041.67,10228.7,2449.19,4400.48,6230.6,8327.01,2206.65,4751.98,8858.23,8154.78,2510.66,9136.13,12435.4,13825.14,3305.89,5136.23,15537.3,7548.65,3941.62,8451.18
五、净利润,18.79,334.53,551.32,1087.7,3.44,1104.08,1306.9,2301.52,45.42,229.8,406.3,398.27,-909.69,205.08,519.31,3476.61,3726.6,4653.3,6501.99,7680.35,309.69,2270.62,4108.6,6874.56,216.16,5562.64,9629.75,14461.86,5303.58,10087.31,19241.32,33879.81,6905.1,23990.12,30786.0,44703.44,11832.49,25747.64,34568.66,28354.15,7010.05,14229.27,24825.64,42441.57,5343.8,18675.43,36116.14,65134.71,8625.63,27192.25,51484.14,95538.96,11589.44,38351.84
归属于母公司所有者的净利润,31.72,343.23,549.24,1080.22,47.92,1176.18,1396.29,2341.96,61.28,237.32,428.57,374.47,-904.31,171.78,482.45,3430.49,3640.73,4541.86,6374.22,7556.06,383.66,2375.7,4213.68,6979.65,216.16,5562.64,9629.75,14461.86,5303.58,10087.31,19241.32,33879.81,6905.1,23990.12,30865.51,44920.14,11953.51,25991.33,34918.6,28702.47,7107.23,14382.74,25019.99,42753.08,5497.62,19592.87,37220.09,65859.79,9229.86,27326.26,51768.94,92874.72,13645.23,40566.96
少数股东损益,-12.92,-8.7,2.09,7.48,-44.48,-72.1,-89.39,-40.44,-15.86,-7.52,-22.28,23.79,-5.38,33.3,36.85,46.12,85.87,111.44,127.77,124.29,-73.97,-105.08,-105.08,-105.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-79.51,-216.69,-121.02,-243.69,-349.94,-348.32,-97.18,-153.47,-194.35,-311.51,-153.82,-917.44,-1103.95,-725.09,-604.22,-134.01,-284.81,2664.24,-2055.79,-2215.12
基本每股收益(元/股),0.001,0.016,0.0255,0.0502,0.0022,0.0547,0.0649,0.1089,0.0029,0.011,0.0199,0.0174,-0.0421,0.008,0.0224,0.1596,0.1693,0.2112,0.2965,0.3514,0.0178,0.1105,0.196,0.3246,0.01,0.2587,0.4479,0.6726,0.2375,0.2178,0.4105,0.7153,0.1439,0.25,0.3216,0.4681,0.1211,0.2618,0.351,0.2882,0.0711,0.1439,0.2352,0.3901,0.0426,0.152,0.2887,0.5108,0.0716,0.212,0.4015,0.7204,0.1058,0.2972
稀释每股收益(元/股),0.001,0.016,0.0255,0.0502,0.0022,0.0547,0.0649,0.1089,0.0029,0.011,0.0199,0.0174,-0.0421,0.008,0.0224,0.1596,0.1693,0.2112,0.2965,0.3514,0.0178,0.1105,0.196,0.3246,0.01,0.2587,0.4479,0.6726,0.2375,0.2178,0.4105,0.7153,0.1439,0.2498,0.3211,0.4672,0.121,0.2616,0.3506,0.2882,0.0711,0.1439,0.2352,0.3901,0.0426,0.152,0.2885,0.5102,0.0713,0.2105,0.3987,0.7145,0.1042,0.2924
七、其他综合收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.92,0.0,0.0,3360.21,3383.94,0.0,0.69,-1.63,20.08,0.0,28.93,-5.88,-0.3,0.0,28.43,28.43,-50.56,-581.93,-867.23,-1507.57,-2290.8,-395.32,-1015.53,-933.89,3571.65,-673.87,-921.53,-794.78,-4830.13,-391.97,-1172.93,-1905.65,-3063.91,-2561.76,1470.86,4262.16,4307.25,-3413.03,424.73,2491.47,1613.18,2151.8,2381.49
八、综合收益总额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406.3,629.19,-909.69,205.08,3879.51,6860.55,3726.6,4653.99,6500.36,7700.44,309.69,2299.55,4102.72,6874.26,216.16,5591.07,9658.18,14411.3,4721.65,9220.09,17733.75,31589.01,6509.78,22974.59,29852.11,48275.09,11158.62,24826.12,33773.88,23524.01,6618.09,13056.34,22919.98,39377.66,2782.04,20146.29,40378.31,69441.96,5212.6,27616.98,53975.6,97152.14,13741.24,40733.33
归属于母公司所有者的综合收益总额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.57,605.4,-904.31,171.78,3842.66,6814.43,3640.73,4542.55,6372.59,7576.15,383.66,2404.63,4207.81,6979.34,216.16,5591.07,9658.18,14411.3,4721.65,9220.09,17733.75,31589.01,6509.78,22974.59,29931.62,48491.79,11279.64,25069.8,34123.83,23872.34,6715.26,13209.81,23114.34,39689.17,2935.86,21063.73,41482.25,70167.04,5816.83,27750.99,54260.41,94487.9,15797.03,42948.45
归属于少数股东的综合收益总额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.28,23.79,-5.38,33.3,36.85,46.12,85.87,111.44,127.77,124.29,-73.97,-105.08,-105.08,-105.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-79.51,-216.69,-121.02,-243.69,-349.94,-348.32,-97.18,-153.47,-194.35,-311.51,-153.82,-917.44,-1103.95,-725.09,-604.22,-134.01,-284.81,2664.24,-2055.79,-2215.12
