报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31
货币资金,469427.09,689639.79,678030.91,746529.3,844509.3,1252344.8,1152495.4,1057423.2,1344395.9,1735989.6,1785911.1,2196097.8,2156865.5,2259078.0,2234726.5,1935183.8,1970788.9,1997500.7,2112869.6,2274008.4,2054894.6,1966161.8,2547442.4,3006736.5,2480397.3,2564377.8,2560076.7,2480628.4,2086073.1,2380899.2,2465034.1,2227446.8,2412865.7,2782233.5,2461777.9,2711555.7,2863265.3,3313880.0,3119096.6,2720922.9,2776544.2,2750933.0,2893856.5,3402968.4,3603300.7,4498133.8,3727385.9,4804152.3,4449638.1,4635884.1,3297004.2,3390221.5,3106334.8
交易性金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,737.8,737.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151174.9,303547.2,367001.3,286207.7,285488.0,346510.0,421416.2,264470.5,331365.2,266739.7,120730.5,67887.1,67765.7,70358.2,98322.6,222863.3,150062.4,242250.3,258836.9,278977.8,211313.5,671634.8,1035386.6,1572039.4,1034619.4,851097.8,724308.3,1197000.8,902408.1
衍生金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收票据及应收账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127348.9,0.0,0.0,0.0,67165.2,0.0,0.0,0.0,53557.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145213.8,215538.5,0.0,240821.3,294820.0,368893.9,405775.2,668069.0,727207.4,1018812.2,1299073.2,1185483.0,1104549.1
应收票据,341.23,139.18,220.0,2444.7,2559.5,206.8,1766.6,0.0,740.0,9.2,107.9,687.4,330.0,10.0,0.0,250.5,0.0,0.0,300.4,726.5,814.1,0.0,5.0,298.7,200.2,0.0,2450.0,57.7,23.5,78.7,122.2,0.0,78.8,0.0,188.3,492.5,27.4,56.9,1413.0,3258.4,2596.0,901.1,689.5,1903.3,829.1,0.0,0.0,126554.3,181778.4,394297.1,576403.3,466036.6,436989.2
应收账款,7701.98,10529.41,15821.51,10784.4,17842.0,24193.2,21239.9,11012.7,12314.6,22428.1,23209.2,34702.4,65073.7,82081.0,89389.5,110461.1,129260.8,142740.1,139482.2,184177.8,118047.7,85868.0,130810.0,127050.2,144719.4,167386.2,79278.2,67107.5,77607.0,73421.8,79619.4,53557.9,100210.9,110841.4,97313.4,70561.7,72588.7,110472.5,115355.3,110353.1,142617.8,214637.4,245176.1,238918.0,293990.9,0.0,0.0,541514.7,545429.0,624515.1,722669.9,719446.4,667559.9
应收款项融资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49785.8,63086.3
预付款项,143318.28,149225.27,114140.33,102199.2,160331.6,247835.1,178704.6,108188.2,100681.0,129177.3,142852.0,94792.4,124646.2,159049.3,197045.7,274140.5,319226.2,260397.9,248333.6,364320.9,353388.6,313077.3,328653.4,310487.4,326191.2,343286.1,333288.7,412115.8,313837.9,350181.6,335145.3,385180.4,398148.0,387044.0,465249.8,670652.2,830185.1,841533.5,889736.9,975054.6,1026085.7,1071852.9,948761.2,866771.1,1012786.5,916789.4,1341942.5,1746871.1,2085396.4,1910091.9,2305928.6,2698891.3,2722248.9
其他应收款(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51345.7,0.0,0.0,0.0,128865.9,0.0,0.0,0.0,198906.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402464.2,939189.5,0.0,723342.2,812139.9,507398.4,578199.8,287453.5,243386.1,219152.0,271887.4,160184.8,110228.6
应收利息,0.0,0.0,0.0,2580.5,2475.2,6393.9,5207.6,2846.3,1785.0,1904.5,3408.4,3237.6,4734.2,4696.8,5096.8,3138.5,5316.1,6953.8,6799.4,7482.1,6103.1,5468.7,7383.0,8772.9,8311.6,7604.0,8268.0,6671.2,8589.6,8529.4,8787.5,7520.0,7754.0,8230.9,8359.8,9433.3,11344.1,12283.2,11488.1,12977.0,15208.8,13942.8,28561.7,31423.5,37931.8,0.0,0.0,0.0,29178.3,0.0,4345.2,0.0,22399.9
