报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30
一、营业总收入,10905.46,23264.22,36087.1,55425.51,14344.58,28540.21,41855.19,53412.94,11715.11,26076.27,39114.57,51973.09,13081.52,15773.6,28061.47,37374.05,11455.23,27691.75,43113.13,263726.78,116001.7,180795.09,267344.25,306258.59,10978.46,25468.49,38660.05,279129.48,12545.45,137902.28,164492.93,232303.1,73735.45,137370.01,180672.92,347349.02,61424.09,404945.51,496768.85,776389.41,35409.14,68147.95,97076.97,274928.69,50173.56,119187.46,156440.32,459219.77,24832.4,45649.64
营业收入,10905.46,23264.22,36087.1,55425.51,14344.58,28540.21,41855.19,53412.94,11715.11,26076.27,39114.57,51973.09,13081.52,15773.6,28061.47,37374.05,11455.23,27691.75,43113.13,263726.78,116001.7,180795.09,267344.25,306258.59,10978.46,25468.49,38660.05,279129.48,12545.45,137902.28,164492.93,232303.1,73735.45,137370.01,180672.92,347349.02,61424.09,404945.51,496768.85,776389.41,35409.14,68147.95,97076.97,274928.69,50173.56,119187.46,156440.32,459219.77,24832.4,45649.64
二、营业总成本,10558.54,22451.56,35174.86,53852.1,13884.84,28418.6,41778.78,56169.37,11669.57,27439.01,41195.67,55360.45,13569.78,17223.41,29772.02,35246.22,11131.17,27315.66,43791.41,218949.2,89582.89,133549.43,211155.05,244647.89,11649.95,21797.53,34901.77,226778.66,14479.19,132328.34,159282.09,221978.17,71704.16,133483.69,176731.37,333209.48,64946.89,383719.0,477351.68,783829.86,34743.4,65606.7,92488.22,242879.14,42400.4,97358.34,128719.18,381285.94,22948.18,48742.1
营业成本,10371.23,22096.19,34571.93,52556.05,13622.43,27670.63,41132.37,54096.57,11210.28,26287.27,39344.08,52209.8,12806.74,15771.04,27960.42,33300.8,10849.07,26457.74,41710.67,174307.33,55588.97,91818.42,155982.48,175661.97,5918.66,12542.33,18503.71,185819.9,8260.33,111526.91,131289.03,185697.87,62481.42,114026.69,151299.42,284564.09,52293.37,339190.94,424183.09,691332.78,27815.57,55274.37,71349.47,183626.42,30127.67,65470.66,82519.17,262958.75,15423.01,28482.85
营业税金及附加,1.25,1.83,3.38,28.15,13.34,18.8,18.66,25.51,5.87,6.77,9.33,10.94,0.02,0.5,1.13,77.65,5.0,18.4,21.84,29457.54,26156.15,30691.87,39584.68,46314.95,1617.17,4310.98,7116.85,25114.57,1097.17,10333.76,13993.1,16763.8,4557.12,10168.36,13329.44,24332.88,4961.22,27392.78,27937.18,48703.44,527.0,7.17,2652.78,18972.95,5295.82,15723.33,21884.56,51729.93,2378.45,4589.98
销售费用,52.52,96.83,122.81,275.42,97.18,219.46,191.94,432.94,99.41,206.54,380.08,576.06,130.04,112.98,140.22,111.53,6.05,9.92,14.54,6423.55,1207.28,2683.63,4599.52,7798.63,1070.81,2741.29,4647.73,7680.2,2206.55,4635.79,6283.61,9396.93,1923.39,4281.45,7027.03,11656.84,3952.63,6668.72,9405.99,14093.2,3635.72,6095.61,8878.55,16303.43,3240.92,6713.93,11287.49,19950.97,3910.95,11468.15
管理费用,97.95,172.79,313.97,688.48,119.61,476.06,428.94,1313.45,341.5,904.34,1384.01,2345.22,582.39,667.75,1007.95,1184.83,272.24,424.11,1421.32,7506.61,5161.27,5192.53,6973.33,11382.85,3184.82,5381.14,7710.34,10698.15,2793.78,2908.3,5016.14,7552.31,2233.76,3671.22,4740.98,7465.78,2821.35,5375.76,7594.42,10652.87,2069.84,3705.19,6223.68,11165.28,2857.88,7284.28,10785.68,18498.41,3676.1,9155.84
财务费用,35.59,83.92,162.76,239.15,21.22,22.6,-3.36,51.74,-0.37,21.21,65.29,131.17,50.58,55.12,50.54,42.2,-1.19,-6.91,-6.92,-333.78,1469.88,2087.06,3154.4,2115.54,88.72,-253.0,131.91,884.91,86.01,2465.13,1344.05,1803.51,299.22,491.78,-440.73,4728.58,550.89,4407.05,7377.45,14807.37,1074.1,2387.84,4438.82,9229.74,383.35,2217.05,1365.17,21432.81,-2936.87,-4954.72
资产减值损失,0.0,0.0,0.0,64.86,11.06,11.06,10.24,249.16,12.89,12.89,12.89,87.27,0.0,616.0,611.77,529.2,0.0,412.41,629.97,1587.94,-0.65,1075.93,860.64,1373.95,-230.23,-2925.2,-3208.76,-3419.08,35.35,458.45,1356.16,763.75,209.25,844.18,775.21,461.3,367.43,683.75,853.56,4240.21,-378.83,-1863.48,-1055.08,3581.31,494.77,-50.91,877.1,6715.07,496.53,0.0
公允价值变动收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37.45,0.0,3.33,18.17,12.86,15.52,5.31,35.08,17.55,-0.96,9.08,32.35,41.63,-25.42,-19.96,-34.59,-34.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
投资收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.31,0.0,-53.45,-41.35,0.0,0.0,0.0,0.0,-1109.58,-335.84,-348.87,-571.66,-922.86,-114.76,-242.34,-377.7,-512.87,-115.65,-210.47,-228.74,735.49,-369.48,-440.19,-382.44,-1607.31,-238.15,-809.1,-830.4,3858.0,-26.66,618.18,-873.22,-1674.31,-2503.56,-2522.07,-3151.15,-4538.4,-2737.11,-4285.76
其中:对联营企业和合营企业的投资收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1149.88,0.0,-348.87,-528.85,-787.44,-130.09,-222.5,-530.46,-539.44,-387.93,-210.47,-228.74,729.05,-406.38,-480.13,-431.56,-1653.39,-219.69,-809.1,-830.4,1806.95,-26.66,618.18,-873.22,-2861.34,-2493.39,-3224.24,-4548.32,-6023.61,-2737.11,-4385.76
汇兑收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-387.0,-358.2,-358.21,0.0,0.0,0.0
三、营业利润,346.92,812.66,912.24,1573.42,459.74,121.61,76.4,-2756.43,45.54,-1362.74,-2081.09,-3275.05,-488.26,-1503.26,-1751.9,2127.84,324.06,376.09,-678.29,43630.55,26082.97,46900.11,55635.71,60700.7,-770.73,3433.92,3415.67,51855.49,-2050.34,5372.54,5014.45,11102.05,1636.38,3426.17,3524.52,12497.65,-3760.95,20417.41,18586.77,-3582.45,639.08,3159.44,3715.53,30391.42,4900.74,18966.98,24229.92,73885.74,-852.04,-7939.51
