报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30
货币资金,299086.1,560702.0,335290.3,648317.0,611378.8,770477.9,518682.6,1148040.6,871664.4,1242825.1,829524.5,1449680.8,950180.1,1254579.6,943271.5,1538320.7,1418756.0,1574861.3,1337230.0,2147196.7,1470650.0,2168703.6,1509697.8,2412642.3,1592624.7,1732201.0,1572167.6,2090303.5,1850698.1,1733822.6,1434365.3,1811587.4,1870690.7,1844840.5,2045435.2,2802500.9,3733664.4,3037318.5,2691315.0,3234991.4,2924932.8,2756996.5,2618207.3,3340787.9,2651230.3,1897233.3,1547183.0,2428979.8,2985665.5,2950881.3,3274699.1
交易性金融资产,0.0,2481.1,1769.0,12364.4,9856.9,7699.3,51.6,0.0,0.0,0.0,0.0,0.0,3944.7,7777.6,7133.5,12336.5,3224.8,100925.1,65592.8,9561.8,9993.2,9150.7,7941.4,10629.7,13213.4,10448.9,11379.5,21745.4,15849.0,36657.8,54226.9,24097.3,20597.0,7964.0,3225.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155557.7,167557.7,147682.3,81041.1,62019.3,72830.3
衍生金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1011.0,2892.4,3042.6,11611.5,5485.7,2367.9,1786.4,2670.7,11679.4,36830.0,15490.4,7885.6,22811.7,55263.3,20465.2,8454.1
应收票据及应收账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3355672.0,2996557.2,3407927.2,3051591.0,3216753.8,3214185.8,3235975.3,2823272.9,3315510.6,2840107.3,3285795.2,3040043.9,3285016.7,3210655.3,3431288.6,2998671.3,3295293.2,3606429.5,3468267.4,3024396.1,3525986.4,3549936.0,3410107.9,2747867.7,3043934.9,2307129.9,2247508.1,2218019.4,2106209.5,2201778.6,2033431.6
应收票据,124751.0,287684.5,178388.0,165625.8,169968.1,220289.6,201612.2,157847.3,161656.5,434316.6,231503.2,77911.2,271012.2,235879.4,244472.4,128987.7,321466.5,536826.5,351634.3,322352.9,361131.1,398763.9,343613.3,428222.0,349363.6,573718.2,388472.9,350067.1,328765.6,351951.9,327629.6,208677.1,341784.8,352097.7,256321.0,346335.8,464308.1,461797.5,350081.9,198449.3,267644.6,448101.5,370755.2,205294.5,255001.1,0.0,0.0,0.0,0.0,0.0,0.0
应收账款,705090.4,582982.0,659020.3,709894.9,809163.6,928146.2,1080852.1,997249.5,1278948.2,1332423.5,1628318.5,1531921.5,1811955.5,1647876.8,1717897.2,1756392.5,2226865.3,2001672.1,2365573.3,2387342.5,2994540.9,2597793.3,3064313.9,2623369.0,2867390.2,2640467.6,2847502.4,2473205.8,2986745.0,2488155.4,2958165.6,2831366.8,2943231.9,2858557.6,3174967.6,2652335.5,2830985.1,3144632.0,3118185.5,2825946.8,3258341.8,3101834.5,3039352.7,2542573.2,2788933.8,0.0,0.0,2218019.4,0.0,2201778.6,2033431.6
预付款项,10152.5,29679.1,30856.5,31136.2,41222.9,35655.6,35943.9,35588.7,29141.7,30643.6,47466.7,35542.2,38573.7,45915.9,53261.6,44966.4,60082.0,61995.7,88081.3,49420.0,65163.4,56148.4,76293.7,74255.1,80652.9,92045.6,101435.4,75140.5,79452.8,78347.9,78522.1,68277.8,82613.9,69906.5,53184.5,64011.3,104299.7,118061.9,243913.6,173969.1,149815.6,90547.9,171781.6,59166.4,74846.3,70100.8,72596.8,61548.9,78289.1,69656.4,70019.6
应收利息,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.9,0.0,245.7,0.0
应收股利,113.6,113.6,113.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,0.0,0.0,0.0
其他应收款,42902.1,66702.5,54110.3,68988.9,63824.0,66235.9,132959.7,75784.7,67810.2,106399.5,83105.1,105982.9,85566.6,132039.7,137523.0,138978.3,154652.5,228177.3,266132.6,211870.0,194932.4,179582.2,280414.8,201934.1,158833.8,166851.8,223927.1,172916.3,225004.1,186539.2,164062.1,215967.7,287657.6,255433.9,220587.5,297025.8,349089.3,266375.5,426774.8,443007.2,531828.8,644813.8,369652.8,362993.3,383574.3,209660.1,281575.4,199728.1,0.0,134654.0,0.0
买入返售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
存货,359560.0,420028.8,513622.5,536343.0,534661.6,498221.0,724923.4,897803.6,1080469.2,1139400.5,1089605.4,932480.0,1104744.8,1134580.4,1365604.9,1210367.0,1405258.5,1514622.9,1669152.8,1498837.9,1682107.4,1305546.0,1319969.9,1144238.9,1160090.0,1157711.1,1213843.7,1243435.2,1445366.3,1875163.0,1981936.5,1959229.8,2324462.2,2161815.2,2164802.7,1973174.1,2178800.3,2576766.4,2910596.9,2681056.8,2657561.3,2587995.6,2777357.5,2623413.9,2691775.9,2631692.8,2777098.8,2501141.6,2667302.7,2725733.8,2975775.9
划分为持有待售的资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418124.5,0.0,0.0,0.0,0.0
