报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30
货币资金,354888.27,326788.01,282435.96,376602.27,301180.69,235282.21,257792.01,301748.76,274316.28,310250.36,342657.36,528315.6,615142.52,646079.97,660315.15,721347.06,673861.18,744742.58,659820.74,803848.34,862945.16,684433.26,763175.29,667249.81,726272.63,825744.38,721040.28,775373.99,776805.05,889739.97,1020164.44,934843.34,937166.87,964136.58,778704.57,797005.81,734987.69,523681.86,742376.25,868875.93,915799.46,990255.31,928141.19,1345151.92,1253672.1,1086072.72,1389046.37,1669035.4,1622720.23,1716522.51,1774079.28,1497840.09,1424592.51,1340583.97,1382295.45
交易性金融资产,0.0,0.0,514.16,0.0,0.0,21.68,0.0,0.0,0.0,0.0,4.93,7.76,167.97,280.6,17.24,9.84,338.68,103.3,86.53,53.28,78.8,59.29,29.58,29.07,36.46,29.8,29.91,43.98,57.27,572.16,582.92,77.54,86.33,36.61,45.73,19.35,92.57,74.99,94.58,75.73,76.16,76.78,77.52,78.16,30254.11,69.51,70.07,0.0,0.0,0.0,0.0,672.48,0.0,0.0,987.04
衍生金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收票据及应收账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1273146.65,0.0,0.0,0.0,1615195.15,1447417.82,1571751.75,1338499.84,1133646.64,1068168.91,934126.46,1161302.58,482332.53,597139.69,657751.14,672594.89
应收票据,155995.07,188728.31,195730.72,140846.16,147243.23,232663.66,343087.35,256412.16,322421.09,377323.34,490670.91,469923.97,436948.49,488417.17,529505.71,547867.37,625593.92,832957.01,899943.79,788596.18,640621.99,701875.13,631270.16,732807.35,665115.76,622334.38,751539.72,834355.88,556227.12,537868.98,589783.29,681500.61,576823.7,419175.78,354838.0,348002.34,371404.28,480106.13,664913.55,892886.5,820241.51,828911.55,1110113.29,1202202.81,946873.99,1094106.76,770654.11,769441.3,560972.21,443566.34,547649.19,0.0,0.0,0.0,0.0
应收账款,28818.82,21467.22,16473.93,7334.07,35912.96,48389.31,45579.54,67251.88,84150.89,81359.39,66507.13,55972.14,69141.28,60186.44,62674.11,27826.46,63510.96,54305.3,95384.83,46447.0,90475.27,96979.03,120720.61,43154.18,150060.0,179705.83,157037.09,101237.91,194993.87,316279.67,352813.36,166325.64,269265.18,343157.62,484111.04,360922.75,447643.59,383218.5,354130.41,380260.15,424011.8,432655.94,444298.98,412992.33,500543.83,477644.99,567845.73,364205.34,507196.7,490560.12,613653.39,482332.53,597139.69,657751.14,672594.89
预付款项,13027.93,17491.68,28459.07,20115.86,36951.89,22588.33,41299.96,24395.05,42927.63,35712.19,40437.86,23412.17,97177.55,46451.05,119861.19,32592.61,48853.45,88624.53,119979.62,17646.57,46227.74,44330.43,59748.6,9278.3,11475.21,68402.54,61506.61,13280.2,48727.22,27381.49,30728.93,19859.53,50385.54,32001.74,35369.11,25176.78,48766.3,31037.58,52313.54,12250.98,68422.36,43448.19,65087.27,25429.5,42653.53,37296.89,43920.35,11986.26,14905.76,35431.67,55278.65,18309.3,31843.73,26863.02,40431.09
应收利息,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.68,124.68,201.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收股利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他应收款,31325.84,31011.71,137064.45,117303.92,30965.12,32131.52,94415.73,74514.17,76718.3,72031.74,73027.96,164939.14,229071.82,297074.41,248480.37,178947.84,204904.59,182961.15,177843.39,54631.34,63891.53,89981.36,81076.7,13697.98,34303.2,35356.4,36009.9,19075.46,29586.62,33939.28,37042.64,21900.03,27120.0,27679.45,20912.59,23476.73,25957.84,27628.26,30118.27,17010.39,22110.88,16886.84,17994.11,8570.4,15246.5,14405.95,15959.71,14505.96,0.0,0.0,0.0,10412.69,0.0,5010.5,0.0
买入返售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
存货,31220.86,33091.09,31056.59,20628.7,38803.17,36465.33,60651.73,21448.52,37065.62,42659.54,39129.96,21822.07,52535.38,52471.75,52284.6,73050.56,112179.79,96463.2,92871.19,70279.82,97168.91,112372.67,95199.97,74901.59,95707.2,89678.0,111252.05,115042.73,170493.18,159057.61,144456.76,97563.77,148430.38,152282.75,152817.81,98457.55,104850.81,105339.13,142343.57,120745.61,147153.85,207331.83,176734.79,105726.43,152689.16,147265.44,136169.21,73890.98,83113.45,116935.45,125535.97,86899.46,90589.56,85973.64,86046.29
