报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,133941.3,155313.05,182971.45,130644.2,116523.86,118554.14,154651.65,155297.88,117818.58,241024.33,307638.09,339980.18,360934.9,339673.61,384376.15,286770.16,335008.66,301936.96,145542.39,155678.38,158178.73,266665.01,442573.1,311176.76,206098.71,682776.88,565288.52,244257.43,495446.88,432755.19,387545.67,463461.59,378975.22,481234.49,457297.84,438569.71,578306.51,459865.36,689598.62,651141.36,637891.08,701629.0,792866.8,968464.44,926801.39,1228422.04,1260309.45,1760463.55,1396065.02
交易性金融资产,0.0,101.08,100.93,14.1,14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4836.23,0.0,5480.09,2589.37,7198.1,11767.01,7016.1,7210.79,7166.25,6643.0,6756.75,6825.0,5855.85,5227.95,4308.85,4199.65,4004.0,17012.96
衍生金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收票据及应收账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4328.41,18651.34,0.0,20068.49,12713.35,11422.73
应收票据,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收账款,395.77,875.4,1265.85,759.82,322.45,6593.7,2812.91,5538.53,16234.81,20435.85,2953.78,7499.85,12912.39,18780.22,4900.36,8702.35,12119.62,9858.61,9297.82,12190.1,12699.64,12445.05,12315.33,497.77,1019.52,915.07,1133.21,3586.02,1409.13,2710.29,1868.27,400.87,806.24,716.04,440.75,504.68,930.91,1312.93,1080.03,5197.1,5732.83,7945.56,21408.8,4328.41,18651.34,21383.88,0.0,12713.35,11422.73
预付款项,45528.74,23997.69,25135.5,111988.69,10681.85,11119.73,10680.23,7327.24,7753.99,9341.19,8433.32,40371.74,68742.44,158862.98,272767.56,6721.66,41679.59,46484.48,84086.67,6664.38,6554.08,15046.97,3430.87,863.39,1148.83,6566.14,6744.41,11448.71,6807.44,6256.55,14932.64,353.26,3773.49,53674.95,25925.44,280.24,550.12,737.85,543.63,301.07,506.02,727.03,836.32,1311.12,1582.12,1717.8,2835.5,1615.81,2199.89
应收利息,0.0,0.0,523.29,1055.57,1055.57,1201.51,0.0,1089.46,1503.86,941.81,332.59,731.3,1145.7,708.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.62,0.0,0.0,0.0,0.0,0.0
应收股利,0.0,0.0,0.0,3263.74,3263.74,3466.5,3263.74,0.0,0.0,0.0,0.0,0.0,0.0,337.94,0.0,25000.0,9500.0,9500.0,9500.0,0.0,0.0,0.0,0.0,4.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,25.0,25.0,25.0,3348.66,0.0,2371.77,2371.77
其他应收款,32576.7,12446.49,11731.74,26880.04,7098.0,5526.31,4964.73,11130.52,5346.05,6924.0,86401.62,8839.26,14068.23,9315.89,9082.71,7867.52,8309.46,12967.56,3282.64,11038.45,10885.64,8925.47,9363.31,15110.61,41727.76,13857.14,25889.55,13526.73,19613.05,28396.96,31828.93,41495.54,49913.79,55500.16,56805.76,103931.15,118682.1,125644.57,113367.91,74967.03,84742.26,78336.45,61706.48,78111.5,74354.83,295579.49,298091.64,344588.8,0.0
买入返售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
存货,436462.06,500871.99,516300.89,513146.99,705219.92,687480.87,679969.29,658471.87,659963.24,653723.95,727550.79,805419.29,950072.71,1238105.2,1249039.32,1540762.96,1653901.71,1701016.83,1726277.18,1822952.77,1832711.82,1830902.8,1846859.35,2514599.58,1746878.43,1787504.32,2638267.68,2765191.41,2838070.78,2901747.55,2985896.11,3058543.49,3055045.87,3032321.11,2651213.78,2568418.25,2467792.29,2131859.92,2095548.01,1814006.17,1709438.48,1576645.84,1500828.27,1303845.31,1254947.77,2603602.45,2529632.38,2198684.51,1997216.3
划分为持有待售的资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,878.22,878.22,865.27,858.8,878.22,871.74,865.27,878.22,1910.22,1910.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动资产,0.0,0.0,0.0,12000.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,25000.0,13000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8400.0,8400.0
待摊费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待处理流动资产损益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13440.13,8774.45,17256.51,61.89,1489.16,37716.22,804.61,761.54,682.38,681.29,0.0,31460.42,11243.7,11245.55,27131.49,26207.36,24996.62,19314.33,74984.59,74263.32,37368.95,36363.95
