报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31
一、营业总收入,4484.67,11254.98,14592.78,19115.68,4845.79,11230.71,15229.34,20548.07,4362.73,10723.9,15275.41,22854.71,4328.86,9354.19,14113.57,20759.74,4412.45,10591.14,16380.75,23235.92,5799.34,13186.5,20078.25,29588.42,7603.67,19471.48,29985.64,43138.86,10881.35,22425.51,36064.39,50180.15,11376.07,21497.75,33010.85,42852.68,11339.74,23906.68,30820.21,49474.76,10219.47,20963.08,31064.34,42607.55,10317.25,21040.71,35949.59,51562.27,14956.69,34849.88,56344.3,80787.88,16325.46,41015.74,70012.45,96413.31,18575.76
营业收入,4484.67,11254.98,14286.55,19115.68,4778.68,11230.71,15229.34,20548.07,4297.91,10579.81,15275.41,22854.71,4328.86,9354.19,14113.57,20759.74,4412.45,10591.14,16380.75,23235.92,5799.34,13186.5,20078.25,29588.42,7603.67,19471.48,29985.64,43138.86,10881.35,22425.51,36064.39,50180.15,11376.07,21497.75,33010.85,42852.68,11339.74,23906.68,30820.21,49474.76,10219.47,20963.08,31064.34,42607.55,10317.25,21040.71,35949.59,51562.27,14956.69,34849.88,56344.3,80787.88,16325.46,41015.74,70012.45,96413.31,18575.76
二、营业总成本,4142.92,9512.11,12179.73,15787.28,4136.73,9864.7,13110.66,17882.95,3392.45,8160.19,11836.68,17627.7,3211.81,6779.09,10759.62,15565.51,3685.0,8381.62,13433.33,18650.39,4822.14,10388.34,15859.3,23144.84,5698.73,14022.67,21939.3,31550.95,7837.85,16336.66,26220.09,35718.11,8667.52,18474.42,30392.08,42897.13,9100.47,20180.31,29828.11,48499.85,10142.34,21069.7,37061.82,52203.62,13948.35,28704.68,45304.03,62768.15,16332.43,38673.6,60323.36,85153.6,16922.33,41825.27,70490.58,96189.4,20470.59
营业成本,3307.73,7593.31,9331.51,12103.69,3210.42,7512.52,9622.97,12366.58,1928.93,4957.58,6780.58,10157.37,1677.21,3389.1,5728.27,8652.22,2077.7,4817.38,7433.74,10446.44,2590.91,5639.51,8742.18,12792.67,3140.05,7649.87,11646.88,17035.0,4211.3,8220.12,13521.29,17748.75,4004.45,7897.8,13482.99,18567.64,5136.04,11135.02,15595.8,25511.27,5158.08,11417.87,18274.54,24951.09,6103.93,12851.69,21330.13,29790.19,9952.3,21612.22,33908.93,46975.47,9560.54,24682.91,43033.73,58341.99,10976.04
营业税金及附加,73.22,177.96,238.44,311.0,56.26,118.12,174.6,280.6,82.03,182.53,288.6,479.6,79.21,208.53,271.58,395.51,71.28,142.09,298.2,436.0,140.69,284.01,412.27,558.03,137.44,451.83,697.02,885.96,197.3,484.2,641.58,883.8,111.47,267.25,384.76,496.2,59.33,84.77,122.09,1701.15,150.08,695.57,799.96,1353.2,125.67,568.83,845.7,1364.42,194.45,757.59,1129.08,1941.32,219.97,554.41,793.86,1871.54,249.44
销售费用,204.58,449.56,683.69,861.36,177.04,337.5,519.09,849.88,239.59,453.52,673.61,997.88,188.88,423.91,681.04,974.42,181.09,409.96,683.73,1083.31,222.73,412.19,644.13,1031.72,206.59,477.09,779.56,1259.11,207.44,510.43,625.06,1374.5,260.76,532.4,845.54,1204.88,235.84,571.23,983.53,1471.69,201.23,624.69,1068.35,1458.78,327.68,997.0,1337.04,1947.67,383.77,1028.36,1570.98,2028.09,213.42,891.16,1352.63,1742.13,462.37
管理费用,557.16,1109.34,1687.62,2420.97,599.11,1434.7,2119.0,3469.83,970.78,1957.51,3090.7,4701.8,1030.85,2166.42,3290.36,4859.09,1169.86,2656.14,4126.5,5786.98,1496.72,3203.09,4667.66,6980.56,1657.24,3745.77,5908.71,9237.33,2425.36,5242.04,8205.28,11297.82,2913.85,6227.7,9735.26,14808.01,3570.38,7338.25,10655.33,15828.06,3814.51,7058.47,12494.95,18253.9,4830.01,9797.36,12241.27,17336.89,4146.83,8070.84,12917.96,18621.22,3702.72,8047.11,13878.6,18048.8,4486.04
财务费用,0.23,43.25,99.77,123.73,93.91,248.43,461.56,654.98,171.12,402.12,778.18,1035.42,235.67,425.23,609.41,540.76,185.06,286.21,765.27,500.25,371.09,775.08,1240.4,1401.38,557.42,1278.43,1946.98,2388.64,616.59,1376.08,2311.49,3200.98,978.02,2417.9,4802.8,6120.61,314.07,777.99,2008.55,3139.48,761.71,1616.79,3393.27,4228.43,1952.21,3431.62,5314.34,6977.65,2142.13,4961.22,7613.25,11291.92,2429.59,5533.63,8138.69,11092.39,2439.01
研发费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2607.55,3419.75,827.45,2243.36,3183.16,4295.58,796.1,2116.05,3293.08,5092.55,1857.69
资产减值损失,0.0,138.69,138.69,-33.48,0.0,213.44,213.44,261.09,0.0,206.93,225.02,255.63,0.0,165.9,178.95,143.52,0.0,69.84,125.89,397.42,0.0,74.46,152.67,380.48,0.0,419.69,960.14,744.91,179.86,503.79,915.38,1212.27,398.97,1131.38,1140.72,1699.78,-215.19,273.06,462.81,848.18,56.74,-343.69,1030.75,1958.23,608.86,1058.19,1627.99,1931.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
公允价值变动收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4698.17,2834.76,2446.22,5360.27,-5273.05,-6660.69,-5134.29,-4468.22,582.81
投资收益,45.84,-28.4,-20.93,-46.49,71.73,178.18,272.95,322.8,103.63,247.61,301.87,384.02,22.67,352.72,463.63,485.19,324.46,464.09,570.56,726.06,329.13,463.64,570.49,666.68,335.98,533.66,708.67,832.21,277.62,1086.83,1244.14,1422.6,76.84,1173.93,1367.11,1648.09,15.92,328.93,719.94,624.65,289.68,1145.25,7431.97,8131.21,6467.62,7374.86,7524.87,8019.86,144.81,1630.15,1751.65,2571.3,64.27,2112.69,2116.12,4282.64,602.62
其中:对联营企业和合营企业的投资收益,12.76,-28.4,-20.93,-100.97,71.73,178.18,272.95,322.8,70.21,151.01,205.28,254.11,22.67,121.63,232.54,274.42,34.46,143.98,250.45,0.0,10.13,144.64,251.49,347.68,16.98,177.32,352.32,478.77,30.39,144.47,301.78,480.24,20.33,133.36,328.25,578.66,10.49,181.94,487.03,325.57,107.47,146.88,149.54,151.5,39.69,158.84,85.79,167.59,-5.46,31.1,81.77,-37.7,42.6,272.29,275.72,-289.39,165.38
汇兑收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三、营业利润,387.6,1714.47,2392.12,3281.92,780.79,1544.19,2391.64,2987.92,1073.91,2811.32,3740.6,5611.04,1139.72,2927.82,3817.59,5679.42,1051.91,2673.61,3517.98,5311.59,1306.32,3261.8,4789.44,7110.26,2240.91,5982.47,8755.01,12420.12,3321.12,7175.68,11088.44,15884.63,2785.39,4197.26,3985.88,1603.64,2255.19,4055.3,1712.04,1599.56,366.8,1038.62,1434.49,1109.06,3072.67,3084.16,2830.97,3984.77,3815.12,4855.54,5037.36,7374.97,-5633.87,-4964.53,-2352.75,3064.57,127.62
加:营业外收入,344.85,840.93,967.35,1227.32,39.53,231.39,293.25,520.13,141.32,229.3,384.99,580.22,251.93,360.8,474.58,748.11,350.25,567.88,853.28,1124.81,140.07,357.88,790.34,1850.22,86.05,234.25,427.17,1687.39,52.65,600.05,980.45,1821.71,81.34,990.8,1114.81,1796.51,277.97,1860.32,3442.33,3175.17,263.0,1729.05,2354.48,1102.33,58.13,7.01,94.76,717.82,45.18,49.45,103.72,53.18,6.29,25.36,46.22,462.9,51.67
减：营业外支出,0.29,0.57,6.92,64.18,0.0,16.88,16.88,40.65,16.29,16.44,31.44,30.06,0.6,0.6,2.52,8.69,0.9,6.07,6.07,34.73,0.0,0.99,3.44,31.33,0.02,121.22,176.85,150.75,0.04,2.53,2.53,20.15,20.62,25.72,50.78,84.59,0.45,6.97,8.0,27.89,1.7,1.7,6.71,6.72,1.02,11.73,19.4,88.14,11.56,31.57,99.73,145.23,391.91,459.64,569.43,1212.15,1.09
其中：非流动资产处置损失,0.0,0.0,0.0,0.0,0.0,0.05,0.0,12.74,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,0.0,11.54,0.0,0.0,0.0,21.07,0.0,0.0,0.0,0.67,0.0,0.08,0.0,1.52,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
四、利润总额,732.16,2554.84,3352.54,4445.05,820.32,1758.7,2668.01,3467.4,1198.94,3024.17,4094.15,6161.21,1391.04,3288.02,4289.65,6418.84,1401.26,3235.42,4365.19,6401.67,1446.4,3618.69,5576.34,8929.16,2326.95,6095.5,9005.33,13956.75,3373.73,7773.2,12066.35,17686.18,2846.11,5162.34,5049.92,3315.57,2532.71,5908.64,5146.37,4746.85,628.1,2765.97,3782.26,2204.67,3129.77,3079.43,2906.33,4614.45,3848.74,4873.43,5041.36,7282.92,-6019.49,-5398.81,-2875.96,2315.32,178.2
减：所得税费用,77.72,435.51,543.94,708.63,-176.37,-96.37,128.81,8.71,73.93,260.04,547.28,878.74,204.64,464.65,652.92,1062.81,159.08,493.99,826.14,1084.26,259.12,638.7,1006.25,1341.04,428.59,1312.76,1891.76,1977.73,618.03,1094.51,1865.77,2817.0,591.19,1119.44,1369.98,818.57,650.61,1281.46,1492.63,1353.1,107.36,973.44,936.6,355.34,130.6,1071.25,-413.29,211.25,460.25,1223.25,1767.6,1924.1,-469.36,-174.7,465.81,1606.57,403.6
