报表日期,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30
买入返售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
存货,22323.36,21938.75,39295.02,45622.05,70411.82,78015.71,62534.54,63098.13,72000.89,79469.56,76909.78,81901.7,90182.32,95048.62,101793.74,122706.9,127143.71,163725.35,142866.78,165124.6,202835.25,244389.04,229193.43,296022.12,280106.52,261034.77,281866.57,319736.72,361409.09,437837.9,382515.92,442217.12,493582.04,544062.67,494033.23,530914.66,550718.25,579767.7,572510.42,586254.3,861120.9
划分为持有待售的资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6656.62,8070.74,7685.84,7866.65,38079.5,38047.96,35060.29
待摊费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待处理流动资产损益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他流动资产,20.56,0.0,0.0,624.8,487.56,358.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13212.24,8748.41,4197.07,4270.07,238027.3,270601.96,314273.09,334312.02,313536.91,195522.09,208268.03,188260.02,211301.32,319031.8,106888.05,90882.68,415399.23,73872.78,42810.32,51203.28,372044.95,469667.63,142301.3,71190.87,73068.28,236118.9,97603.09
流动资产合计,81429.94,126209.52,187358.48,183160.93,541894.4,529393.99,598542.7,597882.87,608964.28,644880.26,740114.85,714134.32,728715.86,798421.34,881167.0,806327.91,887983.64,997762.36,1238993.48,1279434.44,1459830.43,1528943.32,1910788.7,1908704.08,2051640.73,2240114.65,2668235.7,2733565.3,2783672.4,3220501.16,3652348.11,3766985.23,3610567.7,3849100.41,4465330.92,4255464.58,4173141.76,4623067.82,5362678.37,5046224.25,5386296.09
发放贷款及垫款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
可供出售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.43,60.43,60.43,60.43,60.43,5603.35,5603.35,5603.35,5604.35,28383.6,28383.6,28383.6,28746.68,28746.68,28746.68,28746.68,28746.68,29096.68,0.0,0.0
持有至到期投资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30000.0,81650.0,89500.0,59500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期应收款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.08,490.47,10835.89,14393.15,15490.11,16285.32,17173.02,17572.49,17820.68,17475.77,9378.73,7575.06,9488.01,9232.08,8732.18,7762.8,6761.22,6440.93,10590.33,10635.92,10851.81,8483.52,25158.89,18767.12,17114.23,13428.37,2337.57,3265.53,3576.74,2411.32,70551.24,74345.55,84196.69
长期股权投资,0.0,1619.78,1066.45,1066.45,1016.45,1016.45,1400.92,60.43,60.43,60.43,60.43,60.43,166.16,166.16,146.27,136.85,124.82,109.23,100.81,100.81,65.54,5.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,8000.0,12912.23,12438.54,13047.47,13081.75,16001.28,17425.65,16330.18,15972.97,16708.67
投资性房地产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
固定资产净额,4049.6,5136.09,19763.5,20949.86,23884.81,25507.03,29075.62,29202.1,49700.64,52845.46,58857.5,59803.56,63117.38,64018.19,64928.07,65376.72,67371.79,71457.86,73571.12,73367.52,137264.83,143586.7,150041.56,165592.45,166530.39,169680.15,188724.08,192544.91,268592.72,270566.06,285374.36,285026.56,294514.45,292851.56,302402.55,405325.6,407514.34,431700.9,508241.52,0.0,531638.9
在建工程,0.0,466.33,7025.55,8244.04,9387.35,14175.35,16767.87,19625.76,1716.25,2087.45,4635.17,6228.99,9577.25,9564.55,14793.53,17150.3,19454.95,22653.91,29463.33,33714.8,1153.74,3139.35,2895.64,2374.56,22319.71,47320.5,84463.11,98790.03,33369.74,45751.35,31648.25,50679.61,76485.08,120532.96,143631.91,67745.92,70573.17,84842.18,0.0,0.0,0.0
工程物资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.05,66.05,66.05,66.05,21.47,21.47,21.47,21.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
固定资产清理,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
生产性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
公益性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
油气资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
无形资产,122.11,2235.11,2486.63,2569.89,3201.93,4258.58,4517.37,4913.99,4993.75,4977.65,4918.03,4927.04,5082.23,5832.08,5673.57,5597.7,5472.86,5427.6,5311.77,9098.89,8918.7,9440.4,9655.02,13753.32,24492.79,25263.77,34320.07,34646.18,34483.34,41055.59,41025.65,40717.22,41255.25,40907.43,42916.1,76110.42,79982.17,82767.16,86991.31,99369.68,98005.33
开发支出,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
商誉,225.05,0.0,0.0,6.74,6.74,6.74,6.74,7056.34,6969.34,6969.34,6969.34,6969.34,13101.63,13101.63,13101.63,14342.0,14342.0,12311.89,11786.02,11786.02,11786.02,11786.02,11786.02,11786.02,11786.02,11786.02,11786.02,11787.28,24836.44,24836.44,24836.44,24836.44,24836.44,24836.44,24896.41,24896.41,24643.04,25588.56,21226.93,20938.24,26326.43
长期待摊费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.51,55.11,41.34,27.56,0.0,31.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2299.62,3240.62
递延所得税资产,1360.07,1285.09,2007.1,2007.1,3036.17,3036.17,4623.06,4669.54,6016.26,6016.26,5208.07,5208.07,6863.16,6863.16,3776.32,3664.03,7466.33,7463.62,6367.48,6367.48,8169.21,8173.03,9608.35,9608.35,13462.01,13473.91,26121.59,26121.59,32623.71,32633.65,37525.51,37525.51,43432.52,44437.73,47907.06,47916.05,53096.71,53094.55,53434.69,51904.5,60252.95
其他非流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28093.23,28133.23,29783.75,29831.42,32180.07,37668.0,23238.58,23118.55,25484.13,22145.34,23186.12,31282.12,1800.0,1800.0,1800.0,0.0,4099.97,4860.62,2991.94,3160.74,85879.67,98273.26,144695.25,143645.55,158275.06,146047.54,145825.15
非流动资产合计,5756.82,10742.4,32349.23,34845.24,40533.44,48000.32,56391.57,65528.17,69514.76,73447.07,91550.48,97656.63,113463.97,115897.13,177781.62,233699.92,251399.97,226280.33,168159.32,179709.67,200084.62,208541.66,218263.33,233083.28,268598.68,305307.83,363408.54,382059.19,412161.11,428930.96,481552.67,498796.68,541925.74,581340.46,691765.42,765361.63,828829.4,870222.55,985756.85,1008551.96,1048194.07
资产总计,87186.76,136951.92,219707.72,218006.16,582427.84,577394.31,654934.27,663411.04,678479.04,718327.32,831665.33,811790.95,842179.83,914318.47,1058948.62,1040027.83,1139383.61,1224042.69,1407152.8,1459144.11,1659915.05,1737484.98,2129052.03,2141787.36,2320239.41,2545422.48,3031644.24,3115624.49,3195833.51,3649432.12,4133900.78,4265781.91,4152493.45,4430440.87,5157096.35,5020826.21,5001971.16,5493290.37,6348435.22,6054776.21,6434490.16
短期借款,4500.0,0.0,2737.4,2737.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8600.49,4175.12,11329.51,18079.98,62383.63,86391.66,86081.52,36231.8,53311.86,156911.51,93402.14,87660.05,82831.92,15278.21,43985.43,3229.13,258710.98,196513.25,65041.29,9711.47,151633.29,339680.39,318657.79,346565.57,366767.48,455231.85
交易性金融负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.14,131.59,0.0,508.65,1374.56,1295.69,1928.2,2202.27,2182.31,2103.83,6978.95,6189.79,1856.21,2818.73,1594.68,5505.92,3850.13,2437.96,29.1,464.18,135.29
应付票据及应付账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1088534.04,787081.89,789384.36,911781.41,1076514.55,712801.41,1094219.79
应付票据,0.0,1494.64,0.0,28.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27400.0,5200.0,0.0,37200.0,20974.18,78402.48,160462.23,235122.65,87680.45,61515.54,53669.47,73358.42,84539.74,112879.61,70595.84,0.0,46347.98,0.0,80461.58
应付账款,15062.3,22031.22,40903.7,29143.11,44009.64,30102.27,40904.1,36680.78,46133.52,52648.23,69835.67,41139.2,58344.01,68647.6,107502.25,67992.2,92642.9,135165.43,160868.7,133535.77,199476.05,210857.46,331830.96,248860.47,272305.38,337406.41,586973.94,345317.58,481537.78,554684.52,700833.5,506847.65,615589.38,671161.96,1003994.3,674202.28,718788.52,0.0,1030166.57,0.0,1013758.21
预收款项,1738.43,2949.59,5686.56,1270.26,2227.78,1746.58,9048.08,7883.5,8926.7,5486.74,21829.85,20739.82,19187.31,20200.69,26840.41,22285.37,27727.65,27950.99,28906.52,29680.9,39739.53,42224.17,50306.74,45857.6,50716.33,40611.2,39551.08,30998.63,27621.28,13886.41,46969.14,57499.41,44437.52,40247.16,57057.32,45478.89,61423.7,58464.86,64143.05,57326.31,67120.69
应付手续费及佣金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付职工薪酬,6536.08,12020.95,17559.77,10831.87,13592.12,16289.98,32951.89,21037.18,25272.38,29833.98,40272.7,22565.72,25071.77,34290.27,43198.04,18410.96,24579.19,41306.85,50576.95,15133.7,32629.55,51218.82,65609.5,26807.36,47901.88,64926.51,78806.97,21386.03,42389.81,68472.58,108452.94,32175.0,59507.16,95042.89,139129.13,43102.67,100757.22,135591.51,192160.81,63006.79,125505.36
应交税费,1135.9,449.59,-1241.51,-676.46,-3145.46,497.65,3098.52,-178.7,5367.41,5158.06,17954.4,6350.41,11273.4,12281.68,8138.39,3774.56,13257.93,11976.19,17929.96,18392.02,16089.5,43268.81,39451.48,40552.4,49989.7,70111.51,82229.94,73865.37,80595.72,87017.22,120567.51,121722.99,94109.54,97492.77,145351.51,114432.14,121090.57,128979.27,141892.17,114888.35,160019.99
应付利息,3.83,0.0,4.13,0.0,0.0,0.0,4.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付股利,3325.59,0.0,0.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8840.0,0.0,0.0,0.0,60258.35,223.9,223.9,223.9,100654.48,532.14,440.23,440.23,2867.81,2867.81,2412.85,2412.85,2412.85,2412.85,2010.58,1170.92,9240.71,9240.71,9485.71,6370.64,11991.76,0.0,11991.76,7309.13,14544.58
其他应付款,413.49,216.01,260.26,272.2,573.88,318.29,626.89,2907.63,645.82,568.21,905.28,2496.0,4494.23,3659.39,3827.66,4394.79,4793.67,6408.57,5418.25,4840.38,4836.63,3281.71,5156.94,4556.34,9221.65,5528.45,15985.77,20104.83,20095.1,24487.73,103316.91,37908.87,48172.92,49769.54,40186.11,50001.5,51099.25,63696.26,283328.56,0.0,86670.92
预提费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内的递延收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付短期债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动负债,0.0,0.0,0.0,0.0,0.0,0.0,2900.0,2964.64,2958.02,2902.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,300.0,300.0,0.0,0.0,0.0,0.0,58643.08,42843.6,27392.86,0.0,1534.08,0.0,71401.3,72392.54,154640.73,465352.16,387834.17,403315.86,317817.11,1607.17,1584.23
其他流动负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54785.33,54785.33,54785.33,54785.33,51807.46,51807.46,51807.46,51807.46,30017.78,96471.6,85350.73,85350.73,74458.36,73802.79,68181.67,68181.67,36498.48,242288.36,232085.05
流动负债合计,32715.63,39162.01,65910.31,43606.93,82257.96,48954.77,89533.61,71295.03,89303.85,96598.09,150797.91,93291.15,127210.72,139079.63,189506.74,125458.38,227434.81,234361.45,282304.26,264490.31,480491.54,437896.22,611212.97,480880.23,646074.16,708135.06,1027440.37,752173.01,911775.59,1083980.69,1211590.98,1180212.75,1279848.19,1261916.75,1720149.06,1742761.9,1935293.22,2091106.59,2470941.15,1628990.28,2237117.76
长期借款,0.0,0.0,2900.0,2900.0,2900.0,2900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24476.0,59801.63,113901.9,118516.78,67575.39,5236.83,50172.23,75902.82,172220.76,184404.15,131940.82,131099.02,49000.0,19000.0,19000.0,19000.0,44000.0,424080.0,463140.0
应付债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293248.0,295000.0,299520.0,295444.95,294884.0,309984.0,312932.0,312092.0,0.0,0.0,0.0,0.0,0.0,0.0
长期应付款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,0.0,0.0,0.0,0.0,300.0,300.0,300.0,700.0,700.0,11700.0,16700.0,19700.0,700.0,700.0,700.0,561.35,243.7,0.0,0.0,0.0,0.0,0.0,0.0
长期应付职工薪酬,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
专项应付款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预计非流动负债,0.0,634.57,1045.16,1045.16,1155.28,1155.28,1155.28,1155.28,1206.73,1206.73,1837.68,1837.68,2152.73,2152.73,2000.73,2000.73,2275.16,2275.16,3131.22,3131.22,3650.57,3650.57,3666.12,3666.12,4115.49,4456.3,6183.39,6299.56,6120.36,6399.5,4193.32,4239.11,4655.09,4775.72,6306.86,6478.59,7448.07,7597.06,7762.52,7680.0,8452.92
递延所得税负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期递延收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1481.29,1481.29,1907.29,0.0,0.0,0.0,0.0,0.0,1083.37,1357.12,1681.79,2110.61,8892.58,8279.84,16951.22,17500.1,29317.91,31786.49,29450.35
其他非流动负债,0.0,200.0,120.0,120.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,638.5,1277.0,1277.0,1936.6,1277.0,1277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
非流动负债合计,0.0,834.57,4065.16,4065.16,4175.28,4175.28,1155.28,1155.28,1206.73,1206.73,2137.68,2137.68,2452.73,2452.73,2300.73,2300.73,3213.66,3852.16,4408.22,5067.82,4927.57,4927.57,29923.41,65249.04,120224.68,123673.07,74458.78,316484.39,367992.59,401522.33,473642.41,485584.38,448961.7,451478.71,376535.14,33758.43,43399.29,44097.16,81080.43,467207.78,504135.72
负债合计,32715.63,39996.59,69975.47,47672.09,86433.24,53130.05,90688.89,72450.31,90510.58,97804.82,152935.59,95428.83,129663.46,141532.36,191807.47,127759.11,230648.47,238213.61,286712.49,269558.13,485419.11,442823.79,641136.38,546129.27,766298.85,831808.14,1101899.16,1068657.4,1279768.18,1485503.02,1685233.39,1665797.13,1728809.89,1713395.45,2096684.2,1776520.33,1978692.51,2135203.75,2552021.59,2096198.06,2741253.48
实收资本(或股本),14000.0,45000.0,45000.0,45000.0,50000.0,50000.0,50000.0,50000.0,100000.0,100000.0,100000.0,100000.0,200000.0,200861.16,200861.16,200861.16,200861.16,401722.32,401722.32,401722.32,401722.32,401722.32,406912.8,406912.8,406912.8,406912.8,406877.23,406877.23,610315.84,610315.84,610270.69,615503.37,922886.51,922886.51,922886.51,922727.05,922727.05,922727.05,922727.05,934846.59,934795.63
资本公积,79.99,3607.62,3652.62,3652.62,332404.73,332404.73,332854.73,332854.73,282854.73,281587.94,281587.94,281587.94,181587.94,189898.15,191794.05,191794.05,194637.92,94207.34,97051.2,97051.2,99457.55,100660.73,148004.63,152282.56,156327.88,159882.28,163960.77,167432.32,89747.18,102995.59,104544.09,170196.92,172227.75,177044.54,181939.77,185362.3,189280.94,193199.58,195613.97,401278.44,412773.72
