报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31
一、营业总收入,35368.04,76679.34,123306.94,172396.79,34573.97,68826.31,103905.54,137625.25,34898.65,87756.62,158223.45,219044.76,65499.01,148250.11,233187.5,345421.15,101677.4,210921.49,335194.38,461496.72,98331.11,223731.88,330922.22,433354.44,104038.44,225110.68,349719.59,451937.77,117974.85,248559.19,653432.99,932236.33,244021.73,513780.53,779870.17,1053000.27,245154.02,497045.32,775341.25,1073675.64,290267.23,620436.94,1010126.36,1401250.05,657389.07,1397582.26,2173941.67,2891154.4,692676.1,1459506.68,2342151.05,3028197.01,656233.19
营业收入,35368.04,76679.34,123306.94,172155.18,34573.97,68826.31,103905.54,137625.25,34898.65,87756.62,158223.45,219044.76,65499.01,148250.11,233187.5,345421.15,101677.4,210921.49,335194.38,461496.72,98331.11,223731.88,330922.22,433354.44,104038.44,225110.68,349719.59,451937.77,117974.85,248559.19,653432.99,932236.33,244021.73,513780.53,779870.17,1053000.27,245154.02,497045.32,775341.25,1073675.64,290267.23,620436.94,1010126.36,1401250.05,657389.07,1397582.26,2173941.67,2891154.4,692676.1,1459506.68,2342151.05,3028197.01,656233.19
二、营业总成本,33612.1,71624.64,115712.88,162101.27,33245.38,67709.07,104163.36,153130.08,47217.73,109371.01,180995.61,255782.27,66547.46,143612.21,225674.32,336600.13,102861.34,207848.73,336380.48,465534.16,103131.79,225028.28,330235.0,439355.47,105873.02,223747.37,342852.6,443835.74,112581.66,234762.28,627128.42,915764.01,242141.48,511236.33,776525.38,1050777.12,247532.44,491364.27,761858.85,1038872.59,276173.94,590511.47,957741.49,1361138.32,639734.61,1357074.86,2121293.34,2904905.7,690446.16,1417019.06,2259582.32,2952091.98,645126.52
营业成本,29462.39,63958.54,103858.97,144766.58,29292.88,58046.33,89729.93,121267.06,38527.29,91385.23,153953.7,210346.35,57065.69,123488.9,193108.5,290375.82,88544.92,181460.76,292346.33,406726.68,89344.66,195050.26,284277.06,371096.53,88965.18,187932.18,290321.64,369934.36,94972.11,197825.61,520055.79,758346.95,201813.72,429019.18,647410.58,880972.35,197333.97,398175.84,621987.79,856973.87,223350.0,483151.97,795711.17,1109099.89,553878.67,1183603.71,1837875.02,2451968.27,596433.33,1232322.99,1960897.56,2518041.11,543581.06
营业税金及附加,10.12,57.23,103.14,168.01,61.21,118.56,180.39,288.76,16.09,84.84,145.53,375.28,300.5,550.76,802.57,1109.29,151.61,428.1,784.63,1335.08,367.86,765.96,781.62,983.8,184.81,649.05,796.76,952.56,140.52,306.83,1090.56,1378.26,202.26,606.41,817.9,918.27,102.47,973.43,1532.44,4795.98,1990.43,3303.44,4925.52,6515.67,2587.23,6275.2,10716.45,13645.1,2767.35,7745.86,13824.1,19449.45,4258.66
销售费用,1020.19,2116.46,3304.11,4805.37,1117.91,2928.92,4037.99,6421.2,1482.26,2941.36,4943.53,7377.07,1776.44,3855.71,6170.31,8697.17,2264.52,4173.95,6259.87,9365.99,2011.38,4505.78,6923.09,9870.72,2756.04,5178.08,7591.86,9687.79,2546.74,5317.77,20039.53,28763.75,6675.38,15479.12,24447.57,33202.29,8539.09,17362.15,25651.22,34340.71,8060.52,17371.19,27331.62,39802.54,9951.86,23340.9,35806.7,48066.62,10479.89,22744.44,33922.23,47216.73,9520.18
管理费用,2531.47,4734.47,7254.67,10616.87,2533.83,6026.88,9551.77,15271.28,3698.37,7514.71,11359.71,17125.78,4693.78,9312.02,16347.29,25165.64,7611.81,14994.8,22471.31,34194.52,7110.94,15518.94,24644.24,36582.57,10115.15,20692.12,31289.51,44936.75,12200.78,24516.79,66410.07,100076.21,27700.59,59530.25,94513.28,127048.34,34479.07,68621.47,105000.44,145743.02,33844.44,71053.99,106495.64,156287.42,43173.06,97581.72,42446.86,76702.57,23415.82,36548.14,67872.98,109136.57,22923.7
财务费用,460.27,1015.57,1474.71,1614.45,236.75,264.81,345.51,5462.01,3493.72,7074.37,10221.46,13433.46,2711.05,5954.68,8796.1,11647.19,4278.61,5811.37,13536.25,12484.13,4296.95,8482.95,12929.11,17178.22,3851.84,7549.12,11106.01,13654.77,2721.52,5273.15,13883.98,18667.62,3300.53,4501.34,3024.12,-195.12,4343.72,460.26,1.52,-13744.43,6689.62,10979.83,17232.41,22715.39,24106.66,38956.1,55599.57,73368.35,13986.43,32588.08,50066.05,72557.39,20949.08
研发费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126068.69,180262.69,39907.04,85069.54,132999.41,185690.72,43893.85
资产减值损失,127.66,-257.64,-282.73,129.99,2.81,323.57,317.77,4419.78,0.0,370.49,371.68,7124.32,0.0,450.14,449.55,-394.98,9.87,979.75,982.07,1427.75,0.0,704.4,679.89,3643.63,0.0,1746.81,1746.81,4669.51,0.0,1522.13,5648.48,8531.22,2449.01,2100.03,6311.92,8830.99,2734.12,5771.11,7685.42,10763.43,2238.92,4651.04,6045.13,26717.41,6037.12,7317.23,12780.04,60892.08,3587.46,0.0,0.0,0.0,0.0
