报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31
一、营业总收入,170540.36,342570.51,488195.36,664898.61,178855.51,344207.53,512064.76,658012.98,154968.99,319932.72,466047.42,1191712.05,357539.48,694094.01,1158663.49,1594761.2,429591.2,960818.32,1592139.57,2170353.92,525327.44,1092672.5,1786362.17,2386700.77,597111.04,1216884.12,2043475.76,2833898.11,740321.71,1462168.12,2553203.21,3295716.92,760000.16,1492617.37,2439022.42,3127969.98,690006.25,1313856.43,2213996.58,2927080.3,763073.97,1396310.33,2420518.12,3164528.42,939715.46,1778647.64,3028740.94,4101137.27,1011514.36,1960947.51,3224605.9,4243346.03,758483.16,1747033.61,2967600.29,3932036.41,919408.09
营业收入,170540.36,342570.51,488195.36,664898.61,178855.51,344207.53,512064.76,658012.98,154968.99,319932.72,466047.42,1191712.05,357539.48,694094.01,1158663.49,1594761.2,429591.2,960818.32,1592139.57,2170353.92,525327.44,1092672.5,1786362.17,2386700.77,597111.04,1216884.12,2043475.76,2833898.11,740321.71,1462168.12,2553203.21,3295716.92,760000.16,1492617.37,2439022.42,3127969.98,690006.25,1313856.43,2213996.58,2927080.3,763073.97,1396310.33,2420518.12,3164528.42,939715.46,1778647.64,3028740.94,4101137.27,1011514.36,1960947.51,3224605.9,4243346.03,758483.16,1747033.61,2967600.29,3932036.41,919408.09
二、营业总成本,141950.41,287692.19,417560.92,575417.39,171706.54,329454.87,496574.85,637373.5,150343.24,305473.79,442101.39,1082719.04,349903.75,672941.83,1061788.08,1465867.39,425750.26,931187.47,1501462.81,2091311.13,534324.21,1078694.13,1641635.89,2179950.93,518588.08,1014921.76,1605205.89,2235566.23,579265.79,1140474.48,1746994.68,2369305.39,548526.38,1089717.18,1672571.27,2229463.84,478551.55,966530.88,1526018.78,2159133.81,575455.12,1137233.15,1834962.18,2536981.43,729452.83,1445450.0,2272393.61,3208313.74,785066.44,1517759.38,2345765.3,3301107.97,582375.97,1229432.43,1988107.11,2858147.99,690659.89
营业成本,123965.33,250194.79,360142.87,495362.26,150691.82,287232.72,430863.5,548667.75,129447.03,264753.75,382277.34,856872.08,294411.38,564313.42,890690.17,1230070.9,357770.75,796673.93,1293800.82,1800287.44,456132.03,909713.11,1366396.14,1783099.34,404817.79,780668.83,1229328.58,1685939.09,416102.82,809701.52,1218287.5,1624028.49,364292.59,724114.93,1117893.73,1494995.88,317225.05,648513.88,1044334.35,1510062.85,420843.76,833080.01,1369095.4,1880281.34,560490.75,1098567.76,1733541.2,2444024.74,607858.3,1183969.06,1829860.86,2585169.65,429504.17,919976.39,1481788.34,2167909.49,548323.11
营业税金及附加,400.21,951.96,1489.24,2096.99,581.7,1384.92,2299.66,2962.57,646.06,1419.62,2285.25,10597.48,2095.03,4225.76,8838.71,12216.17,2754.95,6540.27,11379.39,14324.6,3151.18,7145.22,13071.14,19545.09,4640.59,9871.83,20435.14,27545.15,8932.02,17075.98,32898.77,43582.8,11626.76,22820.65,38263.86,47781.11,10800.64,18739.02,31004.92,45755.23,13964.54,26822.14,41906.57,56363.23,20201.35,39178.14,69312.88,96165.37,22483.2,43669.49,72020.19,94741.0,17496.78,41163.87,70502.79,94731.16,17213.27
销售费用,267.51,503.72,724.07,944.38,653.62,1305.98,1703.76,1169.07,280.33,252.44,559.26,445.83,247.66,720.29,1055.19,1474.02,978.25,680.71,2736.97,3325.05,630.82,1503.24,2408.26,4336.64,2381.56,3083.27,3925.04,5043.05,633.37,1201.94,1482.95,1693.85,110.39,354.36,526.1,655.58,73.8,303.4,448.37,599.68,136.04,345.79,529.44,755.56,109.35,355.52,518.87,663.23,75.18,182.02,448.37,3110.76,649.42,1084.31,1615.53,2765.64,694.28
管理费用,4007.17,8060.51,12118.52,18184.56,5039.64,9354.09,14878.35,19304.93,4759.72,8455.54,12828.17,44425.09,8518.04,18656.42,30578.22,46479.82,10265.86,21699.94,35641.91,56026.57,10628.24,23252.65,40380.62,64080.25,12813.79,28428.88,46794.59,74075.56,15755.92,33189.73,52309.27,80506.98,17427.48,36028.67,58754.86,86712.63,20614.52,41109.93,69095.7,93550.33,21266.09,39565.04,67413.79,99906.29,24582.44,53976.81,76901.6,120507.76,31276.67,53667.87,85098.58,136699.42,26559.53,51086.6,114723.11,169509.2,29872.41
财务费用,13310.2,27981.21,43086.23,59901.02,14741.88,30202.41,46854.92,63192.18,15210.1,30359.15,44309.64,169517.31,44635.89,85030.19,130630.03,175471.7,53980.45,105125.3,157425.67,216136.73,63781.94,136281.29,218470.82,308318.49,93934.35,192223.4,304079.14,441022.15,137841.65,278550.18,441261.05,615550.24,155069.15,303176.93,451823.07,589014.26,129837.58,255604.21,378875.01,504219.74,119285.23,235572.88,354170.98,487776.76,120316.22,245586.38,381673.86,507110.53,118421.72,236123.89,358071.43,477920.1,108160.54,216074.62,319245.13,419446.0,94303.74
资产减值损失,0.0,0.0,0.0,-1071.82,-2.13,-25.25,-25.33,2076.99,0.0,233.28,-158.28,861.24,-4.25,-4.25,-4.25,154.79,0.0,467.32,478.04,1210.75,0.0,798.62,908.91,571.13,0.0,645.55,643.42,1941.22,0.0,755.15,755.15,3943.03,0.0,3221.64,5309.65,10304.39,-0.03,2260.44,2260.44,4945.98,-40.55,1847.27,1846.0,11898.25,3752.73,7785.4,10353.68,39713.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
公允价值变动收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995.44,3649.04,4470.24,125.88,546.36,814.76,873.21,-249.51,-2029.06,-1622.81,122.16,2004.71
投资收益,3122.4,6618.6,11439.97,15846.05,4517.49,6057.34,8610.93,6863.19,3032.47,3711.07,7988.89,10216.2,3820.26,6460.53,7416.37,7862.75,2266.35,5112.46,5942.15,7513.16,3154.31,5511.34,9360.92,19601.47,9730.28,23193.85,42681.2,54815.44,10456.95,44962.53,50555.44,66438.09,15622.0,32965.31,44746.31,57933.95,18567.04,36720.16,69535.85,80777.73,7451.75,17109.33,28899.25,34554.07,8159.04,21999.67,37235.54,52201.33,11039.15,42625.64,63064.29,104641.82,75109.79,97121.31,114321.42,134882.59,8084.76
