报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30
预收款项,3885.6,3254.63,3057.06,140132.08,167316.33,218540.23,182823.91,192492.06,146763.63,164257.48,180782.79,158135.64,226406.28,196896.86,232278.36,212799.83,199176.81,241751.89,245114.21,173610.36,211156.08,186584.81,212739.98,218286.54,146267.93,136906.83,180030.56,125891.56,144049.09,126857.44,142216.29,109520.25,97170.2,72339.62,68864.77,83902.84,82350.7,89566.62,109049.82,134087.74,116569.31,173786.28,187638.48,259591.32,208412.68,186161.37,299514.84,278859.88,182808.86,214280.25,268147.45,350558.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付手续费及佣金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付职工薪酬,694.93,740.33,796.44,15663.21,17712.67,22471.46,22962.31,22055.64,21433.67,22236.03,25409.94,20011.01,20472.94,22482.37,25382.2,25271.45,27158.3,25976.82,28508.26,31972.13,33322.7,33625.01,36010.43,38883.27,44955.53,42432.46,44715.05,58544.47,59689.63,57982.33,61812.52,74485.71,74843.31,62498.3,57845.02,54765.45,56280.7,59031.13,55522.5,64742.28,65971.0,59903.7,62103.92,69837.48,62614.6,69363.47,73850.97,80509.82,70832.79,60168.29,64310.99,86011.97,93623.95,102897.87,107314.48,83901.32,87528.76,85423.97,89292.57,100798.57,96436.56,91917.26,93069.79
应交税费,24.08,-245.99,199.17,31203.06,33191.55,26776.75,28898.51,35523.74,41607.18,36833.89,35604.13,849.81,1576.75,4052.04,4383.47,3135.69,7994.88,6940.43,6259.75,16700.97,13420.15,20465.98,17432.47,22994.63,22418.27,22463.38,23739.49,33703.13,22118.51,28715.73,22874.32,22252.88,21461.91,22353.95,17141.46,10785.22,7668.7,19997.38,24950.23,38347.6,38283.5,44094.59,59979.65,157180.34,173066.04,201689.52,308724.27,227467.62,217141.53,104408.3,106199.23,115286.4,81125.34,21934.88,33947.55,45839.26,41858.11,47304.84,77136.79,113723.22,100304.95,29160.3,36332.48
应付利息,0.0,1707.59,0.0,0.0,0.0,0.0,345.0,1380.0,2415.0,3450.0,414.0,1656.0,2898.0,4139.99,483.01,1932.0,3381.0,5752.46,1469.48,2203.01,5355.25,8507.5,5193.85,2565.02,6209.46,9853.91,4488.75,5209.3,11583.06,18351.3,16215.51,6729.51,12634.11,19152.18,17450.45,11400.69,18474.45,16267.21,10604.59,6595.52,11232.17,15392.53,2837.41,5619.53,8772.19,11927.5,2566.4,5605.9,5708.6,11895.52,56.87,376.99,0.0,460.46,740.92,465.67,34.62,34.22,100.16,0.0,0.0,0.0,36.7
应付股利,60.05,0.0,60.05,60.05,60.05,8651.54,8651.54,8651.54,9222.62,15095.15,15035.1,15035.1,15035.1,21474.23,21474.23,21474.23,21474.23,29688.26,27913.36,7913.36,7913.36,11141.94,11141.94,0.0,0.0,0.0,0.0,0.0,0.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,4834.65,3813.66,438.82,67.92,67.92,67.92,83.92,83.92,83.92,83.92,83.92,83.92,24341.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他应付款,1761.16,1428.61,1634.2,126664.06,136678.33,139516.91,138739.31,114798.64,178948.18,175766.38,157533.16,141755.47,124187.89,87366.11,87631.26,68427.39,72924.01,70216.64,62819.05,81414.91,90495.54,96850.16,102760.94,98410.52,104288.51,106614.25,114859.33,76699.57,91431.5,90396.44,102043.41,49113.09,75279.77,78694.39,65845.98,31686.07,51376.86,31594.16,56877.48,62354.64,86829.74,68448.24,72120.46,61423.3,60755.32,65614.98,0.0,76372.55,0.0,89564.73,0.0,98415.37,0.0,107052.81,0.0,95003.7,0.0,131204.84,0.0,96952.12,0.0,132237.23,0.0
预提费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内的递延收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付短期债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动负债,0.0,0.0,0.0,19000.0,29000.0,24000.0,7000.0,4000.0,4000.0,4000.0,7000.0,27000.0,27000.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.0,0.0,0.0,6000.0,6000.0,320455.76,317038.27,310782.25,38349.67,71000.0,71000.0,33100.0,33100.0,113050.0,75125.0,126750.0,51625.0,146737.72,93886.87,143919.3,142864.71,90195.55,91324.58,10853.98,2204.37,3614.68,0.0,3464.71,3464.71,162956.96,166111.29,163025.62,3043.39,2584.08,2584.08,2679.28,2679.28,2230.76,2230.76,2298.49,2298.49,57522.94,2448.52,1745.95,1711.05
其他流动负债,272.77,181.71,208.03,170.9,593.96,1218.1,1661.69,98.08,677.41,1094.16,865.67,96.55,514.7,1005.44,905.23,161.55,400.81,567.6,732.1,354.51,685.46,682.57,7539.35,479.4,7858.69,4025.92,153744.28,300008.84,300960.19,301499.62,311084.23,156736.06,157543.96,309907.47,303127.21,150000.0,251692.86,100000.0,100998.47,100000.0,99822.52,100917.82,534.79,0.0,929.08,1125.03,1839.94,0.0,1614.26,1614.14,3460.91,0.0,841.43,2660.4,2664.98,56028.05,57931.28,49438.83,70925.37,59731.08,52902.74,49232.82,61815.0
流动负债合计,37996.38,41163.61,39932.39,904372.15,997639.08,1060053.12,1166547.02,1176211.23,1192532.37,1159453.19,1246746.65,1235134.86,1363202.09,1354129.63,1353061.84,1302974.54,1360801.84,1427649.37,1403324.04,1347298.16,1445780.99,1443447.23,1465847.24,1774331.48,1866569.69,1790433.83,1849273.98,1955545.04,1905567.83,1927414.38,1913827.87,1712175.96,1689389.14,1804012.93,1837176.24,1685506.05,1744270.83,1551659.18,1641415.13,1812976.82,1735757.92,1678194.24,1599807.36,1740927.77,1627812.57,1570172.88,1795002.13,2182424.47,2162845.73,2116918.48,2294663.32,2262020.8,2395022.43,2440266.93,2728373.13,2715572.04,2787051.29,2946101.76,3149390.01,3079263.08,3140348.25,3327674.37,3131413.79
长期借款,0.0,0.0,0.0,41000.0,31000.0,31000.0,51000.0,47000.0,47000.0,67000.0,84000.0,82000.0,107000.0,154000.0,164000.0,221000.0,231000.0,231000.0,286000.0,320000.0,320000.0,341000.0,367940.0,341800.0,337400.0,340000.0,349500.0,315000.0,315000.0,325494.51,325494.51,195250.0,189150.0,90900.0,85900.0,85900.0,85900.0,36950.0,36950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,15000.0,15000.0,70000.0,55000.0,55000.0,55000.0,0.0,0.0,0.0,0.0
应付债券,0.0,0.0,0.0,0.0,0.0,0.0,221925.71,224768.07,227610.43,230452.79,233282.45,236088.51,238894.57,241700.33,244493.51,247260.91,250028.31,251873.25,254626.83,346700.53,349495.13,352289.73,355046.71,88698.45,91385.04,88844.86,88918.06,88991.26,89738.91,89148.03,89226.41,248710.34,248798.8,248896.31,249032.61,159518.45,159547.94,159577.43,159606.91,159640.28,159669.77,159699.25,159737.4,159771.73,159806.06,159840.39,159874.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期应付款,0.0,0.0,0.0,0.0,20415.83,19592.55,18748.49,27594.08,45370.47,43110.4,40813.86,38631.68,36262.22,33856.3,40657.32,37638.17,34483.5,31358.73,28177.41,25470.22,22198.73,19056.37,15709.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,0.0
长期应付职工薪酬,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19762.57,19762.57,20949.27,20949.27,15692.94,16052.66,14264.34,14264.34,13687.46,12510.94,13230.11,13230.11,10796.79,11965.55,7667.53,8597.76,8234.34,0.0,6092.43,3156.7,6131.19,3426.62,5647.12,2428.13,4365.12,522.53,3309.87,2866.92,2911.85,2998.54,2626.43,2338.38
专项应付款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预计非流动负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6955.2,8694.0,11592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.63,152.36,1185.9,708.99
递延所得税负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1187.92,1833.13,1716.71,1716.71,1716.71,1907.12,1714.73,1045.46,1714.73,1714.73,1506.02,1506.02,1506.02,1506.02,1311.2,1311.2,1225.17,1257.15,1278.43,1301.45,1257.11,1257.11,1179.36,1179.36,1179.36,1179.36,1067.6,1067.6,1067.6,1067.6,964.19,957.73,990.37,922.48,899.79,899.79,861.02,861.02,948.04,948.04,958.71,958.71
长期递延收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17326.39,21666.45,21006.96,20347.47,18127.33,19170.97,18478.28,17785.58,23431.31,24066.55,23201.78,22337.02,21372.26,20482.5,21030.65,20254.64,20158.21,19232.2,20256.19,19255.17,18254.16,18816.9,17771.39,16890.88,16318.28,17378.21,16923.75,15969.29,15023.16,14768.7,13796.74,14708.94
其他非流动负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.91,20.81,12.81,225.0,0.0,0.0,0.0,9604.0,9454.0,9304.0,9304.0,9004.0,9004.0,8704.0,8554.0,14404.0,14254.0,15624.0,16039.0,17601.0,17017.16,17625.32,17286.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
非流动负债合计,0.0,0.0,0.0,41000.0,51415.83,50592.55,291674.2,299362.15,320023.81,340583.99,358109.12,356945.19,382156.79,429556.63,449150.83,515503.08,524965.81,523535.98,578108.24,701174.75,700697.86,722238.02,749082.89,453574.37,453449.75,457777.57,456364.18,423306.99,422801.53,433982.58,433722.12,482555.32,480883.84,383258.56,377735.37,280549.91,281982.77,230495.21,229863.98,198037.48,197548.7,197388.26,196561.65,193120.14,193433.47,189717.93,189906.48,29460.15,26008.93,27416.21,23479.47,25349.55,38201.25,39408.87,35241.48,91583.19,75800.53,78094.64,81697.23,26812.3,26566.94,25567.78,25715.03
负债合计,37996.38,41163.61,39932.39,945372.15,1049054.9,1110645.67,1458221.22,1475573.38,1512556.18,1500037.19,1604855.77,1592080.05,1745358.88,1783686.26,1802212.66,1818477.62,1885767.65,1951185.34,1981432.28,2048472.91,2146478.84,2165685.25,2214930.13,2227905.84,2320019.44,2248211.4,2305638.16,2378852.03,2328369.36,2361396.97,2347550.0,2194731.28,2170272.98,2187271.49,2214911.6,1966055.96,2026253.6,1782154.39,1871279.11,2011014.3,1933306.62,1875582.5,1796369.01,1934047.91,1821246.04,1759890.81,1984908.61,2211884.62,2188854.66,2144334.69,2318142.79,2287370.34,2433223.68,2479675.8,2763614.61,2807155.23,2862851.82,3024196.4,3231087.23,3106075.38,3166915.19,3353242.15,3157128.82
实收资本(或股本),19322.04,19322.04,19322.04,139342.95,139342.95,139342.95,139342.95,139342.95,139342.95,139342.95,139343.02,139343.02,139343.02,139343.06,139343.06,139343.06,139343.06,139343.06,139343.07,139343.07,139343.07,139343.07,139343.07,139343.07,139343.07,139343.11,139344.81,139344.81,139344.81,139344.81,139344.81,139344.81,139344.81,139344.81,139344.81,139344.81,139344.81,139344.81,139344.81,278689.62,278689.62,278689.62,278689.62,318872.27,318872.27,318872.27,318872.27,318872.27,318872.27,318872.27,318872.27,318872.27,318872.27,318872.27,318872.27,318872.27,318872.27,318872.27,318872.27,318872.27,318872.27,318872.27,318872.27
资本公积,5256.9,5256.9,5256.9,518340.87,518340.87,518340.87,568065.65,568048.14,568065.65,568095.36,568101.88,568066.17,568066.17,568055.88,568066.43,568066.43,568066.43,568066.43,568090.59,567929.53,567929.53,567930.19,567930.19,568218.14,568218.14,568218.3,568225.8,568225.8,568225.8,568225.8,568225.8,568007.9,568007.9,568007.9,568007.9,567975.02,567975.02,567975.02,567975.02,428630.21,428630.21,428630.21,428630.21,560817.78,560985.17,560817.78,560817.78,560817.78,560817.78,560817.78,560817.78,560817.78,560817.78,560817.78,560817.78,560817.78,560817.78,560817.78,560817.78,560817.78,560817.78,560817.78,560817.78
减：库存股,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10252.29,26145.35,26145.35,26145.35,26145.35,26145.35,26145.35,26145.35,26145.35,26145.35
其他综合收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53.63,-27.75,-74.3,244.08,419.67,372.61,616.5,668.09,1324.26,1210.05,885.08,500.3,206.92,-447.35,314.62,1094.56,865.16,571.82,904.16,1381.5,1361.95,1689.87,1668.82,804.43,-39.39,119.46,-269.64,-174.52,-578.16,-681.88,717.7,2235.68
专项储备,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
盈余公积,3996.77,3996.77,3996.77,6773.43,6773.43,6773.43,6773.43,11434.83,11434.83,11434.83,11434.83,13932.31,13932.31,13932.31,13932.31,20290.74,20290.74,20290.74,20279.86,20307.88,20307.88,20308.36,20308.36,20308.36,20308.36,20308.36,20308.36,22454.41,22454.41,22454.41,22454.41,24727.79,24727.79,24727.79,24727.79,25394.81,25394.81,25394.81,25394.81,28354.04,28367.14,28354.04,28354.04,55704.41,55704.41,55704.41,55704.41,113219.62,113219.62,113219.62,113219.62,149829.8,149829.8,149829.8,149829.8,171159.78,171159.78,171159.78,171159.78,210617.2,210617.2,210617.2,210617.2
一般风险准备,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
未分配利润,7317.89,6149.0,7779.92,33167.96,52411.5,69185.62,90388.08,87727.69,89762.69,83570.57,94097.7,102711.59,116664.14,121688.69,124262.56,124600.25,138268.27,138341.12,146890.0,133263.52,107233.61,90371.13,52049.94,24643.72,13029.84,1986.12,7179.47,33457.57,31236.83,31562.14,47020.06,71827.13,60035.8,58091.28,47340.12,77216.07,68033.62,84116.94,100630.94,120368.76,147573.24,171986.01,252318.7,399486.59,486470.58,586568.58,765520.81,903785.42,978722.88,1023924.64,1104692.79,1140257.31,1191667.54,1185854.69,1265174.07,1325171.42,1422248.98,1471820.23,1574337.61,1626331.3,1729347.04,1611966.87,1625533.47
归属于母公司股东权益合计,35893.6,34724.71,36355.63,697625.22,716868.75,733642.87,804570.11,806553.61,808606.12,802443.71,812977.43,824053.1,838005.65,843019.94,845604.36,852300.49,865968.51,866041.35,874603.52,860844.0,834814.1,817952.76,779631.57,752513.29,740899.42,729855.9,735058.45,763406.21,761240.08,761565.73,777023.06,803854.01,792088.55,790097.48,779664.71,810350.38,801120.87,817448.07,834013.66,857366.88,884470.25,908544.95,988492.87,1335087.98,1421585.09,1522277.66,1702009.83,1897560.25,1972204.38,2017738.48,2098983.97,2171139.12,2222877.27,2206791.06,2269353.0,2349836.52,2447072.92,2496255.07,2598867.57,2689915.04,2792827.06,2676846.47,2691931.05
少数股东权益,0.0,0.0,0.0,1612.05,1754.62,2474.4,2836.19,3364.55,2978.54,3044.39,3150.23,3564.6,3155.83,3714.2,4255.5,4896.56,4652.36,4890.88,6691.49,20981.7,19107.4,31652.59,48876.33,48346.28,47558.09,47057.34,48717.95,49206.15,49415.85,49628.48,50817.4,50951.65,50692.17,50376.13,50082.84,46217.39,53320.66,42915.0,50828.26,50186.79,50990.55,52434.47,53698.18,53457.05,53756.15,54075.5,54232.9,54130.73,54488.13,55975.3,56867.52,58155.05,58590.99,59744.24,63151.69,64757.6,67440.68,69779.95,73551.08,75301.04,76458.48,77588.93,76949.71
所有者权益(或股东权益)合计,35893.6,34724.71,36355.63,699237.27,718623.37,736117.27,807406.3,809918.15,811584.66,805488.1,816127.66,827617.69,841161.48,846734.14,849859.87,857197.05,870620.86,870932.23,881295.01,881825.7,853921.5,849605.35,828507.9,800859.57,788457.5,776913.23,783776.39,812612.36,810655.93,811194.21,827840.45,854805.66,842780.72,840473.61,829747.55,856567.77,854441.53,860363.08,884841.92,907553.68,935460.8,960979.43,1042191.05,1388545.04,1475341.24,1576353.16,1756242.73,1951690.98,2026692.5,2073713.78,2155851.49,2229294.17,2281468.26,2266535.3,2332504.68,2414594.11,2514513.59,2566035.02,2672418.65,2765216.07,2869285.54,2754435.4,2768880.76
负债和所有者权益(或股东权益)总计,73889.98,75888.31,76288.02,1644609.42,1767678.28,1846762.94,2265627.52,2285491.53,2324140.84,2305525.28,2420983.43,2419697.75,2586520.36,2630420.4,2652072.53,2675674.67,2756388.51,2822117.58,2862727.29,2930298.61,3000400.34,3015290.6,3043438.03,3028765.41,3108476.95,3025124.63,3089414.55,3191464.38,3139025.29,3172591.18,3175390.45,3049536.94,3013053.7,3027745.1,3044659.15,2822623.73,2880695.13,2642517.47,2756121.03,2918567.98,2868767.43,2836561.92,2838560.06,3322592.94,3296587.27,3336243.97,3741151.34,4163575.6,4215547.17,4218048.47,4473994.28,4516664.52,4714691.94,4746211.1,5096119.29,5221749.34,5377365.41,5590231.42,5903505.89,5871291.45,6036200.72,6107677.54,5926009.58
