报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30
货币资金,660262.85,449937.62,746613.8,778955.14,782385.96,795455.33,605656.47,467774.76,457333.63,608571.5,648919.63,901719.06,606080.13,421844.3,586116.68,1015320.93,735930.86,980530.35,494475.4,467881.0,507365.43,845648.77,654753.1,775397.62,923319.09,825143.07,850532.3,878544.0,971729.94,823147.64,1514445.17,963851.72,1073355.04,937493.66,1140770.94,823790.97,622839.66,1383193.6,831278.44,1163824.05,1482948.08,916174.7,1495130.49,1110035.09,1555244.6,888937.24,1573589.83,1847552.71,1859182.29,1208527.4,1534789.21
交易性金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
衍生金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收票据及应收账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576056.18,677777.49,705257.63,634214.99,635188.09,793161.3,828396.14,733798.85
应收票据,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,430.0,470.0,1105.0,722.3,535.0,1120.0,766.43,1720.19,1546.83,281.5,1109.74,1387.4,1514.54,2639.98,3930.03,3251.6,2624.37,38954.97,41453.67,174834.43,215452.29,190689.54,142898.68,167854.26,142537.73,58981.47,41621.78,44794.54,75002.29,31533.47,9860.16,61814.52,0.0,0.0
应收账款,5790.94,6603.18,10451.11,91848.73,77295.57,150702.41,70135.26,65620.83,155716.86,162106.05,213800.56,253004.1,291270.92,125661.86,261344.09,202384.08,316115.35,212167.98,242114.05,102119.61,237386.53,189836.98,187442.61,204106.64,390688.28,191947.12,218337.03,208079.57,423409.74,245268.13,214803.7,231682.84,521075.51,258154.23,282515.57,271022.3,211732.89,415555.21,491773.12,450962.21,605623.87,581580.52,632955.52,534434.4,632982.95,630255.34,602681.52,625327.93,731346.78,828396.14,733798.85
预付款项,2611.21,1148.83,941.34,173.15,5060.75,6656.62,3900.39,156.35,20220.99,4888.69,5850.05,2419.46,3194.43,3225.34,4089.59,11466.91,13098.25,20151.94,21141.15,7885.48,10686.9,9821.71,11214.35,11179.8,12036.15,20538.01,37081.68,25051.78,22330.28,21856.01,24045.31,19045.8,9865.75,26549.08,15840.76,11059.24,7273.77,11251.24,13730.79,11898.35,41208.99,7082.1,15395.91,17250.71,18076.54,7975.24,93614.33,15777.2,18166.81,48158.58,48679.99
应收利息,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2485.82,0.0,0.0,0.0,978.01,0.0,0.0,0.0,993.3,0.0,0.0,0.0,1043.74,950.14,0.0,0.0,1473.19,1561.98,2000.25,107.63,4397.21,8893.32,3820.38,8588.29
应收股利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119445.0,119445.0,0.0,0.0,126553.07,60000.0,0.0,0.0,123407.45,123407.45,44.19,0.0,159738.3,159734.82,75703.06,0.0,151063.63,151063.16,124853.52,124853.52,124943.22,144.8,174.8,240332.06,240475.9,102.4,295.05,30.0,30.0,0.0,329.18,0.0
其他应收款,106460.17,107417.53,67771.88,9502.7,9636.27,10599.15,13169.3,128011.26,126772.79,123921.09,125599.78,8555.48,19363.54,3239.99,17189.51,78699.18,69197.37,70843.11,60836.85,53289.47,61917.19,35281.02,22828.52,67104.98,16940.32,41438.91,60809.9,42061.47,50038.96,105189.63,128846.01,97240.06,80134.42,99682.17,152676.0,116627.03,113649.18,153771.27,193076.55,143904.35,126863.37,55532.46,144287.05,107449.16,162380.24,313541.27,0.0,253782.49,0.0,287890.56,0.0
买入返售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
存货,16499.18,18974.86,16543.49,19021.62,19521.26,26202.88,23891.89,67509.74,71489.87,74760.69,80698.9,82627.39,83383.57,84956.72,123305.47,117400.69,126048.07,135199.89,141864.23,147837.02,141842.8,153236.61,157332.97,165812.59,169132.47,159223.43,161554.52,178684.88,171002.33,176585.9,182708.27,168556.61,176848.13,175948.99,171796.34,170946.27,170901.22,173384.72,170719.95,161249.05,167641.33,177872.43,173061.15,152820.48,159960.2,161083.41,152661.44,154727.43,157664.48,152786.48,148505.28
划分为持有待售的资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待摊费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待处理流动资产损益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他流动资产,0.0,0.0,0.0,0.0,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7943.05,0.0,10280.04,7171.11,22616.53,13038.68,38897.43,39699.95,35660.34,22348.87,147309.84,189356.93,205364.16,237570.01
流动资产合计,791624.35,584082.02,842321.61,899501.34,893901.59,989616.39,716753.32,729072.95,831534.15,974248.03,1074868.93,1248325.51,1003292.59,638928.21,992045.34,1425371.8,1260489.9,1419323.27,960901.67,899562.58,1079366.15,1234360.1,1034691.54,1350921.13,1573836.5,1239837.37,1328596.93,1459424.7,1763306.1,1373606.04,2067488.44,1645023.37,2024265.26,1576155.55,1802554.58,1586956.42,1452294.32,2485404.91,2016121.91,2211003.68,2600405.95,1903571.27,2773182.33,2244458.14,2614803.4,2114750.44,2689804.84,3058764.97,3317703.6,2804028.36,3101236.75
发放贷款及垫款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
可供出售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6515.87,6515.87,6515.87,6515.87,6515.87,6515.87,6515.87,6515.87,6515.87,6515.87,6515.87,6515.87,6515.87,6515.87,6515.87,6515.87,6515.87,13473.5,0.0,0.0,0.0
持有至到期投资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期应收款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,0.0,0.0
长期股权投资,0.0,0.0,0.0,0.0,6515.87,6515.87,6515.87,6515.87,6515.87,6515.87,6515.87,6515.87,6515.87,6515.87,1424812.5,1357485.7,1406554.35,1449432.94,1495556.94,1419003.65,1464230.79,1523621.2,1562536.99,1500041.38,1559041.38,1643023.37,1703969.97,1667209.72,1721709.72,1789716.35,1859566.01,1773514.7,1813912.7,1882126.35,1931331.92,1842506.98,1889407.51,1853887.46,1870454.2,1933451.24,2002476.37,2089339.75,1918421.58,2005983.38,2083007.38,2163317.15,2243794.15,2033215.75,2112874.13,2197904.0,2276056.89
投资性房地产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
固定资产净额,2772590.74,2743607.33,2707728.51,3414200.54,3560818.0,3856062.96,4256007.38,4645224.6,4679079.31,4934744.75,4890713.79,4828956.64,4865196.79,4909015.75,6271794.05,6282915.69,6188719.98,6098666.39,6011541.99,6574138.0,6461467.31,6371688.5,6278674.31,6428184.26,6322174.78,6230501.37,6187414.57,6407855.92,6293388.22,6187191.59,6127654.87,6327742.24,6201065.99,6099088.07,6083450.92,6985073.92,6913764.85,6811677.93,6747523.3,7071424.08,6958944.48,6840305.77,6869881.67,7399193.82,7189156.29,7125772.56,7063252.97,8190968.14,0.0,7721434.25,0.0
在建工程,114749.78,105235.98,152691.84,304986.04,194720.76,233394.11,374164.86,379840.6,336296.65,235037.17,222899.02,235794.29,277975.89,309417.61,522187.26,469674.48,477559.38,496014.25,518525.86,65910.18,85231.63,146167.53,228623.45,177972.32,194990.25,210083.78,250756.61,298937.01,323623.32,365265.65,389260.88,334402.06,355823.22,384683.28,446656.26,483947.71,497288.43,502180.09,655434.66,235697.94,328971.62,385165.24,421570.32,179881.01,272418.08,424878.56,414055.79,238331.64,0.0,0.0,0.0
工程物资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,815.87,1246.36,470.8,470.8,470.8,470.8,470.8,470.8,497.89,470.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
固定资产清理,60.65,-10.78,0.39,0.0,-58.36,-2.26,0.0,0.0,-41.32,-55.59,-40.04,0.0,4.47,-13.82,0.0,0.0,0.0,132.69,165.22,0.0,0.0,1028.05,2041.64,0.0,309.02,12.16,433.54,0.0,0.0,0.0,0.0,0.0,52.5,106.66,372.03,0.0,0.0,1749.32,2587.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
生产性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
公益性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
油气资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
无形资产,490815.61,488220.67,485625.73,483060.19,480465.25,477870.32,475275.38,472664.01,470069.08,467474.14,464879.2,464463.67,461868.73,459273.79,457666.56,454220.25,451692.65,449241.3,446627.54,444156.11,441534.21,438913.01,436340.79,434653.23,431914.29,429203.09,426674.69,424623.22,421774.8,418934.08,416189.67,413369.98,410529.05,407669.35,404813.9,401983.16,399129.18,396284.31,393443.24,450387.43,447358.82,563294.54,558581.27,583776.35,580757.38,651588.04,648690.7,891523.39,888219.87,884921.99,867058.15
开发支出,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647.17,2086.42,3166.98,4787.83,4787.83,4787.83,4787.83,4787.83,4787.83,4787.83,4787.83,4787.83
商誉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期待摊费用,0.0,0.0,0.0,835.82,1164.36,1159.78,1074.75,1000.87,902.02,768.55,635.76,514.01,396.87,269.76,1101.97,172.77,24.05,13.81,9.57,5.3,0.0,5052.62,7169.27,7996.2,7344.74,6631.83,6281.27,5998.76,4561.77,4576.92,4440.1,3542.91,2757.75,1176.76,685.48,407.42,371.17,403.13,471.57,181.13,239.83,2015.39,5817.88,7607.99,7049.71,6960.19,6494.42,6698.23,5993.57,5142.66,4447.14
递延所得税资产,5802.25,5851.24,6909.75,8174.99,8174.99,8174.99,8174.99,8114.99,8114.99,8603.06,8603.06,9370.34,9370.34,10358.76,10358.76,24310.03,25262.11,10004.99,10004.99,9296.83,9296.83,1284.38,1284.38,138998.62,137851.12,135045.8,133069.4,131482.32,129603.24,128270.2,128526.61,129323.3,141341.61,134061.38,132819.73,124493.66,124452.7,126379.2,126231.89,129213.49,129186.4,135680.52,135540.17,136512.02,136631.91,138734.88,138577.67,151445.1,149840.82,161478.12,161634.4
其他非流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520000.0,6344.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22993.38,41937.83,44202.79,111983.81,308491.32,294078.26,199223.93,212353.81,199634.91,257243.91,61766.52,76282.23,5443.7,38367.28,6317.88,4631.96
非流动资产合计,3384019.04,3342904.42,3352956.21,4211257.58,4251800.87,4583175.76,5121213.23,5513360.94,5500936.59,5653903.81,5595453.03,5546085.61,5621799.76,6215308.51,8694736.77,8589249.72,8550283.32,8504004.26,8482902.9,8512510.08,8461760.77,8487755.29,8516670.83,8687846.01,8653625.58,8654501.39,8708600.05,8936106.95,8894661.08,8893954.8,8932154.01,8988411.06,8931998.68,8915427.72,9006646.1,9867922.09,9872867.55,9743280.1,9914645.62,10137309.67,10170158.07,10225007.99,10133770.4,10524193.17,10537868.37,10584621.59,10602751.63,11536187.28,11715500.27,11694910.23,11696920.23
资产总计,4175643.39,3926986.45,4195277.82,5110758.92,5145702.46,5572792.15,5837966.55,6242433.89,6332470.74,6628151.84,6670321.95,6794411.12,6625092.35,6854236.72,9686782.11,10014621.52,9810773.22,9923327.54,9443804.57,9412072.65,9541126.93,9722115.39,9551362.37,10038767.14,10227462.08,9894338.76,10037196.97,10395531.64,10657967.18,10267560.84,10999642.45,10633434.43,10956263.94,10491583.27,10809200.69,11454878.51,11325161.87,12228685.0,11930767.53,12348313.35,12770564.02,12128579.26,12906952.73,12768651.31,13152671.77,12699372.03,13292556.46,14594952.24,15033203.88,14498938.6,14798156.98
短期借款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350000.0,310000.0,0.0,0.0,1245000.0,1245000.0,945000.0,945000.0,195000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0
交易性金融负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付票据及应付账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377762.12,409225.71,432946.69,407467.75,564801.44,548544.09,672026.19,457154.92
