报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30
处置交易性金融资产净增加额,41194.66,9923.82,-11628.77,4450.29,-48721.23,-80202.85,-67973.21,0.0,26540.65,21341.9,14009.67,0.0,57713.0,55316.37,96607.47,57893.85,0.0,0.0,0.0,0.0,0.0,18521.33,0.0,0.0,26593.32,64906.41,16579.96,29406.22,0.0,0.0,10953.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46176.09,0.0,0.0,0.0,0.0,156891.83,146256.92,0.0,0.0,581396.44,649271.07
处置可供出售金融资产净增加额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
收取利息、手续费及佣金的现金,7187.6,24271.33,40078.08,52306.56,14914.88,25894.25,33033.33,41322.95,12642.74,29902.8,51794.8,70778.31,15256.33,33558.04,53758.36,75045.11,19719.22,39068.7,79722.97,60473.14,11717.23,27908.86,39919.53,51002.84,12217.52,24780.84,35715.65,48827.19,9287.63,25466.5,50575.56,88172.18,35180.85,115487.17,173377.99,238364.43,48410.35,102243.52,157898.16,244577.8,46886.41,104466.79,148233.56,212265.16,27862.77,75189.33,113399.29,155713.87,32287.94,68894.73,100694.81
拆入资金净增加额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,0.0,20000.0,60000.0,0.0,0.0,0.0
回购业务资金净增加额,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,39.21,0.0,0.0,0.0,41546.38,0.0,0.0,0.0,0.0,44498.27,0.0,58621.2,53089.46,0.0,0.0,0.0,0.0,0.0,0.0,14395.21,0.0,76807.86,0.0,3.39,0.0,129068.83,134601.42,0.0,0.0,0.0,0.0,0.0,0.0,258324.3,357913.99,501329.6,761618.4,227902.0,334522.78,732478.24,948042.18,0.0,0.0,0.0
收到的其他与经营活动有关的现金,89972.77,169069.57,205556.88,207553.65,7897.01,773.57,781.58,50.48,101102.47,98747.56,185333.09,189965.7,4.36,131.86,133.64,144.45,5.22,233.6,339.89,5440.83,27837.1,23248.58,276.86,473.01,10178.21,2491.51,205.53,1014.52,21.1,72.34,185.32,12678.41,1035.5,519.03,2490.75,1951.09,6457.44,11019.83,28704.08,17940.94,3013.45,9647.21,12920.75,24924.12,1658.5,23166.72,21536.96,27795.4,5398.52,8961.55,8317.38
经营活动现金流入小计,138355.02,203264.72,234006.19,264310.5,-25909.34,-43535.04,-34158.29,41412.64,140285.85,149992.26,251137.56,302290.39,72973.7,89006.27,150499.47,133083.4,64222.71,39302.3,138684.05,119003.43,39554.33,69678.76,40196.39,51475.85,48989.05,92178.76,66896.36,79247.93,86499.74,56645.21,168857.5,323841.28,355030.51,777693.32,393299.63,406050.23,178109.72,213670.66,284338.21,340469.62,361413.15,486459.91,662483.9,1064558.92,277423.27,589770.66,887414.49,1209183.47,538751.03,1170848.88,1347050.04
支付给职工以及为职工支付的现金,562.56,1762.47,3546.54,4697.0,6010.17,8577.52,11544.37,13952.95,3077.05,5948.12,9787.01,14857.65,10548.25,13750.55,17539.06,21820.04,12378.44,16532.86,24050.6,27498.98,8452.53,15841.29,20459.52,24723.8,8413.14,13090.05,18476.97,25400.72,4893.15,10476.27,17623.2,23638.61,6948.79,26624.56,36720.83,48077.87,10582.03,47710.28,63447.53,76274.27,15260.39,45747.79,69399.85,84774.91,16834.28,43097.22,60694.53,76596.61,15349.7,33776.99,56496.98
支付的各项税费,247.87,1186.41,2615.03,3354.29,1055.41,12617.11,13561.48,13668.37,1149.44,1975.05,2686.51,3283.18,3380.79,4269.46,4560.94,6348.85,4326.38,6776.99,10134.68,11155.07,2790.48,3574.14,4933.09,10646.38,688.51,1674.96,2762.16,5713.44,1409.43,4198.65,8104.75,14845.07,10050.13,28148.52,53365.62,67689.68,1043.82,8859.82,12659.52,20013.13,9455.46,11443.11,17000.15,23376.06,5627.68,9276.48,15424.65,24186.51,6878.72,10455.02,11854.24
支付其他与经营活动有关的现金,1677.94,5445.13,10002.94,37428.58,45456.55,110822.24,105658.95,114124.74,2290.68,4354.48,7740.63,11433.91,43942.12,86631.72,94362.09,72319.49,28575.49,79184.26,123425.79,143968.32,8429.05,10990.21,27924.32,20997.95,4283.12,10716.89,17259.19,13613.77,3934.75,4690.44,9280.25,15970.58,20009.99,31490.2,39827.19,74436.53,3537.02,11971.28,17386.53,42687.17,9433.12,13315.3,54150.63,56764.03,8747.13,15450.63,30050.3,40536.45,13160.78,15457.05,32776.28
