报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30
一、营业总收入,82252.5,168976.32,274847.26,411571.69,112764.63,271998.32,410767.4,572319.87,152292.82,355236.52,531042.14,717178.4,213323.8,450215.48,666057.55,1007543.78,245733.88,507382.0,774165.24,1131232.24,280211.75,607537.72,954025.1,1368682.45,334896.68,731144.12,1121203.63,1581479.09,415880.52,862740.65,1331752.24,1881436.64,470893.06,954257.47,1468777.44,2073812.62,517046.89,1045241.45,1628767.97,2241065.44,590871.59,1196032.03,1800779.2,2431461.4,633744.42,1297358.82,1972366.31,2670821.35,697343.65,1389738.34
营业收入,82252.5,168976.32,274847.26,411571.69,112764.63,271998.32,410767.4,572319.87,152292.82,355236.52,531042.14,717178.4,213323.8,450215.48,666057.55,1007543.78,245733.88,507382.0,774165.24,1131232.24,280211.75,607537.72,954025.1,1368682.45,334896.68,731144.12,1121203.63,1581479.09,415880.52,862740.65,1331752.24,1881436.64,470893.06,954257.47,1468777.44,2073812.62,517046.89,1045241.45,1628767.97,2241065.44,590871.59,1196032.03,1800779.2,2431461.4,633744.42,1297358.82,1972366.31,2670821.35,697343.65,1389738.34
二、营业总成本,73499.37,151100.64,247749.84,372495.27,103332.89,249073.03,374883.26,519992.61,138914.78,324723.15,483268.22,648399.1,193150.77,399653.91,591847.66,904034.07,220186.8,442799.71,676916.12,995642.64,246194.18,523801.94,825649.57,1188371.44,292720.02,626936.56,988177.57,1386072.52,358374.41,735979.09,1114070.63,1609007.62,406407.94,817719.38,1234653.05,1774487.84,447618.87,895674.47,1371199.89,1928468.39,510620.15,1029036.97,1518549.05,2110888.22,551673.06,1130843.81,1687987.08,2329104.03,609162.4,1231085.46
营业成本,59525.47,121217.58,200659.34,284036.37,82887.21,197036.79,300080.48,395799.11,116839.26,250234.45,377137.14,499485.66,154626.28,315510.38,466310.63,700476.47,181554.33,345657.02,533989.34,792180.82,200857.9,434058.83,666008.31,957798.86,238626.5,510312.45,775590.23,1111838.49,290035.62,604219.06,927651.95,1313919.77,332626.06,662219.91,1007884.66,1440590.48,368721.76,730561.35,1123672.21,1571796.12,410452.43,815981.09,1227782.16,1673157.52,440729.65,902448.81,1372499.4,1854943.36,499979.24,986170.46
营业税金及附加,430.03,957.0,1587.25,2361.45,520.37,1296.24,1985.34,3071.88,632.64,1793.71,2499.91,3721.78,928.63,2156.7,3024.16,7837.02,762.53,1916.8,3190.53,6110.16,1166.86,2459.79,4480.89,6951.99,1517.56,3288.88,5112.29,7634.11,1518.52,3777.09,6123.2,9214.54,2282.38,4811.9,7572.34,10447.42,2540.24,5289.27,8551.37,15383.12,3877.38,8199.92,12248.77,16965.29,4529.23,8161.31,12752.49,17625.43,5351.53,7548.25
销售费用,10838.26,23107.16,36999.56,61740.8,15896.33,41670.38,59843.28,98347.66,17615.24,60200.47,87060.4,123736.83,33059.3,70861.64,106620.17,170253.22,32271.18,80962.56,120023.69,166634.25,36826.81,68842.2,126454.86,186420.05,43183.46,89694.56,147994.36,201257.44,54396.15,103517.2,145730.38,243038.23,56719.99,121607.93,177126.9,270956.15,61316.63,127841.83,192930.72,284048.87,86993.88,182409.45,244361.82,368351.24,91669.37,189088.45,253366.49,392159.48,83014.67,193897.95
管理费用,2806.55,5688.78,8954.75,16315.59,4074.88,7968.51,11726.62,18793.19,4326.07,11406.8,16448.75,23875.19,5046.27,10425.85,15117.23,25270.37,6058.02,13835.91,20095.78,31780.55,7485.96,16210.83,25420.65,35537.55,8830.31,20782.99,30675.44,46189.39,12425.11,25164.86,35156.39,55164.53,13072.15,24567.59,36236.66,49320.86,12992.14,26647.81,37959.62,48354.36,8794.76,17310.6,25860.68,38676.32,10972.65,19467.73,25986.12,31206.69,11560.8,31581.39
财务费用,-117.36,113.7,-264.37,-433.28,-45.89,-240.09,-93.66,167.64,-499.26,-1042.49,-2008.72,-3018.85,-510.47,-1093.99,-1016.57,-1456.26,-459.26,-1082.0,-1892.63,-1930.94,-143.35,-209.18,-355.49,133.34,562.19,701.44,700.17,786.24,20.27,773.66,884.03,1517.72,1702.92,2644.49,3953.03,1311.21,2048.21,2863.81,4679.08,8968.28,-252.86,3048.04,6207.77,7254.35,3772.17,7204.46,11094.75,16331.19,4949.31,5379.29
资产减值损失,16.42,16.42,-186.7,8474.33,0.0,1341.2,1341.2,3813.13,0.83,2130.21,2130.74,598.5,0.76,1793.33,1792.03,1653.24,0.0,1509.42,1509.42,867.79,0.0,2439.48,2740.36,1529.64,0.0,2156.24,28105.09,18366.86,-21.26,-1472.78,-1475.31,-13847.17,4.44,1867.56,1879.46,1861.71,-0.1,2470.41,3406.9,-82.36,754.57,2087.86,2087.86,6483.5,0.0,4473.06,4469.4,5807.47,1433.26,0.0
公允价值变动收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.34,4171.44,902.97,2074.49
