报表日期,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30
货币资金,4586747.84,4683515.73,8027573.35,7480620.58,5379881.64,5651837.58,5718201.46,6919913.12,6293139.31,7649114.11,8843175.65,9155430.35,7528566.48,6838744.42,5831811.52,6846582.48,5149758.4,5239139.06,5089775.31,5644080.96,6044974.65,5799666.29,5231205.01,5302998.22,5424231.27,4358729.35,5293622.33,4960167.69,5781227.87,7114415.57,8608808.42,10077850.01,23389922.63,21749572.76,16501253.71,17197431.72,14258268.96,12274086.79,12102475.14,11417782.39,11503452.39,9985113.77,10379572.69,11735293.96,10206106.02,10271594.89,10084245.58,11696336.23,12521614.41,11788241.02,11701681.97,13589182.09,12199751.71,12153289.06
其中：客户资金存款,4349911.99,4338535.58,5016078.75,4160690.31,5164171.56,3087876.96,3089395.83,3453819.46,3220675.65,4968930.75,5952544.68,6226274.45,5132457.33,4478511.28,4141901.73,4416597.26,4049977.63,3312430.83,3253974.73,3086996.84,2872136.12,2642984.72,2981248.14,2974737.31,2928096.01,2951422.06,3377758.67,3311195.58,3810284.84,4935925.49,6259245.78,8574027.28,15550986.95,11070291.16,11206666.09,10250941.87,9491584.63,8169190.92,8749662.03,8165852.4,8002982.67,6959731.34,7021356.89,7029420.03,6966119.58,6092847.49,6231946.82,8334665.15,7599653.93,7321792.49,7617852.18,8221388.8,8959128.22,8729708.11
结算备付金,432815.02,336993.69,355662.39,432602.26,3350665.43,347627.5,267073.38,393945.27,355916.89,536099.62,551197.53,365738.28,340646.3,439730.37,1965258.27,373474.14,372640.07,400031.79,395203.83,679818.5,471783.09,418304.1,304533.02,504657.22,560617.91,541194.67,575105.27,625745.41,592537.36,564898.77,1481887.56,1478583.56,2845820.86,1790836.04,1574711.58,1080252.75,994791.36,821822.84,1219189.93,742037.07,886454.53,999799.86,798272.86,724294.89,832860.8,771661.96,764656.11,1055679.96,821796.79,753198.34,861110.08,1196431.37,1082955.65,1401378.72
其中：客户备付金,350205.47,317240.32,331416.69,353159.06,339138.52,326747.19,257579.65,382781.67,342444.58,463516.31,530156.05,330190.34,311301.66,409330.71,1920975.36,318525.0,275701.64,249921.71,227480.66,532854.03,308719.73,286876.51,183923.83,352487.27,348369.54,305320.53,418785.14,534778.49,481160.56,442305.73,1353761.29,1398955.44,2689846.39,1698283.87,1421192.58,982954.94,840221.14,697519.29,932589.24,635259.68,725824.67,750668.19,760785.86,602343.18,715480.24,531402.59,611467.31,755500.89,693588.24,541368.0,675513.55,933855.53,781101.33,986804.77
融出资金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2746529.59,3211499.91,3351137.15,4442045.41,6488335.95,8998117.48,14261127.88,6926748.69,7632496.73,6940336.98,6471655.77,5888181.55,6321291.98,6130972.44,5685488.91,5937740.14,6156095.26,6038844.71,5886857.96,5123484.44,4886100.87,5486982.39,5209646.61,5162150.47,5279792.57,5504417.32,5773184.15,6994421.79
交易性金融资产,190700.61,325498.69,345167.59,186089.58,465738.2,994794.4,976073.67,820994.44,904311.67,945559.15,1289675.18,813580.17,1186931.72,1085078.58,1501808.43,1504737.27,1734056.73,1935231.73,2050457.19,1957317.25,2219285.27,2325684.89,3216391.67,3122421.53,2877197.38,2885665.54,4754240.03,4510537.31,5101762.43,4688434.75,5715822.66,6032212.69,6660021.15,7829190.69,11044040.61,9420144.87,8895094.18,8342910.83,9234749.36,10355850.65,10498045.19,10628728.99,9985669.48,13437947.72,14813695.57,15291310.0,17720541.4,19482285.89,19673136.61,22292378.55,21959306.97,23349834.14,23914711.58,23900597.23
衍生金融资产,1.01,0.9,8552.8,142.56,13.45,10.01,0.78,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3186.65,7.16,4647.73,0.0,4764.73,23698.51,6193.16,6152.21,64221.1,52064.76,70376.94,416796.98,342816.64,427301.33,487848.76,451683.53,393507.13,385856.68,337472.19,340424.15,261061.23,197630.82,157680.03,173240.21,178075.74,151327.68,136710.2,159448.37,151649.58,287627.41,292058.77,241700.99
买入返售金融资产,20000.13,170001.06,26263.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197000.0,177900.0,212000.0,0.0,1014349.13,96540.0,60590.0,5500.0,89569.71,162805.4,219356.9,216140.53,369233.18,426745.82,903699.29,1214044.26,1483873.96,2277754.16,6316608.92,5596074.93,7838872.9,6777222.59,7746884.83,7828462.87,8250692.44,8150083.61,8452322.56,8877797.17,8229201.57,8785522.75,9654986.85,10053408.56,9808082.36,8322427.06,8267879.19,7127438.02,6583078.91,5948492.23,5748519.38,5450366.4,5894429.66,6149024.03
应收账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164725.87,207947.44,703907.84,306276.2,438435.42,2135250.93,776689.99,840220.44,626386.83,842533.51,905786.34,751010.05,692953.72,1102192.79,719553.59,889967.76,744199.96,1031143.73,1260099.63,940186.81,825721.45,836766.36,1316736.83,865926.22,975237.73,1244194.27,1128437.0,2984507.26
应收利息,987.71,528.93,601.89,1813.51,6271.09,14778.07,20603.41,19536.61,8861.54,11103.33,14566.1,13866.92,20889.48,21120.23,21724.12,23045.34,37616.04,52760.2,44873.02,53377.89,54189.08,54725.12,71003.1,92851.32,108104.87,120920.6,144168.3,146383.06,148130.22,150062.99,162141.2,163368.71,204808.51,244616.22,229269.29,260244.21,429900.51,622567.57,742206.02,797694.42,617768.19,425357.88,370389.89,413937.18,316997.83,353075.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
存出保证金,224649.52,247448.62,307907.97,330255.8,69395.53,56212.42,51414.73,63768.38,96757.99,117779.62,167227.05,220166.02,228129.38,260240.97,322957.64,494006.07,278159.29,236222.73,223916.2,253874.57,272203.78,356544.77,406538.96,356669.58,267025.16,360612.32,373507.23,359552.36,495208.67,574372.74,554044.86,761972.26,756409.44,2852807.1,755862.91,901558.37,890411.7,879717.51,895203.13,842238.38,774147.54,798209.91,852867.52,896829.29,894769.64,985935.67,698288.94,881367.64,926519.31,974700.25,1075610.02,1301348.98,1388090.09,1731274.84
可供出售金融资产,82795.84,127825.42,276708.13,171073.47,249671.0,149417.76,112558.07,151399.85,303701.51,578383.26,627066.34,729821.87,610456.94,596432.73,603347.2,713220.67,663630.75,770001.76,718945.36,812747.21,801795.31,746545.24,810784.16,696158.62,789233.89,764062.68,704781.23,763652.78,1047156.09,1108914.94,1270539.41,1254909.78,1697246.53,2051628.7,4449035.11,4725876.16,5099673.19,5396768.05,5802883.78,5625651.02,4841467.37,4478880.19,4122875.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
持有至到期投资,9959.57,5975.22,0.0,0.0,0.0,98914.4,100984.73,1245.77,1273.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9921.43,0.0,19955.13,26941.56,58240.51,65671.86,72023.5,77022.0,76295.4,63496.18,57411.71,25769.94,36600.45,31282.25,23328.97,9383.76,8112.26,8273.28,49941.1,7942.91,8000.52,8350.89,8390.98,8158.62,8075.37,7871.82,0.0,0.0,19993.41,68329.64,191835.03,314795.17,308732.15,262409.29,261402.67,251659.14,276875.55
长期股权投资,32096.71,30625.94,32126.35,34478.14,31672.77,33217.47,30026.32,32278.76,33253.42,42334.08,60998.93,64341.59,67086.19,75787.99,143359.09,201733.95,246807.53,261457.02,249044.57,287635.66,350448.55,436727.78,440085.5,449641.72,450894.94,465846.5,485623.53,489105.43,223179.0,332340.85,568614.15,613131.12,619214.12,700920.83,513660.7,567456.58,688708.06,773168.45,874959.19,891685.21,1039693.82,1139490.88,1006237.03,860343.07,834484.5,824930.08,531288.08,605736.58,529308.32,529708.09,494293.75,484139.16,499569.91,440298.76
固定资产,90334.77,92193.86,98540.0,100204.09,101427.89,101931.19,98384.83,97290.4,95917.8,94154.77,99340.17,99105.48,101292.44,100005.38,98831.4,97795.68,96502.86,95626.64,95500.11,93179.71,93781.1,91171.73,92870.28,103680.48,102224.57,102150.85,101341.49,101301.99,100081.88,107619.09,107366.36,108834.44,108966.99,113959.15,120420.93,121047.21,118388.22,120944.48,146831.82,152640.3,155006.04,285193.07,270585.06,300786.87,283185.36,324461.64,589930.31,639263.11,636706.56,654490.72,657929.41,758374.86,1410067.97,1377803.98
无形资产,15640.93,15885.32,17885.36,17648.71,17957.68,19216.26,19597.5,19176.42,18879.69,18706.45,27566.21,26742.81,28191.52,27801.08,30127.55,29672.62,31514.73,31264.27,31991.67,31827.72,31328.3,30342.15,30421.91,29678.97,28551.77,27490.79,27127.99,26964.21,26984.19,26189.55,26842.95,27859.25,27378.98,38005.79,41907.47,42743.05,41967.08,42676.89,46800.96,128782.32,128007.61,127884.24,131601.16,130960.44,132680.99,131040.66,131686.26,127168.43,129924.53,128924.78,131183.39,128612.82,128932.93,127575.01
