报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30
买入返售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
存货,23909.78,27185.03,21101.38,18160.08,18207.32,23848.59,27818.76,21563.19,22001.65,27502.08,22683.66,19617.94,19164.93,20787.13,19697.0,21785.57,26826.35,33156.42,31530.63,33221.12,31587.04,37599.95,40476.56,45042.31,47959.03,48306.01,46289.86,54889.6,584218.87,523943.59,772740.78,608627.7,721708.6,649374.93,897746.03,957973.14,952775.37,855909.61,943804.16,863212.91,929029.5,840428.16,899559.27,849268.73,886113.68,882461.5,973383.02,947363.67,955358.57,884226.06,944906.33,904404.26,883870.98,821708.25,863849.84,741637.52,727777.56,720321.8,925189.21,812031.95,856200.93,849473.36,905465.88
划分为持有待售的资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待摊费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待处理流动资产损益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2047.88,85.01,147.78,119.97,0.0,12745.81,16202.48,23176.79,5721.29,6473.03,8356.18,9699.34,2899.34,8379.92,3236.6,4163.68,3376.04,6315.86,7067.33,5914.74,5382.38,8274.46,8804.21,17679.1,14477.02,22846.39,27632.73,32943.73,23757.88,18319.36,17392.43,14628.89,13885.96,17415.94,16116.19,17572.8,17841.65,18826.47,15368.77,15289.77
流动资产合计,139600.33,142217.09,145392.64,146291.31,144686.54,145336.59,136364.65,101764.66,111942.8,108997.01,108727.0,113045.5,110700.62,106691.15,112065.12,131655.89,123876.5,117064.62,124573.63,147873.79,137020.59,142659.1,153625.52,185585.21,175820.84,179610.43,183954.1,228236.6,1209043.57,1130969.19,1424481.24,1437132.65,1670115.5,1445586.92,1617484.81,1885515.57,1958220.15,1686418.97,1727255.14,1875312.6,1941936.45,1652847.97,1655512.08,1764136.51,1969778.17,1666327.55,2066967.47,2176752.38,2340108.44,2106429.4,1938997.4,2091982.36,2144070.47,1997152.91,1858114.83,2020571.28,2163662.07,2124057.72,2238736.67,2321362.44,2452301.3,2309949.39,2291625.05
发放贷款及垫款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
可供出售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,9000.0,7500.0,7800.0,6300.0,6300.0,1300.0,1300.0,16888.5,16274.72,39888.5,64112.94,36899.58,107156.74,123881.01,121069.83,100116.23,54912.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
持有至到期投资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期应收款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期股权投资,2013.24,2012.01,1992.03,2012.17,1989.81,1972.87,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48200.0,71456.86,76502.61,76501.19,76473.07,76951.93,76360.74,5144.74,5209.77,92.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
投资性房地产,9306.89,9215.74,9467.76,11823.16,11733.46,11643.76,11554.06,50759.36,38793.7,38368.25,37943.04,38697.02,38378.17,39224.7,38890.84,38556.98,38223.11,36743.66,36465.23,36146.43,35827.61,35508.79,35189.98,34871.16,34511.94,34233.51,33914.69,33595.87,39583.31,39210.5,38837.25,54460.63,53501.22,53265.11,52667.35,52069.6,51471.84,78601.19,77844.17,77359.53,76566.1,75752.43,74577.1,74125.08,73311.4,72530.44,73125.63,75017.69,74171.89,73392.83,72312.53,79269.48,78342.92,77453.06,74331.91,82307.32,88630.15,87627.57,86521.9,85603.46,84541.99,83677.09,82664.23
固定资产净额,76441.34,74880.15,73003.84,74291.19,72740.33,72447.37,71500.87,69861.95,65777.64,65296.3,65056.81,64767.49,63260.32,64033.56,62779.67,61542.66,60013.02,60568.99,59561.83,73928.84,72508.37,70931.02,68881.1,69149.99,67384.36,67492.82,66055.09,64517.56,235251.62,270364.92,264307.76,245363.62,242990.59,243629.34,237383.71,242532.16,257547.22,244886.06,239218.69,290406.59,288472.68,322964.94,317490.92,313873.46,312151.66,308983.15,368227.08,403558.7,0.0,405290.54,0.0,400017.93,0.0,389044.59,0.0,366143.4,0.0,347135.95,0.0,0.0,0.0,323972.47,0.0
在建工程,2398.54,3096.14,3313.17,0.0,0.0,17.6,675.94,943.77,962.24,963.22,0.0,2103.61,2197.61,0.0,0.0,3263.04,4320.8,10218.7,12550.31,0.0,0.0,0.0,0.0,341.8,951.37,0.0,0.0,50.53,33146.87,6307.79,17109.01,32449.62,37635.91,52156.54,65581.59,66524.67,72192.26,96117.89,108264.62,82285.36,87411.24,66188.24,72267.46,81023.91,97134.12,105019.49,54140.36,16899.46,0.0,14876.8,0.0,1887.11,0.0,1959.7,0.0,206.51,0.0,194.96,0.0,0.0,0.0,2328.7,0.0
工程物资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
固定资产清理,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
生产性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
公益性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
油气资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
无形资产,10722.39,10665.45,9383.64,6285.06,6249.21,6215.45,6181.69,6145.84,6111.84,6078.32,4245.88,4222.11,4198.33,4174.56,4150.78,4127.01,4103.23,4079.46,4055.68,4031.91,4008.14,3984.36,3960.59,3936.81,3913.04,3889.26,3865.49,3826.63,35613.43,37903.72,37929.66,34903.99,35212.49,35206.87,36178.5,36664.12,49258.36,45214.63,45056.32,45042.83,44840.25,46058.51,49136.41,49382.52,49774.2,49552.82,49205.99,53105.37,52983.01,95599.39,93587.55,94759.86,93037.65,91062.45,89110.85,85729.54,97165.74,102358.38,100702.92,101704.9,102250.74,100346.52,97848.93
开发支出,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
商誉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12871.88,11294.86,11294.86,91394.91,91394.91,91394.91,91394.91,91394.91,91394.91,91394.91,91394.91,91394.91,91394.91,78322.86,78322.86,78322.86,78322.86
长期待摊费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.37,0.0,0.0,0.0,3560.78,3378.88,5596.04,5108.83,6697.98,6857.03,7444.02,7995.78,9697.27,8589.9,9334.15,10537.73,11079.08,10087.96,10365.07,10825.61,12892.81,13466.86,15030.92,19348.07,20890.85,26701.08,27252.37,27646.04,24760.59,25896.5,28103.68,28264.92,26536.59,31114.47,28032.59,22997.05,27461.17,26876.75,17684.99
递延所得税资产,552.15,402.34,279.85,198.26,217.93,156.23,133.3,261.24,221.43,267.02,306.69,689.51,844.2,936.29,896.88,879.06,978.12,1066.74,658.17,417.24,534.16,416.42,257.25,166.5,187.18,189.78,153.76,221.89,7717.48,14385.61,19964.75,16380.38,19592.23,15530.5,22719.22,25116.99,30820.16,27259.31,30694.78,32908.76,34566.56,34662.18,36013.6,34952.44,35208.45,34782.58,49212.49,49301.21,52651.65,48112.14,46885.45,49480.98,60037.25,58163.38,63547.89,57547.87,61876.95,66949.65,70133.06,65204.64,74174.31,81244.98,92277.38
其他非流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,11820.99,16018.75,18243.48,14906.44,16566.62,19234.73,21454.78,11178.73,9931.84,7543.59,7551.24,8404.34,7264.45,10838.89,2897.16,2532.88,17809.54,4487.03,22002.8,14765.31,16839.69,22309.52,21355.62,22732.44,14746.34,25415.36,1464.49,203.01,291.92,1196.84,881.36,613.22,191.65,1086.66
非流动资产合计,101434.55,100271.83,97440.3,94609.83,92930.73,92453.29,91045.86,128972.16,112866.86,111973.12,108552.42,111479.74,109878.63,109369.11,107718.17,109368.75,108638.28,115677.55,116291.22,117524.42,115878.29,113840.59,111288.91,109466.26,108015.25,106805.38,104989.03,103212.47,355873.49,384372.4,400763.22,415910.55,418036.85,431012.01,447509.12,458658.08,483465.84,511900.83,534844.83,562366.77,591228.75,627091.64,655789.04,745693.77,783389.13,799715.89,802890.67,782392.22,751455.77,803771.88,800318.48,799590.08,801859.78,783406.9,784508.12,746244.93,862684.75,894092.92,891703.91,829229.8,842194.01,852395.83,830915.53
资产总计,241034.88,242488.92,242832.93,240901.15,237617.28,237789.87,227410.51,230736.82,224809.66,220970.12,217279.42,224525.23,220579.24,216060.26,219783.29,241024.64,232514.79,232742.17,240864.85,265398.21,252898.88,256499.69,264914.43,295051.47,283836.09,286415.81,288943.13,331449.07,1564917.06,1515341.6,1825244.46,1853043.2,2088152.36,1876598.94,2064993.93,2344173.65,2441685.99,2198319.8,2262099.96,2437679.37,2533165.21,2279939.6,2311301.11,2509830.27,2753167.3,2466043.44,2869858.13,2959144.6,3091564.21,2910201.27,2739315.88,2891572.43,2945930.25,2780559.81,2642622.95,2766816.21,3026346.82,3018150.64,3130440.58,3150592.25,3294495.31,3162345.21,3122540.58
短期借款,42000.0,38200.0,44200.0,35200.0,33200.0,32200.0,21500.0,20000.0,20000.0,14000.0,9000.0,4000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5491.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
交易性金融负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付票据及应付账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,847002.5,1053647.47,865183.28,872288.97,802692.82,824901.07,738682.58,697111.46,771960.56,774897.32,682043.95,661936.06,703239.56,752604.1,732220.62,883144.73,824506.17,881333.22,885094.94,848642.94
应付票据,7191.69,6145.88,3961.38,5238.42,3459.92,4781.03,4978.72,2593.03,2724.94,1789.37,2100.0,1280.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36372.5,120518.5,166540.0,168359.5,181499.5,181719.8,164250.8,175958.0,195570.0,191910.0,165895.29,186778.0,231761.0,216129.0,168145.0,175883.0,227882.0,231901.46,0.0,225841.46,0.0,221193.0,182730.23,182041.0,163343.0,130458.0,126363.0,158483.0,185938.0,169473.0,143619.0,147621.0,173557.0,150034.0,136039.0
应付账款,6764.55,11467.34,6133.94,5893.69,5275.71,5694.87,5114.76,4912.57,4692.98,5375.73,6046.18,7188.68,6678.74,7839.52,7583.18,7323.52,7849.79,7798.87,12222.36,11733.49,10861.31,11289.83,11973.49,13547.4,9925.67,8711.27,9694.07,9913.34,433156.56,346054.87,557804.16,473746.78,592883.33,477917.7,676908.82,791377.89,802209.58,696400.37,773671.31,750750.7,763781.43,677126.04,700777.51,671119.5,825765.47,633281.82,0.0,576851.36,0.0,517489.58,514381.23,589919.56,611554.32,551585.95,535573.06,544756.56,566666.1,562747.62,739525.73,676885.17,707776.22,735060.94,712603.94
预收款项,3397.54,4126.83,5363.43,5630.59,5846.5,6257.73,4099.29,7170.88,3065.19,8224.56,6037.93,11114.6,6879.73,8594.62,7925.14,21743.33,14670.23,16659.83,13182.59,32587.16,24255.38,25679.18,24550.76,48036.74,45751.2,42065.68,40012.42,71561.3,130782.56,93882.23,89700.01,108160.03,117575.88,119089.69,42176.41,86792.03,86851.55,86150.5,44475.23,95540.43,94185.36,101380.0,79376.82,166109.54,145540.06,215165.8,204046.41,132050.25,183193.86,137367.36,139850.01,81599.31,65776.93,2389.39,0.0,524.18,524.18,262.09,524.18,576.6,576.6,304.62,174.3
