报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
销售商品、提供劳务收到的现金,29886.22,74835.08,126206.69,191865.18,53653.23,110692.87,178747.68,219746.92,30981.34,63631.23,93494.47,128834.66,42280.1,87426.75,144624.11,165265.33,48827.45,93704.76,148952.01,175229.37,32014.72,68189.47,109737.15,129831.7,21978.41,42955.26,72679.4,85718.47,15393.43,34867.73,47338.7,61112.62,11165.46,22373.02,40828.37,45128.84,11898.85,21333.1,33560.25,48369.65,15264.03,30750.14,51974.13,72393.86,18130.96,41578.07,62200.97,87041.25,14509.85
收到的税费返还,200.0,200.13,200.32,0.0,0.0,11.14,11.14,11.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.6,0.0,0.0,9.95,33.0,59.7,31.32,99.54,143.61,171.27,0.0,38.64,38.64,0.0,0.0,0.0,0.0,0.07,0.0,4.99,4.99,58.4,0.0,0.0,0.0,87.92,0.0,0.0,0.0,78.75,0.0
收到的其他与经营活动有关的现金,6629.26,6254.85,15091.13,19211.77,3020.97,6263.48,10857.68,8901.42,3068.25,5193.48,7276.59,7936.8,2631.5,6467.84,7964.62,20605.1,2165.35,9786.37,16360.41,12887.21,3721.36,19407.21,43636.65,38823.37,8411.89,9764.75,18021.52,34312.84,553.37,4158.36,5563.32,4784.82,659.37,13097.27,13847.81,18128.6,751.09,1777.32,3517.88,2237.11,750.59,2165.37,2705.71,2789.16,642.46,1634.46,2685.23,2871.61,148.71
经营活动现金流入小计,36715.48,81290.07,141498.14,211076.95,56674.2,116967.49,189616.5,228659.48,34049.59,68824.71,100771.06,136771.46,44911.6,93894.6,152588.74,185870.43,50992.8,103491.13,165350.01,188116.58,35736.08,87606.64,153406.8,168714.77,30421.61,52819.54,90844.52,120202.58,15946.8,39064.73,52940.65,65897.44,11824.82,35470.29,54676.18,63257.5,12649.94,23115.41,37083.12,50665.17,16014.62,32915.51,54679.84,75270.94,18773.41,43212.53,64886.2,89991.61,14658.57
购买商品、接受劳务支付的现金,21047.23,45845.67,67360.59,90816.74,31531.91,59129.24,83704.47,96158.12,14031.29,23973.09,43967.12,55170.05,24025.74,49675.08,89065.09,80223.75,18846.07,37886.93,65893.84,77735.46,15649.12,32780.95,57808.63,77785.7,14677.79,17144.3,23997.43,45860.39,8256.33,18851.04,27634.96,50632.53,6847.02,20686.3,28786.15,38264.4,6250.12,15974.55,23060.41,32186.81,8085.13,16950.66,30201.45,48209.74,10232.88,22452.79,38542.85,56668.96,11428.73
支付给职工以及为职工支付的现金,10842.19,20806.6,30086.47,52009.42,12587.15,25214.74,38641.64,55555.98,11872.36,25216.27,38721.63,55305.21,12890.85,25469.75,39591.15,55279.66,15114.86,28776.32,43117.11,56526.53,15535.4,35706.73,46195.49,52014.58,5642.54,11853.74,17229.85,22987.47,1831.01,5700.4,20889.81,22564.15,2377.89,4512.4,7157.0,10015.91,2283.66,3823.74,5624.06,8113.11,2715.88,3789.77,5555.63,7915.32,2141.74,4641.31,6063.67,7280.53,3877.07
支付的各项税费,4361.87,7969.97,10590.93,13686.39,3345.11,13094.86,17792.75,20152.13,2723.52,7204.5,9215.3,9762.98,1923.25,3872.39,5733.75,5438.61,2566.56,4261.99,6103.95,7667.3,2274.29,4057.12,5242.3,5581.85,1742.73,2846.48,3320.51,3863.29,1338.48,2236.96,4192.3,4274.75,576.18,683.46,1390.55,1852.18,312.6,662.01,1506.09,2289.15,829.22,1736.85,2642.61,2938.65,1059.6,2196.64,2980.97,3255.11,699.02
支付的其他与经营活动有关的现金,8100.04,5033.16,17150.55,11051.59,5423.05,9435.44,27284.49,49435.4,6427.6,12176.39,21140.42,30452.31,14706.76,16422.49,35113.39,62083.92,18123.27,30220.58,39636.04,40521.04,9500.97,26778.12,43598.98,29595.68,9194.65,22639.24,25765.92,27475.06,5780.43,12258.97,17209.76,9985.09,3572.09,9115.16,18747.03,10976.48,3608.72,5194.1,8715.68,9027.97,3191.07,6784.7,10808.12,10747.02,2580.24,6371.5,7758.55,4122.62,1289.46
经营活动现金流出小计,44351.33,79655.4,125188.53,167564.15,52887.22,106874.28,167423.35,221301.63,35054.77,68570.26,113044.47,150690.55,53546.59,95439.71,169503.39,203025.93,54650.76,101145.82,154750.93,182450.33,42959.78,99322.92,152845.4,164977.82,31257.71,54483.75,70313.72,100186.21,17206.25,39047.37,69926.82,87456.53,13373.19,34997.33,56080.73,61108.98,12455.11,25654.4,38906.23,51617.05,14821.3,29261.98,49207.8,69810.72,16014.46,35662.25,55346.04,71327.22,17294.28
经营活动产生的现金流量净额,-7635.84,1634.67,16309.61,43512.8,3786.98,10093.21,22193.16,7357.85,-1005.18,254.46,-12273.41,-13919.09,-8634.99,-1545.12,-16914.66,-17155.51,-3657.96,2345.31,10599.08,5666.25,-7223.7,-11716.29,561.4,3736.95,-836.09,-1664.21,20530.81,20016.37,-1259.46,17.36,-16986.17,-21559.09,-1548.37,472.97,-1404.55,2148.52,194.83,-2538.98,-1823.11,-951.88,1193.32,3653.53,5472.04,5460.21,2758.95,7550.27,9540.16,18664.38,-2635.72
