报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30
货币资金,7131.81,5506.92,12363.53,12764.48,9882.63,8216.82,10086.22,12874.34,20066.69,17547.82,21961.2,31314.95,45329.75,39495.47,35087.8,21939.83,33470.9,62252.82,77797.89,58648.29,38770.27,33321.61,22172.59,19091.18,19975.5,18568.05,16646.04,18795.43,16589.44,43963.42,18406.62,36807.27,27147.7,31961.28,22619.66,16422.23,13337.41,33959.57,15754.95,14000.0,12859.55,39780.34,6455.19,16428.3,10952.43,7565.28,7385.8,9767.99,15338.31,22450.28,22724.5,26491.79,28547.4,26520.99,22265.71,23255.02,22939.83,21586.72
交易性金融资产,0.0,0.0,0.0,0.0,1512.69,883.17,0.0,0.0,0.0,0.0,60.21,3.55,101.85,182.72,76.65,0.0,64.21,47.87,135.29,77.45,89.29,82.13,52.6,38.17,39.18,35.64,1438.69,1696.47,1731.04,1156.99,1381.01,54.16,2363.52,2789.48,590.77,688.68,621.2,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
衍生金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收票据及应收账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14609.02,0.0,14065.72,0.0,12507.07,0.0,10085.19,12387.03,12874.19,14133.94,14137.72,21675.45,18971.13,21120.83,10276.65,16815.28,14943.76,13416.62,11119.98,15386.28,14996.52
应收票据,164.21,1516.7,2539.9,867.39,100.74,2938.29,867.07,1924.55,2130.85,2233.82,2959.43,7385.09,695.35,5670.47,8756.58,11052.1,3077.37,4783.87,9564.62,6064.14,5196.92,8932.38,8069.04,7674.15,2806.25,836.19,657.72,3140.79,853.84,3515.63,5716.68,8839.59,398.21,205.86,483.65,2775.78,5372.21,2849.15,935.61,3832.44,2679.13,2382.05,1813.57,1471.59,3363.68,2552.74,3934.41,7730.97,4913.26,6106.95,6324.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收账款,11050.91,11859.37,12270.07,7972.31,11257.89,9464.4,9960.93,7093.12,8386.63,7242.72,10001.09,9241.6,15844.91,13417.45,15947.15,11745.97,15996.56,12942.85,11093.2,8802.86,9934.25,11422.48,11063.88,9859.03,11220.51,14320.21,11589.56,9421.63,13655.83,12626.61,12902.68,11001.06,16263.48,13308.51,11690.25,9378.68,10830.19,11759.86,13140.35,10233.28,10938.24,10125.02,11535.38,8613.61,9023.34,10321.45,10199.53,6406.74,16762.19,12864.17,14796.36,10276.65,16815.28,14943.76,13416.62,11119.98,15386.28,14996.52
应收款项融资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7447.0,3603.87,9477.89,12163.12,9950.06,8363.7,11344.22
预付款项,5217.9,3614.16,2950.7,4245.64,4463.62,3534.15,2309.13,1032.25,941.22,1960.64,1419.99,3592.73,6857.41,13703.86,18790.31,48879.63,53624.03,61142.9,56605.33,26060.11,24553.57,24181.05,21347.94,10589.8,8101.99,7997.47,1179.97,1899.05,1176.89,871.31,889.43,736.52,2402.17,4825.15,4222.47,2032.13,1260.18,2089.81,1661.93,1119.69,1815.6,2292.36,2786.46,573.54,827.1,715.54,932.88,351.95,541.21,1115.59,917.34,1031.92,743.42,654.97,1033.9,1423.17,693.56,1236.74
其他应收款(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2170.53,0.0,3493.69,0.0,1720.23,0.0,642.83,557.58,679.3,664.19,343.62,763.33,762.86,1067.88,1153.8,2195.67,908.4,901.89,786.8,1010.19,1319.79
应收利息,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
