报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31
货币资金,12111.58,10754.96,9730.41,11118.86,6184.12,8251.21,8245.89,4552.75,2886.25,3443.52,1684.21,3552.37,1779.49,2256.0,3108.17,6603.0,5454.78,4841.33,8855.77,5981.76,2846.68,23541.49,17713.12,22255.8,17723.83,18443.82,14702.02,15546.42,12594.26,14435.6,11083.78,11912.15,10667.51,10389.45,9473.93,9437.94,7837.47,11330.21,3968.53,6650.76,8112.69,12531.21,36785.43,29732.15,24954.23,18659.23,28724.16,50179.17,39584.87,28281.88,28754.8,43209.32,30507.82
交易性金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.55,28.16,0.0,0.0,0.0,0.0
衍生金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收票据及应收账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18744.3,0.0,18678.15,19982.18,39755.13,0.0,38615.64,42581.24,50496.64,50733.67,44036.62,51397.07,55033.5,60201.13,50480.73,49674.42
应收票据,666.45,1005.42,1104.13,2307.13,2534.63,1106.18,1258.96,896.65,1938.13,1960.18,3137.76,2346.99,1968.22,2335.38,2133.34,4026.7,2909.89,4431.12,3979.62,2526.11,3080.99,3635.78,6249.92,4315.87,4914.47,3768.6,4827.55,4017.79,3949.09,3016.57,3352.71,4616.47,3730.31,4003.72,4483.99,5089.07,4680.47,4753.59,6048.89,5318.01,4828.44,8991.25,11613.8,9204.2,9962.91,16922.4,14047.7,10651.1,10366.54,12797.62,15184.0,3617.6,4357.45
应收账款,6149.62,6392.91,6992.8,6905.88,8078.43,8928.57,8002.93,7677.62,7927.36,8397.76,7893.39,8997.4,9210.42,10631.9,11507.29,10350.45,10014.44,10961.55,10570.05,10768.1,11494.04,12697.53,12086.65,12259.74,11345.24,12142.48,11603.4,11922.84,12075.76,13340.44,13525.79,13557.81,13181.63,13008.31,13061.76,13156.36,12967.03,13990.7,12883.46,13360.14,15153.74,30763.88,31770.82,29411.44,32618.33,33574.24,36685.96,33385.52,41030.53,42235.88,45017.13,46863.13,45316.97
应收款项融资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10467.92,12840.17
预付款项,339.43,1935.87,526.7,1782.26,990.75,2125.84,1175.43,2847.67,4395.85,4475.23,2366.95,2555.46,5245.06,3222.11,6420.27,2686.36,1978.79,3486.59,2392.53,1494.44,2038.27,1020.33,835.02,1355.85,1139.27,1381.37,1440.56,834.05,2048.05,1882.66,1416.08,433.82,695.13,1037.75,636.12,470.27,635.12,555.2,611.72,460.37,837.39,3961.34,4660.94,839.37,3435.39,2938.12,4649.67,1427.18,3607.61,2889.1,5548.65,1961.57,3505.58
其他应收款(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1075.08,0.0,1117.52,805.25,1327.66,0.0,1400.01,1335.62,1855.62,2052.15,1473.75,2128.61,1778.1,1885.44,465.18,550.3
应收利息,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.48,20.43,11.83,10.11,30.97,30.97,0.0,0.0,23.42,23.42,23.42,23.42,11.08,11.08,10.91,0.0,67.38,2.03,30.6,30.6,82.92,31.7,206.47,0.0,88.11,12.49,0.0,0.0,0.0,0.0
