报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30
货币资金,75543.25,74654.0,67704.11,64375.05,51783.08,63585.15,70466.05,233533.4,245903.63,276754.28,230889.51,228357.63,210127.3,190614.48,146524.31,199496.06,146477.98,162759.07,126255.62,114270.96,97695.62,156004.38,143318.84,176106.45,172993.71,253274.38,234428.67,208295.16,252362.96,201412.37,161075.14,202396.37,305627.19,320164.19,209561.5,264976.95,355070.06,254723.45,235648.4,329260.88,313717.21,375657.03,304481.57,266632.64,379562.83,354064.02,263012.45,301713.08,279995.74,1297995.0
交易性金融资产,58.72,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.97,51.97,0.0,0.0,0.0,0.0,0.0,0.0,14.98,5025.03,55720.69,78770.22,43636.51,68933.42,135527.41,221380.05,304153.25,294367.05,466149.01,512419.56,200230.0,202107.0,523034.36,659706.63,674938.16,592120.83,777431.28,707269.49,726483.63,709160.66,780564.54
衍生金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收票据及应收账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391247.88,0.0,495539.82,0.0,438371.92,0.0,552716.12,542634.18,454839.59,457317.88,502712.21,516749.88,610415.36
应收票据,13409.45,9619.67,20887.65,44130.16,46829.15,52750.64,54216.68,21665.86,16801.07,12210.6,26266.42,52942.11,65957.98,75213.61,90946.77,78361.25,124962.14,124535.27,157857.39,191422.39,181795.76,128347.14,177352.61,196189.76,179990.86,181245.49,209568.39,266413.88,229587.87,208724.48,247244.98,364753.56,295029.55,239370.46,314015.86,360607.07,263224.36,260139.24,234457.36,394336.18,445124.17,323128.12,320306.3,429335.08,387708.82,278128.73,256038.11,317374.43,258446.19,391779.62
应收账款,15285.81,12841.43,19812.37,19427.68,18432.06,37683.27,35035.01,16128.49,30871.59,40203.53,39547.36,23549.77,36892.26,45763.99,44108.47,46070.35,78348.84,63185.07,45051.32,41337.13,81335.86,90348.3,89094.94,47938.37,92841.02,93183.23,79272.99,53646.71,68982.9,84965.06,90635.79,55488.01,112626.83,99436.92,117644.28,105773.51,146368.1,131108.64,164428.74,101203.64,123974.28,115243.8,150967.91,123381.03,154925.36,176710.86,201279.77,185337.78,258303.68,218635.74
预付款项,15598.91,22630.28,20644.03,16074.76,15533.22,13786.38,15034.74,32661.69,42300.14,9472.84,11499.63,24332.67,48332.53,47000.12,63391.99,30798.64,39618.59,43041.32,52699.05,28970.92,34760.48,32756.02,38819.54,23749.09,41938.4,22133.07,29402.78,38965.43,47035.14,38796.74,31754.6,28895.18,35523.45,38405.43,49597.79,33329.62,51336.45,44691.88,47002.85,46614.12,46456.03,39472.49,50068.57,41796.03,50152.72,71070.36,67841.1,60214.78,67707.08,63689.51
应收利息,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.32,138.9,134.16,129.51,2654.88,2965.79,1004.58,262.13,516.76,412.72,556.57,417.73,517.0,480.97,668.51,729.63,125.86,111.58,42.29,92.68,134.5,205.56,671.73,1381.18,359.98,342.55,375.29,260.22,111.06,307.3,1229.97,2215.27,3146.75,2978.3,2817.52,2817.52,6357.98,5269.61,6389.86,0.0,8634.64,6659.99,5246.61
应收股利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,768.28
其他应收款,6999.78,7859.66,6597.61,6630.77,6617.93,9993.0,16162.23,14538.02,12900.03,20620.97,9965.33,4155.98,3190.58,6602.38,13813.73,8544.78,10440.83,9458.8,12143.43,7524.39,10510.91,12128.67,11006.24,7111.23,14574.45,13429.09,36592.7,46175.29,65158.47,97981.63,140330.06,203073.85,153693.34,183287.95,147573.36,6803.76,11115.02,11594.39,9838.69,5808.39,13194.49,8838.12,14583.29,13894.85,33611.93,24591.49,37150.35,23715.48,0.0,82869.97
