报表日期,2008-12-31,2009-06-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30
买入返售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
存货,582390.23,584010.96,512394.5,547499.86,583207.83,607892.32,543675.86,620392.7,712852.97,778396.82,730727.2,798044.62,803060.34,805271.58,776536.65,806801.4,799012.24,804210.65,777770.44,838907.77,826952.55,764945.88,679535.16,690971.89,703073.18,745746.48,651285.59,677216.52,690260.72,575573.57,344013.82,330505.61,364044.68,413971.52,379896.41,422286.2,448370.33,483014.13,328593.24,370077.0,386503.26
划分为持有待售的资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7001.4,7001.4,7001.4,6846.73,21352.97,21671.03,21997.47,25007.43,26448.36,26737.57,26801.94,15926.44,20828.89,20743.67,20658.45,20573.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待摊费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待处理流动资产损益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,15000.0,0.0,170000.0,85437.74,91937.74,119597.74,37016.68,2331.69,354.86,75771.69,74771.69,396193.08,313143.38,304918.64,183960.58,185248.83,45243.05,76353.7,47828.28,13822.53,6839.35,3400.81,2832.47,10050.49,11771.98,32976.92,23166.36,131070.43,140160.41,126552.52
流动资产合计,1522737.3,1541641.09,1519217.01,2003999.14,1894623.93,1924049.69,1912876.23,1945247.77,2118523.79,2137665.32,2432939.35,2441762.38,2430591.29,2616421.68,2621596.85,2619203.44,2591599.61,2558174.98,2522407.14,2537603.21,2624340.55,2642176.46,2920274.03,2843321.49,2808099.18,2780878.51,2738813.48,2699535.26,2578733.51,2430861.03,2010219.74,2055158.5,2269057.32,2295014.62,2253714.8,2347177.03,2363263.69,2356231.16,2324920.62,2493759.6,2562491.7
发放贷款及垫款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
可供出售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401.97,401.97,401.97,401.97,401.97,401.97,401.97,401.97,401.97,380.0,380.0,380.0,380.0,380.0,380.0,630.92,630.92,630.92,630.92,0.0
持有至到期投资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期应收款,0.0,0.0,95191.0,95191.0,91930.78,91455.78,86984.12,81297.12,77431.58,74044.38,49166.67,49166.67,49583.33,49583.33,0.0,0.0,0.0,0.0,55764.75,60492.21,60944.54,54271.75,40884.94,41836.04,41503.25,31050.73,18693.75,18404.54,18169.21,17982.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期股权投资,380.0,380.0,1578.86,1578.86,1578.86,1578.86,1558.02,1558.02,1548.11,2246.66,2220.69,2220.69,2195.83,2197.94,1477.3,1477.3,1417.94,1417.94,1477.3,1477.3,1477.3,2175.33,2217.11,2217.11,3129.46,3129.46,4809.83,4828.83,4493.33,4493.33,7285.9,7285.9,7094.78,7094.78,7136.28,7136.28,10351.17,10351.17,9703.67,9703.67,9703.67
投资性房地产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.5,178.33,173.2,168.08
固定资产净额,240873.35,257030.35,392621.74,413191.57,390718.39,413445.86,465299.88,492186.18,500970.37,489230.92,631624.01,649189.02,651318.89,648155.12,713950.79,702588.39,716557.11,707325.25,712263.28,702142.72,706241.75,746148.55,740665.16,731993.8,722997.45,676074.52,665520.87,620856.96,659794.53,650649.13,639103.82,624565.64,616960.21,602104.92,596311.34,588127.78,583385.85,645525.19,690329.28,0.0,674045.73
在建工程,120759.72,155891.28,117672.72,102234.32,142906.43,157579.11,194609.07,196560.41,204789.68,217728.4,130121.85,114015.85,106602.37,115007.54,96167.37,101423.42,92200.91,97797.46,103487.33,117197.74,112950.87,91996.26,102188.71,103465.01,105890.15,154152.82,169147.76,211765.59,173183.52,185158.61,183131.68,189988.21,197480.74,208712.3,225951.39,248253.04,266293.27,197145.71,142502.83,0.0,148112.42
工程物资,0.0,0.0,0.0,0.0,0.0,0.0,10.01,1.58,99.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,7.61
固定资产清理,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,0.0
生产性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
公益性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
油气资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
无形资产,60203.98,115781.89,114174.53,113368.19,112596.71,114155.95,115266.93,115288.22,116085.28,118575.29,124305.63,126545.45,133645.06,132280.33,134629.42,133682.64,139732.82,137957.4,138533.93,136889.44,135035.58,133223.09,135352.45,133587.32,131864.46,130057.99,128261.41,126455.71,125107.61,123311.43,142499.51,140631.46,138910.65,137510.73,145941.02,144248.8,143471.72,142122.45,149448.32,147641.97,145976.11
开发支出,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7150.93,6439.95,7542.29,7693.5,7793.5,8273.88,8273.88,2034.94,2050.62,1333.64,1333.64,1333.64,11546.97,3874.99,4745.92,5403.81,6371.15,6700.83,6005.47,5832.1,6192.14,3913.77,4599.54,5280.91,5424.58,11779.13,13621.19,12403.08,14559.11,8880.24,9825.23,11793.63
商誉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1810.66,190.16,190.16,190.16,190.16,190.16,190.16,190.16,190.16,190.16,190.16,190.16,190.16,190.16,190.16,190.16,190.16,190.16,190.16,190.16,190.16,190.16,190.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期待摊费用,1100.0,1060.0,1020.0,1000.0,980.0,960.92,961.82,974.41,954.41,897.52,1204.89,1418.02,1390.49,1485.15,1134.99,1116.82,1069.78,1054.7,1020.22,987.59,954.96,923.73,869.06,837.99,794.35,759.08,1067.9,923.85,901.35,878.56,460.0,440.0,420.0,400.0,380.0,360.54,340.0,320.0,443.03,711.4,608.15
递延所得税资产,36537.27,34105.21,47193.06,46681.88,48770.2,48770.2,35359.42,35359.42,34687.83,34985.94,38825.01,38736.13,38395.23,38641.27,41212.29,42041.27,39349.72,37953.78,33326.08,33112.96,32776.62,32349.8,31003.63,30952.4,32283.76,33094.92,36235.41,36219.25,36398.84,47068.79,14064.43,14064.43,14514.26,14519.79,15671.42,15930.75,15521.82,17882.1,16030.88,16030.88,16145.27
其他非流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20641.47,19180.54,40636.22,42135.17,36933.68,36034.82,33541.79,34417.61,40636.1,50245.76,55897.62,65194.27,80687.05,67265.46,58428.7,55768.86,61655.64,46930.28,66024.63
非流动资产合计,459854.31,564248.73,769451.9,773245.82,789481.37,827946.85,900049.29,925036.02,936757.38,945053.2,984098.85,989024.26,991014.87,995334.35,997036.19,990793.87,992553.39,985747.31,1047396.67,1053823.75,1051905.42,1073227.61,1078289.65,1069408.26,1085095.02,1077417.96,1067963.58,1062087.15,1058014.41,1070744.49,1031475.22,1032200.94,1036939.16,1041341.37,1084237.64,1085323.83,1090826.53,1084458.01,1079811.94,1055268.41,1073216.23
资产总计,1982591.61,2105889.82,2288668.92,2777244.96,2684105.3,2751996.55,2812925.52,2870283.79,3055281.17,3082718.52,3417038.2,3430786.64,3421606.15,3611756.03,3618633.04,3609997.31,3584153.0,3543922.29,3569803.81,3591426.96,3676245.97,3715404.07,3998563.67,3912729.75,3893194.19,3858296.47,3806777.05,3761622.41,3636747.91,3501605.52,3041694.96,3087359.43,3305996.48,3336355.98,3337952.44,3432500.85,3454090.23,3440689.18,3404732.56,3549028.01,3635707.94
短期借款,547758.7,614742.49,797125.43,367351.15,387351.15,392351.15,387445.0,439095.0,555192.49,529027.63,487426.87,488729.28,461745.0,427945.0,470345.0,472945.0,473415.0,448115.0,300415.0,307515.0,397945.0,443645.0,600145.0,565145.0,543645.0,499783.1,586294.83,637021.84,604691.59,638905.0,714039.72,714039.72,855904.23,853904.23,670909.51,723148.51,688784.0,694024.25,583821.36,627171.96,621745.96
交易性金融负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付票据及应付账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560065.69,602840.51,579361.85,557772.32,593252.98,629685.25,667187.83
应付票据,107810.49,98425.22,57094.27,45107.68,46513.18,58291.41,63344.21,60096.46,77739.52,110665.2,129354.64,136568.29,114986.8,97504.22,75668.31,56504.54,60912.6,68428.43,60795.66,56207.63,59271.52,58201.45,60093.76,53262.74,70056.5,52881.9,132575.19,136598.82,37895.73,33536.61,32719.18,27687.0,88900.35,103363.73,118444.68,128238.23,69041.26,0.0,85695.83,0.0,102469.1
应付账款,246232.2,251324.95,258037.33,247740.64,246116.77,283678.51,321500.7,334098.43,365448.04,389242.15,383988.63,385578.57,395298.8,395033.48,385391.27,393029.51,388531.58,381619.09,398433.52,408440.78,404462.75,391995.21,369953.49,356592.71,369323.71,411943.38,363562.28,290795.01,357201.39,330357.54,336662.86,336220.67,387426.64,447687.8,441621.01,474602.28,510320.6,0.0,507557.16,0.0,564718.73
预收款项,329661.39,274464.8,219316.45,247391.99,197750.4,189593.14,173059.75,193137.11,213785.35,225918.13,198959.54,199126.55,192795.65,178485.19,167388.06,178197.12,170088.72,163091.79,151060.75,165842.56,188725.37,122744.13,72788.66,60843.75,72198.71,91559.63,88029.4,97543.11,70553.47,70147.88,117006.96,147022.39,128324.72,140175.05,129101.02,137274.03,204223.43,230387.44,153585.54,180656.1,289780.11
应付手续费及佣金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付职工薪酬,8360.24,9061.24,12911.49,9867.37,10505.09,10466.81,14503.16,10027.86,11234.99,11748.4,17952.06,14717.76,15663.58,16261.58,21676.92,15966.85,16309.4,17509.39,24356.57,20814.12,21230.95,21865.63,25139.12,24070.41,25258.1,24474.14,26002.93,24902.0,24814.9,24361.41,29882.98,27629.39,26385.9,26080.27,32873.44,28009.67,28282.93,27936.65,32735.9,32010.14,29586.97
应交税费,10260.65,14863.23,18800.12,257.91,-4613.76,10847.79,18783.65,-477.58,-10513.22,-12658.34,-8856.7,-30505.1,-20753.53,-11317.08,-81.42,-3143.35,-4209.35,-2661.01,8461.07,-5080.41,705.74,202.49,21848.5,20410.34,10087.55,8083.38,14308.1,5841.88,6705.12,7511.46,9299.71,12621.27,11012.09,13622.51,15775.56,9318.16,11079.43,7302.63,13840.85,5827.07,6352.91
应付利息,85.77,229.56,11.3,0.0,0.0,784.96,171.76,632.87,0.0,0.0,447.9,3660.4,6872.9,11057.5,5182.25,11725.94,17982.25,11706.5,5731.49,14663.52,22245.66,16656.64,5241.32,11696.92,17814.34,12181.97,5561.84,11797.93,18188.29,11008.71,5860.68,8654.13,11426.8,1897.17,4375.04,4787.0,7229.15,673.03,2688.03,3260.96,4093.31
应付股利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.06,64.06,2772.91,64.06,86.31,86.31,924.59,86.31,110.58,110.58,633.62,110.58,126.04,126.04,121.48,124.44,127.21,127.21,124.44,124.44,124.44,124.44,124.44,124.44,124.44,124.44,124.44,124.44,124.44,124.44,124.44
其他应付款,30070.31,38536.85,25976.16,22938.64,62764.77,64059.6,55744.05,51622.77,58139.28,52936.65,142675.98,164173.17,162983.0,151290.89,152318.26,154761.12,161141.59,163865.14,188007.95,189897.82,183430.03,180724.88,152062.23,159602.83,147666.56,154425.51,93067.01,93326.89,96032.13,93654.92,146225.48,163814.41,146440.6,155725.84,159073.72,159262.79,166971.35,0.0,140265.23,0.0,87162.44
预提费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内的递延收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付短期债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动负债,58100.0,40300.0,66200.0,48010.0,20010.0,0.0,0.0,0.0,0.0,8500.0,11000.0,11500.0,11500.0,0.0,0.0,0.0,0.0,0.0,40000.0,40000.0,20000.0,0.0,106002.4,140124.53,180766.6,190681.73,385806.44,350784.7,310937.61,481861.17,506441.61,540715.73,575381.39,164499.72,128946.21,93870.46,58883.98,80800.55,84268.17,81086.82,86109.52
其他流动负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97355.0,72355.0,48681.9
流动负债合计,1338339.74,1341948.34,1455472.56,988665.38,966397.59,1010073.36,1034552.28,1088232.91,1271026.45,1315379.81,1363012.99,1373612.98,1343865.11,1266324.85,1277974.95,1280073.02,1285096.38,1251760.63,1177372.59,1198411.6,1298650.65,1236146.01,1413400.52,1391875.26,1436938.54,1446139.17,1695335.24,1648739.38,1527144.67,1691469.13,1898263.61,1978529.15,2231327.16,1907080.76,1701244.61,1758635.56,1744940.55,1724720.23,1701937.51,1774848.32,1840825.38
长期借款,196000.0,232500.0,176500.0,2500.0,3500.0,4500.0,7500.0,7500.0,8500.0,2000.0,2000.0,2000.0,22000.0,42000.0,42000.0,42000.0,42000.0,42000.0,102000.0,137000.0,157000.0,257500.0,302500.0,267500.0,227000.0,217000.0,252500.0,287200.0,322000.0,151000.0,125500.0,90500.0,55500.0,416500.0,452000.0,487000.0,522000.0,517000.0,516500.0,575000.0,595000.0
应付债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248757.81,248816.37,248874.93,497701.75,497819.99,497940.32,498060.65,498181.93,498305.76,498432.39,498559.03,498686.67,498816.98,498950.26,499083.53,519217.86,269583.11,269711.35,269721.37,269787.52,19984.36,20004.74,19986.53,19987.36,19988.2,19989.03,19989.87,19990.71,19991.55,19992.38,19992.94
长期应付款,3469.9,2680.84,1854.15,1427.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,9119.89
长期应付职工薪酬,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67576.46,67576.46,66212.09,65604.56,61925.36,61094.87,60341.07,59861.72,34856.72,34975.39,35014.75,34514.36,33772.48,33278.21,32586.94,35219.53,30787.61,33488.7,33068.08
专项应付款,50489.36,22848.0,35530.0,36824.25,409.0,1485.88,0.0,0.0,0.0,258.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预计非流动负债,128030.81,102609.0,101931.56,101107.24,100222.75,98287.49,97622.96,96707.77,95150.16,94122.12,93420.27,92414.37,91646.07,90790.87,86739.85,85790.73,84846.92,84062.52,79544.47,78571.57,77749.8,76970.29,203.98,173.8,173.8,74.9,145.26,20.96,10.13,10.13,16012.75,15993.14,15606.36,8070.29,21995.52,21906.8,21814.25,21799.76,11506.33,11306.07,10368.02
递延所得税负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期递延收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19502.66,19452.05,19305.67,19283.26,18801.43,18768.44,18469.61,18443.92,18124.11,18091.12,18029.32,17996.33,17387.76,17379.27,17317.48,23462.38,19744.06,17631.07,17644.23
其他非流动负债,16905.96,16707.89,16529.82,16501.69,16331.75,16303.26,16448.92,16698.37,16526.0,16637.26,18774.29,20843.73,21099.63,21104.23,20798.84,20759.59,20551.17,20453.74,20140.97,20107.8,19989.67,20045.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
非流动负债合计,394896.03,377345.73,332345.52,158361.01,120463.5,120576.63,121571.88,120906.14,120176.16,113018.36,362952.37,364074.48,383620.63,651596.86,647358.67,646490.64,645458.73,644698.19,699991.19,734111.76,753298.5,853202.92,888600.08,853652.56,811775.09,821180.58,602955.15,636795.62,670542.18,499103.3,214477.93,179564.38,144136.97,497068.33,545143.96,579553.31,613708.55,618972.38,598529.53,667419.91,685193.17
负债合计,1733235.77,1719294.07,1787818.09,1147026.39,1086861.09,1130650.0,1156124.16,1209139.06,1391202.61,1428398.16,1725965.36,1737687.46,1727485.74,1917921.71,1925333.62,1926563.66,1930555.11,1896458.82,1877363.78,1932523.37,2051949.15,2089348.94,2302000.6,2245527.82,2248713.63,2267319.74,2298290.4,2285535.0,2197686.84,2190572.43,2112741.54,2158093.53,2375464.13,2404149.09,2246388.57,2338188.87,2358649.09,2343692.61,2300467.04,2442268.23,2526018.55
