报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31
投资收益,5.89,330.23,1181.86,3170.91,616.99,1170.02,1796.21,2326.83,927.44,1577.74,2179.29,2461.08,644.39,1148.29,2717.65,4541.9,906.12,484.64,3022.98,4521.82,2083.78,4118.91,5962.5,7611.05,2192.32,4193.64,6308.51,7540.16,2202.46,4093.07,6463.32,7446.73,2860.35,5261.3,7261.95,8483.71,2851.0,4535.77,5641.79,2364.35,1522.15,4651.07,7577.42,-9350.51,2959.12,6344.1,8559.53,9389.63,1266.38,5199.69,7479.18,11273.51,2318.21,4416.57,6118.3,8026.16,3927.05
其中:对联营企业和合营企业的投资收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4474.06,0.0,527.68,3072.97,4515.54,2072.33,4111.77,5962.5,7599.21,2192.41,4193.64,6315.77,7546.18,2202.46,4093.07,6455.38,-90.35,0.0,5242.83,7234.37,8455.46,0.0,4524.46,5622.18,2337.92,1518.81,4647.11,7572.71,-9353.43,2783.11,5878.06,8037.94,8811.45,1191.6,5028.23,7216.06,8359.14,2891.24,4895.38,6416.39,7262.77,3794.12
汇兑收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三、营业利润,35514.0,69814.85,106837.74,144294.45,45434.06,117307.84,238383.71,403871.12,96412.33,166359.37,251495.8,296075.3,97578.98,207919.49,320752.23,416874.98,121026.7,254432.02,368126.58,443216.28,115592.86,227000.39,278645.01,304464.02,69960.92,111442.43,140389.67,195997.53,27463.46,51562.85,69068.71,116182.68,6391.28,8523.71,11705.13,12788.36,759.96,2898.67,6622.64,117347.92,66570.24,149678.7,250987.61,341014.16,86741.57,170670.27,275880.82,304426.52,115821.46,209320.36,296023.33,308072.09,87032.35,149206.3,179014.56,274799.0,207152.38
加:营业外收入,2.23,3.97,183.5,247.44,1.61,126.45,158.08,628.72,17.71,34.46,67.5,359.85,24.53,33.04,60.85,465.73,13.91,53.31,173.22,1994.88,105.94,320.59,1062.23,2568.25,369.75,586.78,1983.89,2771.98,89.58,196.96,838.32,1969.67,126.18,444.67,1088.59,2775.43,561.59,1207.95,1662.48,11027.93,569.59,1321.79,1960.08,5102.42,553.64,1369.34,1881.49,2715.78,138.78,389.37,1088.28,2807.2,131.65,903.37,1428.76,2691.14,1316.39
减：营业外支出,160.14,266.03,317.4,1305.82,28.69,504.43,847.74,1603.54,416.96,697.77,1074.71,3021.07,1386.76,2520.67,3138.11,4459.67,775.37,2117.83,3267.21,10141.11,671.86,1921.66,2641.18,6500.21,990.72,1923.24,2609.6,3697.92,490.45,1597.34,2401.14,3103.3,464.66,703.98,1446.83,2522.6,306.14,1051.66,1748.66,2904.4,526.68,1495.11,2754.61,5906.86,585.97,1542.01,3189.03,15355.02,960.35,1659.5,2886.8,7107.23,3949.77,5100.87,8345.98,11741.8,733.93
其中：非流动资产处置损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384.96,0.0,0.0,0.0,0.0,0.0,5.92,0.0,92.78,0.0,116.14,116.14,5550.5,0.0,0.0,0.0,156.93,0.0,0.0,0.0,319.81,0.0,0.0,0.08,108.42,9.98,32.37,61.41,227.6,0.0,0.26,50.47,174.64,1.68,2.76,5.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
四、利润总额,35356.1,69552.8,106703.84,143236.07,45406.97,116929.86,237694.05,402896.31,96013.07,165696.05,250488.59,293414.08,96216.75,205431.86,317674.97,412881.04,120265.24,252367.5,365032.6,435070.05,115026.93,225399.32,277066.07,300532.06,69339.95,110105.96,139763.97,195071.59,27062.59,50162.46,67505.89,115049.05,6052.81,8264.4,11346.89,13041.19,1015.4,3054.96,6536.46,125471.46,66613.16,149505.38,250193.08,340209.71,86709.24,170497.59,274573.28,291787.27,114999.89,208050.22,294224.81,303772.07,83214.23,145008.8,172097.34,265748.34,207734.85
减：所得税费用,11594.73,22956.85,35236.67,44080.27,11370.01,28851.88,58966.13,97599.12,24912.53,42803.39,64179.3,75342.08,25064.81,51907.09,80275.07,78615.55,24287.13,59608.13,82576.07,101108.23,25535.67,51459.2,63358.11,95553.63,19879.61,33187.43,44377.12,78466.1,9869.72,16324.47,26183.79,40313.44,4059.09,7538.73,10345.49,17201.13,3918.6,5849.48,9772.32,54471.43,20200.15,41694.25,67781.07,93614.44,17319.53,38024.18,63753.98,97650.08,30661.56,57037.84,79717.54,74035.38,20107.44,33898.21,46910.36,77399.17,41693.73
五、净利润,23761.37,46595.95,71467.17,99155.8,34036.96,88077.98,178727.91,305297.19,71100.55,122892.66,186309.29,218072.0,71151.94,153524.76,237399.9,334265.49,95978.12,192759.38,282456.52,333961.82,89491.26,173940.12,213707.96,204978.43,49460.34,76918.53,95386.85,116605.49,17192.87,33838.0,41322.1,74735.62,1993.71,725.67,1001.41,-4159.94,-2903.2,-2794.52,-3235.85,71000.03,46413.01,107811.13,182412.01,246595.27,69389.71,132473.41,210819.3,194137.19,84338.34,151012.38,214507.28,229736.69,63106.79,111110.59,125186.99,188349.17,166041.12
归属于母公司所有者的净利润,23662.08,46066.23,70532.59,98074.88,33565.93,86576.06,177053.44,285020.31,69502.23,117382.63,175496.15,210898.31,69212.57,149436.14,229781.28,343672.58,94230.52,197713.06,287398.33,383593.2,94871.44,182637.49,234009.37,256651.51,57494.22,94280.18,124625.65,152885.98,23401.15,47584.02,63502.43,98199.3,7141.23,11370.33,17149.88,10301.95,2115.56,5149.16,9027.52,85714.09,50939.62,114252.19,190109.75,278224.01,71345.9,139132.39,222904.46,266295.73,87019.81,150266.72,211255.95,237870.94,69506.67,116845.28,136101.03,193125.02,158709.47
少数股东损益,99.29,529.71,934.58,1080.92,471.04,1501.93,1674.47,20276.87,1598.31,5510.03,10813.13,7173.69,1939.37,4088.62,7618.62,-9407.09,1747.59,-4953.68,-4941.8,-49631.38,-5380.18,-8697.37,-20301.41,-51673.08,-8033.88,-17361.65,-29238.8,-36280.49,-6208.29,-13746.02,-22180.33,-23463.69,-5147.52,-10644.66,-16148.47,-14461.89,-5018.76,-7943.67,-12263.37,-14714.06,-4526.61,-6441.06,-7697.74,-31628.74,-1956.19,-6658.98,-12085.16,-72158.54,-2681.47,745.66,3251.33,-8134.25,-6399.88,-5734.68,-10914.04,-4775.86,7331.65
基本每股收益(元/股),0.37,0.72,1.1,1.53,0.525,0.75,1.54,2.48,0.6,1.02,1.53,1.833,0.6,1.3,2.0,2.99,0.82,0.86,1.249,1.67,0.41,0.79,1.02,1.12,0.25,0.41,0.54,0.664,0.102,0.21,0.28,0.4270000000000001,0.031,0.04,0.06,0.03,0.01,0.02,0.03,0.29,0.17,0.38,0.64,0.93,0.24,0.47,0.75,0.89,0.29,0.5,0.71,0.8,0.23,0.39,0.45,0.65,0.53
稀释每股收益(元/股),0.0,0.72,1.1,1.53,0.525,0.75,1.54,2.48,0.0,1.02,1.53,1.833,0.6,1.3,2.0,2.99,0.82,0.86,1.249,1.67,0.41,0.79,1.02,1.12,0.25,0.41,0.54,0.664,0.102,0.21,0.28,0.4270000000000001,0.031,0.04,0.06,0.03,0.01,0.02,0.03,0.29,0.17,0.38,0.64,0.93,0.24,0.47,0.75,0.89,0.29,0.5,0.71,0.8,0.23,0.39,0.45,0.65,0.53
七、其他综合收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-393.77,371.2,-97.91,-185.38,-4.32,-457.13
八、综合收益总额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218072.0,0.0,153524.76,237399.9,334265.49,95978.12,192759.38,282456.52,333961.82,89491.26,173940.12,213707.96,204978.43,49460.34,76918.53,95386.85,116605.49,17192.87,33838.0,41322.1,74735.62,1993.71,725.67,1001.41,-4159.94,-2903.2,-2794.52,-3235.85,71000.03,46413.01,107811.13,182412.01,246595.27,69389.71,132473.41,210819.3,194137.19,84338.34,151012.38,214507.28,229342.92,63477.99,111012.69,125001.61,188344.84,165583.99
归属于母公司所有者的综合收益总额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210898.31,0.0,149436.14,229781.28,343672.58,94230.52,197713.06,287398.33,383593.2,94871.44,182637.49,234009.37,256651.51,57494.22,94280.18,124625.65,152885.98,23401.15,47584.02,63502.43,98199.3,7141.23,11370.33,17149.88,10301.95,2115.56,5149.16,9027.52,85714.09,50939.62,114252.19,190109.75,278224.01,71345.9,139132.39,222904.46,266295.73,87019.81,150266.72,211255.95,237477.17,69877.87,116747.37,135915.65,193120.7,158252.34
归属于少数股东的综合收益总额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7173.69,0.0,4088.62,7618.62,-9407.09,1747.59,-4953.68,-4941.8,-49631.38,-5380.18,-8697.37,-20301.41,-51673.08,-8033.88,-17361.65,-29238.8,-36280.49,-6208.29,-13746.02,-22180.33,-23463.69,-5147.52,-10644.66,-16148.47,-14461.89,-5018.76,-7943.67,-12263.37,-14714.06,-4526.61,-6441.06,-7697.74,-31628.74,-1956.19,-6658.98,-12085.16,-72158.54,-2681.47,745.66,3251.33,-8134.25,-6399.88,-5734.68,-10914.04,-4775.86,7331.65
