报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30
公允价值变动收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.14,-2.61,0.0,0.0,0.0,0.0,0.0,0.0,12.03,-2.88,-12.03,-12.03,33.85,-19.45,-45.87,-45.34,-13.89,0.0,0.0,0.0,0.0,0.0,0.0
投资收益,768.03,1223.99,3061.93,3713.79,277.13,778.08,2513.68,9806.4,1175.77,2630.28,3224.53,5963.74,648.99,1565.34,2535.34,3008.13,691.68,-544.92,207.52,721.1,480.54,1070.03,1419.4,3876.57,-5265.43,-4097.36,-2753.33,-129.76,952.49,2626.98,3504.34,10300.32,2295.96,4088.06,7864.24,9439.31,1498.01,4430.62,4778.54,8580.17,2487.83,4774.94,6768.69,9783.16,4377.29,12716.35,23708.39,37698.21,2647.21,5003.58,5279.05,5837.74,1201.9,1339.07
其中:对联营企业和合营企业的投资收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5570.9,0.0,0.0,0.0,2909.32,653.61,0.0,0.0,335.18,314.45,770.74,971.38,3378.02,-5422.54,-4313.04,0.0,-395.31,733.63,2299.11,3377.1,9836.21,2187.26,3973.09,7742.83,9255.67,1402.27,3783.1,3483.73,6644.49,1493.04,2990.77,4335.61,6537.32,3502.72,11001.95,21160.21,34599.93,1949.16,3359.01,2909.15,2628.28,24.56,-406.23
汇兑收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三、营业利润,-101.21,29.01,-175.91,1164.39,-130.81,385.76,1562.33,2388.35,131.78,618.44,1216.67,2197.06,63.75,1260.88,1943.52,2644.66,272.78,186.68,580.95,951.99,282.11,383.3,641.72,3934.94,-5980.62,-6299.72,-4825.16,330.48,390.08,323.2,1038.37,5908.29,1704.62,1206.21,3753.95,9708.01,1736.41,2645.02,4545.91,11468.89,2473.65,1545.68,3108.11,12666.25,2022.82,2594.3,9383.05,31449.47,356.28,-3005.35,-5539.34,3131.88,-930.64,-8745.06
加:营业外收入,168.59,268.98,943.59,1558.68,187.66,142.12,177.23,445.57,0.5,166.49,168.11,947.49,15.96,14.68,195.0,436.65,0.0,173.81,190.5,301.15,6.82,30.56,42.39,503.34,137.68,627.5,640.26,940.67,312.44,557.63,875.55,1564.62,429.81,629.93,923.39,1025.55,211.55,329.96,361.9,1253.83,122.52,2.94,3.79,9.63,0.0,0.0,3.94,6.2,0.0,0.8,1.0,13.35,14.12,15.4
减：营业外支出,2.15,4.38,50.01,63.12,0.82,4.09,4.09,43.61,5.07,7.69,14.79,220.11,0.0,36.53,41.12,83.15,0.21,1.93,2.38,6.86,1.09,10.77,12.11,49.86,0.0,10.33,12.33,13.45,1.0,1.0,2.66,27.8,1.28,4.07,6.55,29.2,0.43,2.32,6.13,58.43,0.41,1.4,2.02,5.91,0.47,0.81,1.53,0.81,1.29,22.27,27.29,47.32,3.87,5.39
其中：非流动资产处置损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.38,0.0,0.0,0.0,79.63,0.0,0.0,0.0,0.0,0.0,10.28,0.0,24.72,0.0,10.29,0.0,24.72,0.0,0.19,0.0,9.58,0.0,0.0,0.0,3.53,0.37,0.61,3.47,3.8,0.0,1.17,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
四、利润总额,65.22,293.6,717.68,2659.95,56.02,523.79,1735.47,2790.31,127.21,777.25,1369.99,2924.45,79.7,1239.02,2097.4,2998.16,272.58,358.56,769.08,1246.27,287.83,403.1,672.0,4388.42,-5842.94,-5682.54,-4197.23,1257.69,701.52,879.83,1911.26,7445.11,2133.15,1832.06,4670.79,10704.37,1947.54,2972.66,4901.68,12664.29,2595.76,1547.22,3109.88,12669.98,2022.35,2593.49,9385.46,31454.86,354.99,-3026.82,-5565.63,3097.91,-920.39,-8735.05
减：所得税费用,8.33,11.39,26.22,-39.12,3.72,-21.9,32.11,-501.12,-33.12,-82.52,-117.84,-89.06,-64.3,0.64,3.08,-11.52,63.99,101.11,63.31,10.27,109.22,80.15,8.18,469.64,181.18,241.31,239.95,902.69,78.88,-21.0,-91.5,-294.25,114.15,-59.36,-220.29,146.31,303.09,889.79,948.34,1329.96,366.17,154.45,194.14,360.96,21.03,-251.74,-624.09,65.42,25.96,330.28,173.87,390.17,80.3,272.94
五、净利润,56.9,282.21,691.46,2699.06,52.3,545.69,1703.36,3291.43,160.32,859.77,1487.83,3013.5,144.0,1238.38,2094.32,3009.67,208.59,257.45,705.77,1236.0,178.61,322.94,663.83,3918.78,-6024.12,-5923.85,-4437.18,355.0,622.65,900.83,2002.76,7739.36,2019.0,1891.42,4891.08,10558.06,1644.44,2082.87,3953.34,11334.33,2229.59,1392.77,2915.74,12309.01,2001.32,2845.23,10009.55,31389.44,329.03,-3357.1,-5739.5,2707.73,-1000.69,-9008.0
归属于母公司所有者的净利润,98.41,198.11,481.68,1836.17,102.97,714.56,1885.25,3519.1,177.01,894.13,1529.17,3012.03,181.83,1247.56,2102.94,3018.45,200.06,261.61,729.95,1215.35,190.79,326.59,646.88,3950.47,-6018.73,-5905.85,-4412.08,420.43,677.2,1012.55,2156.77,7827.6,2156.04,2062.57,5119.11,10781.57,1703.21,2194.33,4111.02,11547.89,2240.87,1422.63,2963.09,12368.87,2008.12,2853.71,10023.19,31398.57,329.6,-3359.39,-5741.2,2758.33,-1001.31,-9010.85
少数股东损益,-41.52,84.09,209.78,862.89,-50.66,-168.87,-181.88,-227.67,-16.69,-34.36,-41.34,1.47,-37.83,-9.18,-8.62,-8.77,8.53,-4.16,-24.18,20.65,-12.18,-3.65,16.95,-31.69,-5.39,-18.0,-25.1,-65.43,-54.55,-111.72,-154.01,-88.24,-137.04,-171.15,-228.03,-223.51,-58.77,-111.47,-157.68,-213.56,-11.28,-29.86,-47.35,-59.86,-6.8,-8.48,-13.65,-9.13,-0.58,2.29,1.69,-50.59,0.62,2.85
基本每股收益(元/股),0.005,0.011,0.026,0.1,0.006,0.038,0.101,0.19,0.01,0.0481,0.08,0.16,0.01,0.07,0.113,0.16,0.01,0.014,0.039,0.07,0.01,0.0117,0.0232,0.142,-0.216,-0.2119,-0.158,0.02,0.024,0.036,0.0774,0.281,0.077,0.074,0.184,0.39,0.06,0.071,0.131,0.36,0.07,0.044,0.091,0.38,0.06,0.088,0.309,0.97,0.01,-0.1,-0.18,0.09,-0.03,-0.28
稀释每股收益(元/股),0.005,0.011,0.026,0.1,0.006,0.038,0.101,0.19,0.01,0.0481,0.08,0.16,0.01,0.07,0.113,0.16,0.01,0.014,0.039,0.07,0.01,0.0117,0.0232,0.142,-0.216,-0.2119,-0.158,0.02,0.024,0.036,0.0774,0.281,0.077,0.074,0.184,0.39,0.06,0.071,0.131,0.36,0.07,0.044,0.091,0.38,0.06,0.088,0.309,0.97,0.01,-0.1,-0.18,0.09,-0.03,-0.28
七、其他综合收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
八、综合收益总额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3013.5,144.0,1238.38,2094.32,3009.67,208.59,257.45,705.77,1236.0,178.61,322.94,663.83,3918.78,-6024.12,-5923.85,-4437.18,355.0,622.65,900.83,2002.76,7739.36,2019.0,1891.42,4891.08,10558.06,1644.44,2082.87,3953.34,11334.33,2229.59,1392.77,2915.74,12309.01,2001.32,2845.23,10009.55,31389.44,329.03,-3357.1,-5739.5,2707.73,-1000.69,-9008.0
归属于母公司所有者的综合收益总额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3012.03,181.83,1247.56,2102.94,3018.45,200.06,261.61,729.95,1215.35,190.79,326.59,646.88,3950.47,-6018.73,-5905.85,-4412.08,420.43,677.2,1012.55,2156.77,7827.6,2156.04,2062.57,5119.11,10781.57,1703.21,2194.33,4111.02,11547.89,2240.87,1422.63,2963.09,12368.87,2008.12,2853.71,10023.19,31398.57,329.6,-3359.39,-5741.2,2758.33,-1001.31,-9010.85
归属于少数股东的综合收益总额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,-37.83,-9.18,-8.62,-8.77,8.53,-4.16,-24.18,20.65,-12.18,-3.65,16.95,-31.69,-5.39,-18.0,-25.1,-65.43,-54.55,-111.72,-154.01,-88.24,-137.04,-171.15,-228.03,-223.51,-58.77,-111.47,-157.68,-213.56,-11.28,-29.86,-47.35,-59.86,-6.8,-8.48,-13.65,-9.13,-0.58,2.29,1.69,-50.59,0.62,2.85
