报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30
一、营业总收入,67563.61,127003.21,189238.0,261123.21,83543.67,162928.77,261295.22,388309.44,101599.2,208004.85,323915.24,478943.75,150724.71,304610.43,439486.83,567232.99,186409.76,342908.95,490291.13,650247.19,179797.96,333111.61,481207.51,687010.61,170916.14,297800.52,447831.92,622101.39,149448.78,252040.21,381046.64,625388.41,155139.57,262149.66,386359.33,558665.07,141306.98,240854.33,369676.04,550078.95,216950.53,398346.52,541001.77,758881.92,230256.55,426442.84,592121.28,822966.73,238087.37,953340.23
营业收入,67563.61,127003.21,189238.0,261123.21,83543.67,162928.77,261295.22,388309.44,101599.2,208004.85,323915.24,478943.75,150724.71,304610.43,439486.83,567232.99,186409.76,342908.95,490291.13,650247.19,179797.96,333111.61,481207.51,687010.61,170916.14,297800.52,447831.92,622101.39,149448.78,252040.21,381046.64,625388.41,155139.57,262149.66,386359.33,558665.07,141306.98,240854.33,369676.04,550078.95,216950.53,398346.52,541001.77,758881.92,230256.55,426442.84,592121.28,822966.73,238087.37,953340.23
二、营业总成本,40678.5,91746.35,143872.48,205969.54,53679.3,118588.65,203092.42,303484.44,57366.55,149369.26,252317.75,373871.0,84902.13,203747.41,311028.69,397320.66,119414.76,250344.34,368583.3,474924.41,120996.33,254573.13,391287.08,516748.37,125436.56,252120.71,384382.44,528691.32,121998.01,229533.35,361762.51,558552.43,120672.54,221769.92,355025.03,501721.58,114963.65,202038.7,313132.58,455430.16,136713.82,274835.55,400246.62,552817.21,142348.04,284907.17,410482.31,597050.77,144604.77,789450.88
营业成本,31892.64,75702.37,119343.72,170812.79,41199.13,96768.76,169240.61,254406.45,43481.47,122850.12,212056.73,320477.31,67367.8,174696.88,265101.4,332771.79,97114.38,214096.28,314982.87,402508.29,96550.28,214381.31,328664.01,435737.54,99769.87,212833.35,324872.33,447186.95,94644.39,189957.59,302930.63,463143.83,84417.52,169645.03,280253.54,396111.32,86321.74,155629.72,245318.99,353027.76,102479.77,213036.7,313699.18,429431.26,103283.23,214848.47,313123.62,456416.3,106413.05,689451.97
营业税金及附加,2707.16,4923.42,7280.65,9841.34,3431.17,6666.94,10070.87,13759.37,4051.61,8004.45,11907.0,16761.68,5203.62,10196.02,14577.03,19614.39,5958.34,11151.67,15753.06,21086.89,6199.25,10971.75,15969.67,23178.44,6250.64,10575.07,16096.44,22425.86,6076.99,10049.47,15350.44,25355.84,14073.8,22250.37,32208.29,47661.58,13050.75,20560.83,30712.79,60235.83,26972.59,48483.24,65422.5,89394.29,28094.43,51111.63,70160.62,94577.63,27495.89,57376.44
销售费用,1766.59,3731.95,5721.85,7460.67,2123.83,4179.76,6251.26,8960.68,2131.3,6218.64,9785.53,12574.92,3694.73,6337.48,9433.92,13884.47,2552.69,4072.59,4887.32,6537.79,2147.74,3533.25,4919.75,6914.55,2357.94,3530.75,4335.99,5115.96,608.73,998.27,1548.7,2397.2,652.22,1151.65,1517.02,2711.37,616.42,1047.7,1382.26,2029.97,417.97,1011.85,1451.52,2313.61,599.69,1137.49,1688.15,2870.44,635.39,2742.65
管理费用,2906.9,5143.86,8585.68,13826.47,5429.69,8085.51,14229.46,19574.67,6682.11,11385.97,17118.83,22872.42,8175.28,12266.18,21268.01,27749.0,10257.21,15416.75,25706.96,34826.87,11264.75,18712.27,31808.43,39971.67,12001.11,17873.39,27257.37,39805.08,15099.82,20011.65,30295.53,42663.28,12987.21,16368.75,24574.11,35547.08,8709.05,17194.18,25156.36,22779.95,2427.55,6134.3,11656.74,21519.69,5847.81,11900.56,18313.49,33285.29,3889.4,14507.52
财务费用,1102.85,2028.74,2798.9,3839.02,1158.75,2746.36,3430.79,4214.31,430.9,765.39,992.14,685.03,-65.51,-117.67,377.45,2844.7,2084.67,4175.03,6196.16,8407.05,3041.1,5868.92,8924.73,12078.57,3583.25,7079.88,10506.02,13838.02,3283.49,7020.8,10115.08,24451.54,5994.02,11467.2,15666.62,19650.62,3417.02,6806.54,10289.95,13426.66,3010.82,4893.58,7135.19,9355.59,1939.6,4038.82,5569.81,7687.06,3339.28,25372.31
资产减值损失,302.36,216.02,141.68,189.25,336.74,141.31,-130.56,2568.95,589.17,144.68,457.53,499.64,526.2,368.51,270.88,456.31,1447.47,1432.02,1056.92,1557.52,1793.2,1105.63,1000.5,-1132.41,1473.75,228.28,1314.29,319.45,2284.59,1495.58,1522.13,540.74,2547.76,886.91,805.46,39.6,2848.67,799.73,272.22,3929.99,1405.13,1275.88,881.49,802.78,2583.28,1870.21,1626.63,2214.05,2831.78,0.0
公允价值变动收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
投资收益,906.45,1236.79,1941.45,2324.12,1316.13,1870.66,2562.73,3665.55,305.25,1301.67,2448.17,4078.95,1475.26,2645.94,5508.15,9172.45,3107.13,6030.29,9180.82,17261.21,1472.73,5192.58,6888.17,11812.34,1897.5,3156.28,6907.52,13765.04,2370.87,6045.21,8293.24,10994.9,3687.13,4957.72,6799.37,8209.76,1143.77,1397.3,1721.46,2765.15,470.68,618.26,1894.6,3336.28,1126.31,557.19,1317.83,15685.67,122.25,6507.62
其中:对联营企业和合营企业的投资收益,0.0,0.0,1941.45,2324.12,1316.13,1870.66,2562.73,3665.55,305.25,1301.67,2448.17,4149.34,1475.26,2645.94,5508.15,9172.45,3106.69,6029.85,9180.38,17260.77,1472.73,5192.58,6888.17,11812.34,1897.5,3156.28,6907.52,13765.04,2370.87,6045.21,8293.24,10994.9,3687.13,4957.72,6799.37,8209.76,1143.77,1397.3,1721.46,2765.15,470.68,618.26,1894.6,3336.28,1126.31,557.19,1317.83,15685.67,122.25,6507.62
汇兑收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三、营业利润,27791.55,36493.65,47306.97,57477.78,31180.51,46210.77,60765.52,88490.54,44537.9,59937.26,74045.65,109151.71,67297.84,103508.96,133966.29,179084.78,70102.13,98594.9,130888.65,192583.99,60274.36,83731.05,96808.59,182074.58,47377.08,48836.09,70357.01,107175.11,29821.64,28552.06,27577.37,77830.87,38154.16,45337.47,38133.67,65153.26,27487.1,40212.94,58264.93,97413.94,80707.38,124129.23,142649.74,206927.24,89089.17,142208.69,183101.85,242087.02,93653.57,168327.25
加:营业外收入,9.41,15.21,24.14,89.03,6.15,246.94,254.09,292.81,68.16,2848.93,4748.59,16284.16,11.02,286.1,966.64,983.84,10.65,96.66,429.88,649.9,38.23,73.27,162.24,235.18,40.79,76.47,134.33,198.03,35.95,274.03,310.64,475.44,118.31,188.25,273.09,333.2,48.73,101.61,161.0,439.05,61.01,132.01,193.25,59.19,9.58,29.17,81.09,338.89,12.84,598.11
减：营业外支出,0.6,-0.25,4.88,17.38,0.01,170.36,204.66,782.38,2.74,14.24,29.76,308.19,0.0,13.0,13.0,13.0,1.0,50.26,50.65,84.8,0.0,2.05,12.05,235.04,0.0,0.0,511.7,1216.22,16.53,48.78,522.67,3333.44,40.0,373.57,477.89,1697.59,0.0,667.73,739.68,2432.81,0.02,149.29,1235.05,232.91,57.68,2044.33,2748.12,4004.25,0.0,2141.83
其中：非流动资产处置损失,0.0,-5.26,-5.26,-5.26,0.0,166.3,166.4,717.98,1.74,1.74,4.56,246.88,0.0,0.0,0.0,0.0,0.0,49.26,49.26,83.2,0.0,2.05,2.05,224.8,0.0,0.0,492.58,1140.1,16.53,48.78,512.67,3298.47,0.0,0.0,4.32,1224.02,0.0,659.13,669.08,2275.92,0.0,0.0,1073.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
