报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30
投资性房地产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,744.14,734.72,725.29,716.11,706.93,697.35,792.5,758.82,755.77,1470.29,1096.03,793.66,785.55,840.41,2551.21,2511.66,2555.46,2515.11,2494.6,2504.3,2458.71,2586.45,2726.19,2756.3,2720.64,2674.0,2793.28,2729.12,3546.41,3715.5,3650.47,3430.79,3211.34,2767.98,2718.34,2294.12,2247.08,2280.75
在建工程(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20013.92,22712.32,24203.84,34942.51,37989.13,41019.7,25104.38,18532.86,17899.38,31530.53,34455.97,19686.43,33980.54,34762.2,33005.1,44104.51
在建工程,32467.47,38019.64,51592.13,22538.1,36384.35,19650.1,26168.42,10820.74,16826.21,20159.99,14872.16,9927.11,19189.67,15227.26,19944.8,28256.58,51955.22,95538.31,72773.99,62433.13,65470.47,70094.58,48594.93,67828.53,77849.9,86385.28,95305.78,50662.43,60841.43,61466.57,76452.71,105191.61,79749.45,71583.74,61167.02,28746.97,17922.03,25489.51,36426.45,19344.67,14371.54,16076.74,18863.85,20013.92,22712.32,24203.84,34942.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
工程物资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
固定资产及清理(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1099377.28,1082007.32,1074090.22,1051532.77,1032669.41,1024456.65,1043008.94,1043878.85,1022203.45,1000649.26,1023004.28,1047016.05,1030262.86,1027642.77,1050937.58,1036943.56
固定资产净额,545429.73,485632.56,496471.22,541483.68,535382.33,563420.15,562292.47,554037.77,544584.92,547103.34,556343.8,552456.24,546473.64,543617.47,543186.88,551105.33,542944.27,586873.97,660477.56,720498.5,728042.82,776297.55,823664.35,834369.04,841913.44,776828.31,792546.95,874031.03,869465.52,890158.85,899249.44,911877.62,941638.14,947802.25,953031.51,989690.59,987529.67,973662.31,1135434.38,1144761.15,1135037.55,1126567.88,1112736.88,1099146.22,1081916.43,1074090.22,1051532.77,1029633.21,0.0,1042675.31,0.0,1022148.24,0.0,1022897.73,0.0,1030150.42,0.0,1050752.49,0.0
固定资产清理,26.58,262.8,274.32,12.66,242.85,906.8,3054.71,125.84,283.0,290.96,159.72,1333.69,332.81,1187.94,403.64,314.85,375.94,589.56,528.89,342.66,511.63,1063.22,1164.87,991.71,1099.6,1181.13,7217.36,536.88,714.8,642.7,506.15,1796.6,1770.08,1945.76,4638.09,657.1,778.91,761.14,692.12,115.89,198.27,239.73,222.18,231.06,90.89,0.0,0.0,3036.21,0.0,333.63,0.0,55.21,0.0,106.55,0.0,112.44,0.0,185.09,0.0
生产性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
公益性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
油气资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
使用权资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6020.45,6452.1,5957.59,6697.04,7184.98,12133.07,16077.57,16832.9,16275.21,16861.47,16961.93
无形资产,9617.22,73745.01,73354.56,80035.26,79773.98,88716.49,87914.72,93745.77,93037.72,101716.08,109994.01,108823.09,109483.34,113273.12,114218.49,131878.58,130858.82,217398.75,225240.43,237880.6,235144.69,234911.39,248093.47,254657.95,251533.93,251251.08,246167.13,253302.74,266930.14,268994.71,264917.32,278058.43,276789.28,279854.99,272677.93,270709.96,265657.43,252572.03,301863.71,297474.68,291747.6,286628.04,281683.6,277621.63,272730.92,267517.18,261752.29,259968.55,254668.69,250327.56,246227.57,255857.25,251038.07,246273.85,242582.27,250384.3,248662.58,247490.51,243663.43
开发支出,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
商誉,12281.63,12281.63,12281.63,12281.63,12281.63,12281.63,12281.63,12281.63,12281.63,12281.63,12281.63,12281.63,12281.63,12281.63,12281.63,12281.63,12281.63,108168.49,108168.49,108168.49,108168.49,108168.49,108168.49,108168.49,108168.49,107992.55,107992.55,107992.55,107992.55,107992.55,107992.55,130710.4,130710.4,130710.4,130710.4,130710.4,130710.4,130710.4,130710.4,130710.4,130710.4,130710.4,130710.4,130710.4,130710.4,130710.4,130710.4,130710.4,130710.4,130710.4,130710.4,130710.4,130710.4,130710.4,130710.4,130710.4,130710.4,130710.4,130710.4
长期待摊费用,687.6,876.52,1104.77,839.37,757.62,687.12,639.46,724.78,635.65,579.6,816.04,981.41,915.49,843.83,787.34,790.63,710.5,711.87,639.6,758.26,661.2,595.84,665.18,642.55,836.62,926.79,1523.09,2152.51,2434.44,3010.27,3116.23,3257.45,3466.53,3700.49,3780.35,3986.19,4058.61,3966.77,3906.22,3992.1,3730.11,3513.42,3381.0,3604.26,3231.88,3051.71,3027.73,3310.74,3090.88,2647.94,3507.97,3525.54,3397.67,3986.94,5358.42,8625.83,9296.52,9448.08,11194.89
递延所得税资产,6228.92,7102.95,7799.66,17478.28,18836.77,17542.91,27228.82,9492.99,14717.06,23855.05,28528.49,24084.27,31599.01,39275.6,40054.46,33219.13,42567.95,46232.87,43034.17,39246.41,40139.86,45196.53,50326.72,48534.92,54805.52,71406.39,78462.54,70016.22,73940.28,81868.39,77169.53,71878.61,75155.74,86813.87,85866.73,76915.87,81781.28,93923.57,113170.04,104220.96,107305.85,120120.84,119196.8,113589.41,120715.54,132043.89,128084.55,120702.04,128824.03,146148.5,139898.23,145503.55,149062.09,167128.29,162657.87,171830.76,189265.19,200915.84,195367.31
其他非流动资产,1744.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14899.36,41916.77,47760.53,45238.78,20555.5,34842.97,44577.17,26640.27,19591.02,25986.42,29608.89,33282.88,22366.02,19837.45,19692.82,44278.15,7662.68,11956.77,14268.28,11567.39,6521.44,8580.48,64856.6,6893.07,5631.0,7084.95,6889.21,6232.21,4879.81,8075.96,7948.96,6055.0,6243.81,8660.75,8714.15,5078.43,7285.29,11440.03,11900.04,11154.02,5767.29,10293.04,10096.66,13439.05
非流动资产合计,611796.94,623049.5,648019.65,681483.66,690061.64,709379.68,725798.12,687099.9,709811.89,722984.76,740255.96,725369.22,735475.6,741226.02,746628.55,788247.83,839474.41,1118973.64,1171614.49,1205080.08,1228376.79,1297434.05,1324599.86,1351897.18,1379618.35,1459435.81,1496633.15,1509047.6,1547900.73,1586256.11,1629767.38,1665186.51,1673811.48,1691596.69,1680202.76,1661325.11,1648065.89,1700863.84,1770987.35,1746759.41,1730118.82,1732369.71,1714141.57,1690172.84,1680120.15,1679700.67,1656644.61,1631495.98,1637043.66,1654195.24,1635726.06,1631056.55,1626495.22,1670137.53,1676118.45,1688606.62,1707765.22,1739140.09,1733095.16
资产总计,1045564.0,1096506.46,1123842.92,1154523.46,1216954.56,1366502.93,1367807.67,1253223.08,1299710.56,1446953.83,1467099.05,1486745.26,1614859.55,1729157.76,1814223.43,1777711.59,1905242.24,2162565.57,2195658.17,2163415.36,2226193.23,2443686.65,2500398.1,2366110.56,2519296.07,2757889.86,2863225.88,2736486.65,2876699.32,2925944.1,2868703.68,2700391.31,2867000.89,3055302.77,2964635.82,2850059.01,2928456.4,3079829.97,3157270.76,3007715.85,3086847.74,3266115.05,3255315.39,3097471.18,3269860.31,3431198.33,3457577.84,3407526.5,3521761.29,3745641.3,3657846.91,3731238.35,3692768.97,4050479.38,4092152.24,4151418.58,4297838.92,4523691.09,4532857.85
短期借款,54915.41,62147.01,79487.55,97109.56,102089.46,83021.45,69422.64,41490.74,49487.29,53055.07,19902.66,15347.23,15336.86,17700.68,16312.97,19621.66,22542.69,17337.25,16629.65,16269.66,17135.37,16581.83,16614.94,14761.77,14227.13,11995.91,8640.13,10108.01,1775.75,31797.73,33186.2,43295.26,37735.21,34862.21,43858.35,81038.73,47598.07,35488.86,32759.77,30234.1,30007.64,33013.02,28719.86,28253.42,27083.94,28496.78,29744.0,29615.56,28993.64,46572.25,47294.27,27090.66,67626.18,27564.57,26445.12,70327.31,65538.37,45025.57,125044.51
交易性金融负债,374.9,626.5,626.5,2280.1,2461.2,2030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付票据及应付账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237320.61,301570.93,338590.96,334300.61,257242.45,330284.04,346955.1,301040.74,238800.35,232525.77,377639.32,307501.15,237209.26,296855.2,357960.73,316842.74
应付票据,38934.63,38413.83,20177.07,20726.76,25783.42,19579.64,10572.23,14698.33,14618.06,38036.2,38178.67,8982.81,9386.0,8665.55,7954.81,7071.12,10235.06,11271.32,8302.81,8389.37,5432.63,6310.04,12851.93,8188.32,8478.83,10788.08,11210.2,13838.29,10204.53,11885.31,9845.43,9174.81,5648.85,10441.68,14552.29,10014.16,10256.72,13991.69,32686.83,30751.69,21457.45,26564.17,30210.76,28947.23,26809.83,0.0,0.0,32607.59,0.0,33749.53,32842.12,22082.53,18145.16,26806.3,31914.66,14949.16,18134.43,19224.71,21600.52
