报表日期,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30
货币资金,9323.25,2077.91,32981.99,33679.63,35500.05,32663.83,32151.83,38940.94,36629.07,32169.79,29744.04,23627.82,30612.26,22306.12,61764.64,60482.91,65907.54,50585.93,47970.4,48899.15,52910.2,38732.77,208355.36,168707.18,175469.01,159509.58,122409.96,112142.78,106700.88,68502.99,73682.53,248287.6,264474.37,242181.13,233821.24,231731.04,254036.25,214502.62,225486.35,192683.15,264410.9,185773.96,131382.79,116152.57,240105.2,123787.59,128036.23
交易性金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63531.14,66288.62
衍生金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收票据及应收账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195774.01,0.0,0.0,0.0,0.0,0.0,264587.37,289073.52,346553.88,402064.79,359179.47,435543.07,474192.9
应收票据,130.0,0.0,0.0,25.0,633.15,566.21,40.0,0.0,12.7,32.7,39.21,15.0,0.0,38.25,36.0,13.0,276.0,177.8,121.15,160.31,490.36,188.4,893.4,673.31,5505.55,839.26,833.92,1310.14,1346.84,1536.1,1736.81,1814.52,1779.78,1914.41,2170.17,1141.81,2955.68,2377.46,1168.8,3480.14,9342.37,13218.25,14615.17,11571.39,20248.77,21046.74,17723.2
应收账款,9168.05,10760.09,10219.23,8973.66,9973.82,10641.45,10601.22,12636.74,12957.77,10044.01,12290.26,13751.93,17831.99,17968.28,20481.02,21993.13,27890.05,34434.07,38879.8,44426.4,40662.02,47833.17,56000.68,71283.98,67496.19,74251.84,88279.68,113348.01,119222.52,126168.92,148702.91,161577.15,142956.28,165672.94,193603.84,193270.84,179781.56,212031.55,248868.44,287027.64,255245.0,275855.27,331938.71,390493.4,338930.7,414496.33,456469.69
预付款项,109.0,1170.06,481.75,1388.55,2974.38,3090.09,2233.99,2319.51,1978.28,2331.34,1532.9,2113.14,1108.21,907.04,1060.31,1312.58,807.56,2853.03,1901.02,1570.35,577.8,915.33,1074.87,1428.88,515.84,657.86,723.82,1213.5,1083.02,4826.09,2506.33,3114.78,1689.32,2248.07,3009.7,4906.28,5430.6,6872.14,4964.49,3967.45,4118.0,5025.79,6765.25,5647.16,2491.42,10561.69,11381.05
应收利息,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收股利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.48,46.48,46.48,46.48,46.48,46.48,46.48,0.0,0.0,0.0,0.0
其他应收款,880.31,1786.63,1336.33,1439.32,702.09,1617.72,1175.07,1578.53,1297.03,1724.33,1519.75,2130.83,1508.68,2210.02,2931.52,2895.14,3114.61,4580.02,5033.95,5706.03,6377.39,7111.11,4655.56,7211.52,5821.08,7287.02,8254.86,9221.5,8316.21,13952.92,15055.53,15382.61,13159.27,15291.13,21452.44,26338.85,28448.51,35938.47,33651.27,42918.86,31885.03,32965.55,40243.96,47822.25,34173.41,0.0,33932.16
买入返售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
存货,647.95,756.58,908.15,1197.65,977.86,1234.64,793.75,1717.67,3621.29,3028.58,3238.52,3250.75,3651.28,3795.81,4195.54,5568.82,5132.94,7043.26,5945.29,8531.69,8806.6,8732.09,8777.16,11079.45,12168.75,12220.45,12201.81,11592.03,18064.7,21618.69,28835.96,24994.55,31267.5,35631.2,33100.72,37628.02,60403.64,65663.06,83221.75,86124.85,89040.72,90705.06,97767.61,97309.64,103957.75,102795.41,104728.31
