报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30
一、营业总收入,14666.61,30871.61,46655.92,59306.92,17117.25,33804.15,50228.75,64974.35,15163.42,34027.14,53676.74,69474.98,19232.1,41378.12,64766.69,86731.46,26312.76,48730.1,74843.68,102156.57,26401.16,57309.53,89830.22,117115.37,33800.38,71494.68,107484.7,139586.85,37778.65,76495.98,108772.98,145386.98,37930.64,81385.15,133184.29,188567.47,46877.77,96043.31,162567.81,230895.43,86032.03,175283.13,274469.63,371395.4,122218.94,240387.01,358587.74,476615.69,148428.93,289433.18,434159.79,572227.34,171445.15,324625.72,506990.4
营业收入,14666.61,30871.61,46655.92,59306.92,17117.25,33723.4,50228.75,64974.35,15163.42,34027.14,53676.74,69474.98,19232.1,41378.12,64766.69,86731.46,26312.76,48730.1,74843.68,102156.57,26401.16,57309.53,89830.22,117115.37,33800.38,71494.68,107484.7,139586.85,37778.65,76495.98,108772.98,145386.98,37930.64,81385.15,133184.29,188567.47,46877.77,96043.31,162567.81,230895.43,86032.03,175283.13,274469.63,371395.4,122218.94,240387.01,358587.74,476615.69,148428.93,289433.18,434159.79,572227.34,171445.15,324625.72,506990.4
二、营业总成本,10801.23,23727.25,36651.54,46587.82,13294.6,28005.08,40649.32,53144.6,12058.18,26425.31,42109.77,54794.18,15387.92,30472.51,47864.47,64205.11,18562.19,34899.05,52281.15,72475.63,15695.74,37525.1,59131.06,78633.01,20960.21,45709.92,67382.32,92070.62,24966.01,52218.39,75380.3,100818.41,23237.62,53218.43,90544.28,135559.01,29374.93,60541.64,107203.76,170714.94,61097.1,127630.38,202301.03,283168.99,84427.33,170660.06,254645.5,355856.55,100832.78,201277.52,304693.82,410751.01,116026.31,224883.19,353110.28
营业成本,8983.53,19525.15,30080.18,37503.02,10862.15,22066.96,32316.19,40822.16,9818.12,21016.02,33727.08,43040.13,12552.18,24989.7,39533.66,53307.58,14338.13,26132.16,39950.03,55638.95,10816.87,26257.91,42361.14,55132.79,14804.64,33454.56,49042.34,63415.06,17505.1,39126.77,55563.76,72815.83,15872.66,38466.05,67219.73,99930.63,19449.18,39194.1,73675.47,117882.11,47510.52,97988.9,155884.12,210719.28,65404.4,133189.53,201463.92,274435.8,80082.57,159596.28,239828.03,319094.33,89178.18,174291.87,266928.7
营业税金及附加,123.65,174.39,293.64,412.74,106.72,202.24,236.58,374.02,97.48,262.2,375.78,546.52,177.0,321.02,531.34,819.86,186.48,421.4,697.51,1091.2,284.04,682.39,1041.84,1438.18,189.71,500.24,839.67,1334.03,289.12,676.98,1046.74,1817.41,497.97,949.69,1450.91,2047.53,597.94,1192.45,1855.04,3056.46,997.37,1941.74,2999.26,3963.26,1440.67,2452.54,3264.85,4321.81,1399.01,2549.09,3586.26,4586.24,1449.58,2588.13,4525.78
销售费用,906.71,2118.68,3309.47,4510.03,1064.35,2921.22,3966.32,6710.65,849.91,2470.0,3695.81,5102.61,1020.58,3273.39,4989.78,5950.36,2381.76,4039.89,5450.66,7026.07,3397.85,5785.84,8622.58,11300.17,2577.03,5180.3,6989.04,11781.07,3253.76,6625.81,9448.78,12883.2,3605.98,6610.1,10851.69,16643.59,5514.73,10852.02,17225.51,27483.45,7384.79,16754.07,25739.37,40353.05,10835.94,22083.74,29866.87,39206.94,10925.52,23907.01,35783.23,52306.27,15952.5,32361.31,51640.25
管理费用,854.52,1791.11,2722.75,3901.0,1082.02,2288.18,3406.14,4413.48,985.21,2382.46,3836.05,5479.24,1377.35,3163.87,4735.33,6446.16,1506.15,4073.21,5782.9,7769.91,1681.5,4900.31,6877.62,9309.01,2671.38,5211.57,8581.48,13015.03,3077.23,5598.63,9452.33,13962.44,3351.39,7531.4,11777.92,17733.5,3837.1,8721.99,14115.72,21758.61,5105.1,10647.09,17245.23,27190.55,6483.41,13275.44,16389.49,24089.0,6241.93,11068.36,18259.36,27316.38,7660.21,12953.56,24514.85
财务费用,-52.49,3.54,130.11,178.33,179.36,285.41,459.83,614.93,196.86,232.83,438.5,610.09,201.15,359.22,607.21,632.53,143.17,263.29,478.34,450.67,103.84,429.83,1075.31,1444.03,494.56,1016.39,1409.23,1166.81,241.8,-277.28,-628.95,-1135.66,-360.24,-768.93,-1456.91,-1956.86,-349.02,-732.33,-961.76,-1083.03,51.52,-174.54,-323.74,-417.69,248.03,-440.18,-826.17,-1010.05,-94.61,-1054.6,-1384.19,-4495.41,-1304.38,-2747.91,-3763.24
资产减值损失,-14.69,114.38,115.38,82.7,0.0,241.09,264.27,209.35,110.61,61.8,36.56,15.59,59.66,-1634.69,-2532.85,-2951.37,6.5,-30.9,-78.29,498.83,-588.36,-531.17,-847.43,8.82,222.89,346.86,520.56,1358.62,599.01,467.48,497.64,475.18,269.86,430.13,700.93,1160.62,324.99,1313.41,1293.77,1617.35,47.8,473.12,756.8,1360.54,14.87,98.99,-85.12,4731.62,-126.27,0.0,0.0,0.0,0.0,0.0,0.0
公允价值变动收益,98.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,4.5,-4.5,-4.5,-4.5,4.93,-1.55,-9.43,-9.43,-9.35,-0.08,-0.08,-0.08,-0.08,0.0,0.0,0.0,4.26,-4.26,-4.26,-4.26,-4.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.89,2.04,-4.99,-0.89,-5.59,0.38,2.63,-1.3,0.13,-0.87,6.45,5.67,-0.84,-0.59,2.75,1.7
