报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30
公允价值变动收益,0.0,0.0,0.0,579.47,0.0,0.0,0.0,-264.46,0.0,0.0,0.0,7053.44,0.0,0.0,0.0,8012.11,0.0,0.0,0.0,6025.7,0.0,0.0,0.0,762.95,0.0,-4525.06,-5288.46,-4913.99,0.0,0.12,0.12,872.71,429.95,857.91,1811.49,25942.2,552.84,1037.19,1363.47,28091.09,336.61,737.89,1279.72,2768.3,440.17,903.33,1384.87,9122.78,14.02,895.69,1592.42,11843.62,-13.28,-5.81
投资收益,0.0,0.0,0.0,878.0,0.0,0.0,0.0,12702.71,0.0,7533.95,7469.36,7872.05,-50.07,-90.37,-106.51,3895.77,0.0,1356.75,1354.25,1983.85,341.37,375.79,373.59,34850.06,38.13,3267.5,3257.09,7870.27,-31.71,11543.46,11529.42,13185.03,0.0,314.88,314.88,315.18,1475.0,1579.96,4218.64,4231.27,161.67,416.09,420.0,-1490.53,1049.92,2579.68,2634.39,-1293.83,371.47,353.91,356.69,351.63,1958.04,-0.55
其中:对联营企业和合营企业的投资收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.2,0.0,0.0,0.0,2.35,0.0,0.0,2816.65,2814.72,0.0,0.0,-31.71,-31.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
汇兑收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3122.06,-2941.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三、营业利润,-45.48,-238.19,-482.53,2986.28,994.16,2093.47,3127.25,16177.15,532.91,8268.56,8000.16,14776.6,407.65,785.63,1752.26,26551.79,1096.31,11194.04,11371.61,17073.94,-578.81,8016.85,12516.78,50529.41,537.35,3290.99,-2838.18,3716.96,-2623.05,4272.17,5821.87,11754.87,-1525.36,-1347.69,-4899.9,10516.21,-3473.22,-821.68,-2507.2,6116.49,5434.05,-2766.23,1437.21,-2562.3,14073.3,35284.35,48998.15,44016.29,2564.87,8943.79,12523.75,21108.57,-5080.4,-18284.27
加:营业外收入,224.16,224.16,321.01,6604.17,0.09,2.49,4.07,4.37,2.77,3.74,3.88,4336.09,2.26,1.77,40.04,57.4,1.46,22.26,22.39,51.18,0.0,2.01,2.28,3.36,0.01,0.03,0.05,12007.74,20.45,33.1,33.1,1796.18,1700.94,1972.24,3162.1,3563.12,2251.85,2402.74,2741.85,4405.11,270.24,564.94,796.38,1897.05,7.44,613.22,643.5,611.19,9.79,1.17,15.68,882.78,209.65,222.17
减：营业外支出,2.36,5.37,5.81,3.33,1.23,12.25,19.01,16.93,5.87,6.94,6.94,7.94,1.79,1.25,8.4,10.31,4.59,5.35,8.49,11.28,0.5,1.54,6.65,8.96,2.52,2.53,425.37,504.98,2.0,16.62,64.68,159.7,57.6,159.59,140.7,170.33,85.75,227.5,247.65,228.96,52.09,91.07,20.57,91.51,38.71,636.08,671.97,1996.27,4.93,109.08,137.33,174.35,76.16,98.8
其中：非流动资产处置损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.65,0.0,0.0,0.0,0.07,0.0,0.0,51.22,130.54,39.08,39.02,39.02,14.22,0.0,5.82,0.0,6.87,0.0,2.12,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
四、利润总额,176.32,-19.4,-167.33,9587.12,993.01,2083.71,3112.31,16164.59,529.82,8265.36,7997.1,19104.75,408.12,786.16,1783.89,26598.88,1093.18,11210.95,11385.51,17113.85,-579.32,8017.32,12512.41,50523.81,534.84,3288.49,-3263.5,15219.72,-2604.6,4288.65,5790.29,13391.34,117.98,464.95,-1878.5,13909.0,-1307.12,1353.56,-13.01,10292.64,5652.21,-2292.37,2213.02,-756.75,14042.03,35261.49,48969.69,42631.21,2569.73,8835.88,12402.11,21816.99,-4946.91,-18160.9
减：所得税费用,15.69,0.0,0.0,428.39,177.85,334.13,530.86,3189.48,1.63,1396.2,1340.72,3405.08,35.45,59.95,59.95,5457.64,297.73,2820.45,2872.95,4061.69,58.12,2534.32,2066.65,10721.97,131.03,876.17,-1537.34,8829.66,27.07,3372.75,6371.04,4048.82,-93.11,-1179.31,-2731.55,7464.75,-1383.23,-292.74,-803.67,6818.58,1932.29,-1450.5,-1122.82,8905.27,3776.57,16112.21,22866.96,21981.47,1500.87,4782.3,7066.6,13921.29,-1117.22,-1666.18
五、净利润,160.63,-19.4,-167.33,9158.74,815.16,1749.58,2581.46,12975.11,528.18,6869.16,6656.38,15699.67,372.67,726.21,1723.95,21141.23,795.45,8390.5,8512.56,13052.16,-637.44,5483.0,10445.76,39801.84,403.81,2412.32,-1726.16,6390.06,-2631.67,915.9,-580.76,9342.53,211.09,1644.26,853.05,6444.25,76.11,1646.31,790.67,3474.06,3719.92,-841.87,3335.84,-9662.02,10265.47,19149.29,26102.73,20649.74,1068.85,4053.59,5335.51,7895.71,-3829.68,-16494.72
归属于母公司所有者的净利润,234.32,122.14,31.68,9158.74,815.16,1749.58,2581.46,12975.11,528.18,6869.16,6656.38,15873.45,388.78,755.05,1751.59,18356.33,817.55,6264.58,6345.86,11741.94,-623.7,3970.28,9034.19,37721.76,506.29,2338.16,-1585.11,4545.84,-2587.06,910.78,-1025.45,8489.59,261.58,1403.41,494.21,6480.54,120.32,1672.7,877.64,4310.75,1263.79,-4828.12,-4048.66,-22647.63,4025.17,5706.29,11834.14,6962.51,678.77,3060.83,4143.22,5599.92,-3759.66,-16174.46
少数股东损益,-73.69,-141.54,-199.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-173.78,-16.11,-28.84,-27.64,2784.9,-22.1,2125.92,2166.7,1310.22,-13.73,1512.72,1411.57,2080.08,-102.49,74.16,-141.05,1844.21,-44.61,5.12,444.69,852.93,-50.49,240.84,358.83,-36.28,-44.21,-26.39,-86.97,-836.7,2456.13,3986.26,7384.5,12985.61,6240.3,13443.0,14268.59,13687.23,390.08,992.75,1192.29,2295.78,-70.02,-320.26
基本每股收益(元/股),0.0112,0.0059,0.0015,0.2774,0.0087,0.0186,0.0275,0.1382,0.0056,0.0732,0.0709,0.1691,0.0041,0.008,0.0144,0.1504,0.0067,0.0513,0.052,0.0962,-0.0051,0.0325,0.074,0.3092,0.0042,0.0192,-0.013,0.0373,-0.0212,0.0075,-0.0084,0.0696,0.0015,0.0081,0.0026,0.0286,0.0005,0.0074,0.0039,0.019,0.0056,-0.0213,-0.0179,-0.1001,0.0178,0.0252,0.0523,0.0308,0.003,0.0135,0.0183,0.0247,-0.0166,-0.0715
稀释每股收益(元/股),0.0112,0.0059,0.0015,0.2774,0.0087,0.0186,0.0275,0.1382,0.0056,0.0732,0.0709,0.1691,0.0041,0.008,0.0144,0.1504,0.0067,0.0513,0.052,0.0962,-0.0051,0.0325,0.074,0.3092,0.0042,0.0192,-0.013,0.0373,-0.0212,0.0075,-0.0084,0.0696,0.0015,0.0081,0.0026,0.0286,0.0005,0.0074,0.0039,0.019,0.0056,-0.0213,-0.0179,-0.1001,0.0178,0.0252,0.0523,0.0308,0.003,0.0135,0.0183,0.0247,-0.0166,-0.0715
七、其他综合收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2435.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,579.74,-5.99,-1342.57,3805.41,-35800.32,-19485.8,-13003.94,-7812.78,-1003.83,32557.36,-14144.47,-34470.37,-22625.66,-23982.49,-440.33,1678.46,3313.41,9736.59,-6165.4,-2794.96,5448.81,3446.67,2983.42,2587.71
八、综合收益总额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18135.01,0.0,0.0,0.0,21141.23,0.0,0.0,0.0,13524.64,0.0,0.0,0.0,39801.84,403.81,2412.32,-1726.16,6390.06,-2631.67,915.9,-1.02,9336.53,-1131.48,5449.67,-34947.28,-13041.55,-12927.82,-6166.47,-213.16,36031.42,-10424.55,-35312.24,-19289.82,-33644.52,9825.14,20827.74,29416.14,30386.33,-5096.55,1258.62,10784.32,11342.37,-846.26,-13907.01
归属于母公司所有者的综合收益总额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18308.79,0.0,0.0,0.0,18356.33,0.0,0.0,0.0,11741.94,0.0,0.0,0.0,37721.76,506.29,2338.16,-1585.11,4545.84,-2587.06,910.78,-445.71,8495.37,-1070.14,5349.46,-35379.16,-13131.73,-12864.74,-6206.88,-216.28,36647.31,-12673.11,-38356.03,-24871.23,-45429.53,4395.04,8761.34,16270.06,16331.49,-5180.89,415.78,9278.59,8885.57,-944.9,-13746.77
归属于少数股东的综合收益总额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-173.78,0.0,0.0,0.0,2784.9,0.0,0.0,0.0,1782.69,0.0,0.0,0.0,2080.08,-102.49,74.16,-141.05,1844.21,-44.61,5.12,444.69,841.16,-61.34,100.21,431.88,90.18,-63.08,40.41,3.12,-615.89,2248.56,3043.79,5581.42,11785.01,5430.1,12066.41,13146.08,14054.85,84.34,842.85,1505.74,2456.8,98.63,-160.23
