报表日期,2007-12-31,2008-12-31,2009-06-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30
非流动负债合计,0.0,0.0,0.0,2339.41,2500.0,2500.0,2580.0,3567.66,3567.66,4135.09,153292.79,153816.9,154125.7,154415.68,154885.14,158509.67,158561.81,159476.8,159551.9,166844.95,167924.02,168045.42,157484.54,158677.96,156799.7,157276.44,158267.65,22282.61,22717.43,17540.98,18550.59,901667.26,978590.41,952153.99,994544.75,1055388.95,1010698.01,993089.54,1038496.44,822874.26,832174.39,968212.33,998820.76
负债合计,142346.68,89284.55,112587.96,133127.73,117771.69,152254.73,175226.99,178407.1,164122.32,226273.32,374116.17,436986.91,337750.87,382639.32,465619.38,486007.84,440775.73,517474.16,536000.19,536747.69,481467.18,560165.96,560992.41,575973.41,518239.59,595210.47,589930.65,500007.21,513370.93,573796.09,427702.14,2130142.42,2095220.44,2112070.33,2225208.92,2358496.97,2325201.08,2614930.38,2740942.36,2533453.56,2655493.11,2926101.87,2987541.13
实收资本(或股本),62000.0,90000.0,90000.0,90000.0,100500.0,100500.0,100500.0,100500.0,100500.0,100500.0,100500.0,100500.0,100500.0,100500.0,100500.0,100500.0,100500.0,100500.0,100500.0,100801.8,100801.8,100825.57,100825.57,101146.65,101146.65,131490.64,131490.64,131490.64,131490.64,131944.6,131944.6,188192.73,213446.95,213446.95,215113.56,215142.85,215142.85,215142.85,215140.85,215140.85,215123.99,215123.99,215123.99
资本公积,4536.26,468.26,468.26,468.26,235517.67,235517.67,235517.67,236245.67,236245.67,236245.67,237006.86,246478.88,236598.54,233904.06,204358.73,188652.57,189137.27,200651.76,201132.77,205752.2,206040.47,206705.02,206971.94,212073.74,212223.57,182029.41,182691.01,182273.54,182366.29,188839.31,188916.36,664028.44,1077473.26,1073908.83,1092475.54,1099060.88,1101102.48,1103144.08,1105256.82,1106663.13,1107523.57,1106114.58,1106114.58
减：库存股,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17149.42,17149.42,17149.42,8733.48,7976.82,7803.33,7803.33,0.0
其他综合收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-110.23,-308.22,-461.39,-518.56,-323.0,608.51,9.35,102.86,-69.88,1819.61,1894.31,-1884.65,-3026.74,-2363.15,-9206.66,-12814.4,-15549.98,-18422.63,-15537.14,-19839.49,-17975.85
专项储备,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
盈余公积,7152.11,3668.31,7458.93,9351.66,9351.66,9351.66,9351.66,15856.1,15856.1,15856.1,15856.1,28143.43,24910.82,24910.82,24910.82,40469.46,40469.46,40469.46,40469.46,53633.51,53633.51,53633.51,53633.51,53805.93,53805.93,53805.93,53805.93,68977.93,68977.93,68977.93,68977.93,89403.1,89403.1,89403.1,89403.1,105169.01,105169.01,116986.18,116986.18,116495.4,116495.4,116495.4,116495.4
一般风险准备,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
未分配利润,14778.56,8876.51,40167.35,28427.53,43824.94,45282.37,64397.34,65738.34,82683.34,66038.08,87615.38,110547.3,118482.36,77262.49,100452.52,124552.46,148808.85,130473.95,174340.99,165062.35,194776.92,185555.41,185984.13,237273.88,267488.26,285269.66,334227.39,287193.99,319606.81,341121.35,349615.01,394600.26,430527.22,456211.6,527335.03,598785.73,660072.1,614622.4,672342.35,752987.14,807162.56,804912.1,912922.94
归属于母公司股东权益合计,88466.92,103013.07,138094.53,128247.44,389194.27,390651.69,409766.66,418329.46,435274.3,418632.71,440915.6,485603.08,480399.19,436459.56,430041.25,454005.18,478748.94,471784.11,516024.15,525114.28,555186.67,546455.57,547304.91,603991.97,634203.01,652077.08,701891.97,670544.61,702451.02,730986.05,739384.03,1338044.15,1812744.85,1831085.84,1921300.5,1998645.92,2055130.37,2019931.69,2085442.73,2164887.07,2222965.05,2215003.25,2332681.05
少数股东权益,6975.04,7500.9,8057.95,9351.73,8177.3,8570.72,10432.22,12221.86,9760.75,10447.37,12997.54,28573.12,12483.62,14039.69,47548.42,50001.18,46034.14,34102.81,36948.94,38793.73,35615.76,33633.48,37895.82,40251.91,35313.21,34033.97,36920.77,40560.61,36074.65,52886.98,55245.69,67407.17,65327.59,60918.97,63563.6,58395.52,51126.14,54121.3,56026.03,59915.79,55615.6,63547.79,67149.95
所有者权益(或股东权益)合计,95441.97,110513.98,146152.49,137599.18,397371.57,399222.41,420198.89,430551.32,445035.04,429080.08,453913.15,514176.2,492882.81,450499.25,477589.67,504006.36,524783.08,505886.92,552973.08,563908.01,590802.43,580089.05,585200.73,644243.88,669516.22,686111.05,738812.74,711105.22,738525.67,783873.03,794629.71,1405451.32,1878072.44,1892004.81,1984864.09,2057041.44,2106256.51,2074052.99,2141468.77,2224802.86,2278580.65,2278551.05,2399831.0
负债和所有者权益(或股东权益)总计,237788.65,199798.53,258740.45,270726.91,515143.26,551477.14,595425.88,608958.42,609157.36,655353.4,828029.31,951163.12,830633.69,833138.57,943209.05,990014.19,965558.81,1023361.08,1088973.27,1100655.7,1072269.61,1140255.01,1146193.13,1220217.29,1187755.82,1281321.52,1328743.39,1211112.42,1251896.6,1357669.12,1222331.86,3535593.74,3973292.88,4004075.14,4210073.01,4415538.41,4431457.58,4688983.37,4882411.13,4758256.42,4934073.75,5204652.92,5387372.14
