报表日期,2007-06-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30
货币资金,7719100.0,8858900.0,11646500.0,7437700.0,8570100.0,4587900.0,9215800.0,9839100.0,16115300.0,8828400.0,13885600.0,13331100.0,11058700.0,5221000.0,11914300.0,11974300.0,13545300.0,6429900.0,10239800.0,9280400.0,12497700.0,4995300.0,12072700.0,15804200.0,16527900.0,5725000.0,5284100.0,9221300.0,7427400.0,7602100.0,8189600.0,6744400.0,9677300.0,7369200.0,10045000.0,10215400.0,12082200.0,9861700.0,10103700.0,12105200.0,16946900.0,13612100.0,12941900.0,12854900.0,16688700.0,9513300.0,12408100.0,11284500.0,14769200.0
交易性金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
衍生金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收票据及应收账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6593100.0,0.0,0.0,0.0,0.0,0.0,7161500.0,0.0,0.0,0.0,0.0,0.0,7235800.0,9329900.0,8721400.0,8781300.0,7481500.0,9158100.0,7373800.0,7768900.0
应收票据,460600.0,473500.0,661100.0,583200.0,563300.0,431400.0,456300.0,416500.0,463900.0,426800.0,514400.0,574200.0,575300.0,595500.0,1157900.0,1494900.0,1411700.0,1268800.0,1502500.0,1154800.0,1032100.0,998100.0,1127900.0,1429900.0,1564900.0,1436000.0,1462800.0,1554000.0,1636100.0,1282700.0,1075000.0,740100.0,891800.0,823300.0,848800.0,894000.0,867100.0,1128500.0,1256000.0,1337500.0,1472400.0,1921500.0,2001300.0,0.0,0.0,1630800.0,0.0,0.0,0.0
应收账款,1639900.0,1841900.0,3040700.0,2772600.0,2748900.0,1675600.0,1551000.0,2113600.0,2342400.0,2878500.0,3690900.0,4146100.0,3612500.0,4500500.0,5772600.0,5803300.0,5925100.0,5382200.0,7333000.0,6230400.0,7268400.0,6445000.0,7534400.0,8971800.0,7917200.0,6402700.0,7802900.0,8337100.0,7829500.0,5310400.0,6039300.0,5921100.0,6854800.0,5226200.0,5780700.0,6267500.0,6193300.0,4731500.0,6246500.0,6252900.0,6378600.0,5314300.0,7328600.0,0.0,0.0,5850700.0,0.0,7373800.0,7768900.0
预付款项,2599500.0,2038600.0,4179300.0,5104200.0,6518600.0,3739400.0,4275800.0,4549500.0,6170300.0,3640200.0,4810500.0,6476500.0,5692900.0,3793500.0,5817400.0,5760100.0,6450700.0,3929600.0,5622300.0,6037600.0,6536200.0,3281300.0,5082300.0,5719300.0,6396100.0,1144500.0,2558400.0,3182300.0,3213000.0,2295900.0,2966600.0,2900700.0,2920100.0,1931300.0,2506100.0,2562100.0,2869300.0,1647900.0,2660700.0,2693400.0,2577600.0,1019100.0,1978700.0,2223900.0,2753500.0,1710300.0,3333800.0,2985900.0,2746300.0
应收利息,6500.0,10900.0,28200.0,24200.0,12800.0,2100.0,12200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17500.0,0.0,28700.0,0.0
应收股利,69000.0,1800.0,1900.0,2500.0,95700.0,6000.0,7800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77400.0,0.0,37500.0,0.0
其他应收款,1282800.0,1544400.0,1523600.0,1696400.0,1419700.0,607600.0,634000.0,716000.0,644400.0,481500.0,617400.0,722800.0,840800.0,583700.0,834500.0,877000.0,953800.0,857600.0,1024100.0,1300000.0,1533000.0,1416500.0,2106800.0,1983900.0,2144100.0,1780200.0,2986700.0,1840800.0,1876100.0,1709400.0,1992300.0,2330400.0,2051900.0,1471300.0,1701400.0,1790300.0,1769000.0,1084600.0,1389600.0,1443400.0,1577600.0,1390400.0,1584100.0,1835900.0,1757200.0,1617400.0,0.0,2472900.0,0.0
