报表日期,2007-03-31,2007-06-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30
货币资金,255405.47,306511.62,272838.75,273647.59,164562.46,196742.11,165868.01,314491.48,321371.47,395342.99,344042.51,326796.14,339171.92,387240.23,371749.83,354953.88,329881.76,286700.45,336077.15,291661.33,319344.09,201371.47,242226.26,241933.79,233523.47,249118.91,195446.47,180998.11,356833.09,278400.43,382438.03,607998.86,1464158.17,662084.15,592290.31,830655.27,678515.11,772842.0,656167.83,1116456.1,423480.65,398308.8,488762.02,449273.68,368659.85,340582.32,438282.57,579945.61,597997.88,556397.08
其中：客户资金存款,155700.02,201511.53,173280.49,194431.45,119552.52,145943.24,106068.16,221924.54,219588.5,286437.92,265192.56,225647.83,225545.48,228206.0,205517.13,252407.08,200870.88,168431.89,151866.64,174309.86,171423.23,136633.37,147893.38,147301.22,132432.25,125626.3,133590.94,125124.79,146309.0,229889.81,270709.32,509888.69,804460.87,493202.44,469306.51,457275.8,446450.85,332763.06,343698.55,322296.6,306714.95,282945.97,406568.5,386652.0,285934.62,251307.3,248357.07,486221.82,449387.35,356812.69
结算备付金,70900.64,86243.04,132468.06,51621.06,61833.18,38981.52,90913.67,75085.18,70790.36,88700.64,119518.78,109720.79,67079.54,61486.48,103465.33,37667.02,28550.67,23827.87,25573.5,33080.98,32382.03,41336.0,28246.45,52161.11,41656.62,36835.71,28759.31,40277.56,55249.39,45710.46,147484.83,94755.59,177514.2,139148.59,158328.02,184470.47,176266.61,165290.82,170293.08,127115.47,130977.82,126644.1,166501.25,165969.64,149381.9,93049.44,112598.63,180250.23,121128.13,176008.66
其中：客户备付金,24910.19,49420.85,94465.92,39446.84,46439.36,28464.94,62360.23,47746.25,47757.57,67318.08,93309.79,93105.04,53375.64,46092.62,94082.85,23259.24,26815.46,19462.62,18981.59,24314.46,22543.19,19703.54,19462.02,29581.19,30752.97,32005.93,22182.61,30040.21,43887.0,36982.72,120043.27,60709.79,104039.3,112343.46,71629.9,142467.68,90270.74,117154.53,91407.83,84681.31,84476.95,93742.35,94820.72,127581.3,115144.61,77543.76,65679.63,136832.72,78152.21,149258.51
融出资金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5032.68,24770.4,100364.76,225230.18,353478.81,703171.99,257207.25,299922.18,223056.41,200016.92,202674.9,222361.05,215383.22,208001.3,224982.58,245952.06,279169.41,271863.0,261153.22,228342.02,235206.49,252394.85,241169.75
交易性金融资产,5336.79,33167.86,72454.77,89079.65,98287.3,75075.95,38159.15,17608.07,24769.37,31910.76,114586.73,60085.7,53603.58,17238.72,56796.1,164768.79,70590.73,173798.95,108194.63,134672.64,101098.71,166472.98,152066.21,128901.06,91600.33,145755.03,131644.09,207479.71,274346.8,235418.65,247607.48,362719.41,539543.07,957531.15,589151.9,732920.99,746764.72,921614.72,756393.12,693674.49,948044.86,1160963.96,1519376.45,1750505.14,1379748.18,1687416.93,1983370.43,2255344.34,1632567.31,1595016.11
衍生金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.76,3480.68,49811.96,108898.3,86559.24,78115.38,27895.31,24344.44,23245.99,23536.17,23997.44,24857.73,27078.23,1990.78,1800.62,1803.59,2421.62,1883.81,1788.73
买入返售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,37960.79,40733.5,0.0,0.0,0.0,0.0,0.0,0.0,38361.73,27040.45,30000.0,39980.0,6000.0,58710.0,31000.0,15000.0,0.0,5000.0,43450.33,17955.64,73901.95,58697.64,232300.3,352628.71,352624.07,360133.13,680961.33,878656.39,1304153.09,1485029.93,1346492.66,1419274.29,1590534.89,1509340.23,1728483.49,1751539.7,1663461.46,1470637.13,1241179.49,931594.63,871129.57,684586.1,588326.96,476827.97
应收账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,247.0,333.76,1375.19,1800.67,191.94,1771.77,4104.63,3421.88,1373.61,3800.46,6864.19,8058.39,7701.1,7320.81,7105.78,6291.17,11480.02,11945.43,13931.17,11869.74,11188.22,21005.39,14474.12
应收利息,0.0,0.0,85.58,120.8,83.65,53.31,100.42,166.25,16.71,307.76,1341.08,263.76,30.48,0.0,556.97,1150.28,592.35,3663.37,3983.43,4821.76,1450.51,1294.16,504.84,1240.16,2157.24,3114.06,2982.67,6582.68,8320.47,8239.2,7430.31,11993.77,14116.73,19479.53,17688.11,23945.39,24417.14,26290.34,15813.36,25829.79,24700.2,37572.03,42845.52,63700.84,66444.66,73846.04,63291.06,0.0,0.0,0.0
