报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31
一、营业总收入,285645.51,683351.9,1111331.02,1370921.97,358288.94,790431.15,1307388.66,1602344.2,381318.21,910498.99,1473454.78,1802610.79,414066.36,992782.2,1634791.72,1989782.78,524489.12,1204998.36,1917335.42,2315805.43,559976.53,1340549.78,2179534.63,2578154.4,631191.21,1497133.83,2419266.27,2829097.84,740794.86,1695806.81,2573650.12,2904932.12,717829.39,1606659.41,2431497.96,2763468.6,686162.63,1474611.68,2303638.51,2610634.37,703994.39,1506272.1,2338498.89,2627705.17,725170.81,1515369.05,2364082.92,2657525.52,795121.63,1655066.55,2489683.42,2798376.04,629294.61,1567899.13,2442207.95,2775971.09,892773.13
营业收入,285645.51,683351.9,1111331.02,1370921.97,358288.94,790431.15,1307388.66,1602344.2,381318.21,910498.99,1473454.78,1802610.79,414066.36,992782.2,1634791.72,1989782.78,524489.12,1204998.36,1917335.42,2315805.43,559976.53,1340549.78,2179534.63,2578154.4,631191.21,1497133.83,2419266.27,2829097.84,740794.86,1695806.81,2573650.12,2904932.12,717829.39,1606659.41,2431497.96,2763468.6,686162.63,1474611.68,2303638.51,2610634.37,703994.39,1506272.1,2338498.89,2627705.17,725170.81,1515369.05,2364082.92,2657525.52,795121.63,1655066.55,2489683.42,2798376.04,629294.61,1567899.13,2442207.95,2775971.09,892773.13
二、营业总成本,269780.64,632905.26,1019754.05,1280305.28,335597.4,736053.88,1210419.5,1503202.81,355057.5,832905.53,1318211.27,1644568.74,377756.08,892616.39,1446265.02,1797176.64,472687.68,1077045.34,1699436.47,2102074.75,503464.86,1209102.96,1961217.78,2365810.29,566666.25,1355840.4,2184487.96,2616926.22,674399.78,1531361.79,2311419.68,2678902.76,648628.63,1464695.17,2226819.84,2624193.57,610431.86,1337272.61,2092999.22,2461706.06,621829.33,1351702.69,2086790.83,2460105.87,642032.81,1354029.94,2099146.05,2480589.37,696802.89,1458561.03,2175944.5,2591524.18,566452.08,1347457.75,2075350.56,2497282.79,774482.91
营业成本,169532.92,402271.38,640280.71,800164.53,209671.8,466973.14,766100.78,950901.25,229436.43,525147.9,831556.52,1028513.21,233940.53,553557.93,911930.43,1123449.02,295305.83,684029.87,1091345.15,1341665.88,340320.28,797896.32,1283589.05,1543386.95,370522.12,875343.48,1424490.23,1700789.4,442508.69,1014504.83,1552178.27,1789929.13,434611.37,982240.49,1489692.27,1719210.17,404117.87,872885.06,1315539.25,1526527.95,415702.17,874374.9,1346468.33,1562213.09,434391.66,918718.01,1436210.45,1655577.5,479784.37,991182.15,1489126.17,1708044.33,377195.94,913164.89,1417071.36,1654060.96,489867.75
营业税金及附加,25563.98,66580.0,109364.14,132200.99,30687.74,70450.18,117700.9,142414.88,31699.18,79355.47,128869.41,154730.57,32975.96,82407.17,137578.38,166313.34,41663.76,105593.81,169670.47,202441.34,45290.74,116610.53,188928.98,220108.25,51327.23,120991.05,191558.17,222777.63,53786.37,127221.8,192292.91,218262.42,51805.46,118302.84,179727.93,203039.43,48591.9,107499.97,185499.47,223136.49,59280.31,131936.4,205166.96,232502.81,58605.1,130788.81,204316.84,232654.34,60130.19,132096.65,200203.82,231332.28,42329.51,120388.73,190796.08,221907.21,59091.52
销售费用,59795.4,133627.31,218809.13,265129.86,77137.11,161046.78,267215.26,297202.79,73795.8,185693.42,290164.79,348440.32,89814.77,213515.25,328380.98,391791.79,112086.27,237575.58,360890.66,441466.63,94906.58,246153.71,410882.33,493086.56,118672.45,309435.36,490832.35,561069.38,157364.38,347095.65,499519.16,568298.14,136331.97,315153.21,481074.55,590453.92,133600.51,307559.7,508330.86,602943.92,127861.21,307383.79,476360.48,576894.36,130672.75,269655.37,399322.69,486883.45,139128.4,298938.83,433503.63,510350.57,134143.86,286545.45,413620.46,498454.98,198670.53
管理费用,14435.15,24586.93,45479.05,66726.21,17889.1,35891.63,56107.05,90213.39,18078.76,38212.63,62460.5,99814.1,19481.19,40686.09,66140.45,107920.26,23472.65,49464.23,79387.66,118419.31,26933.09,56488.2,90475.42,126942.17,30216.41,60281.39,96257.9,157254.45,29205.87,60034.86,94776.17,136229.75,31962.24,63673.74,99434.94,141243.55,30460.81,61812.74,102566.07,134054.32,26210.61,54278.31,85903.19,124425.64,27900.04,57819.42,90620.19,138638.0,27821.14,59062.78,89351.36,188105.35,23926.46,50301.07,89030.81,167805.07,33899.61
财务费用,504.16,503.65,91.59,-588.35,-460.52,1512.48,3345.41,4561.32,2044.18,4247.58,6022.25,6285.35,1693.58,2893.03,3144.34,487.25,148.4,237.35,-2023.12,-3621.29,-4068.01,-8379.94,-13231.07,-17814.1,-4104.63,-9569.35,-17917.26,-25139.13,-8478.44,-17392.27,-26976.64,-33465.3,-6115.45,-14761.53,-23070.57,-29959.75,-6491.17,-12850.09,-19243.74,-25740.83,-7231.97,-16469.7,-27706.65,-37001.72,-9748.7,-24119.11,-38326.69,-49711.58,-10459.97,-23512.2,-37469.42,-48417.22,-11479.4,-23611.34,-36313.68,-47092.15,-7435.07
研发费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,711.65,1280.15,1975.55,373.09,792.81,1228.93,2108.87,335.71,668.95,1145.55,2146.71,388.58
资产减值损失,-50.97,5335.99,5729.41,16672.05,73.06,179.68,-49.89,17909.18,3.15,248.53,-862.19,6785.18,-149.95,-443.09,-909.56,7214.98,10.77,144.51,165.64,1702.89,82.19,334.13,573.07,100.46,32.67,-641.52,-733.42,174.49,12.91,-103.08,-370.2,-351.38,33.04,86.42,-39.27,206.24,151.93,365.25,307.31,784.2,7.0,198.97,598.52,1071.68,211.97,664.3,5851.12,14703.28,8.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
公允价值变动收益,0.0,-251.6,-251.6,-1905.2,-181.1,250.1,2280.1,2456.35,-69.0,-72.3,-176.25,-176.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34,23.6,0.0,11.53,1110.34,1741.75,2355.73,5417.09,1530.85,3102.35,4534.78,5675.45,1443.8,2778.35,4182.45,5509.26,5074.67
投资收益,-26.38,159.33,-188.95,-116.46,-418.01,-306.5,-2399.27,-2710.43,5.56,652.77,992.87,1006.73,261.29,580.45,813.38,965.4,361.58,197.55,540.79,426.14,198.13,588.63,1362.04,1496.2,320.61,23247.02,25057.28,22922.55,-930.84,3478.71,6507.32,2395.95,-1692.46,2559.33,4705.8,46241.28,-890.15,2932.48,14932.55,15096.97,1469.94,3374.6,4175.38,5798.82,672.22,2586.41,3967.0,2051.86,735.23,2059.14,2814.53,2450.88,719.05,2195.84,3016.95,2524.36,2144.98
其中:对联营企业和合营企业的投资收益,-26.38,40.37,53.33,28.34,-1.91,60.94,122.28,2.3,1.36,-80.84,181.14,195.0,261.29,580.45,812.59,969.05,361.58,197.55,565.99,449.93,198.13,588.63,1350.32,1484.48,320.61,2143.08,3954.22,946.6,-900.84,3508.71,6602.18,2384.07,-1742.47,2412.77,4204.34,-456.24,-890.15,2932.05,472.12,-521.48,895.16,2932.05,2922.35,2046.18,582.57,1670.81,2122.3,1661.55,658.66,1926.52,2611.09,2118.29,327.1,1649.74,2423.55,1809.83,1069.73
汇兑收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
