报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31
客户存款和同业存放款项净增加额,37660300.0,75812400.0,99294700.0,94649700.0,38679900.0,71303300.0,99988600.0,133788600.0,117954700.0,168854400.0,184972900.0,188664500.0,70604900.0,111628600.0,151718800.0,137438700.0,68657300.0,15270200.0,113515800.0,130854800.0,59590400.0,27153900.0,162205000.0,150861600.0,74330200.0,90966400.0,106014800.0,99411900.0,62255100.0,116539300.0,82641200.0,115668800.0,53707900.0,174867300.0,142534600.0,136100800.0,75932400.0,106641000.0,144784300.0,147784600.0,74963000.0,2340600.0,155628100.0,158363400.0,70439500.0,144158800.0,190957500.0,188010700.0,134801800.0,201355000.0,234408800.0,197748600.0,171673600.0,266225000.0,292241300.0,277925700.0,94532000.0
向央行借款净增加额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5100.0,3000.0,4900.0,4900.0,4900.0,0.0,33700.0,13700.0,102500.0,0.0,0.0,0.0,0.0,0.0,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17000.0,0.0,33500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3200.0,0.0,74900.0,7000.0,53400.0,1328400.0,3142700.0,5566500.0,5395900.0,98700.0
向其他金融机构拆入资金净增加额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
收取利息、手续费及佣金的现金,7515400.0,16079200.0,27034500.0,36556000.0,10643400.0,23083100.0,35362700.0,47185400.0,11120700.0,22604600.0,33680200.0,45815700.0,11838200.0,25174800.0,38531800.0,52767500.0,14584700.0,31624400.0,49231700.0,67920100.0,18526900.0,38811100.0,60649400.0,82412400.0,20682900.0,42394400.0,65954100.0,89107900.0,23349100.0,47749200.0,72789600.0,98347500.0,24610900.0,51128100.0,77302900.0,102656900.0,23543900.0,48154400.0,73560300.0,97543200.0,25080400.0,53171900.0,79577800.0,105003200.0,26602300.0,55672700.0,84391600.0,113585900.0,29087500.0,61495500.0,93607800.0,124619200.0,29864700.0,52348700.0,77438600.0,104947200.0,27366400.0
收到其他与经营活动有关的现金,863700.0,311600.0,1841900.0,608200.0,608000.0,2766400.0,2851500.0,3920900.0,2564700.0,2019000.0,3073500.0,1100400.0,1791200.0,1613300.0,2627100.0,1440300.0,786300.0,1096100.0,3946500.0,1548100.0,664900.0,1607200.0,3998600.0,2387000.0,1904400.0,5769700.0,2071100.0,3281300.0,1539000.0,3967000.0,4379500.0,2778300.0,476100.0,4439800.0,5836800.0,8805800.0,239800.0,6989200.0,6525700.0,12294200.0,4528000.0,5381900.0,8873900.0,14458400.0,6184700.0,12014600.0,24761900.0,18628800.0,14584700.0,10242200.0,12122200.0,13514600.0,4349800.0,5586100.0,6402100.0,9694300.0,8134300.0
经营活动现金流入小计,46039400.0,100564600.0,132697300.0,153418500.0,52252800.0,99696800.0,142225300.0,187694200.0,132238500.0,194644900.0,226417700.0,242454000.0,97397900.0,163200900.0,222264600.0,230702100.0,102470000.0,162519600.0,206232300.0,243121300.0,106284800.0,187932600.0,236911500.0,255511000.0,132287900.0,177882900.0,220133600.0,255062300.0,110933500.0,192987600.0,181681800.0,246070800.0,113356700.0,255568600.0,272387200.0,318809800.0,139738700.0,183574300.0,278834300.0,292000600.0,143429700.0,208536900.0,312964600.0,347769300.0,136544500.0,223079000.0,340950400.0,372391000.0,220017200.0,285506700.0,360496100.0,352101000.0,317597600.0,367648700.0,451848800.0,451297800.0,179572100.0
客户贷款及垫款净增加额,17171200.0,29998600.0,40919400.0,47576000.0,16383600.0,30673600.0,35799900.0,54102500.0,64065500.0,87356600.0,102008300.0,116989100.0,33757700.0,62024600.0,85564600.0,107153800.0,28008700.0,56259500.0,83360700.0,103650600.0,37027200.0,63456300.0,85464100.0,101059200.0,46504200.0,64996200.0,86748400.0,115953900.0,43409600.0,71400600.0,94893400.0,112184000.0,33425300.0,64832500.0,86689700.0,92423100.0,43952500.0,76112700.0,99788800.0,111967400.0,54401400.0,87758800.0,114902900.0,133310300.0,37405000.0,63448400.0,87935800.0,125866500.0,56826400.0,89689000.0,124635100.0,141684900.0,75273700.0,125527300.0,181139800.0,207940000.0,87306400.0
存放中央银行和同业款项净增加额,7177100.0,18494700.0,20073700.0,42273400.0,10939700.0,30741900.0,38308400.0,26317100.0,9351400.0,18668300.0,21201800.0,34697800.0,23616800.0,31444300.0,39974300.0,59465500.0,18834500.0,42127800.0,54764500.0,45735800.0,11886300.0,6398800.0,12873300.0,23061700.0,11601700.0,56416100.0,34261800.0,31901000.0,13992000.0,13008100.0,15078600.0,22329100.0,0.0,4620500.0,3974500.0,7901500.0,6320600.0,16282100.0,21223100.0,36781200.0,13378600.0,33168200.0,19068300.0,20819100.0,32000.0,1723500.0,3143100.0,8316200.0,0.0,1516100.0,0.0,9006100.0,25976600.0,1318000.0,3119900.0,3040300.0,3316200.0
支付给职工以及为职工支付的现金,954400.0,1825200.0,2875300.0,4276600.0,1214800.0,2349200.0,3573800.0,5252000.0,1436200.0,2735800.0,4187100.0,5966000.0,1667800.0,3099000.0,4728300.0,7011500.0,1991900.0,3707100.0,5629600.0,8436700.0,2426100.0,4325100.0,6628300.0,9548300.0,2670100.0,4852500.0,7358900.0,10393600.0,2924100.0,5323400.0,7841800.0,10840300.0,2987700.0,5476500.0,8064000.0,11060400.0,3059400.0,5413600.0,8020100.0,11220700.0,3214600.0,5669400.0,8329100.0,11467600.0,3369700.0,5868100.0,8617500.0,12058100.0,3553500.0,6123700.0,9030500.0,12528600.0,3496200.0,6040600.0,8840100.0,12941200.0,3660800.0
支付的各项税费,493800.0,2431700.0,3080500.0,3521400.0,564300.0,4448500.0,5133200.0,5840400.0,985400.0,5315300.0,7597600.0,7890800.0,1012600.0,4213800.0,5127000.0,6064400.0,1118000.0,5668000.0,6676400.0,7560600.0,1422000.0,7837200.0,9127400.0,10010300.0,1513400.0,8378300.0,9946800.0,11425600.0,1696900.0,8832300.0,10541100.0,13139200.0,1972000.0,8903500.0,10576000.0,13113600.0,2044800.0,9912800.0,12247000.0,14332500.0,2121200.0,8268100.0,10128600.0,11649200.0,1676700.0,8950100.0,10281200.0,12070600.0,3308600.0,9712100.0,11184800.0,13092700.0,2712200.0,11096300.0,12753600.0,14617300.0,2549100.0
