报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30
货币资金,160902.03,161797.36,98096.88,177159.19,185036.09,261336.23,250247.45,277443.26,284446.69,388760.66,544528.26,411346.61,434076.67,434321.76,472194.59,334174.26,341520.79,494010.62,537293.2,392112.88,256485.42,329215.13,243399.54,200419.65,662504.96,1030587.37,1185886.81,817334.64,888440.76,1439752.83,1429992.7,1427261.64,1465920.1,1416373.38,1425070.59,1308366.7,1257286.01,1087906.43,1492891.57,1382365.43,1581530.55,1862797.49,2154355.39,2182306.62,1946838.21,1533486.35,1082537.25,1105100.37,1167179.3,1095508.57,748327.72
交易性金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160178.48,49.88,29100.3,28697.5,28615.98
衍生金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收票据及应收账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94973.72,127911.83,142958.54,155910.56,128212.66,174955.59,175043.7,184512.24
应收票据,5696.92,969.07,2978.0,12580.99,2597.98,15379.66,10454.19,2297.81,4440.91,9021.29,8259.22,100.0,1609.0,90.1,2717.0,2250.0,1450.0,3265.0,9967.0,10581.0,9982.0,2176.0,13260.0,13095.0,16897.0,16992.0,53192.3,18193.9,81470.0,61101.18,31896.1,13940.0,44361.97,20450.58,14629.54,14717.35,34771.77,13272.0,9951.9,11436.0,33923.0,21593.3,12487.0,16359.7,28839.5,23035.61,0.0,18110.0,34341.8,10680.0,9525.0
应收账款,45766.05,39418.67,40196.8,20495.54,24147.93,27450.12,34750.18,19697.84,19740.28,24425.23,28129.23,21797.84,25945.68,34940.15,34557.92,25722.28,29072.77,36797.17,36045.11,28127.05,30363.52,36382.06,37725.35,28929.76,31112.57,44737.19,42070.0,34008.77,36903.52,49018.55,54895.09,51302.35,67823.37,75375.25,72115.72,57217.7,72583.33,68700.21,70451.75,57213.74,87901.61,99401.86,110016.91,78614.02,99072.33,119922.93,0.0,110102.66,140613.79,164363.7,174987.24
预付款项,29570.12,41891.32,55108.11,49701.05,54469.36,54271.45,48397.06,28394.61,59395.13,50593.09,52302.51,56883.91,95845.97,118542.91,60474.57,123950.92,173476.94,120283.24,123085.55,83492.54,137924.42,78610.6,84799.69,64782.96,73970.6,69820.16,81348.47,32962.05,32277.7,40348.63,42592.34,38996.09,71571.47,56273.78,52559.24,61452.43,66540.63,67877.02,48813.81,55839.04,63028.45,97326.79,108165.48,119243.42,143392.11,152320.26,178739.77,145960.1,219571.52,230621.13,231065.74
应收利息,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1522.32,901.19,746.84,1028.01,397.61,591.7,718.34,480.28,0.0,0.0,0.0,41.85,4114.34,7758.87,12960.51,6926.61,7733.4,8739.06,6624.81,7119.37,6948.86,4681.55,4815.16,3513.83,3203.82,8120.55,12206.83,18844.7,15376.0,12389.67,0.0,8652.79,7613.28,6513.35,3255.8
应收股利,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他应收款,11820.3,12896.08,12753.08,29917.93,11719.69,11707.76,12513.88,8311.12,9863.4,9796.4,9881.77,9156.82,11718.4,13197.82,12484.36,11298.34,14364.24,23337.32,20271.51,26444.26,25470.36,22106.55,19506.98,13557.87,11237.12,7395.67,17008.28,12372.85,11735.75,9504.42,9514.15,6623.35,9585.87,10853.24,9646.68,4987.12,4639.74,3813.71,3623.25,3893.14,3246.69,3524.3,3961.15,4466.18,3471.23,3270.87,15552.98,6803.13,0.0,7109.19,0.0
买入返售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
存货,164887.28,162475.77,150323.13,173737.11,198151.25,219258.41,221954.68,202036.59,166450.21,142436.07,118044.11,183565.1,179737.06,205515.34,217109.56,258365.44,248509.52,290726.68,249545.29,330958.55,312294.46,338758.91,275731.04,299464.04,315132.68,271041.78,252663.69,368290.28,517347.74,509029.29,436731.91,500824.64,458778.04,423830.93,367412.33,466312.87,509609.9,373838.71,314189.34,432578.09,485810.15,428643.48,347288.28,463999.39,424255.96,401133.54,318605.6,550707.4,528633.36,531633.18,504073.24
划分为持有待售的资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.79,2.02,1.34,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3380.99,2220.11,1227.03,1247.61,0.0,0.0,0.0,0.0,0.0,0.0,17415.74,24176.18
