报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31
一、营业总收入,16670.24,33574.35,52445.17,87647.73,40324.76,84474.21,114088.75,165268.66,49130.58,87970.53,145599.01,198721.86,58115.56,97359.64,157791.12,219775.66,74953.32,119405.08,209989.65,292058.45,94605.51,148620.18,251373.18,347699.11,95042.26,142269.6,230983.14,277349.07,65320.35,102340.7,173095.28,239103.48,63800.04,113003.07,176727.72,248646.91,70852.19,114407.57,179002.05,263960.3,80691.4,128201.11,205514.99,308489.43,91906.48,145931.58,235309.35,351703.23,94782.89,155491.75,247835.95,362319.69,66635.43,135388.74,217480.89,333035.73,93372.69
营业收入,16670.24,33574.35,52445.17,87647.73,40324.76,84474.21,114088.75,165268.66,49130.58,87970.53,145599.01,198721.86,58115.56,97359.64,157791.12,219775.66,74953.32,119405.08,209989.65,292058.45,94605.51,148620.18,251373.18,347699.11,95042.26,142269.6,230983.14,277349.07,65320.35,102340.7,173095.28,239103.48,63800.04,113003.07,176727.72,248646.91,70852.19,114407.57,179002.05,263960.3,80691.4,128201.11,205514.99,308489.43,91906.48,145931.58,235309.35,351703.23,94782.89,155491.75,247835.95,362319.69,66635.43,135388.74,217480.89,333035.73,93372.69
二、营业总成本,13463.96,28923.05,45925.52,75278.9,33125.73,72835.1,100028.93,144696.43,40393.64,75950.34,127362.96,172993.11,46066.23,80541.76,134743.13,186275.67,60319.67,97897.23,174540.07,244214.73,71579.57,117408.01,198750.66,273431.63,70465.86,110776.06,185609.74,235154.33,55820.26,89176.3,152284.21,217672.77,58124.31,103772.4,164053.77,237025.78,63772.87,106951.41,168397.17,244432.27,72721.78,116859.91,185779.3,282486.62,83017.43,135104.03,220270.1,324747.75,86394.11,140151.95,213510.07,301820.35,63482.18,129233.36,198427.33,289518.33,80014.2
营业成本,10540.21,21945.58,34271.58,56606.77,25340.01,55861.53,73946.38,109162.77,31003.78,54219.51,88861.0,122513.2,34364.92,57131.33,93161.5,128357.85,44497.71,71586.58,123982.77,171750.88,53210.35,84049.47,141470.65,189582.46,50757.5,75506.86,124235.8,146954.64,34479.7,56255.73,94197.49,132126.97,37061.6,67744.94,103706.51,142109.17,44533.68,69622.6,106584.85,147989.7,53112.51,81775.09,126912.13,183048.68,60445.59,90384.31,143327.22,201891.2,60040.94,91741.24,137920.13,192412.75,44283.35,86143.69,131296.01,190842.54,57654.92
营业税金及附加,122.2,220.73,264.89,325.07,173.2,615.31,780.25,935.8,347.81,712.48,1076.65,1754.23,769.13,1153.48,1932.6,2153.48,749.36,1126.92,2130.51,2494.59,660.94,1437.63,1899.89,3121.89,632.42,1368.2,1851.94,2621.47,415.95,1018.73,1686.7,2518.48,387.7,1112.94,1698.21,2491.76,367.57,788.54,1324.96,2524.57,588.85,1398.7,2051.07,3261.25,742.6,1241.64,1833.8,2630.55,794.01,1375.47,1957.23,2844.98,411.75,789.46,1405.67,2416.24,685.02
销售费用,1549.09,4077.46,7271.27,12679.94,5775.97,11749.96,18768.52,24230.23,6058.93,15042.01,23657.03,30257.97,5963.3,13774.65,21400.85,32292.18,7660.46,15711.5,25626.28,39046.75,9626.51,19861.97,30920.2,45643.76,10107.19,20177.73,31228.54,43638.51,9065.07,19485.91,30492.23,45117.19,8413.11,20370.91,31010.97,48839.37,10424.44,19667.95,29473.66,46703.5,9206.12,19542.7,30447.51,45978.09,11881.8,25400.52,38830.38,59477.47,15409.72,33873.29,51845.09,76936.89,14127.62,31831.66,49337.19,73967.18,16988.94
管理费用,1044.36,2544.68,3913.55,5508.56,1922.63,4412.94,7063.29,10419.33,2819.42,5889.07,10195.54,14601.19,2891.37,6615.07,11781.25,15729.66,4673.95,10101.32,15638.11,21964.98,5064.32,10511.34,16860.67,24253.49,5440.81,11279.28,17848.16,24065.75,5219.53,10806.54,16644.32,24003.72,5684.74,12928.33,18776.39,24681.48,5412.63,11843.17,16435.45,22871.82,5665.56,12376.42,18327.45,25068.74,6465.98,13755.45,17941.67,26418.49,6517.43,13299.95,20609.11,27965.23,5026.21,11364.21,18099.2,24030.63,5462.24
财务费用,44.9,90.34,154.71,-77.43,-150.89,-151.18,-1119.47,-1506.93,-24.3,-389.43,-739.3,-1349.68,-313.77,-361.15,-446.58,-469.57,-46.68,308.15,496.2,1510.03,391.95,696.34,-316.83,-1599.6,-1322.41,-950.52,-2232.65,-2633.6,-802.44,-4152.36,-6119.9,-6643.24,-956.87,-5105.25,-5937.43,-7396.15,-931.84,-3158.16,-2622.95,-3374.17,-806.83,-5975.78,-7596.19,-4610.54,-467.85,-1157.21,-2054.38,-2282.48,-898.12,-1958.74,-2432.13,-3859.19,-1270.6,-3481.71,-5995.35,-7546.71,-2510.96
研发费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4386.56,4672.83,1001.48,1820.74,3610.65,5519.69,903.84,2586.05,4284.59,5808.44,1734.04
资产减值损失,163.2,44.25,49.52,235.99,64.8,346.54,589.95,1455.22,188.0,476.72,4312.04,5216.19,2391.28,2228.39,6913.51,8212.08,2784.88,-937.25,6666.2,7447.51,2625.5,851.26,7916.08,12429.63,4850.35,3394.52,12677.93,20507.57,7442.45,5761.74,15383.38,20549.63,7534.04,6720.54,14799.1,26300.15,3966.38,8187.32,17201.19,27716.87,4955.58,7742.79,15637.33,29740.4,3949.31,5479.31,16004.84,31939.7,3192.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
公允价值变动收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2354.45,3062.76,3231.51,3097.39,-2066.56,751.87,3004.67,7114.38,374.67
投资收益,-25.29,-25.29,0.0,-131.5,-22.45,-28.92,-8.9,13.01,23.84,16.02,17.98,79.39,2.59,115.17,502.8,1233.94,181.91,288.87,415.21,601.48,63.22,1333.83,1357.84,1175.8,-4.18,708.24,2569.57,4222.12,2004.5,3533.3,4529.62,6931.69,2415.35,3755.31,8293.91,9716.03,1574.8,4863.13,8856.39,10668.84,1020.97,3319.13,4239.43,10471.7,1682.86,5875.42,10549.59,15369.56,531.66,2913.87,5825.81,11091.85,-64.67,1592.47,2646.69,4031.31,689.19
其中:对联营企业和合营企业的投资收益,0.0,0.0,0.0,-131.5,-22.45,-28.92,-8.9,13.01,23.84,16.02,17.98,15.98,0.0,-24.57,-35.14,102.51,0.0,0.0,0.0,-3.64,0.0,-9.92,-26.15,-39.19,-4.18,-12.3,-30.46,-138.03,0.0,-43.27,-73.2,-82.1,-16.53,-403.65,-658.4,-426.67,-98.6,-170.77,-115.04,-559.76,-102.65,-121.29,58.53,105.81,23.86,209.88,238.39,741.49,-245.27,-278.03,195.3,1674.8,199.84,449.51,460.8,958.7,335.66
汇兑收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三、营业利润,3180.98,4626.01,6519.65,12237.33,7176.58,11610.2,14050.93,20585.25,8760.78,12036.21,18254.03,25808.14,12051.92,16933.05,23550.8,34733.93,14815.55,21796.72,35864.79,48445.21,23089.16,32546.0,53980.37,75443.28,24572.22,32201.77,47942.97,46416.86,11504.59,16697.71,25340.69,28362.4,8091.07,12985.98,20967.87,21337.16,8654.11,12319.29,19461.27,30196.87,8990.59,16005.72,26129.65,39416.53,11165.78,18774.98,29169.49,46326.1,11570.48,15049.25,24583.87,42054.29,-5283.06,1685.9,5705.92,24596.58,9661.92
加:营业外收入,25.36,125.44,165.69,314.86,0.09,68.3,113.99,210.71,154.24,837.75,860.51,636.97,389.67,452.1,668.43,761.3,85.78,360.89,511.12,1174.06,94.26,340.49,484.78,813.46,231.56,423.78,565.85,886.54,2556.53,2842.94,4814.32,7219.88,1840.06,2220.37,3353.53,4769.37,719.37,1597.05,3343.52,6065.94,446.98,538.29,593.16,1347.81,76.91,558.47,1209.33,1341.14,97.33,478.51,1068.14,1350.73,136.81,600.26,1284.51,1511.45,61.82
减：营业外支出,16.99,18.04,198.72,215.95,114.27,540.13,541.53,548.73,5.39,280.35,314.47,507.42,7.66,230.08,408.49,1570.2,11.72,159.16,776.74,797.94,5.13,74.23,792.74,953.75,46.69,77.94,114.09,175.09,328.93,402.33,629.46,701.06,89.35,109.17,124.19,327.24,25.11,35.94,197.68,351.72,37.04,705.44,870.16,965.45,19.72,1025.18,1152.24,1097.63,18.68,185.64,254.6,285.86,132.41,191.94,221.44,288.49,84.74
其中：非流动资产处置损失,15.89,0.0,0.0,33.81,0.5,4.28,10.43,13.57,0.0,72.4,94.7,255.33,0.98,4.85,13.71,15.31,2.27,3.61,116.63,121.88,0.4,2.55,33.27,81.92,1.22,1.52,8.97,3.87,3.66,6.34,24.69,30.13,0.81,13.83,15.86,46.18,0.7,5.46,7.94,51.04,16.07,38.51,44.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
四、利润总额,3189.35,4733.42,6486.62,12336.24,7062.4,11138.36,13623.39,20247.23,8909.62,12593.61,18800.07,25937.69,12433.93,17155.07,23810.75,33925.02,14889.62,21998.45,35599.17,48821.33,23178.29,32812.26,53672.4,75302.99,24757.09,32547.61,48394.73,47128.31,13732.19,19138.32,29525.54,34881.22,9841.79,15097.18,24197.21,25779.29,9348.37,13880.39,22607.12,35911.1,9400.53,15838.57,25852.65,39798.89,11222.97,18308.28,29226.58,46569.6,11649.13,15342.12,25397.41,43119.16,-5278.67,2094.22,6768.98,25819.55,9639.01
减：所得税费用,716.17,1217.9,1464.72,2215.79,959.76,1935.49,2526.71,3819.65,1999.61,2621.72,4485.17,4220.14,2950.94,4639.26,5471.42,5015.06,2279.47,4664.81,6704.04,7356.21,5742.72,8246.2,13283.12,18721.07,6234.14,7119.22,11214.09,9380.8,2536.84,4060.04,6376.49,5442.05,2716.71,3793.51,5366.61,-2229.09,2842.88,3302.59,5191.34,8150.18,2171.08,3192.53,5297.79,5474.36,2650.14,4738.76,7370.24,10115.19,2216.33,3177.22,5221.05,7777.0,-1661.09,-1158.66,-706.43,2293.93,1764.09
五、净利润,2473.18,3515.52,5021.9,10120.45,6102.64,9202.88,11096.68,16427.59,6910.01,9971.89,14314.9,21717.55,9482.99,12515.81,18339.33,28909.96,12610.15,17333.65,28895.13,41465.12,17435.57,24566.07,40389.28,56581.92,18522.95,25428.39,37180.64,37747.51,11195.35,15078.28,23149.05,29439.16,7125.08,11303.67,18830.6,28008.38,6505.49,10577.8,17415.77,27760.91,7229.45,12646.05,20554.86,34324.54,8572.83,13569.51,21856.35,36454.41,9432.8,12164.9,20176.36,35342.16,-3617.58,3252.88,7475.42,23525.62,7874.91
归属于母公司所有者的净利润,2002.52,2936.82,4132.53,8869.65,5700.91,8529.86,10331.07,15299.73,6746.73,9448.0,13300.14,20390.4,9262.36,12378.34,18074.44,28315.69,12599.59,17488.91,28887.34,41230.8,17351.69,24591.61,40239.76,56111.6,18596.57,25644.44,37282.44,37906.93,11184.95,15124.74,22837.97,28870.71,6789.67,11150.11,18188.78,27303.08,6438.05,10522.54,16885.57,26719.16,7069.31,12200.52,19482.51,31657.92,8373.24,13480.4,21465.15,34628.65,9164.59,12345.33,19802.13,34730.4,-4205.26,2424.21,5978.5,20896.81,6454.64
少数股东损益,470.66,578.7,889.37,1250.8,401.73,673.01,765.61,1127.86,163.28,523.89,1014.76,1327.15,220.63,137.46,264.89,594.27,10.56,-155.26,7.79,234.32,83.88,-25.55,149.52,470.32,-73.62,-216.05,-101.81,-159.42,10.4,-46.46,311.08,568.45,335.4,153.56,641.82,705.3,67.44,55.26,530.2,1041.76,160.14,445.53,1072.35,2666.62,199.59,89.12,391.2,1825.76,268.21,-180.44,374.23,611.76,587.68,828.68,1496.92,2628.81,1420.27
基本每股收益(元/股),0.18,0.18,0.25,0.52,0.3,0.3,0.37,0.54,0.24,0.334,0.47,0.72,0.33,0.4376,0.64,1.0,0.45,0.62,1.02,1.46,0.61,0.58,0.89,1.21,0.37,0.34,0.49,0.5,0.15,0.2,0.3,0.38,0.09,0.15,0.24,0.36,0.09,0.14,0.22,0.35,0.09,0.16,0.26,0.42,0.11,0.18,0.28,0.46,0.12,0.16,0.26,0.46,-0.06,0.03,0.08,0.28,0.09
稀释每股收益(元/股),0.18,0.17,0.24,0.51,0.29,0.29,0.36,0.54,0.24,0.334,0.47,0.72,0.33,0.4376,0.64,1.0,0.44,0.62,1.02,1.45,0.61,0.58,0.89,1.21,0.37,0.34,0.49,0.5,0.15,0.2,0.3,0.38,0.09,0.15,0.24,0.36,0.09,0.14,0.22,0.35,0.09,0.16,0.26,0.42,0.11,0.18,0.28,0.46,0.12,0.16,0.26,0.46,-0.06,0.03,0.08,0.28,0.09
七、其他综合收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.79,143.92,1989.87,149.77,917.92,104.85,911.58,805.37,174.93,-1281.4,-1444.48,1143.2,1566.18,4049.5,1329.57,2269.45,1907.35,336.28,-166.04,2727.54,1007.11,-2595.83,-5521.72,-305.59,-463.42,-555.23,-829.38,-13.37
八、综合收益总额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9971.89,14314.9,21717.55,9482.99,12515.81,18339.33,28909.96,12610.15,17333.65,28895.13,41465.12,17435.57,24566.07,40389.28,56581.92,18522.95,25428.39,37180.64,37747.51,11195.35,15109.06,23292.97,31429.03,7274.85,12221.59,18935.45,28919.96,7310.86,10752.73,16134.37,26316.44,8372.65,14212.22,24604.36,35654.11,10842.28,15476.86,22192.62,36288.36,12160.34,13172.01,17580.53,29820.43,-3923.17,2789.46,6920.19,22696.24,7861.54
归属于母公司所有者的综合收益总额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9448.0,13300.14,20390.4,9262.36,12378.34,18074.44,28315.69,12599.59,17488.91,28887.34,41230.8,17351.69,24591.61,40239.76,56111.6,18596.57,25644.44,37282.44,37906.93,11184.95,15155.52,22981.89,30857.09,6942.93,12060.37,18297.12,28212.48,7227.71,10669.01,15528.47,25185.27,8152.09,13733.07,23416.12,32987.34,10341.74,15433.18,22030.5,34692.81,11812.89,13359.48,17334.68,29277.72,-4444.2,2024.09,5321.63,19791.75,6469.61
归属于少数股东的综合收益总额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523.89,1014.76,1327.15,220.63,137.46,264.89,594.27,10.56,-155.26,7.79,234.32,83.88,-25.55,149.52,470.32,-73.62,-216.05,-101.81,-159.42,10.4,-46.46,311.08,571.94,331.91,161.22,638.33,707.48,83.15,83.72,605.9,1131.17,220.56,479.16,1188.23,2666.77,500.54,43.69,162.13,1595.55,347.45,-187.47,245.85,542.72,521.03,765.37,1598.56,2904.5,1391.93
