报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31
一、营业收入,780600.0,1748800.0,2817300.0,4095800.0,1371200.0,2875000.0,4252400.0,5530800.0,1193500.0,2467300.0,3783200.0,5144600.0,1562000.0,3293400.0,5129800.0,7137700.0,2232300.0,4605600.0,7029000.0,9615700.0,2838500.0,5711900.0,8518100.0,11336700.0,3084900.0,6405700.0,9753100.0,13260400.0,4087100.0,8426000.0,12502700.0,16586300.0,5074700.0,10413500.0,15622400.0,20147100.0,5825200.0,11291900.0,16029100.0,20902500.0,5707500.0,11266600.0,16570300.0,22089700.0,6129600.0,12614600.0,18822100.0,24855500.0,6873900.0,13830100.0,20773000.0,26970300.0,7660300.0
利息净收入,682500.0,1469600.0,2336400.0,3390200.0,1187300.0,2412500.0,3580000.0,4688500.0,948100.0,1862300.0,2900700.0,4036400.0,1251400.0,2634300.0,4086900.0,5707600.0,1735700.0,3571600.0,5562400.0,7630700.0,2154800.0,4364100.0,6579000.0,8837400.0,2304400.0,4744100.0,7257200.0,9891300.0,2618300.0,5385800.0,8226700.0,11200000.0,3338900.0,6610400.0,10115900.0,13672900.0,3430600.0,6747700.0,10072200.0,13459500.0,3491400.0,7089600.0,10738500.0,14485200.0,3793900.0,7701200.0,11797200.0,16038400.0,4336900.0,8740700.0,13122400.0,17309000.0,4575600.0
其中：利息收入,1061100.0,2228400.0,3554600.0,5158500.0,1747800.0,3577800.0,5414600.0,7263500.0,1597800.0,3150200.0,4833300.0,6583800.0,1879400.0,3922600.0,6084700.0,8451300.0,2616200.0,5508200.0,8720600.0,12124500.0,3600600.0,7381900.0,11205400.0,15010100.0,3858400.0,8038300.0,12567900.0,17349500.0,5049100.0,10627700.0,16534500.0,22283400.0,5971900.0,11835900.0,17689700.0,23472200.0,5588100.0,10885700.0,16193000.0,21548100.0,5706000.0,11639300.0,17800800.0,24200500.0,6458900.0,13117500.0,20034400.0,27091100.0,7160900.0,14451700.0,21942400.0,29299400.0,7753300.0
减：利息支出,378600.0,758800.0,1218200.0,1768300.0,560500.0,1165300.0,1834600.0,2575000.0,649700.0,1287900.0,1932600.0,2547400.0,628000.0,1288300.0,1997800.0,2743700.0,880500.0,1936600.0,3158200.0,4493800.0,1445800.0,3017800.0,4626400.0,6172700.0,1554000.0,3294200.0,5310700.0,7458200.0,2430800.0,5241900.0,8307800.0,11083400.0,2633000.0,5225500.0,7573800.0,9799300.0,2157500.0,4138000.0,6120800.0,8088600.0,2214600.0,4549700.0,7062300.0,9715300.0,2665000.0,5416300.0,8237200.0,11052700.0,2824000.0,5711000.0,8820000.0,11990400.0,3177700.0
手续费及佣金净收入,95000.0,266400.0,438600.0,643900.0,192800.0,409400.0,585800.0,774400.0,173700.0,404200.0,617800.0,799300.0,241600.0,534600.0,814300.0,1133000.0,392200.0,816300.0,1186500.0,1562800.0,484000.0,973200.0,1465200.0,1973900.0,647300.0,1416400.0,2170600.0,2918400.0,1161100.0,2370200.0,3424600.0,4469600.0,1563300.0,3109700.0,4497700.0,5341900.0,1982400.0,3777900.0,4923600.0,6086500.0,1864000.0,3475000.0,4933400.0,6401800.0,1892100.0,3746900.0,5298100.0,6648000.0,1915800.0,3897100.0,5715900.0,7149300.0,2206100.0
其中:手续费及佣金收入,110700.0,301200.0,492000.0,725800.0,211900.0,453400.0,656700.0,877600.0,198300.0,458800.0,703800.0,915300.0,262500.0,583600.0,894400.0,1240900.0,421600.0,874600.0,1275600.0,1692400.0,515200.0,1041100.0,1568600.0,2116700.0,690300.0,1508300.0,2321100.0,3136500.0,1240400.0,2533500.0,3680000.0,4854300.0,1665400.0,3324000.0,4813100.0,5779800.0,2086600.0,3999100.0,5264000.0,6600300.0,2000100.0,3752600.0,5359900.0,6990800.0,2036300.0,4039800.0,5762000.0,7304600.0,2090600.0,4251200.0,6259600.0,7904700.0,2376800.0
减：手续费及佣金支出,15700.0,34800.0,53400.0,81900.0,19100.0,44000.0,70900.0,103200.0,24600.0,54600.0,86000.0,116000.0,20900.0,49000.0,80100.0,107900.0,29400.0,58300.0,89100.0,129600.0,31200.0,67900.0,103400.0,142800.0,43000.0,91900.0,150500.0,218100.0,79300.0,163300.0,255400.0,384700.0,102100.0,214300.0,315400.0,437900.0,104200.0,221200.0,340400.0,513800.0,136100.0,277600.0,426500.0,589000.0,144200.0,292900.0,463900.0,656600.0,174800.0,354100.0,543700.0,755400.0,170700.0
汇兑收益,13600.0,1800.0,13200.0,22600.0,-30200.0,28700.0,59400.0,115300.0,30900.0,53400.0,88800.0,125200.0,41300.0,64400.0,92100.0,135600.0,37200.0,76400.0,108600.0,151600.0,43600.0,83600.0,123800.0,129600.0,-28600.0,71400.0,48600.0,89100.0,118000.0,213000.0,222000.0,246700.0,11200.0,32400.0,166500.0,239800.0,49300.0,93900.0,168700.0,285700.0,107300.0,160500.0,169700.0,193400.0,-38600.0,155900.0,275700.0,353800.0,49100.0,132600.0,297400.0,325900.0,132500.0
投资净收益,700.0,900.0,-300.0,9500.0,8700.0,6600.0,-800.0,-47800.0,6400.0,74100.0,80900.0,102800.0,15900.0,44900.0,108600.0,131700.0,52000.0,120100.0,154500.0,228300.0,143300.0,239500.0,295900.0,341900.0,101000.0,175700.0,256000.0,361500.0,190000.0,422200.0,556400.0,576200.0,171200.0,598500.0,694700.0,712700.0,459800.0,828300.0,975500.0,1195300.0,188100.0,440900.0,536800.0,620500.0,276400.0,698400.0,1016200.0,1263600.0,412700.0,796800.0,1193300.0,1577100.0,614500.0
其中:对联营公司的投资收益,0.0,0.0,0.0,3800.0,0.0,0.0,0.0,3700.0,0.0,2300.0,0.0,6900.0,0.0,2400.0,0.0,6400.0,0.0,5500.0,0.0,6300.0,0.0,2700.0,0.0,6400.0,0.0,2600.0,0.0,8800.0,0.0,9300.0,0.0,15800.0,0.0,13400.0,0.0,13600.0,0.0,15200.0,0.0,32100.0,0.0,40200.0,0.0,99800.0,0.0,84200.0,0.0,130900.0,0.0,-1300.0,0.0,172300.0,0.0
