报表日期,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30
销售商品、提供劳务收到的现金,152111.61,158839.96,93241.07,128488.01,183207.08,64573.19,112777.86,177941.57,254617.02,75877.94,133075.61,198333.87,276051.37,72894.73,132037.48,200281.48,289036.11,66575.51,117762.41,172779.73,245487.57,74628.34,129449.62,187922.08,259574.69,72306.57,123789.14,181187.19,266359.93,79877.16,136901.87,202814.29,293963.27,88970.84,150381.43,219514.66,313313.7,89842.53,151769.68,221054.12,316491.14,71841.93,131828.14,200610.77
收到的税费返还,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
收到的其他与经营活动有关的现金,14915.31,11381.41,3640.5,4128.21,5109.22,716.76,1554.87,2802.38,6325.92,2255.59,6920.83,8555.37,11103.08,2307.34,8494.45,10519.31,10842.86,3239.0,8652.87,12223.92,12144.36,968.5,3610.75,6158.23,5062.92,955.12,4632.27,7092.26,6224.33,1477.07,3382.44,6051.1,4094.32,1540.46,4215.37,7154.85,7214.69,1938.47,3571.01,5951.9,4937.09,1426.65,3408.93,5853.61
经营活动现金流入小计,167026.93,170221.37,96881.57,132616.22,188316.3,65289.95,114332.73,180743.95,260942.93,78133.52,139996.44,206889.24,287154.45,75202.08,140531.93,210800.79,299878.97,69814.51,126415.28,185003.65,257631.93,75596.84,133060.37,194080.3,264637.62,73261.7,128421.42,188279.45,272584.26,81354.23,140284.3,208865.4,298057.59,90511.3,154596.81,226669.5,320528.39,91781.0,155340.69,227006.01,321428.24,73268.58,135237.08,206464.37
购买商品、接受劳务支付的现金,60837.11,62219.36,50681.34,52328.63,74002.98,28748.21,54056.7,83762.85,124784.03,36689.08,62291.93,87289.35,110422.42,24945.28,52938.95,79728.28,111965.71,21665.21,45509.39,67242.27,84627.27,20190.42,43433.32,66158.06,91794.09,23064.96,47262.77,72738.71,103534.91,26557.48,54024.35,84775.99,115662.02,30474.64,55191.92,88148.16,130490.29,37694.71,69324.79,103182.0,138614.8,25353.66,58219.27,84705.23
支付给职工以及为职工支付的现金,17348.0,19978.48,14985.81,20686.26,26310.65,8213.49,17107.76,25860.18,35180.74,11662.15,21919.65,31602.3,41805.48,12413.28,22506.65,32616.9,43602.59,13209.25,23748.09,33836.97,45653.33,13537.51,25437.08,36517.8,48035.47,14789.44,27353.51,39481.52,53200.39,15475.48,28407.53,40048.02,52991.18,16940.41,29952.55,42827.64,57406.48,17328.73,31869.87,45773.57,62496.73,17388.68,30666.43,44206.61
支付的各项税费,15699.16,15333.76,10818.99,13555.77,25180.09,5539.73,14873.48,19923.68,30100.61,10588.87,21676.32,28450.43,36874.32,10682.7,25068.94,32780.19,45668.91,9841.48,20746.97,28028.07,37147.71,8675.6,18476.56,24008.85,34853.3,7971.98,15013.33,21325.03,29548.03,8416.74,17842.62,23872.76,34673.47,11039.49,23380.59,29313.04,37405.09,11067.96,24342.82,30041.82,39015.65,4742.43,15256.87,21587.52
支付的其他与经营活动有关的现金,40268.38,35961.79,24679.12,35521.39,44666.78,8717.01,18721.33,27314.22,37372.29,6550.97,16828.14,28789.05,42126.96,7917.67,18420.3,28996.35,42757.05,7501.62,18184.16,28461.41,42844.98,7978.94,15020.95,26436.47,35948.91,9524.49,18871.84,29517.52,41574.71,9678.87,20115.51,32009.37,45088.81,10559.32,23867.24,39381.14,50627.93,15440.41,29068.89,39619.49,55521.44,14969.79,26559.79,42737.48
经营活动现金流出小计,134152.64,133493.38,101165.26,122092.05,170160.5,51218.45,104759.27,156860.92,227437.67,65491.07,122716.04,176131.13,231229.17,55958.93,118934.84,174121.71,243994.25,52217.56,108188.61,157568.72,210273.29,50382.47,102367.91,153121.18,210631.78,55350.87,108501.45,163062.79,227858.04,60128.58,120390.01,180706.14,248415.48,69013.86,132392.31,199669.99,275929.79,81531.81,154606.38,218616.88,295648.61,62454.56,130702.35,193236.84
经营活动产生的现金流量净额,32874.29,36727.98,-4283.69,10524.17,18155.8,14071.5,9573.46,23883.02,33505.26,12642.46,17280.4,30758.11,55925.28,19243.15,21597.1,36679.07,55884.73,17596.95,18226.67,27434.94,47358.64,25214.37,30692.46,40959.12,54005.83,17910.83,19919.97,25216.67,44726.22,21225.65,19894.29,28159.26,49642.1,21497.44,22204.5,26999.51,44598.6,10249.19,734.31,8389.13,25779.63,10814.02,4534.72,13227.54
