报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30
销售商品、提供劳务收到的现金,10472.1,22286.97,31986.08,37931.02,30385.79,74134.02,106804.19,97085.08,13521.43,42454.88,48679.55,63695.39,21996.05,37864.4,54252.68,59726.04,9292.07,21937.34,26995.93,39751.99,6972.82,17603.72,23536.11,30841.8,4730.21,18034.14,24917.76,39603.66,12626.68,27690.96,42818.57,58656.58,4005.58,8361.69,15061.84,196045.54,58127.49,109235.65,201462.01,268914.78,72960.23,197649.29,345221.2,440400.38,86550.89,246879.35,490892.84,658466.69,175059.77,435425.37
收到的税费返还,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
收到的其他与经营活动有关的现金,138.06,144.7,148.34,220.38,46.69,106.32,351.83,343.51,6.35,84.72,402.56,140.98,13.29,57.14,66.16,88.09,10.14,28.53,43.87,49.85,31.55,163.84,192.28,220.15,1.84,27.87,29.97,48.19,7.89,19.25,26.44,36.55,3.23,43.87,47.26,360865.94,32111.3,107757.3,110087.74,120010.15,979.88,3749.1,5336.21,6023.82,181.63,454.7,22833.74,8480.35,686.04,3199.77
经营活动现金流入小计,10610.16,22431.67,32134.42,38151.4,30432.48,74240.34,107156.02,97428.59,13527.78,42539.6,49082.11,63836.37,22009.34,37921.54,54318.83,59814.14,9302.2,21965.87,27039.8,39801.85,7004.38,17767.56,23728.38,31061.95,4732.05,18062.02,24947.73,39651.85,12634.57,27710.21,42845.01,58693.13,4008.81,8405.56,15109.1,556911.48,90238.79,216992.95,311549.75,388924.94,73940.1,201398.39,350557.41,446424.2,86732.52,247334.05,513726.58,666947.04,175745.81,438625.14
购买商品、接受劳务支付的现金,3718.35,14304.25,20658.36,26043.45,16805.38,24340.99,51071.72,76641.36,11242.07,18181.42,30490.1,41439.48,19657.62,28421.03,42127.75,46262.91,11010.49,15265.97,18636.12,25439.98,7363.37,19200.39,26957.54,31395.58,2783.41,7857.83,13139.53,18191.85,10083.05,16427.82,30346.29,47528.3,4905.27,5824.12,10297.02,389480.64,93409.34,174634.17,219352.41,248208.33,28784.97,71174.55,142353.75,172289.83,86628.08,131019.93,207963.17,291976.31,91194.58,214253.33
支付给职工以及为职工支付的现金,716.95,781.88,1211.5,1150.35,228.12,505.1,811.23,1141.71,370.71,745.89,1095.8,1423.19,365.08,744.37,1176.88,1578.8,427.48,862.64,1325.39,1829.7,529.76,1070.52,1650.98,2190.49,747.41,1292.01,1865.17,2535.62,568.66,1244.6,1698.79,2227.26,806.36,1203.79,1753.38,26829.55,11736.23,19243.59,28916.79,36787.67,10408.39,20487.54,28998.7,36135.69,8034.34,17779.04,32841.35,46303.95,7707.83,14918.83
支付的各项税费,2047.59,5249.51,8104.38,10098.4,10157.45,18998.91,26644.54,28295.64,4367.93,5633.91,5676.28,6742.5,2263.52,5365.15,5623.39,5788.12,1265.5,3252.36,3979.83,7527.57,602.23,1151.61,1338.87,1461.23,1180.11,1454.23,1873.59,2267.93,2235.67,3997.1,4747.49,5306.86,1606.7,2847.24,3224.79,33975.6,27437.59,43175.03,55713.83,63584.93,16236.56,52048.61,67750.57,80512.86,16946.06,55823.94,94142.0,107528.95,45345.52,113602.25
支付的其他与经营活动有关的现金,929.71,1055.21,1152.95,1530.89,164.79,3084.74,9819.42,939.08,120.81,241.99,847.02,1138.49,456.58,792.92,1081.54,1486.03,401.25,652.43,923.41,1539.02,559.67,1226.07,1672.24,2509.82,457.21,1161.19,2088.61,3364.13,608.97,1641.84,2240.12,6283.04,390.44,953.41,1400.25,7786.72,31073.87,4707.07,13701.07,15868.47,5551.12,5301.19,12963.29,15923.25,4130.29,9144.69,77058.72,67663.86,6666.55,15867.65
经营活动现金流出小计,7412.59,21390.84,31127.2,38823.09,27355.75,46929.74,88346.92,107017.79,16101.52,24803.21,38109.2,50743.66,22742.8,35323.47,50009.56,55115.86,13104.72,20033.39,24864.75,36336.27,9055.03,22648.59,31619.63,37557.12,5168.15,11765.26,18966.9,26359.54,13496.36,23311.37,39032.7,61345.46,7708.77,10828.55,16675.44,458072.51,163657.03,241759.86,317684.1,364449.4,60981.04,149011.89,252066.32,304861.63,115738.77,213767.6,412005.24,513473.07,150914.48,358642.06
经营活动产生的现金流量净额,3197.56,1040.82,1007.22,-671.69,3076.73,27310.6,18809.1,-9589.2,-2573.74,17736.39,10972.91,13092.71,-733.46,2598.07,4309.27,4698.27,-3802.52,1932.47,2175.05,3465.58,-2050.65,-4881.03,-7891.24,-6495.17,-436.1,6296.75,5980.83,13292.31,-861.79,4398.84,3812.31,-2652.33,-3699.96,-2422.99,-1566.34,98838.98,-73418.24,-24766.91,-6134.35,24475.54,12959.06,52386.5,98491.09,141562.57,-29006.25,33566.45,101721.34,153473.97,24831.33,79983.08
