报表日期,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30
货币资金,5503.85,8892.06,12753.35,73742.79,63665.59,53951.94,48262.02,46660.26,43234.08,35658.54,28165.85,33218.9,35406.74,29611.73,29077.27,29149.75,28057.32,23281.25,29014.64,23138.04,18312.01,30832.0,30089.39,42334.89,26679.94,17907.72,26884.84,26889.2,21496.98,28712.97,28652.19,28687.24,29927.01,30683.91,23639.29,11971.19,192464.48,377316.46,189183.06,253221.71,207180.42,221027.55,224319.57,208236.77,492847.95,435100.87
交易性金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.75,101.11,113.87,63.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.65,232.31,236.79,192.47,220.69,216.09,208.64,248.45,117.88,237.84,240.81,250.01,242.82,247.63,244.84,235.69
衍生金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收票据及应收账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19314.37,0.0,19182.58,0.0,22825.82,0.0,20064.96,26455.45,59996.91,60968.74,66719.41,61104.83,57204.73,65694.38,68533.0,70392.76,70426.22,91349.85
应收票据,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.02,25.0,298.09,211.64,251.83,301.01,165.6,27.59,241.19,69.19,149.04,99.25,550.62,467.94,172.55,125.01,149.86,59.86,82.2,29.45,170.13,212.38,122.9,329.24,301.95,387.1,460.59,386.44,5403.7,610.8,557.9,735.56,139.41,47.91,182.29,0.0,0.0,0.0,0.0
应收账款,6366.33,6832.36,7209.16,9994.24,11602.41,13490.19,14317.01,14763.05,15425.81,21044.02,23553.6,23706.82,21329.42,21157.98,22087.74,24944.5,24199.3,23592.07,20842.72,23229.14,24230.24,22225.25,22421.28,22442.44,23523.32,26606.2,22929.64,17776.33,19101.98,19020.49,18853.34,23201.3,22438.71,19098.97,19678.52,21051.74,59386.11,60410.84,65983.85,60965.42,57156.82,65512.09,68533.0,70392.76,70426.22,91349.85
应收款项融资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.06,536.64,89.69,27.0
预付款项,463.8,518.89,1738.14,4376.5,7845.58,4382.01,5250.5,9304.48,9692.07,12603.17,9926.5,12781.8,13695.26,19467.95,3752.02,4846.03,4294.8,3695.44,2467.25,3483.56,3385.17,2058.37,1391.02,1650.91,2046.01,3283.55,1874.8,4431.03,2379.9,3017.55,7057.7,7751.02,4562.64,9785.66,5100.82,7983.69,8259.85,8734.7,5843.16,17559.46,9423.92,8661.78,5608.77,16496.33,16691.17,26787.08
其他应收款(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.02,0.0,80.38,0.0,107.1,0.0,412.04,373.68,1509.46,1366.73,11174.13,12711.49,1399.68,3756.26,1731.11,1687.92,4152.9,7697.03
应收利息,0.0,0.0,0.0,0.0,0.0,0.0,321.78,426.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.46,216.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.15,0.0,9846.75,10747.56,370.78,761.65,0.0,0.0,0.0,0.0
