报表日期,2007-12-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30
公允价值变动收益,-5435.1,-3509.3,-7070.72,-5908.6,604.77,1151.8,6885.2,-7219.3,-2798.7,-13404.3,-184.6,-2506.9,4190.9,3814.4,-24737.5,-21756.8,2290.1,1878.4,-5137.5,20097.9,-546.7,-11777.8,-3099.4,3250.4,-9367.9,-23595.3,-30786.6,-22212.0,-23548.3,-45992.3,-28981.6,-60758.1,-6863.9,92899.4,83651.6,74645.6,1657.6,-32394.9,-30601.0,-46148.8,-370.4,-30070.1,-29801.8,-36834.3,23281.0,-33621.7,-29506.8
投资收益,70144.4,9784.2,11616.9,32323.9,8477.51,9018.3,8224.2,21371.5,-407.8,46596.4,58296.8,155570.4,24807.2,79022.4,94954.1,199239.3,45126.3,102736.4,164592.5,299569.6,70016.4,298447.0,401561.9,537383.6,62420.9,128681.9,171274.9,232102.1,42943.2,59584.8,77127.1,185514.3,39401.2,197.5,657089.8,613748.4,49682.9,360751.3,402593.0,441091.8,72762.7,239959.2,305826.2,564631.1,115045.7,253675.2,323870.6
其中:对联营企业和合营企业的投资收益,46191.5,8802.4,12776.44,15561.0,8518.31,7533.9,9271.3,17453.2,-368.8,16004.7,22212.1,60969.9,22654.2,52605.9,54042.6,141420.4,25670.2,71634.7,109291.8,271324.7,56753.0,153785.3,312259.9,359770.7,62420.9,113154.4,139027.9,150695.3,41980.1,46589.6,65373.7,155861.5,38633.4,100589.8,118705.6,142399.9,48010.8,133304.5,254139.6,186521.8,71190.8,212440.3,257059.9,419136.7,106293.5,252731.7,306923.3
汇兑收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三、营业利润,943870.7,430872.8,482377.54,670473.1,188647.54,525118.8,772623.6,1270834.2,285344.1,822281.9,1207933.1,1879007.5,441354.6,1189919.0,1763399.0,2515763.5,466094.3,1304804.2,1961490.5,2938120.5,668293.6,1710531.1,2557576.3,3820983.4,829039.3,2076848.5,2839986.2,4221356.4,965718.1,2468484.3,3360877.2,4708547.1,1070197.3,2772870.8,4201849.7,5115879.1,1187178.1,3246571.7,4427295.0,5969772.8,1375949.9,3608093.3,4895833.1,7166529.6,1554020.3,4171222.4,5656506.4
加:营业外收入,34765.0,9603.9,43139.22,26999.6,6086.47,7635.0,11899.2,28956.2,9906.1,88924.6,93961.9,137122.3,6544.9,36544.9,61479.3,93045.5,17692.5,45381.7,61676.7,95079.2,17231.1,28707.3,53307.5,87523.6,18447.6,55715.1,74884.0,127240.6,17604.2,29758.8,48639.0,86470.4,12401.5,41393.8,46036.0,122585.9,15094.5,65939.5,96488.5,105015.5,8869.3,20055.9,38305.1,60918.1,12136.5,39059.5,66435.7
减：营业外支出,13062.4,4229.0,4984.18,11322.9,559.4,1170.7,4855.1,11376.7,1803.5,4344.3,6226.9,52090.9,704.2,3176.3,11988.7,19592.4,973.7,4597.9,8952.9,17106.3,1253.0,4669.6,9123.2,28647.0,2221.3,6861.9,11789.9,14986.9,965.7,15758.6,19346.8,25338.6,2754.6,6095.5,9762.1,27186.3,2428.8,8484.2,20319.6,34826.9,3531.1,8004.4,18115.6,48568.9,6268.1,14843.9,26276.1
其中：非流动资产处置损失,4546.1,840.4,175.22,3555.0,80.98,469.3,470.7,5697.8,69.6,814.0,850.3,3946.9,107.0,1053.6,900.7,16196.1,204.2,580.4,535.0,2267.0,184.9,828.2,1351.4,2975.0,1074.3,1416.6,1501.7,4429.6,208.6,793.1,723.3,2716.4,39.5,972.1,995.4,-5212.1,298.5,1734.1,1907.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
四、利润总额,965573.3,436247.7,520532.58,686149.8,194174.61,531583.1,779667.7,1288413.7,293446.7,906862.2,1295668.1,1964038.9,447195.3,1223287.6,1812889.6,2589216.6,482813.1,1345588.0,2014214.3,3016093.4,684271.7,1734568.8,2601760.6,3879860.0,845265.6,2125701.7,2903080.3,4333610.1,982356.6,2482484.5,3390169.4,4769678.9,1079844.2,2808169.1,4238123.6,5211278.7,1199843.8,3304027.0,4503463.9,6039961.4,1381288.1,3620144.8,4916022.6,7178878.8,1559888.7,4195438.0,5696666.0
减：所得税费用,259048.9,130559.0,155597.91,222229.1,43695.58,149096.3,210150.2,380901.7,90241.7,204758.1,299054.2,492517.9,114046.3,321469.5,431037.9,665362.5,106195.3,351107.1,494756.3,738423.6,175978.9,447995.8,650440.1,946513.5,216141.1,492346.1,668303.1,1015928.7,231391.6,589619.5,875415.8,1175398.1,250991.4,663293.0,962105.8,1094054.8,285969.3,758600.8,1036086.3,1375059.1,329807.4,865746.8,1133380.1,1643858.8,371253.5,980801.8,1291296.8
五、净利润,706524.4,305688.7,364934.67,463920.7,150479.03,382486.8,569517.5,907512.0,203205.0,702104.1,996613.9,1471521.0,333149.0,901818.1,1381851.7,1923854.1,376617.9,994480.9,1519458.0,2277669.8,508292.8,1286573.0,1951320.5,2933346.5,629124.5,1633355.6,2234777.2,3317681.4,750965.0,1892865.0,2514753.6,3594280.8,828852.8,2144876.1,3276017.8,4117223.9,913874.5,2545426.2,3467377.6,4664902.3,1051480.7,2754398.0,3782642.5,5535020.0,1188635.2,3214636.2,4405369.2
归属于母公司所有者的净利润,491697.4,188733.2,247660.36,274548.0,84260.33,234610.6,366620.6,572979.9,138627.3,463418.4,655985.7,923729.3,220530.5,652869.1,960152.3,1353697.1,255860.5,717396.1,1067872.5,1573523.6,356892.3,878945.3,1342000.7,2039851.2,462592.5,1181539.4,1690184.0,2256996.7,562483.7,1373283.7,1904355.2,2606189.8,638003.2,1610031.0,2476562.3,2987010.4,708347.8,1803772.9,2578217.9,3294179.9,814459.9,1913767.6,2729946.8,3824132.4,885791.7,2030844.5,2998012.1
少数股东损益,214827.0,116955.5,117274.31,189372.7,66218.7,147876.2,202896.9,334532.1,64577.7,238685.7,340628.2,547791.7,112618.5,248949.0,421699.3,570157.0,120757.3,277084.8,451585.5,704146.2,151400.5,407627.7,609319.8,893495.3,166532.0,451816.2,544593.2,1060684.7,188481.3,519581.3,610398.4,988091.0,190849.6,534845.1,799455.5,1130213.5,205526.7,741653.3,889159.7,1370722.4,237020.8,840630.4,1052695.7,1710887.6,302843.5,1183791.7,1407357.1
基本每股收益(元/股),0.29,0.1,0.0,0.15,0.0,0.13,0.12,0.25,0.05,0.15,0.22,0.31,0.07,0.22,0.32,0.45,0.09,0.24,0.36,0.52,0.12,0.29,0.45,0.68,0.15,0.4,0.57,0.75,0.19,0.43,0.6,0.84,0.21,0.51,0.79,0.96,0.24,0.57,0.83,1.07,0.27,0.42,0.62,0.87,0.21,0.45,0.68
稀释每股收益(元/股),0.29,0.1,0.0,0.15,0.0,0.13,0.12,0.25,0.05,0.15,0.22,0.31,0.07,0.22,0.32,0.45,0.09,0.24,0.35,0.52,0.12,0.29,0.45,0.67,0.15,0.39,0.56,0.75,0.19,0.42,0.6,0.83,0.21,0.5,0.78,0.94,0.24,0.56,0.82,1.05,0.27,0.42,0.61,0.85,0.21,0.45,0.68
七、其他综合收益,0.0,0.0,0.0,0.0,0.0,-4623.4,0.0,17619.9,16603.5,-15101.9,-4169.1,72995.1,-9868.2,-6084.5,14941.0,35985.2,7181.6,-13849.0,-43797.5,2800.7,-22581.9,2224.7,14979.4,4275.5,23886.4,53191.2,42685.6,135937.4,-70145.6,-26853.3,-106989.0,-38907.2,48938.3,-48843.2,92783.1,-28956.1,32422.3,-281476.0,-347805.3,-404445.7,-38624.9,-111236.6,39221.5,-135793.9,53666.9,-51083.7,52776.6
八、综合收益总额,0.0,0.0,0.0,0.0,0.0,377863.4,0.0,925131.8,219808.5,687002.2,992444.8,1544516.1,323280.8,895733.6,1396792.7,1959839.3,383799.4,980631.9,1475660.5,2280470.5,485710.9,1288797.7,1966299.9,2937622.0,653010.9,1686546.8,2277462.8,3453618.8,680819.4,1866011.7,2407764.6,3555373.6,877791.1,2096032.9,3368800.9,4088267.8,946296.8,2263950.2,3119572.3,4260456.6,1012855.8,2643161.4,3821864.0,5399226.1,1242302.1,3163552.5,4458145.8
归属于母公司所有者的综合收益总额,0.0,0.0,0.0,0.0,0.0,245319.1,0.0,588606.1,148502.0,445524.5,651700.9,967361.0,209448.9,656538.3,985669.8,1379406.3,257759.1,701884.9,1022874.8,1571387.8,340363.4,873069.2,1351221.9,2026966.3,472397.4,1234512.6,1730867.6,2394684.1,502097.6,1348907.0,1832067.8,2541487.1,674999.4,1610724.9,2591092.0,2986771.1,726128.6,1624660.2,2396092.5,3125984.6,732407.0,1789625.6,2680223.9,3656181.4,995461.2,1986493.8,3057889.1
归属于少数股东的综合收益总额,0.0,0.0,0.0,0.0,0.0,132544.3,0.0,336525.7,71306.5,241477.7,340743.9,577155.1,113831.9,239195.3,411122.9,580433.0,126040.4,278747.0,452785.7,709082.7,145347.5,415728.5,615078.0,910655.7,180613.5,452034.2,546595.2,1058934.7,178721.8,517104.7,575696.8,1013886.5,202791.7,485308.0,777708.9,1101496.7,220168.2,639290.0,723479.8,1134472.0,280448.8,853535.8,1141640.1,1743044.7,246840.9,1177058.7,1400256.7
