报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30
销售商品、提供劳务收到的现金,81008.96,181646.36,270603.75,454319.0,79143.21,184048.1,277538.86,408766.78,104565.61,193559.23,275664.38,421044.77,85381.35,216805.51,314569.74,433786.8,111085.98,218933.45,344785.67,644707.65,120923.45,257868.35,386244.81,532252.26,139156.15,301699.23,461659.65,577362.33,94486.18,185409.6,285720.54,400513.49,85923.63,183589.5,271066.84,485965.43,119876.38,241197.59,368490.31,505374.69,140611.77,294923.05,447730.77,625954.85,185722.87,393409.58,613331.69,830009.59,237277.16,471993.74
收到的税费返还,79.09,81.54,89.1,0.0,26.45,97.21,122.76,47.86,42.17,47.52,53.82,41.63,39.57,76.63,128.17,112.64,27.55,43.42,75.89,2176.38,7.15,39.1,126.06,242.56,58.08,136.94,163.2,212.02,54.48,67.47,152.67,197.11,0.0,39.88,43.7,72.31,16.21,64.68,68.94,68.94,3.16,28.84,30.85,37.98,0.0,7.38,53.8,89.34,19.39,19.39
收到的其他与经营活动有关的现金,7223.58,7797.23,11748.22,1190.67,6205.91,11060.22,13657.01,7648.47,3150.43,9067.09,12944.34,1781.05,3645.13,5108.38,3285.32,3681.32,5724.78,5521.77,1440.38,16459.01,3650.67,4572.27,6114.98,7439.97,1989.17,6656.21,8135.23,8179.89,476.0,1679.13,2348.04,3645.49,1116.96,1530.51,3624.7,9554.51,1506.29,2965.63,3767.5,5539.28,1721.73,4344.59,5815.9,8144.52,1689.87,3589.91,4531.68,6672.34,1361.66,3531.22
经营活动现金流入小计,88311.63,189525.13,282441.08,455509.67,85375.57,195205.53,291318.64,416463.11,107758.22,202673.84,288662.54,422867.45,89066.05,221990.53,317983.23,437580.76,116838.3,224498.64,346301.93,663343.04,124581.27,262479.72,392485.85,539934.79,141203.41,308492.38,469958.08,585754.23,95016.66,187156.21,288221.25,404356.1,87040.59,185159.9,274735.24,495592.25,121398.88,244227.9,372326.75,510982.91,142336.66,299296.48,453577.52,634137.35,187412.73,397006.87,617917.17,836771.26,238658.21,475544.34
购买商品、接受劳务支付的现金,54331.39,105255.97,155462.31,292855.8,42136.23,98639.39,141810.79,217338.48,50110.91,82222.6,114174.22,214924.11,43081.38,81901.32,119681.6,193015.33,47691.75,108193.14,170558.84,385828.46,52063.6,108672.2,172341.61,226438.8,65761.43,140620.96,222026.22,246349.56,14818.34,40264.97,50316.26,65901.47,13096.03,25911.66,50270.73,95541.73,19941.08,43063.71,64385.42,87884.6,26754.65,54189.9,87922.58,112892.13,20255.14,49054.75,86825.32,119550.96,34979.5,85280.65
支付给职工以及为职工支付的现金,8849.22,16569.26,26546.37,37693.95,9810.13,19117.21,31596.26,45806.13,12458.77,24368.92,38034.03,53551.0,15437.91,28592.03,44647.77,59188.15,17245.64,32293.25,48728.47,70038.26,21755.0,39297.8,59745.12,82738.36,24944.52,45914.47,70451.17,95447.62,24143.89,50854.87,77974.46,112794.0,27329.72,53343.46,78113.93,131385.24,37308.89,69094.55,95375.06,133035.1,37233.05,72843.81,107236.46,141396.41,44957.82,80834.99,116794.18,158557.17,52025.11,91517.85
支付的各项税费,7745.79,18544.57,27399.56,37829.02,11517.75,26984.68,38967.54,47825.46,9421.02,22204.74,33286.66,44147.13,11600.3,27826.99,40716.45,51909.74,12801.43,30056.77,42931.6,55171.17,15589.01,34798.87,51450.29,67595.34,16771.85,38684.33,56409.88,71973.98,14233.34,34233.58,50265.0,67971.26,14198.2,31447.06,46999.21,78793.99,22209.99,47176.42,66999.43,89987.12,21241.12,45671.94,66469.35,93881.28,33281.14,64925.72,96476.72,126454.42,36351.94,67588.46
支付的其他与经营活动有关的现金,14231.17,33764.73,53308.7,63585.09,16381.33,44184.26,69729.45,72322.04,25190.17,51778.66,79623.13,76043.83,23013.55,49352.24,76670.83,82500.08,29505.8,52810.82,74245.12,101152.54,27731.76,65181.53,99486.1,123557.47,32386.48,67852.4,98734.72,117359.05,31416.3,47126.0,74514.07,85851.73,29894.89,55870.0,68045.23,119736.61,25662.73,54121.72,88112.21,122951.32,26863.49,62288.4,104542.91,167258.72,50327.79,115948.49,190234.81,285304.75,69487.5,149008.81
经营活动现金流出小计,85157.57,174134.54,262716.95,431963.86,79845.44,188925.55,282104.05,383292.09,97180.87,180574.92,265118.04,388666.07,93133.14,187672.58,281716.66,386613.29,107244.62,223353.98,336464.03,612190.43,117139.36,247950.39,383023.12,500329.96,139864.29,293072.16,447621.98,531130.22,84611.87,172479.42,253069.79,332518.45,84518.85,166572.18,243429.1,425457.57,105122.7,213456.4,314872.11,433858.13,112092.31,234994.06,366171.3,515428.55,148821.89,310763.94,490331.03,689867.3,192844.04,393395.78
经营活动产生的现金流量净额,3154.06,15390.59,19724.13,23545.82,5530.12,6279.98,9214.58,33171.01,10577.34,22098.92,23544.5,34201.38,-4067.09,34317.94,36266.58,50967.47,9593.68,1144.66,9837.9,51152.61,7441.91,14529.33,9462.73,39604.83,1339.12,15420.21,22336.1,54624.01,10404.79,14676.79,35151.46,71837.64,2521.74,18587.72,31306.15,70134.68,16276.18,30771.49,57454.64,77124.78,30244.36,64302.42,87406.22,118708.8,38590.85,86242.92,127586.14,146903.96,45814.17,82148.57
