报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30
货币资金,507902.93,384195.3,378831.81,401383.25,480077.61,397492.83,284419.22,209098.59,199128.5,284752.95,268987.25,288725.71,272386.08,243068.57,336369.48,282199.71,232348.72,262459.8,141662.69,129823.6,103160.02,68680.35,62010.9,61383.3,51417.51,39079.57,45672.0,39446.61,48219.27,68012.21,60815.7,54775.25,45888.2,62047.06,90517.86,45495.55,34070.26,165785.16,331587.26,192314.87,111503.97,147186.56,289174.44,380106.17,461203.19,686851.53,939671.56,484105.82,352782.04,339575.75,687765.5,447231.76,599231.39,630946.59,931458.64
交易性金融资产,4479.61,0.0,242.81,0.0,0.0,43.24,15693.53,10867.39,17659.67,19530.27,14942.16,2671.2,2553.91,1625.91,1734.4,1708.8,1814.4,1622.25,2151.1,1827.7,1788.5,1729.7,1651.3,1768.9,1631.7,1259.3,1308.3,1269.1,1161.3,1298.5,1519.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
衍生金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收票据及应收账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295751.28,0.0,406427.19,0.0,920795.21,0.0,826506.54,841781.87,897258.56,564166.02,874748.52,627098.44,1059315.24,772006.35,609598.3,612009.73,677840.56,765278.09
应收票据,14401.75,65652.2,97877.03,67933.23,2595.87,2145.84,33191.07,115505.61,116762.88,135243.58,150674.35,89802.09,106362.84,82319.74,119910.75,79407.19,66853.29,17825.1,89810.16,91936.23,109279.91,98253.87,102774.31,62535.7,44102.15,42795.68,41687.62,3683.77,33915.62,26265.08,72515.56,37683.95,33694.69,36928.6,19673.45,8416.07,25896.68,181291.39,252280.14,308801.09,569268.82,820009.45,703209.37,694419.31,723920.31,761532.39,457139.32,787733.38,527932.8,960089.61,675041.67,525940.69,453106.07,570867.12,612300.8
应收账款,140366.06,149940.16,139018.53,114140.39,88220.29,83170.99,62052.24,80124.98,73190.49,74821.93,77339.08,50929.87,60378.64,75607.79,58461.63,36643.15,38507.25,48538.6,36556.62,35478.32,39798.22,32342.79,21819.14,11530.59,14756.58,12163.05,12611.29,14803.23,80807.82,78390.44,70559.3,68160.3,77228.08,73227.13,67827.69,41380.65,47289.26,114459.89,143645.31,97626.11,202508.47,100785.76,118636.79,132087.23,117861.56,135726.17,107026.7,87015.14,99165.64,99225.63,96964.67,83657.61,158903.66,106973.44,152977.29
应收款项融资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366661.17,341534.85,541543.88,670849.66
预付款项,10634.72,6571.39,14173.14,22931.75,20165.98,22144.24,16499.12,21101.52,14671.16,10946.97,17149.19,44724.78,31505.66,11840.84,24555.52,31980.45,17468.34,17990.87,10578.46,9856.13,8451.72,11700.04,9460.97,5366.42,4018.05,6054.34,6730.76,4258.59,19869.93,13983.4,11324.31,5168.49,11929.77,11865.16,17527.03,13887.03,19127.21,246124.86,214516.91,196261.03,182779.87,297864.71,271388.72,326351.71,285215.43,261435.04,269341.49,253227.44,280023.03,229954.73,211569.69,189287.74,211277.75,227931.92,118477.22
其他应收款(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22979.18,0.0,6924.95,0.0,32329.05,0.0,4142.3,4246.01,14858.96,6292.39,3982.94,4225.72,23788.62,3889.64,1554.12,1493.98,19746.1,2320.08
应收利息,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
