报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30
货币资金,37525.17,35355.17,48822.34,47408.66,48551.73,90047.22,66236.11,132805.48,161913.3,188037.45,161068.22,147768.62,96046.81,97182.37,129373.98,177617.48,228381.43,227299.98,279093.89,256348.67,316099.13,397544.03,243786.99,295738.4,292455.54,440290.06,416401.85,400640.52,282988.79,264122.41,302518.65,206533.03,251553.19,281545.16,257446.27,233298.12,232143.72,376389.03,385362.37,287804.42,505105.5,528430.47,704277.95,503350.1,554010.47,263847.41,261197.75,323587.88,287013.66,230185.63,213263.64
交易性金融资产,19.33,0.0,0.0,0.0,0.0,26.15,26.15,26.67,26.67,32.72,32.72,34.74,34.74,28.38,28.38,34.97,34.97,32.8,32.8,21.94,21.94,22.1,22.1,21.31,21.31,17.45,17.45,15.74,15.74,15.46,15.29,19.5,19.5,26.86,26.86,25.92,25.92,23.93,23.93,23.46,23.46,22.88,22.88,23.5,23.5,19.49,218.15,0.0,0.0,0.0,0.0
衍生金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收票据及应收账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171160.41,0.0,178009.77,0.0,215161.13,0.0,201236.63,243129.77,274227.66,302822.69,299160.08,344799.4,383443.09,429266.67
应收票据,12362.87,15651.98,9748.66,11307.06,7471.66,14549.85,29760.94,82557.67,23126.87,20677.2,28244.2,65552.31,50381.15,76236.52,82567.96,62933.0,71276.72,79822.44,45245.95,16414.73,28058.59,51104.42,42740.9,10206.82,28489.35,18722.39,33412.17,50998.1,36985.2,68239.2,37057.32,88363.66,76147.4,63108.63,64826.26,50372.83,36572.34,54356.08,67648.45,85801.96,92558.8,90666.97,111252.23,57371.2,95953.1,129206.83,141018.85,169893.44,110394.4,173011.58,199637.85
应收账款,16056.91,20282.35,22691.7,35999.99,29352.57,27814.43,66704.0,41308.01,22701.32,21441.63,22388.03,29662.43,26924.31,25036.0,32322.05,49212.21,40919.47,116359.81,91493.93,50374.29,314565.43,50340.24,159075.47,47518.37,166206.56,172008.48,74062.71,70201.98,82818.49,71248.24,94465.47,156557.87,144885.44,80268.37,88578.42,96451.27,95604.47,116804.33,160602.17,92207.81,132552.15,124494.15,188610.93,143865.43,147176.66,145020.83,161803.84,129266.64,234405.0,210431.51,229628.82
应收款项融资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预付款项,17552.56,21660.47,21019.48,23153.9,21550.79,27980.18,20583.98,17219.4,17410.25,12293.33,16402.3,9429.78,12033.86,11450.15,20814.75,13771.38,34324.34,44348.12,21878.76,16414.99,18034.31,23086.39,42814.11,30092.59,31371.03,29605.99,45736.58,27876.19,27802.01,31477.65,24204.72,12169.75,21111.81,14644.35,18073.65,11003.18,9191.46,10271.98,18895.52,8777.54,11137.93,32886.65,31723.86,9396.18,30566.76,53636.06,94572.5,34827.2,93549.78,85963.08,132529.73
其他应收款(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13562.18,0.0,4915.28,0.0,6156.73,0.0,5016.75,4755.92,5011.46,7305.48,4561.62,5572.83,4871.73,5884.25
应收利息,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.06,10.18,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.26,265.1,0.0,364.63,390.96
