报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30
一、营业总收入,1519.79,5499.42,9329.89,17064.92,2412.66,8749.63,14919.54,22333.23,2764.65,9824.66,17070.24,25628.76,3209.69,11360.97,25943.1,64241.74,20003.56,37035.17,53624.34,92761.96,5767.24,25360.93,32429.47,41850.04,6910.2,20708.37,31727.3,47466.68,22083.48,31183.29,41037.49,77571.46,10837.05,22570.9,32361.83,63326.0,14094.1,34757.0,56431.05,81951.55,18036.42,45351.29,75047.94,132723.08,34597.76,84112.89,127770.57,132496.11,16248.27,51355.26,71313.63,85928.92,5870.98,11752.42,19701.43
营业收入,1519.79,5499.42,9329.89,17064.92,2412.66,8749.63,14919.54,22333.23,2764.65,9824.66,17070.24,25628.76,3209.69,11360.97,25943.1,64241.74,20003.56,37035.17,53624.34,92761.96,5767.24,25360.93,32429.47,41850.04,6910.2,20708.37,31727.3,47466.68,22083.48,31183.29,41037.49,77571.46,10837.05,22570.9,32361.83,63326.0,14094.1,34757.0,56431.05,81951.55,18036.42,45351.29,75047.94,132723.08,34597.76,84112.89,127770.57,132496.11,16248.27,51355.26,71313.63,85928.92,5870.98,11752.42,19701.43
二、营业总成本,1086.24,3974.2,6289.66,11618.91,1775.82,6521.73,10043.02,15984.51,2094.18,7552.51,11909.01,18732.51,2492.04,8743.32,19485.41,46580.75,13889.92,25829.46,36581.1,74001.24,5349.16,20529.11,27891.67,35539.41,6657.54,19952.97,30002.63,44279.92,22843.9,35884.46,48231.47,76863.45,11641.85,24626.97,37729.19,63445.3,14296.34,33494.39,50201.47,66871.75,14784.18,34760.07,58538.7,90936.31,19596.32,54151.9,93060.7,113788.77,18420.54,43561.34,65007.75,87473.07,15258.75,32339.7,48997.59
营业成本,351.39,1219.59,2064.35,4190.75,569.14,2052.18,3327.67,5331.46,698.56,2508.18,3990.95,5985.29,752.34,2704.33,9282.68,28994.5,9089.26,14387.4,19478.33,42491.97,981.41,11241.06,12943.49,15241.25,1612.52,7761.76,10596.01,14683.23,13799.39,16115.49,18243.7,34791.11,3082.81,6350.17,8697.59,21018.43,4569.96,11336.93,16526.44,21389.72,4374.74,12429.34,18228.4,26957.67,7619.38,24357.62,41687.55,46586.71,4399.86,10704.66,16786.64,20192.44,2576.99,5002.58,8104.11
营业税金及附加,18.6,52.43,99.51,188.68,29.36,107.36,180.78,256.46,5.05,107.32,185.94,270.05,33.85,141.84,250.82,455.05,127.17,353.67,575.5,817.9,2.33,135.02,288.09,305.43,75.22,79.93,84.52,434.13,287.44,385.73,471.53,566.93,128.73,249.08,383.29,594.23,110.24,244.76,417.64,1391.52,520.4,1075.8,1402.51,2142.42,597.99,1332.35,1833.21,2516.9,490.1,1040.39,1675.09,2219.66,276.41,516.33,831.0
销售费用,418.48,1951.82,3033.53,5420.68,700.26,3181.06,4759.68,7859.48,734.19,3326.51,5345.18,8568.54,877.38,3941.03,6645.16,10134.97,2207.68,5080.97,8075.27,14468.83,1540.11,3134.71,4952.81,7295.41,1534.06,3707.31,5759.99,8908.76,2045.16,7402.12,11264.17,12182.13,2057.83,5084.71,7639.27,12009.16,1703.89,5407.21,8820.96,9198.23,694.4,2452.79,8053.24,15825.93,1752.85,6608.88,12743.56,15121.95,986.17,5768.51,7673.68,9199.56,449.18,1709.26,2861.34
管理费用,166.63,562.74,806.86,1366.76,319.97,691.27,1080.59,1712.95,446.86,1081.51,1625.03,2569.74,562.96,1450.11,2009.92,4277.81,1176.12,3024.7,4494.7,7891.28,1221.66,2791.42,4686.31,7844.61,1544.09,3527.56,6246.55,10375.68,3592.65,6212.6,9081.71,13589.74,2915.18,6368.36,10222.01,15277.82,3637.89,7693.53,12077.98,18204.21,5020.52,9797.56,15495.02,24562.59,5067.17,10161.5,15321.09,20791.89,3819.24,8647.78,14330.56,19663.11,4741.84,8244.43,12053.75
财务费用,66.59,123.09,220.85,369.18,157.09,325.22,529.67,775.05,209.52,406.54,639.48,904.4,265.52,580.09,1370.91,2588.97,1289.7,2533.56,3800.87,5376.22,1603.66,3294.3,5088.37,6822.66,1891.65,4124.6,6563.74,9046.43,3119.26,6261.58,9663.42,13703.78,3457.3,6977.62,10484.78,13969.27,4419.54,8240.87,11636.28,15539.67,3864.99,8451.97,13899.15,19620.38,6249.05,12214.55,19029.73,24513.59,6620.97,14360.32,21321.46,32162.73,7172.18,16303.13,24467.02
研发费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1216.34,4556.57,425.33,3039.68,3220.32,4035.58,42.15,563.97,680.38
资产减值损失,64.55,64.55,64.55,82.85,0.0,164.63,164.63,49.12,0.0,122.44,122.44,434.49,0.0,-74.07,-74.07,129.46,0.0,449.17,156.43,2955.03,0.0,-67.4,-67.4,-1969.96,0.0,751.81,751.81,831.68,0.0,-493.05,-493.05,2029.75,0.0,-402.97,302.25,576.39,-145.17,571.09,722.16,1148.4,309.12,552.62,1460.39,1827.31,-1690.13,-522.99,1229.24,-298.85,1678.88,0.0,0.0,0.0,0.0,0.0,0.0
