报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30
应付职工薪酬,6882.8,7806.29,11146.73,26108.84,24066.95,31385.53,34267.31,29767.82,29384.84,36923.62,29452.1,39047.97,30694.28,33760.66,35370.46,40484.37,33842.87,37703.57,39361.49,46408.32,37523.31,41836.89,41657.21,49259.49,47954.13,48195.8,49886.5,57416.49,41110.95,48042.76,50805.86,51027.28,33577.98,27114.19,28401.86,46011.04,35621.71,33718.51,29810.54,53836.56,34332.18,36144.14,35163.09,49868.94,35679.73,39754.96,40631.99,56690.99,40800.5,44306.37,42550.83,65654.38,32264.93,61537.97,68869.93,83469.68,54524.23,54767.49
应交税费,-58488.65,-58994.11,-62896.85,-49974.67,-47489.94,-47809.57,-40399.71,-21822.91,-30459.64,-35930.48,-37094.19,-27027.77,-55415.11,-76934.1,-64673.83,-40429.53,-39923.97,-68668.11,-74455.95,-28053.74,-44617.07,-89295.31,-65900.94,-60476.52,-90231.24,-106282.76,-93391.19,-52125.67,-59268.07,-50921.12,-67135.31,-31192.37,-29063.87,-51648.44,-44971.86,-2095.9,3814.38,26739.93,13407.3,38181.65,20715.71,24068.6,45771.09,43219.12,31578.8,31683.58,38253.13,43117.26,35746.84,18106.13,26860.83,34822.15,30748.55,33796.53,42192.14,45976.01,47243.42,46050.89
应付利息,0.0,0.0,4.3,3015.83,0.0,49.76,536.73,658.58,1620.11,865.4,2536.48,2287.73,2227.43,4435.95,1144.0,4263.76,2492.63,3551.67,3707.42,5331.07,4365.38,3392.22,4195.72,6063.77,4780.0,4556.28,2029.22,6358.97,8258.01,8829.41,11216.98,14563.71,21853.06,8266.12,9016.95,11207.37,13370.93,4329.4,861.16,1366.15,1839.32,1849.83,2818.12,3968.26,6131.59,8849.52,10547.84,11957.57,11164.08,10147.02,15011.34,12106.79,11143.93,5898.55,9382.83,0.0,0.0,0.0
应付股利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451.6,420.5,418.38,398.46,473.62,533.1,473.62,554.9,779.87,618.5,492.58,487.96,4127.38,497.29,1279.95,700.62,7126.68,525.27,9757.75,584.44,568.31,568.31,614.79,564.59,564.59,564.59,1310.48,1130.48,893.81,891.59,4757.58,1125.04,667.43,581.29,4278.01,51246.78,13203.8,13203.8,23685.4,13242.73,13290.55,13230.09,18911.84,14295.62,14207.0,14207.0,19124.66
其他应付款,57288.37,51051.62,65092.39,42592.88,68636.29,90286.09,93230.06,55311.44,63101.81,81232.03,94771.53,95041.99,118074.81,86988.58,115476.65,121334.44,144808.2,153061.53,165512.97,163159.1,192810.06,174412.55,196042.79,218530.87,254648.05,249968.38,254122.92,286448.36,294980.38,335997.23,330540.46,272570.39,234802.48,264665.18,351003.06,285982.9,266719.6,300593.71,407010.55,270912.38,266754.59,277150.23,301042.55,286350.12,302621.12,271945.16,0.0,300703.4,0.0,326115.33,0.0,291918.89,0.0,328666.87,0.0,284543.11,0.0,298998.02
预提费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内的递延收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付短期债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动负债,0.0,0.0,2000.0,2000.0,2000.0,2000.0,0.0,17000.0,43750.39,30000.0,2300.0,14014.0,14014.0,20304.9,16915.1,41695.63,75024.4,129906.4,128084.57,132737.73,192589.38,220330.81,207088.07,208169.55,125941.55,73667.55,82942.58,84138.0,67001.61,88448.59,380667.25,336191.88,416946.94,353845.1,56256.48,154606.12,84988.28,111167.36,85827.47,70527.62,46324.42,31403.75,33370.24,43351.0,34251.52,48337.78,44250.39,82001.1,76216.19,41270.77,438.01,1927.4,2034.92,118705.19,129002.12,94093.52,112459.41,193398.36
其他流动负债,236.5,13523.98,9455.06,100441.02,441.02,486.27,6312.56,3655.85,2342.13,446.7,468.68,2017.21,2017.21,0.0,0.0,0.0,290.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,450000.0,150000.0,0.0,292.05,292.05,13263.59,13194.43,13167.32,33848.13,20048.72,20047.46,26176.38,5919.74,106056.96,104226.75,109526.04,128107.21,142308.25,198225.84,43069.53,42570.12,92672.87
流动负债合计,817799.84,812547.38,1133088.22,1180124.23,1352205.84,1333385.94,1418550.23,1489236.27,1522643.18,1596587.65,1647963.14,1797503.68,1868478.18,2026788.99,2069547.44,2366015.73,2382281.72,2626809.24,2737778.66,2641573.69,2689032.39,2803041.08,2886888.83,3077079.16,2981692.34,3240998.39,3502319.76,3353924.99,3378854.28,3856866.63,3976466.85,3757615.62,3945832.08,3925141.13,3516230.59,3419601.58,3520444.51,3649425.3,3699123.85,3769726.5,4022663.98,4127254.27,4201267.11,4154935.42,4183447.5,4345985.19,4782446.33,4784922.23,4567556.55,4870549.72,4845093.52,4956349.1,4769705.85,5064387.71,5413712.65,5429839.11,5366453.91,5591911.65
长期借款,0.0,0.0,1750.0,18684.91,103298.91,102339.51,75121.51,78419.82,99551.7,232925.57,173079.72,209057.55,215777.89,265695.04,263369.22,292889.12,356550.5,351481.71,352787.69,349066.81,280465.29,241150.82,252990.64,148233.46,173505.93,130298.09,154481.83,185373.91,255775.3,214792.53,205598.11,202415.16,130940.84,157705.83,131356.79,82669.5,30578.7,5529.01,60560.34,69000.88,95585.1,110456.0,110456.0,95316.0,98616.0,73552.0,73552.0,10192.0,25192.0,74319.66,79889.18,116593.98,166760.71,164869.67,179154.9,166247.64,186684.67,163900.5
应付债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217533.11,222448.45,225369.17,228289.89,231336.64,234446.4,237556.16,240665.92,243909.87,277062.63,280371.09,283851.09,287400.71,290835.21,294348.71,297874.83,301551.55,275303.94,279057.46,282810.99,0.0,0.0,153555.0,152840.0,159032.5,162340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期应付款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277.85,861.69,703.08,0.0,0.0,0.0,36344.92,20580.76,17476.62,14324.6,10526.67,8166.73,5411.17,1063.02,2795.23,0.0,0.0,0.0,0.0,68.33,0.0,13627.66,0.0,9272.23,0.0,5753.38
长期应付职工薪酬,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25172.95,24050.97,24539.03,24532.39,28110.13,27766.92,26343.0,26388.99,26179.86,25888.8,24969.1,24769.06,24815.75,24451.81,23562.54,23536.99,22598.32,18634.12,21313.38,21208.21,21012.49,20758.79,21210.76,21208.97,20268.86,20113.48,20095.1
专项应付款,1586.4,2544.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,80.0,3532.34,3598.82,3387.73,3322.49,3321.41,3309.36,4965.41,1862.51,1849.5,1787.57,1783.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3152.0,3152.0,3152.0,3936.3,3152.0,3212.0,3152.0,3292.0,3292.0,3250.0,3250.0,3305.0,153.0,153.0,233.0,0.0,1269.78,0.0,1271.78,0.0,2613.0,0.0,2613.0,0.0,5013.0,0.0,0.0
预计非流动负债,0.0,0.0,2139.26,26962.08,28272.82,34620.7,35587.25,23882.74,23189.07,28978.17,33776.65,36044.04,40208.64,42928.46,45757.97,45323.83,39880.82,42300.07,43749.88,45949.21,47460.16,48452.58,48900.95,48721.33,48840.19,49495.28,49131.26,49597.42,49601.46,49618.08,49567.51,44528.63,44425.05,44380.47,44301.37,44799.22,44344.16,44079.84,43997.16,44473.52,44761.89,44971.68,44781.43,44349.03,43711.21,43988.94,43410.03,39466.02,39343.86,37001.45,33496.86,32593.42,31422.65,32450.29,32418.86,32980.45,35128.67,34933.82
递延所得税负债,705.68,1838.08,680.97,1840.63,2781.77,4143.62,3713.92,5710.37,6586.96,7117.68,26904.56,23216.35,21318.54,19759.98,18887.85,17591.57,16815.18,16035.56,15225.63,14483.82,13656.06,12828.3,11964.83,11114.9,10233.57,9352.23,8432.86,7478.12,6539.74,5186.13,4222.04,3239.1,2242.98,1246.87,912.49,931.41,912.88,913.48,4055.53,5152.83,5179.71,1737.06,1720.56,2698.88,2699.12,3235.57,3507.0,5313.3,5002.47,5450.4,5954.39,5452.98,5539.23,5635.0,6474.64,6614.83,6520.02,6493.2
长期递延收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65984.59,41095.43,41069.04,42633.79,36778.85,39760.41,39856.28,40961.77,42156.06,45015.31,42055.26,37573.58,38341.57,41174.28,41110.0,42584.04,53980.21,59393.0,59604.67,65204.89,64379.55,65522.3,65493.38,64231.48,64276.21,68154.29,69309.78,68160.39
其他非流动负债,0.0,0.0,0.0,2451.28,2521.37,3018.95,9677.14,13121.0,14231.84,16682.19,17354.39,18468.83,19053.08,26896.06,31383.96,35134.74,35603.89,39253.21,45365.96,48166.63,50962.99,40556.58,53399.57,67465.44,70482.08,55612.02,54935.1,61837.63,57349.41,51002.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84977.0,84977.0,84977.0,84977.0,84977.0,88628.09,84977.0,84977.0,84977.0,85067.51,0.0,0.0,0.0,0.0,0.0
非流动负债合计,2292.08,4382.08,4570.23,49938.9,136874.87,144122.78,124299.83,121133.94,143559.58,285703.61,468728.43,512767.57,525326.15,586957.16,594058.13,628707.08,689715.93,694701.88,702901.55,736578.6,674703.18,628623.09,654656.7,566370.34,597410.47,542632.45,568532.6,579591.01,648323.37,603410.64,325372.24,319603.28,399713.72,427359.67,401553.77,361762.67,146670.93,120979.11,216795.01,213695.16,234197.38,237282.01,233900.28,301650.67,301129.29,273196.11,285758.46,223209.42,237538.8,289554.7,292322.16,329015.03,377734.4,305496.57,317581.18,309271.48,332481.64,307849.54
负债合计,820091.92,816929.46,1137658.45,1230063.13,1489080.72,1477508.72,1542850.05,1610370.21,1666202.76,1882291.26,2116691.56,2310271.25,2393804.32,2613746.15,2663605.57,2994722.81,3071997.65,3321511.12,3440680.2,3378152.29,3363735.56,3431664.17,3541545.54,3643449.51,3579102.81,3783630.84,4070852.36,3933515.99,4027177.65,4460277.26,4301839.09,4077218.9,4345545.8,4352500.8,3917784.36,3781364.25,3667115.44,3770404.41,3915918.86,3983421.66,4256861.36,4364536.28,4435167.39,4456586.1,4484576.8,4619181.3,5068204.79,5008131.65,4805095.35,5160104.42,5137415.68,5285364.13,5147440.25,5369884.28,5731293.84,5739110.59,5698935.55,5899761.19
实收资本(或股本),189821.14,189821.14,189821.14,189821.14,189821.14,189821.14,189821.14,189821.14,189821.14,189821.14,189821.14,189821.14,189821.14,284731.71,284731.71,284731.71,284731.71,355914.64,461624.42,461624.42,461624.42,461624.42,461624.42,461624.42,461624.42,461624.42,461624.42,461624.42,461624.42,461624.42,461624.42,461624.42,461624.42,461624.42,461624.42,461624.42,461624.42,461624.42,461624.42,461624.42,461624.42,461624.42,461624.42,461624.42,461624.42,461624.42,461624.42,461624.42,461624.42,461624.42,461624.42,461624.42,461624.42,461624.42,461624.42,461624.42,461624.42,461624.42
资本公积,326594.32,326594.32,326594.32,326399.96,300769.2,302538.41,300183.71,302566.78,303532.19,303732.75,359684.05,357647.34,356997.03,261845.65,262373.92,263332.77,264111.39,193970.14,378958.48,380160.02,381022.78,381850.54,382710.85,383899.3,409032.42,409907.91,386653.78,385701.14,386639.52,379559.95,379676.15,387033.02,388000.19,389250.66,389391.82,390753.86,390646.68,390904.71,390900.68,391022.95,392420.58,395556.23,395296.64,397173.31,397502.38,395679.84,356939.68,367287.66,367309.87,367332.07,366076.51,367555.14,367584.99,367569.88,366210.47,365656.2,366006.52,365849.82
减：库存股,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他综合收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1053.34,2888.11,4725.26,3640.0,2412.2,2057.96,2736.34,527.25,-6.48,-3595.52,1186.9,-1394.66,-566.39,1528.5,4779.17,2259.99,-912.78,465.7,2001.47,872.67,-5193.93,-431.87,-559.51,-634.21,129.89,697.93,2464.81,4679.52
专项储备,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.74,104.24,154.7,221.96,210.66,232.97,203.28,153.63,108.46,121.15,88.81,1948.07,1914.08,1873.17,1928.04,1919.65,1815.51,1862.1,1901.79,1935.81,1844.99,1947.38,2026.45
盈余公积,353708.77,353708.77,353708.77,352235.69,352799.97,352235.69,352235.69,352235.69,352235.69,352235.69,352235.69,352235.69,352235.69,335679.13,335679.13,335679.13,335679.13,335679.13,335679.13,341748.05,341748.05,341748.05,341748.05,344277.86,344277.86,344277.86,344277.86,345512.2,345512.2,345512.2,345512.2,345512.2,345512.2,218477.34,218477.34,218477.34,218477.34,218477.34,456.18,6862.79,6862.79,6862.79,6862.79,8673.94,8673.94,8673.94,8673.94,8673.94,8673.94,8673.94,8673.94,10574.16,10574.16,10574.16,10574.16,19572.67,19572.67,19572.67
一般风险准备,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
未分配利润,58923.06,57659.99,67049.16,61641.55,74728.09,52804.28,60150.38,56622.28,56892.99,59626.6,55462.37,58711.82,59275.1,79331.37,84651.7,104806.18,115137.44,127932.16,132242.47,139358.63,149925.44,154073.55,159376.6,167109.73,181893.63,189827.66,193532.93,212507.3,213430.56,185161.44,171837.54,208153.77,209885.53,316224.09,285796.38,137726.33,159349.77,183917.9,407924.43,404786.42,408084.05,420238.92,403032.49,420149.53,426261.5,437033.21,466967.12,465214.44,472020.99,462172.56,460909.15,460865.72,425687.86,430233.87,443168.0,451787.6,453852.86,456407.96
归属于母公司股东权益合计,928923.43,927673.62,936833.24,929763.9,917520.02,896641.61,901095.4,898657.02,898708.6,903527.54,955543.31,957196.43,957502.35,960727.41,966460.08,987412.74,998584.19,1012586.91,1307294.48,1322099.23,1333262.58,1338580.91,1344359.55,1355424.6,1394174.3,1403716.95,1382868.33,1404415.73,1406064.6,1370781.25,1359703.65,1405211.52,1409747.59,1389216.51,1357702.17,1210682.65,1232938.79,1255606.33,1261121.2,1260911.72,1270411.72,1283090.98,1266403.57,1289258.17,1298962.56,1305360.21,1295240.45,1305180.24,1313503.87,1302603.71,1294009.74,1302003.08,1266774.02,1271269.91,1283642.75,1301183.81,1305468.66,1310160.83
少数股东权益,38068.89,41584.83,137097.04,145829.51,230640.63,266941.83,358935.5,363486.86,361553.8,359269.97,375633.29,386141.63,390064.88,387956.45,398055.09,473458.83,477000.18,479418.18,472657.07,464854.89,468621.14,470917.97,467482.41,455679.96,514344.51,526907.56,553900.87,545769.12,543054.35,564601.99,555707.73,540030.27,549890.24,561975.17,570021.55,569487.24,583069.83,586535.78,599108.66,741964.02,760049.2,806096.87,810618.96,796425.05,825658.7,839787.76,841685.44,837182.0,848036.95,840831.96,851572.92,811554.18,794962.53,784448.87,796464.77,818469.7,826014.34,830744.34
所有者权益(或股东权益)合计,966992.32,969258.45,1073930.27,1075593.41,1148160.66,1163583.44,1260030.9,1262143.87,1260262.4,1262797.51,1331176.6,1343338.06,1347567.23,1348683.86,1364515.17,1460871.57,1475584.37,1492005.09,1779951.55,1786954.12,1801883.72,1809498.88,1811841.96,1811104.56,1908518.81,1930624.51,1936769.2,1950184.85,1949118.95,1935383.24,1915411.37,1945241.79,1959637.83,1951191.68,1927723.71,1780169.9,1816008.62,1842142.11,1860229.86,2002875.74,2030460.92,2089187.85,2077022.54,2085683.22,2124621.27,2145147.97,2136925.9,2142362.25,2161540.82,2143435.67,2145582.66,2113557.26,2061736.55,2055718.78,2080107.53,2119653.51,2131483.0,2140905.17
负债和所有者权益(或股东权益)总计,1787084.24,1786187.91,2211588.72,2305656.54,2637241.37,2641092.16,2802880.95,2872514.08,2926465.16,3145088.77,3447868.17,3653609.31,3741371.55,3962430.01,4028120.73,4455594.38,4547582.02,4813516.21,5220631.75,5165106.41,5165619.28,5241163.05,5353387.49,5454554.07,5487621.63,5714255.35,6007621.56,5883700.85,5976296.61,6395660.5,6217250.46,6022460.69,6305183.63,6303692.48,5845508.07,5561534.14,5483124.06,5612546.52,5776148.71,5986297.4,6287322.27,6453724.13,6512189.93,6542269.31,6609198.06,6764329.27,7205130.69,7150493.89,6966636.17,7303540.08,7282998.34,7398921.39,7209176.8,7425603.07,7811401.36,7858764.1,7830418.55,8040666.36
