报表日期,2007-12-31,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30
销售商品、提供劳务收到的现金,39777.42,50845.76,11728.85,23059.42,33043.47,47687.29,12560.07,28211.48,42405.05,55166.8,17942.54,39170.25,59851.55,85874.67,28938.22,66324.5,102875.02,134891.88,27860.81,61488.17,94649.36,132816.75,33167.93,75502.36,115283.86,153619.55,37520.39,76039.16,112782.24,153743.83,38620.11,69956.73,104246.58,138490.28,36322.41,74945.53,116560.43,158449.46,32329.57,88476.67,174228.3,262677.61,92153.51,176715.67,266077.54,357075.32,97637.22,263385.38,491403.06
收到的税费返还,907.47,211.87,56.24,56.24,723.69,1120.21,791.96,1354.72,1639.96,1664.56,738.01,1033.81,2852.11,4408.39,2195.8,3658.3,5098.4,6073.13,1872.36,3000.02,4527.39,5796.15,1289.97,2037.3,4119.13,5674.25,1809.0,3345.14,4423.57,6410.19,1110.39,2212.68,3446.76,4537.48,2350.67,4074.26,5999.35,7497.97,1799.83,3896.4,6526.66,8760.22,7025.68,12383.7,16432.88,19131.26,2691.83,4787.62,8928.48
收到的其他与经营活动有关的现金,701.42,614.45,59.18,72.02,236.89,173.06,82.62,781.02,911.25,1284.07,114.79,786.42,1876.19,2101.94,234.18,620.33,643.57,817.97,-389.48,928.78,1254.89,2553.13,215.4,964.05,10371.58,1100.11,383.93,659.23,772.95,745.22,22.37,279.63,1020.82,744.63,617.88,165.87,346.94,370.46,406.43,1146.07,1989.64,2297.99,1809.96,2570.1,2830.95,7023.94,3010.72,2878.94,8134.21
经营活动现金流入小计,41386.31,51672.08,11844.27,23187.68,34004.04,48980.56,13434.65,30347.22,44956.26,58115.43,18795.33,40990.47,64579.85,92385.0,31368.2,70603.12,108616.99,141782.97,29343.7,65416.96,100431.64,141166.03,34673.31,78503.71,129774.57,160393.91,39713.32,80043.53,117978.76,160899.23,39752.86,72449.05,108714.16,143772.39,39290.96,79185.66,122906.72,166317.89,34535.82,93519.15,182744.6,273735.82,100989.16,191669.48,285341.37,383230.51,103339.77,271051.94,508465.75
购买商品、接受劳务支付的现金,35795.2,37379.8,7491.98,15515.89,25830.2,35585.95,13013.75,26248.21,41082.83,53256.87,16218.72,34324.07,59811.58,87771.98,28215.23,56058.02,85130.79,107202.46,27503.96,54656.86,78395.07,107178.5,34767.52,61398.63,103080.46,120882.13,29560.11,52376.31,85378.41,107411.08,27297.55,44265.08,70003.97,101754.97,28341.66,48717.67,77979.3,112329.62,19931.51,44731.83,83669.48,124974.03,58765.48,84493.81,123478.78,176819.12,63839.61,116511.84,203323.74
支付给职工以及为职工支付的现金,2112.99,3027.79,1050.01,1896.47,2714.71,3547.26,1505.78,2468.01,3374.12,3906.32,1639.43,2970.69,4627.12,6551.92,2582.13,4567.73,6644.43,9414.33,2785.67,5817.07,8916.47,11098.54,3747.54,6918.75,9817.22,12826.82,3227.45,6393.3,9581.46,12835.84,3062.76,6098.25,9031.47,12480.56,3410.03,6863.6,10695.64,14889.0,4619.52,10539.69,19199.1,34817.7,16897.39,34245.54,46897.6,56998.22,14250.07,29880.99,47325.59
支付的各项税费,855.62,2110.73,332.51,945.31,1470.53,2043.48,612.83,1211.61,1245.61,1240.62,163.43,492.62,646.04,1027.36,339.45,641.21,1305.42,1906.93,513.85,1290.93,2026.6,2789.8,683.9,2668.69,3571.52,4753.17,498.09,2409.47,4462.32,6580.52,1404.0,3893.86,5810.33,7873.52,1453.28,3895.88,5215.52,6316.41,2139.57,4196.6,6556.35,14923.24,5089.98,10710.94,15373.2,20891.78,3713.3,9085.03,22046.9
支付的其他与经营活动有关的现金,1014.71,1562.36,113.36,635.17,718.36,1599.14,285.66,533.05,686.54,2877.19,169.34,950.16,2466.26,3616.68,798.04,3209.89,2470.3,7877.07,1785.35,4213.23,5988.36,6710.03,2034.18,4299.86,7120.17,6835.91,1527.64,3684.55,5138.06,7941.86,1797.93,3394.03,4466.52,5270.69,1845.04,3258.55,4958.52,10026.14,1827.99,7881.74,22068.87,34084.22,10836.11,28430.83,41033.57,50242.49,8096.01,20525.09,46041.15
经营活动现金流出小计,39778.53,44080.69,8987.85,18992.84,30733.8,42775.82,15418.01,30460.87,46389.1,61281.01,18190.93,38737.54,67550.99,98967.94,31934.84,64476.86,95550.93,126400.8,32588.83,65978.09,95326.49,127776.87,41233.15,75285.93,123589.38,145298.03,34813.29,64863.63,104560.25,134769.29,33562.23,57651.21,89312.29,127379.73,35050.02,62735.71,98848.99,143561.17,28518.59,67349.87,131493.81,208799.2,91588.96,157881.13,226783.15,304951.6,89898.99,176002.95,318737.38
经营活动产生的现金流量净额,1607.79,7591.39,2856.42,4194.84,3270.25,6204.74,-1983.37,-113.65,-1432.84,-3165.58,604.41,2252.93,-2971.14,-6582.94,-566.65,6126.27,13066.06,15382.17,-3245.13,-561.13,5105.15,13389.16,-6559.83,3217.78,6185.2,15095.88,4900.03,15179.9,13418.51,26129.94,6190.64,14797.83,19401.88,16392.66,4240.94,16449.95,24057.73,22756.73,6017.24,26169.28,51250.8,64936.62,9400.2,33788.35,58558.22,78278.91,13440.78,95048.99,189728.36
