报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31
货币资金,22236.61,23914.89,30801.35,23018.36,20288.12,20938.62,23774.51,32513.23,29977.14,34231.11,37241.7,31815.03,34742.86,31642.51,24923.35,25610.54,19658.07,31555.11,26158.51,121428.87,87724.12,97303.3,76590.42,96445.62,105664.84,91309.42,92117.92,107894.73,107105.01,112497.4,118716.17,173527.5,159729.24,170804.33,195053.38,204884.97,231852.36,266817.46,267285.62,330916.27,329569.35,320807.36,350621.08,313469.13,316921.16,338308.76,290984.93,299026.85,277922.62,325836.93,345929.4,297497.35,334815.95,343400.97,393631.35,371329.57,351900.47
交易性金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1134.07,602.81,4324.34,804.1,3555.73,1407.97,636.36,200.3,1331.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
衍生金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704.32,391.67,28.21,8036.54,237.95,6084.19,1180.82,6758.23,175.4
应收票据及应收账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146005.38,185456.23,182569.67,131509.93,149349.4,209318.87,168580.43,142229.12,172782.77,182300.85,192665.04,145480.08,139204.03,202417.94
应收票据,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11806.19,6267.84,0.0,13320.0,10406.22,6008.18,0.0,0.0,0.0,0.0,0.0,0.0,2353.04,1930.78,1528.46,5757.07,5643.35,1108.45,2637.4,1852.84,2995.86,1884.09,1700.48,1052.15,2634.0,1986.0,800.0,30.0,764.98,298.85,248.0,179.56,929.0,590.0,880.0,100.0,787.64,412.69,257.15,120.0,189.18,65.21,337.51,380.0,0.0,962.65,1798.25,1936.32,0.0,0.0
应收账款,17761.12,23284.48,20465.76,12059.75,12127.88,13003.77,24370.73,14035.61,27535.94,35684.32,25243.17,16173.2,14426.96,14934.43,17250.98,13897.82,13936.31,14597.23,16488.83,39608.24,33546.27,37716.97,45760.24,62878.67,62514.36,59579.31,63878.0,61290.42,54954.07,53857.8,55990.73,59408.69,62177.55,56989.09,86778.6,74432.21,75998.46,76371.88,75232.68,135580.46,169619.03,178889.46,131035.76,145217.74,185043.54,182312.52,131389.93,149160.22,209253.66,168242.92,141849.12,172782.77,181338.2,190866.79,143543.77,139204.03,202417.94
应收款项融资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,755.7,0.0,0.0,0.0,4792.93,1608.87
预付款项,21167.21,21131.52,22010.01,36807.28,34877.29,36441.72,31992.61,8814.57,6770.37,10499.46,9574.22,5096.43,7117.2,4661.29,2716.64,2032.72,2546.88,2800.47,3363.51,14238.56,12975.5,10353.09,18694.19,12929.19,18020.51,25431.69,29467.49,18134.98,22130.04,19974.45,19944.89,18851.1,17670.4,16429.14,32695.66,35597.69,33416.61,35928.52,39733.39,30033.67,23092.28,26064.24,24094.66,23392.4,17108.15,25815.5,52336.89,29777.64,22668.26,27188.71,37088.01,20880.03,42941.87,36856.62,58411.3,20136.78,53852.14
其他应收款(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28964.26,27295.17,30926.66,17990.52,24240.24,26320.65,22606.74,22456.19,23622.59,27951.23,23146.68,22770.25,24218.4,34790.52
应收利息,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,847.36,847.36,16.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,839.88,963.63,1087.38,910.94,1959.67,2382.48,2835.63,0.0,1607.67,0.0
