报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30
一、营业总收入,75770.15,229092.16,513739.59,674944.47,140056.02,427086.34,803283.74,1030255.42,141648.69,430491.02,813776.33,1037817.69,126896.85,377779.66,755191.49,962158.11,129549.35,418169.39,891639.42,1160107.64,170520.07,548078.64,1081289.99,1349078.53,193515.13,582564.76,1189354.24,1518986.0,197047.08,637239.73,1206281.56,1540893.06,199517.87,639953.01,1109323.8,1407924.65,198189.62,696109.04,1569715.57,2088404.9,420918.97,1110158.23,1961340.3,2608924.1,522128.83,1246066.96,2138666.91,2753517.03,616901.32,1612432.79
营业收入,75770.15,229092.16,513690.42,674944.47,140056.02,427086.34,803283.74,1030255.42,141648.69,430491.02,813776.33,1037817.69,126896.85,377779.66,755191.49,962158.11,129549.35,418169.39,891639.42,1160107.64,170520.07,548078.64,1081289.99,1349078.53,193515.13,582564.76,1189354.24,1518986.0,197047.08,637239.73,1206281.56,1540893.06,199517.87,639953.01,1109323.8,1407924.65,198189.62,696109.04,1569715.57,2088404.9,420918.97,1110158.23,1961340.3,2608924.1,522128.83,1246066.96,2138666.91,2753517.03,616901.32,1612432.79
二、营业总成本,75270.12,222339.6,494967.76,658513.41,139051.03,416308.83,778614.78,1008784.0,142720.58,421755.36,788870.43,1018148.34,134194.65,378239.1,736258.15,949347.15,137425.25,418859.81,880826.08,1153733.16,179943.86,546968.43,1066154.19,1340683.26,201130.82,579326.48,1156771.56,1491496.02,204190.28,629033.98,1168341.31,1505192.81,205516.02,629059.13,1070250.3,1370002.07,202114.51,671716.74,1473983.15,1983805.34,390793.09,1013426.86,1775457.44,2376915.92,486422.66,1142291.44,1948482.32,2530100.0,563450.65,1445364.81
营业成本,68999.3,206078.01,466065.35,618467.01,127569.1,388873.76,733001.34,940282.01,128741.48,389376.55,735444.6,941833.81,119826.95,344941.78,683817.96,876705.71,123552.31,386075.0,824099.67,1075029.69,161387.47,502370.47,989385.28,1234510.38,178090.82,527717.19,1071209.4,1370288.34,178231.36,567823.55,1066866.63,1366118.8,178366.91,566779.45,961014.03,1219567.57,168410.83,587712.42,1324180.94,1759844.59,339913.74,901355.56,1593711.96,2102354.46,426401.52,1002251.29,1735945.41,2232689.84,479621.31,1257524.2
营业税金及附加,6.74,20.37,52.38,245.07,100.43,203.62,314.66,627.29,148.28,463.5,781.22,1070.11,89.88,249.88,416.21,552.63,83.84,241.09,444.77,380.89,43.51,173.33,359.45,541.77,58.03,206.24,366.82,479.36,51.56,231.27,408.68,529.89,52.99,134.21,273.98,351.43,76.31,156.47,295.92,5214.67,1830.11,4129.78,6452.22,10424.8,2423.28,5326.84,7770.97,11139.97,2467.33,5495.8
销售费用,2474.76,6373.1,10990.38,15187.93,3528.56,8452.4,14167.3,19965.26,3989.44,9875.24,16973.81,23855.63,4169.34,10706.06,18073.71,25122.59,4709.42,12121.52,21735.84,31195.38,6840.57,19794.96,35044.06,49761.92,9424.54,23992.4,39971.55,56075.21,10603.69,27989.01,48194.01,68219.94,11235.39,29073.99,54549.31,73147.93,12350.71,31550.3,52065.62,74914.9,14561.05,33927.94,63326.97,83021.65,16147.45,43250.05,68786.32,86270.44,18442.26,43509.0
管理费用,2725.67,7334.17,11520.26,17643.3,6013.6,12979.99,20070.27,29567.39,7079.66,15410.73,23810.93,32973.01,7207.77,15756.92,23731.67,32187.31,7201.52,15743.3,25836.32,35314.64,8776.67,19046.38,32569.3,43933.37,10023.28,21166.53,35203.74,52768.95,10981.37,24564.76,40488.9,55599.39,11042.01,25306.53,43999.9,65348.3,14728.28,40997.39,75606.58,117457.63,27656.18,62185.23,94186.3,155072.9,33530.01,74934.9,68429.68,103890.46,26331.41,59265.16
财务费用,1063.64,2533.95,3910.37,5388.41,2304.59,5717.16,9548.79,13528.68,3351.22,6778.89,10168.48,14521.37,2698.37,5262.71,7645.45,9522.18,2008.51,4391.04,6829.97,9109.59,2281.02,4221.46,6078.34,8506.09,2854.09,5070.29,6662.25,8473.47,2685.37,5643.03,8264.08,10818.93,3362.73,6070.9,7676.04,9542.98,4938.53,8016.02,16772.31,22994.53,4831.95,8653.18,13353.49,15694.33,6555.34,12845.82,22877.38,31604.15,15373.42,34036.19
资产减值损失,0.0,0.0,2429.03,1581.7,-465.26,81.9,1512.42,4813.36,-589.5,-149.57,1691.39,3894.4,202.34,1321.75,2573.16,5256.74,-130.35,287.86,1879.52,2702.97,614.61,1361.84,2717.76,3429.74,680.05,1173.83,3357.8,3410.68,1636.91,2782.35,4119.01,3905.86,1455.99,1694.06,2737.04,2043.86,1609.86,3284.14,5061.77,3379.02,2000.05,3175.18,4426.51,10347.78,1365.07,3682.54,7082.01,4742.29,2297.68,0.0
公允价值变动收益,0.0,-64.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.61,3427.23,-3129.09,-3272.33,-4345.56,-3980.2,235.19,-501.52,-595.72,-473.51,44.62,135.13,122.08,167.81,-1362.83,-802.05,-302.56,160.88,-188.6,610.02,1348.26,-97.03,-581.25,-120.59
投资收益,-2.34,56.33,162.8,205.98,-17.74,-14.57,-127.31,-149.34,-2.85,14.04,28.93,174.73,1782.18,1670.12,7140.01,7171.07,28.53,120.7,144.78,144.78,50.27,171.37,172.09,131.33,34.52,74.57,201.08,2837.01,4239.33,4221.12,5150.43,5777.25,268.56,403.01,657.33,835.37,358.86,651.57,940.2,6513.8,533.14,1307.04,3659.99,5261.61,1025.33,7179.75,7611.22,7550.24,2214.4,5846.83
其中:对联营企业和合营企业的投资收益,0.0,-14.46,0.0,-32.97,-17.74,-15.05,-23.0,-45.56,-2.85,14.04,26.58,60.98,43.2,0.0,-38.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-86.05,0.0,-74.87,0.0,257.79,0.0,297.59,397.02,528.75,0.0,347.59,502.58,624.52,0.0,270.27,325.71,688.55,78.36,609.11,1065.56,933.59,480.78,1297.5,1904.77,1701.32,2214.4,4904.33
汇兑收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
