报表日期,2007-12-31,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
销售商品、提供劳务收到的现金,1148.96,3899.03,6927.11,1924.65,3665.75,5298.26,8464.84,1762.83,3946.65,5824.39,8693.51,1967.37,4693.29,8735.98,12467.86,3974.96,9661.27,14568.08,19562.2,4382.6,10772.91,18244.42,30924.4,10047.02,20036.43,28562.95,38035.65,6781.84,12136.59,20872.27,39129.59,5950.53,14671.99,20561.17,33414.03,5191.43,18606.84,26438.57,33952.09,5057.0,11015.35,17304.18,28381.89,13384.52
收到的税费返还,3.2,462.75,526.64,166.01,470.89,591.56,733.68,315.06,491.89,706.42,794.25,57.88,173.56,173.56,703.8,0.0,312.71,411.3,459.5,0.0,43.4,43.4,82.62,0.0,0.0,13.01,305.61,0.0,19.97,219.92,376.2,10.86,2.95,2.95,207.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
收到的其他与经营活动有关的现金,0.27,1005.03,1555.97,529.32,348.23,587.67,451.86,177.0,400.64,973.68,3596.86,831.77,1622.33,2074.43,3433.08,787.48,1812.51,2549.58,4347.22,548.86,1179.33,1498.65,2556.05,683.05,1250.15,1906.17,4039.01,1129.83,895.72,1838.81,3948.12,571.02,1594.02,2919.16,1678.62,432.75,725.05,1841.43,4375.72,997.21,1217.63,1374.53,2236.16,856.09
经营活动现金流入小计,1152.43,5366.82,9009.72,2619.99,4484.87,6477.49,9650.37,2254.89,4839.17,7504.49,13084.62,2857.02,6489.18,10983.97,16604.74,4762.44,11786.48,17528.96,24368.93,4931.47,11995.64,19786.46,33563.07,10730.07,21286.58,30482.13,42380.27,7911.67,13052.29,22931.01,43453.9,6532.42,16268.96,23483.29,35300.05,5624.18,19331.89,28280.0,38327.81,6054.21,12232.97,18678.71,30618.05,14240.61
购买商品、接受劳务支付的现金,112.97,185.83,232.05,462.95,159.57,755.21,370.89,108.48,231.29,377.6,624.99,75.53,348.51,1195.7,2058.3,1055.67,1697.49,2566.99,3563.91,1031.15,1927.61,2747.64,5158.13,1083.98,2804.36,4706.21,7290.1,1099.8,1503.57,2168.06,3686.13,1134.4,2391.47,3182.65,3797.39,2141.57,7843.71,8745.33,11867.39,2047.66,3776.64,7873.46,15372.01,1311.28
支付给职工以及为职工支付的现金,228.25,437.4,608.27,228.49,669.36,935.72,1169.59,361.22,749.83,1293.41,1819.76,742.81,1345.7,2472.57,3901.97,1537.99,3269.11,4605.98,5527.37,1632.59,2928.18,4484.64,7580.68,3425.15,5885.97,8584.54,13644.69,3179.73,5905.25,8836.73,11877.93,3401.37,6271.29,8917.86,12914.12,2926.05,4466.26,5877.1,9324.6,1087.51,3862.1,5359.01,7532.82,1434.39
支付的各项税费,106.27,816.32,1072.19,402.71,778.86,967.68,1277.31,596.25,1061.76,1412.31,1751.87,586.6,1017.33,1407.97,1843.73,376.08,823.7,1461.44,1992.35,367.7,587.71,771.07,1127.42,1061.17,2600.69,2494.79,2676.87,339.45,527.62,672.37,1216.32,220.04,398.52,459.45,798.4,553.16,975.66,1378.87,1129.77,276.75,432.49,525.84,652.18,148.85
支付的其他与经营活动有关的现金,736.18,1301.0,1349.63,861.0,1549.13,1754.71,2393.24,426.87,1279.85,2403.18,3708.84,1126.08,2649.52,4687.79,7754.78,1895.28,3714.31,6700.11,11767.5,2234.25,3983.27,6097.46,8876.67,3952.07,6978.98,12424.45,21373.49,4620.49,5169.38,7958.2,9559.25,2379.45,5048.6,7657.38,8561.84,2132.3,6301.05,12151.99,5335.45,12124.9,6610.51,8774.54,7607.83,8704.46
经营活动现金流出小计,1183.67,2740.56,3262.15,1955.15,3156.92,4413.32,5211.04,1492.81,3322.73,5486.5,7905.46,2531.03,5361.07,9764.02,15558.79,4865.03,9504.62,15334.52,22851.13,5265.7,9426.77,14100.8,22742.9,9522.38,18269.99,28210.0,44985.15,9239.47,13105.81,19635.37,26339.64,7135.26,14109.88,20217.34,26071.76,7753.08,19586.68,28153.29,27657.21,15536.81,14681.75,22532.85,31164.84,11598.98
经营活动产生的现金流量净额,-31.23,2626.26,5747.57,664.84,1327.95,2064.17,4439.34,762.08,1516.44,2017.99,5179.16,325.99,1128.11,1219.95,1045.95,-102.59,2281.86,2194.44,1517.8,-334.23,2568.87,5685.66,10820.17,1207.7,3016.58,2272.14,-2604.88,-1327.8,-53.53,3295.63,17114.26,-602.84,2159.08,3265.94,9228.29,-2128.91,-254.79,126.71,10670.6,-9482.6,-2448.77,-3854.14,-546.8,2641.62
收回投资所收到的现金,0.0,0.0,19800.0,0.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1100.0,1100.0,1100.0,0.0,0.0,0.0,0.0,9500.0,392.0,392.0,392.0,16872.0,2000.0,7200.0,7200.0,18954.6,10000.0,14000.0,14090.0,16209.62,2000.0
取得投资收益所收到的现金,0.0,7.72,30.55,0.0,0.8,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.44,0.0,0.0,0.0,10.59,0.0,0.0,0.0,75.0,0.0,0.0,0.0,83.22,412.94,466.62,481.05,398.0,528.59,811.5,1109.5,1114.4,19.73
处置固定资产、无形资产和其他长期资产所收回的现金净额,35.71,0.0,47.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.62,3.62,3.62,0.99,0.99,0.99,11.19,0.34,0.35,4.3,162.61,95.36,395.4,395.7,1438.86,0.44,2.9,9.24,22.67,0.49,396.13,679.09,11.71,6.24,27.56,452.14,452.14,0.01
处置子公司及其他营业单位收到的现金净额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-61.53,338.47,0.0,111.9,367.85,367.85,0.0,1230.85,1779.58,12930.01,900.0,1750.0,1750.0,1750.0,0.0,0.0,0.0,0.0,0.0,20.0,12470.57,12670.57,2000.0,2000.0,5000.0,12000.0,0.0
收到的其他与投资活动有关的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1283.51,0.0,55.0,147.0,577.25,0.0,0.0,0.0,1903.0,0.0,0.0,0.0,8734.4,9000.0,19364.18,21222.33,9329.92,0.0,0.0,0.0,0.0,0.0,62.08,438.75,1219.97,658.42
投资活动现金流入小计,35.71,7.72,19877.68,0.0,2000.8,2000.8,2000.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.62,-57.91,1625.6,0.99,167.89,515.84,1980.74,1100.34,2331.2,2883.88,15006.21,995.36,2145.4,2145.7,21498.26,9392.44,19759.08,21623.57,26307.8,2413.43,8082.76,20830.71,32034.88,12534.83,16901.15,21090.39,30996.14,2678.15
购建固定资产、无形资产和其他长期资产所支付的现金,45.18,1492.01,1971.25,446.77,1832.95,2929.9,4313.48,1056.97,2118.39,3787.71,6819.75,2568.87,5508.45,11298.81,16385.24,3228.7,6024.26,10932.87,14181.53,3238.95,6295.32,9120.61,14292.67,8853.14,9562.99,13181.35,16005.23,5302.05,4846.39,6034.65,6342.18,792.09,1269.49,1753.66,895.53,18.21,1570.89,1943.65,8107.38,1665.58,6337.69,12298.39,6006.79,5813.95
投资所支付的现金,0.0,34.0,20134.0,0.0,1700.0,1700.0,1701.0,0.0,500.0,66.5,41.0,-16.5,13568.5,571.5,603.0,0.0,0.0,0.0,0.0,0.0,0.0,14280.0,312.93,0.0,17695.93,34001.82,18988.38,800.0,3122.61,4143.59,5006.68,952.04,3202.05,17702.05,42482.05,150.0,4500.0,14800.0,21300.0,7120.0,8060.0,12818.43,15385.13,10000.0
取得子公司及其他营业单位支付的现金净额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13311.45,0.0,0.0,0.0,14645.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2753.32,0.0
支付的其他与投资活动有关的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8769.15,140.5,431.42,944.8,0.0,0.0,0.0,18.0,0.0,11830.0,13630.0,209.8,67.41,67.41,267.41,67.4,0.0,4000.0,4002.88,4002.88,0.0
投资活动现金流出小计,45.18,1526.01,22105.25,446.77,3532.95,4629.9,6014.48,1056.97,2618.39,3854.21,6860.75,2552.37,19076.95,11870.31,16988.24,3228.7,6024.26,10932.87,14181.53,3238.95,6295.32,23400.61,27917.05,17622.29,27399.41,47614.6,50584.33,6102.05,7969.0,10178.23,11366.86,1744.13,16301.54,33085.71,43587.38,235.61,6138.3,17011.05,29474.78,8785.58,18397.69,29119.71,28148.12,15813.95
投资活动产生的现金流量净额,-9.48,-1518.29,-2227.56,-446.77,-1532.16,-2629.11,-4013.69,-1056.97,-2618.39,-3854.21,-6860.75,-2552.37,-19076.95,-11870.31,-16988.24,-3228.7,-6020.64,-10990.78,-12555.93,-3237.96,-6127.42,-22884.76,-25936.31,-16521.95,-25068.21,-44730.72,-35578.12,-5106.69,-5823.61,-8032.54,10131.4,7648.31,3457.54,-11462.14,-17279.58,2177.81,1944.46,3819.66,2560.1,3749.25,-1496.54,-8029.32,2848.01,-13135.8
吸收投资收到的现金,35.0,8320.0,8320.0,0.0,0.0,2000.0,0.0,70424.56,70454.06,70470.56,71955.4,4.0,63.0,87.5,553.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,490.0,0.0,0.0,2.23,1081.47,0.0,0.0,735.0,735.0,0.0,0.0,315.0,315.0,0.0,0.0,2275.4,2275.4,0.0
其中：子公司吸收少数股东投资收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.4,0.0,63.0,87.5,553.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,490.0,0.0,0.0,2.23,402.23,0.0,0.0,735.0,735.0,0.0,0.0,315.0,315.0,0.0,0.0,0.0,0.0,0.0
取得借款收到的现金,0.0,0.0,3000.0,2000.0,2000.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,2500.0,2500.0,3936.0,7936.0,33936.0,36936.0,11000.0,18000.0,36000.0,38000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,8000.0,8000.0,26950.0
发行债券收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
收到其他与筹资活动有关的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1155.44,1155.44,1155.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,800.0,400.0,560.0,560.0,1435.99,0.0,0.0,0.0,0.0,0.0
筹资活动现金流入小计,35.0,8320.0,11320.0,2000.0,2000.0,2000.0,2000.0,71580.0,71609.5,71626.0,71955.4,4.0,63.0,87.5,553.0,0.0,0.0,0.0,0.0,0.0,1500.0,2500.0,2500.0,3936.0,7936.0,34426.0,37426.0,11000.0,18000.0,36302.23,39381.47,0.0,0.0,735.0,1535.0,400.0,560.0,875.0,1750.99,0.0,4000.0,10275.4,10275.4,26950.0
