报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31
三、营业利润,-3443.36,12741.59,31474.94,36477.94,-3264.39,13317.49,34424.01,40084.28,-1695.59,38362.12,90508.31,113575.39,781.89,67968.69,138858.59,173642.52,4269.57,103407.43,180150.19,174791.51,-35832.68,3906.54,14422.11,-15263.72,-61664.07,-36151.23,-6312.14,-2789.38,-64807.72,-50156.85,-39913.11,-83870.38,-85233.84,2422.69,-112682.39,-198799.03,-105231.5,-123504.45,-70507.78,-43727.92,-47503.37,-8047.66,53940.87,37730.17,-62398.47,67758.87,288082.62,343591.4,15242.77,312070.55,538678.22,630707.69,-43801.68
加:营业外收入,2035.95,5390.15,9871.92,15375.66,1448.38,7918.97,10239.61,22309.78,651.31,2204.18,7558.8,20525.22,3582.67,7561.6,16343.11,30450.07,637.64,6534.85,22043.01,45900.47,1495.54,8848.72,14299.67,40522.67,3883.28,9781.99,23984.7,48749.62,3139.91,17429.46,27821.25,70508.37,800.16,7081.14,16859.21,27646.82,3543.54,9381.33,18960.63,66088.82,2511.7,3020.97,3788.45,2353.98,340.62,692.28,2445.54,3736.01,534.99,1720.51,5157.08,11177.71,1597.64
减：营业外支出,50.67,236.48,356.18,1232.87,110.2,402.94,515.34,3797.37,47.09,548.48,1652.15,6056.95,266.39,1225.61,2303.7,5135.18,301.82,1619.79,3102.18,9081.53,374.54,1111.66,1933.64,2526.96,68.28,295.78,1124.6,1521.56,3111.73,2224.85,2593.12,4553.57,409.73,1377.37,2051.73,2413.35,341.38,697.8,1237.66,2476.45,103.27,498.2,741.1,3932.21,190.03,380.01,3276.26,5727.05,355.78,986.22,7584.03,16483.62,684.78
其中：非流动资产处置损失,0.0,0.0,0.0,745.24,25.42,71.56,73.37,1537.67,22.64,344.28,1053.85,4618.9,28.11,58.95,225.86,2950.18,102.66,941.89,2062.39,5642.82,262.03,278.37,615.89,951.87,7.83,44.36,766.1,817.08,37.43,201.17,430.21,562.52,409.73,369.32,750.58,1098.62,106.43,135.84,154.89,280.31,24.19,275.26,275.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
四、利润总额,-1458.08,17895.26,40990.68,50620.73,-1926.21,20833.53,44148.27,58596.69,-1091.37,40017.82,96414.97,128043.66,4098.17,74304.68,152898.0,198957.4,4605.38,108322.49,199091.02,211610.45,-34711.69,11643.6,26788.14,22731.99,-57849.07,-26665.02,16547.96,44438.69,-64779.54,-34952.25,-14684.98,-17915.58,-84843.41,8126.46,-97874.91,-173565.57,-102029.35,-114820.92,-52784.8,19884.45,-45094.94,-5524.89,56988.22,36151.94,-62247.88,68071.14,287251.91,341600.36,15421.97,312804.84,536251.27,625401.77,-42888.82
减：所得税费用,70.81,1100.11,3854.08,8532.27,149.8,2983.25,4246.81,6411.88,914.56,6345.49,16567.12,21599.91,1345.2,14474.3,30474.07,42107.47,4246.57,24811.54,46807.91,53446.16,-5513.04,2973.89,5519.17,8933.79,-10783.02,-2492.73,8538.47,24566.29,-11077.02,-2015.06,4852.18,9832.47,-12911.63,13265.05,-7652.57,41468.84,-13465.77,-12027.02,611.6,22249.79,-3903.16,3929.23,19124.25,23038.57,-7713.92,12528.24,61490.26,85638.15,4632.44,58617.78,104074.04,134939.31,-3607.76
五、净利润,-1528.89,16795.15,37136.6,42088.46,-2076.01,17850.28,39901.46,52184.81,-2005.93,33672.33,79847.85,106443.75,2752.97,59830.39,122423.93,156849.94,358.81,83510.95,152283.11,158164.29,-29198.65,8669.71,21268.97,13798.2,-47066.04,-24172.29,8009.49,19872.4,-53702.52,-32937.18,-19537.16,-27748.06,-71931.78,-5138.59,-90222.34,-215034.41,-88563.58,-102793.9,-53396.41,-2365.34,-41191.78,-9454.12,37863.97,13113.38,-54533.97,55542.9,225761.65,255962.21,10789.53,254187.06,432177.23,490462.46,-39281.06
归属于母公司所有者的净利润,-1512.02,14753.66,32499.1,36775.64,-1921.76,15434.14,33930.17,44603.36,-1703.32,30551.25,73282.28,98386.79,3013.63,54215.89,109751.2,139817.5,-1127.1,74828.67,142047.47,152541.04,-23734.9,11184.16,24065.75,18019.27,-40121.21,-16644.31,17569.11,34445.0,-42651.52,-17514.98,2074.1,3470.76,-59952.44,19757.09,-60386.35,-171521.94,-80505.08,-92769.4,-45232.91,5288.55,-36891.67,-11074.23,31920.01,11038.33,-48631.72,51580.98,141459.51,148322.87,4490.65,147962.89,246997.02,270058.78,-28097.27
少数股东损益,-16.87,2041.49,4637.5,5312.82,-154.25,2416.14,5971.29,7581.46,-302.61,3121.08,6565.57,8056.96,-260.66,5614.5,12672.73,17032.43,1485.91,8682.28,10235.64,5623.25,-5463.75,-2514.46,-2796.78,-4221.06,-6944.83,-7527.97,-9559.62,-14572.6,-11051.0,-15422.2,-21611.26,-31218.81,-11979.34,-24895.68,-29835.99,-43512.47,-8058.5,-10024.5,-8163.49,-7653.89,-4300.11,1620.11,5943.95,2075.04,-5902.24,3961.92,84302.14,107639.34,6298.89,106224.17,185180.21,220403.68,-11183.79
基本每股收益(元/股),-0.016,0.1532,0.3376,0.382,-0.02,0.1558,0.3187,0.41,-0.014,0.2519,0.6043,0.8113,0.025,0.447,0.905,1.153,-0.009,0.617,1.1713,1.235,-0.176,0.083,0.179,0.134,-0.298,-0.124,0.13,0.256,-0.317,-0.13,0.015,0.026,-0.445,0.147,-0.448,-1.273,-0.5974,-0.688,-0.336,0.039,-0.2738,-0.082,0.237,0.082,-0.3609,0.3828,1.05,1.101,0.033,1.0223,1.719,1.853,-0.246
稀释每股收益(元/股),-0.016,0.1532,0.3376,0.382,-0.02,0.1558,0.3187,0.41,-0.014,0.2519,0.6043,0.8113,0.025,0.447,0.905,1.153,-0.009,0.617,1.1713,1.235,-0.176,0.083,0.179,0.134,-0.298,-0.124,0.13,0.256,-0.317,-0.13,0.015,0.026,-0.445,0.147,-0.448,-1.273,-0.5974,-0.688,-0.336,0.039,-0.2738,-0.082,0.237,0.082,-0.3609,0.3828,1.05,1.101,0.033,1.0223,1.719,1.853,-0.246
七、其他综合收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4180.15,4180.15,0.0,0.0,0.0,-47.33,-48.4,-1.1,69644.35,19849.69,25157.66,-14282.53,-19835.28,-17883.15,-14315.89,4395.25,-3085.0,567.34,-1638.17,-5006.35,-17016.34,-18105.65,-16008.3,4479.25,-443.79,-2682.39,-1036.34,-909.12
八、综合收益总额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79847.85,106443.75,2752.97,59830.39,122423.93,156849.94,358.81,83510.95,152283.11,158164.29,-29198.65,8669.71,21268.97,13798.2,-47066.04,-19992.14,12189.64,19872.4,-53702.52,-32937.18,-19584.49,-27796.46,-71932.88,64505.76,-70372.65,-189876.75,-102846.11,-122629.18,-71279.55,-16681.23,-36796.52,-12539.11,38431.31,11475.21,-59540.32,38526.56,207656.0,239953.9,15268.79,253743.27,429494.85,489426.12,-40190.18
归属于母公司所有者的综合收益总额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73282.28,98386.79,3013.63,54215.89,109751.2,139817.5,-1127.1,74828.67,142047.47,152541.04,-23734.9,11184.16,24065.75,18019.27,-40121.21,-12464.17,21749.25,34445.0,-42651.52,-17514.98,2026.77,3422.36,-59953.54,89401.44,-40536.66,-146364.27,-94787.61,-112604.68,-63116.06,-9027.34,-32496.42,-14159.22,32487.36,9400.17,-53638.08,34564.64,123353.86,132270.66,8969.9,147519.1,244314.64,269041.88,-29006.39
归属于少数股东的综合收益总额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6565.57,8056.96,-260.66,5614.5,12672.73,17032.43,1485.91,8682.28,10235.64,5623.25,-5463.75,-2514.46,-2796.78,-4221.06,-6944.83,-7527.97,-9559.62,-14572.6,-11051.0,-15422.2,-21611.26,-31218.81,-11979.34,-24895.68,-29835.99,-43512.47,-8058.5,-10024.5,-8163.49,-7653.89,-4300.11,1620.11,5943.95,2075.04,-5902.24,3961.92,84302.14,107683.24,6298.89,106224.17,185180.21,220384.24,-11183.79
