报表日期,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30
应收股利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他应收款,196.82,648.58,608.28,1112.8,0.0,1054.37,1035.62,2441.62,2581.57,1952.89,1917.49,2108.67,2767.55,2286.3,2546.61,2513.31,2400.3,1812.98,1707.33,1387.28,1628.41,4608.46,4544.33,3825.3,6162.9,3277.32,3972.6,3997.15,3810.66,3313.7,4366.03,4270.2,5618.67,4067.87,5371.59,5081.44,4672.45,3504.94,0.0,3690.9,0.0,1313.99,0.0,997.88
买入返售金融资产,0.0,0.0,0.0,0.0,1192.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
存货,3720.85,3632.31,4119.12,6912.2,7219.33,8994.64,8481.17,7680.62,6630.82,7136.34,8509.9,8976.01,7598.32,7609.77,9012.02,8751.47,8928.44,9077.87,9296.34,7893.66,7960.9,6782.08,7961.12,7421.13,8781.12,10651.92,8687.95,6971.38,5997.44,11231.27,9531.17,8317.38,9044.21,9751.55,10331.5,8492.02,8254.85,10090.7,10471.92,10268.21,10177.44,12515.35,13415.64,13270.93
划分为持有待售的资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.01,113.01,0.0,0.0,129.3,129.3,9.06,0.0,37.15,37.15,18.57,0.0,6759.59,6775.8,6795.23
待摊费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待处理流动资产损益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他流动资产,92.86,35.91,0.0,0.0,11.03,45.45,30.34,29.51,38.15,57.5,87.77,32.41,46.96,556.49,80.71,647.87,1363.37,989.59,967.87,852.07,696.93,518.93,1154.04,465.63,434.71,553.03,344.13,391.06,386.02,3253.91,2675.22,507.02,986.44,6761.22,6844.23,6580.39,6815.79,1788.57,1392.08,1734.17,1582.54,2334.96,2397.15,2418.57
流动资产合计,18197.56,18297.8,21515.99,37726.09,42897.21,38226.82,97021.88,99113.35,101246.56,100806.63,103431.89,99039.86,97185.46,88888.19,96167.71,99688.64,93644.36,95438.98,87209.37,84420.9,84392.34,81726.83,85581.28,83116.51,80920.08,77326.12,82888.48,78318.07,81969.72,69909.46,84861.49,93946.49,98356.24,98516.48,105552.61,98826.62,95485.54,78373.06,80276.2,77579.68,68450.36,93370.77,95167.49,93118.66
发放贷款及垫款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
可供出售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,2000.0,3000.0,4000.0,4010.0,4010.0,4010.0,4010.0,4010.0,4050.13,4050.13,4050.13,0.0,0.0,0.0,0.0,0.0,0.0
持有至到期投资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期应收款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2763.27,2763.27,2763.27,2763.27,6074.42,6074.42,4703.47,4703.47,4664.16,3118.0,3048.2,780.0,780.0,780.0,780.0,27336.44,15240.28,15240.28,15240.28
长期股权投资,0.0,0.0,0.0,0.0,200.0,800.0,1000.0,1000.0,1000.0,990.17,990.17,808.85,784.04,755.52,740.46,585.39,526.54,390.83,349.75,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.94,85.94,85.94,103.49,143.63,103.49,800.75,108.05,138.05,108.05,0.0,0.0,0.0,0.0
投资性房地产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
在建工程(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1420.95,0.0,103.21,0.0,421.45,0.0,756.14,1253.67,1859.7,2222.58,2507.12,2410.35,2405.79,897.29,891.62,2236.73,2919.66
在建工程,1666.18,925.99,3801.34,1922.56,2383.8,467.29,410.33,535.09,1285.62,2643.26,3941.65,6205.22,7678.34,12181.45,13873.13,10656.04,12431.89,7088.17,7089.43,7555.21,8372.0,11177.34,11319.8,16931.05,15924.57,1277.53,1305.05,1420.95,1363.74,103.21,281.13,421.45,775.79,756.14,1253.67,1859.7,2222.58,2507.12,0.0,2405.79,0.0,891.62,0.0,2919.66
工程物资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
固定资产及清理(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48162.98,0.0,49077.69,0.0,48183.37,0.0,48928.11,48131.03,47838.17,47661.46,47979.53,47359.41,46399.72,42326.21,40702.41,39701.99,39180.93
固定资产净额,6188.8,10833.09,12114.56,16894.76,15714.58,19161.89,18537.3,19467.2,20839.51,21537.64,20987.39,21265.19,22464.27,25113.38,25623.0,31292.47,32742.33,39884.12,40552.15,40506.78,38813.43,37294.12,36653.6,34797.49,36225.8,49057.79,48491.71,48151.09,48228.2,49077.69,48675.71,48183.37,48847.12,48928.11,48131.03,47838.17,47661.46,47979.53,0.0,46397.84,0.0,40702.41,0.0,39125.98
固定资产清理,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.68,258.68,747.64,747.64,747.64,747.64,747.64,747.64,68.22,153.38,11.88,11.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,54.96
生产性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
公益性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
油气资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
使用权资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
无形资产,1838.31,1824.45,1774.37,1755.18,1741.12,1759.06,1744.86,1730.65,1728.45,1733.62,1722.66,1724.45,2313.34,2311.67,2291.75,2272.71,2265.03,2098.89,2143.12,2061.1,1988.24,3569.52,3548.29,3525.04,3503.0,3765.93,3706.19,3646.85,3590.18,3565.46,3510.67,3446.72,3392.36,3362.51,3334.84,3584.19,3303.44,3658.32,3618.97,3578.98,3539.75,3181.42,3156.28,3133.62
开发支出,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
商誉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16548.13,16532.37,16554.21,22645.35,39367.5,42923.26,43804.04,40477.88,41800.83,41830.83,47517.55,18457.02,18457.02,18457.02,398.78,0.0,0.0,0.0
长期待摊费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.09,36.76,0.0,0.0,73.54,132.17,261.96,150.26,486.18,504.56,532.81,473.41,414.01,354.6,295.2,235.8,176.4,122.72,74.01,29.49,36.1,75.54,798.24,2465.61,2116.54,4046.06,4008.2,3897.58,4306.97,4667.89,4864.13,5125.53,4612.65,1556.96,1595.32,1544.61,1493.9
递延所得税资产,85.49,55.63,316.95,366.51,377.02,358.99,392.81,420.12,414.43,559.97,614.4,612.18,613.44,602.46,603.84,603.74,644.26,1150.06,1203.92,1338.15,1255.66,1461.07,1479.44,1635.24,1892.21,2140.43,2235.6,2342.42,2328.36,2359.47,2567.87,2433.17,2470.29,2314.75,2307.98,2427.89,2509.25,3220.7,3259.01,3325.66,2225.53,5760.93,5215.51,5058.71
其他非流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17054.24,8302.23,9596.45,10319.7,12875.29,7485.63,4997.52,4607.52,9349.53,10065.01,12085.57,7657.45,4867.27,4752.3,4594.63,465.2,6322.22,5776.27,6044.27
非流动资产合计,9778.79,13639.15,18007.22,20939.02,20416.52,22547.23,22085.29,23158.15,25304.75,27464.65,28256.28,30689.43,33985.6,41226.45,43282.44,45896.52,49114.6,51403.56,52070.45,52627.42,51531.58,54544.89,53984.56,57812.86,58415.94,76201.41,85535.05,86501.38,88235.08,101499.13,114524.49,113321.46,116742.58,117974.78,118062.56,121135.15,121240.39,90492.29,89950.77,88312.64,82746.15,77694.21,76871.66,77071.37
资产总计,27976.35,31936.95,39523.21,58665.11,63313.73,60774.06,119107.18,122271.5,126551.31,128271.28,131688.17,129729.29,131171.07,130114.64,139450.15,145585.17,142758.96,146842.54,139279.82,137048.33,135923.92,136271.72,139565.84,140929.37,139336.02,153527.54,168423.52,164819.45,170204.8,171408.59,199385.97,207267.95,215098.82,216491.26,223615.17,219961.78,216725.93,168865.35,170226.97,165892.32,151196.51,171064.98,172039.15,170190.03
短期借款,10130.0,7700.0,5500.0,15934.68,16971.66,16576.17,5500.0,8700.0,7950.0,8910.0,8910.0,7710.0,8000.0,8000.0,14000.0,15907.32,16098.31,17478.61,11860.99,9015.5,8000.0,8000.0,8071.1,4000.0,2000.0,11000.0,19010.0,20000.0,25000.0,23958.4,37515.33,48081.62,51258.4,40030.26,40729.67,40692.08,38180.3,39944.34,32986.68,30600.0,31400.0,29661.28,27199.74,33375.08
交易性金融负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付票据及应付账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15102.24,0.0,13489.22,0.0,12726.57,0.0,12242.25,12256.96,10964.2,10997.84,13437.37,16229.52,14801.4,10081.73,26640.3,27811.3,25960.15
应付票据,1713.0,3700.0,7203.0,11408.0,13347.0,11287.0,7942.0,5667.8,5078.3,4159.51,5006.64,9846.53,9156.1,6957.6,7920.01,6854.43,5305.57,5330.13,4587.61,3984.89,4042.45,4664.17,4763.19,4661.91,5770.23,6180.98,6148.15,5688.16,4715.15,3781.72,3297.52,2737.71,2143.28,2271.94,2856.86,2495.65,0.0,3632.73,0.0,6390.97,1736.49,4964.45,5836.16,2408.5
应付账款,2316.96,2260.36,3518.27,5651.18,4312.09,5150.65,2734.35,4785.1,6953.26,7224.5,8613.53,6297.98,5739.78,6139.99,4519.71,9428.1,7735.67,9168.83,7007.91,8137.69,8440.66,6067.34,7420.34,9724.55,9938.52,10176.46,8745.88,9414.08,9580.74,9707.5,10949.87,9988.86,9955.77,9970.31,9400.11,8468.55,0.0,9804.64,0.0,8410.43,8345.24,21675.85,21975.14,23551.64
预收款项,164.86,203.28,42.42,36.18,88.13,55.48,91.54,48.72,78.58,40.02,47.68,136.58,68.56,74.86,83.7,157.31,241.6,202.9,122.95,201.95,220.92,560.64,224.93,598.36,781.23,458.55,780.52,403.62,246.61,490.21,2572.67,1742.45,4464.92,2120.76,5886.15,3605.15,7534.22,3297.07,7351.36,4828.74,143.82,294.2,320.06,0.0
应付手续费及佣金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付职工薪酬,375.83,765.34,483.12,677.18,327.11,1002.22,665.21,784.18,464.68,1026.72,840.03,907.03,838.95,1060.3,992.42,1229.96,1482.57,1640.22,1103.9,882.98,999.99,1535.0,1148.77,1426.38,1587.68,2150.69,1942.73,2026.68,2279.26,2634.08,2199.55,2250.73,2520.72,3651.87,2466.37,2304.81,2800.36,3509.11,2583.52,2696.03,2205.59,3366.81,2142.03,2324.88
应交税费,566.6,208.09,388.99,492.49,890.69,-70.63,848.4,453.76,770.71,341.57,868.97,20.48,630.28,74.81,660.44,586.41,208.77,761.65,911.48,748.37,401.84,357.28,588.91,999.45,755.58,942.08,5569.59,1438.84,1106.04,822.75,2016.22,1685.13,1037.83,1416.35,1899.91,1078.73,1582.65,1748.94,1101.91,866.66,328.59,285.66,142.28,654.52
其他应付款(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1305.31,0.0,1337.01,0.0,2115.48,0.0,4276.1,4879.73,3953.73,8404.48,4688.94,4798.82,3963.03,1014.35,6166.65,5771.18,7862.92
应付利息,0.0,0.0,0.0,0.0,148.91,140.59,169.39,198.19,226.99,170.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.08,194.9,266.35,0.0,107.69,59.34,93.02,79.88,0.0,0.0,0.0
应付股利,0.0,0.0,434.91,1400.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1868.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.39,50.39,50.39,10.16,10.16,10.16,2284.57
其他应付款,4460.78,2806.12,225.13,439.1,709.61,751.25,336.89,143.82,152.67,773.67,565.37,498.54,590.6,692.16,786.87,781.13,795.44,725.89,811.38,797.69,611.52,605.75,448.16,550.47,1032.66,3225.74,3319.86,1305.31,1433.5,1337.01,4287.35,2115.48,2892.88,4121.02,4684.82,3687.38,8404.48,4530.87,0.0,3819.62,0.0,6156.49,0.0,5578.35
预提费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内的递延收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付短期债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3700.0,3700.0,2700.0,4700.0,5700.0,5700.0,5800.0,1300.0,0.0,0.0,0.0
其他流动负债,182.64,156.83,327.2,466.97,405.67,431.04,607.47,835.87,394.06,793.21,505.83,541.5,528.87,711.04,607.16,676.76,758.98,858.96,660.59,735.45,994.55,1106.65,1356.8,1518.43,1133.49,1937.76,1637.32,1624.63,1650.92,1583.49,1514.55,1533.12,1693.02,2012.4,1840.09,2349.26,2341.2,861.07,1029.69,1313.35,1121.34,1358.2,1494.38,1771.73
流动负债合计,19910.66,17800.01,18123.04,36505.79,38600.86,35323.77,18895.24,21617.44,22069.25,24439.87,25358.05,25958.63,25553.14,23710.76,29570.31,35621.43,32626.9,36167.19,27066.81,24504.52,23711.92,22896.83,24022.21,25347.55,22999.4,36072.26,47154.06,41901.32,46012.22,44315.16,64353.06,70135.1,75966.82,69449.99,73658.88,67647.95,76541.05,73186.84,71781.49,64869.2,47595.43,67773.11,64880.97,72701.4
长期借款,0.0,0.0,2000.0,2000.0,2000.0,1500.0,1500.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9800.0,9800.0,9800.0,7800.0,4100.0,4100.0,2000.0,2000.0,0.0,0.0,0.0
应付债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
租赁负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期应付职工薪酬,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
