报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30
销售商品、提供劳务收到的现金,196154.89,338273.4,529822.06,743775.43,256004.9,456898.89,740585.77,1127523.07,187076.53,419865.18,745972.25,1175624.38,307370.47,636048.66,1073891.75,1493858.19,654416.36,1154646.82,1802362.97,2365913.13,576608.72,1253572.15,1982692.03,2891236.77,616075.8,1195965.66,2227999.7,3323387.06,723809.17,1405851.78,2204378.9,3338483.57,1025549.26,1698469.47,2447723.29,3708307.18,1549082.18,2574988.08,4638604.97,6101296.41,1739121.04,2815240.29,4890100.35,6442147.93,1936609.33,3461148.67,5761933.03,8426869.57,2275818.31,4332908.45
收到的税费返还,0.0,295.2,295.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1,18.1,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
收到的其他与经营活动有关的现金,3632.46,4831.68,4890.63,9568.47,17013.41,19127.41,21190.51,24235.58,9303.69,10369.22,10656.04,18588.8,4819.49,5176.26,6403.3,13819.67,5827.27,7659.2,9791.23,18167.42,16849.94,19153.35,26719.03,38767.12,21607.58,28235.46,39205.1,58536.68,19523.41,24241.4,32215.51,29972.94,2584.09,6229.23,13659.34,15364.72,2571.07,3969.45,5075.67,18914.27,25999.14,43327.11,57905.34,54216.22,50716.68,48856.64,59410.41,62155.84,10531.7,118705.82
经营活动现金流入小计,199787.35,343400.28,535007.89,753343.9,273018.3,476026.3,761776.28,1151758.65,196380.21,430234.4,756628.3,1194213.18,312189.96,641243.03,1080313.14,1507695.96,660243.64,1162306.01,1812154.2,2384080.55,593458.66,1272725.5,2009411.07,2930003.89,637683.39,1547257.1,2594048.53,3671312.5,722405.77,1595964.39,2411820.57,3548784.97,935882.93,1651453.26,2755098.3,4001390.69,1672823.96,2807419.48,5382647.13,6727914.56,1793465.11,2785405.24,5250235.72,6736946.25,1840218.38,3934465.47,6902659.91,8934563.54,2345102.46,5825166.22
购买商品、接受劳务支付的现金,31222.74,56698.65,77699.68,109830.7,28249.06,52978.85,79449.52,121471.78,29572.96,56774.05,92230.1,155707.59,35194.32,68235.47,106597.98,166980.42,65609.51,103057.91,148230.05,235368.77,49480.29,107789.49,158734.28,270739.37,71276.23,124995.01,197121.56,315230.89,93119.82,145647.8,205269.23,283802.84,102100.93,163966.19,230341.68,296773.26,87419.46,130431.77,169005.78,277302.04,133961.68,214574.4,338587.3,487576.85,134138.76,227663.57,367635.61,529851.8,176648.91,279124.69
支付给职工以及为职工支付的现金,18460.97,30868.4,42506.41,62333.39,23167.79,39178.36,55826.23,80938.68,46141.09,65537.35,89864.45,122930.5,52929.6,82749.21,109175.46,149281.34,54297.66,99436.73,137530.56,192557.2,95850.01,142629.54,181914.46,295391.91,51917.41,121219.52,179475.63,313560.81,92747.58,164746.27,261418.35,339360.98,166868.6,261895.25,349238.82,453687.73,161702.22,269857.15,370213.52,467415.42,237427.47,340530.35,441122.13,548960.61,236012.14,397202.71,511619.33,665313.77,323156.79,457737.76
支付的各项税费,98095.12,165733.71,231804.39,360253.24,102779.62,204453.7,275897.87,366686.88,114340.63,215281.49,308860.01,416035.01,123336.35,277488.69,404120.46,488573.73,177681.02,382691.88,553902.32,828627.92,274935.04,514951.37,787349.96,1017084.03,358686.55,637790.19,940874.66,1253335.1,438487.49,754659.98,1091997.04,1449645.08,436591.03,744948.44,1013647.25,1400304.89,517117.14,886296.57,1291674.21,1751051.63,747660.38,1328438.78,1905972.83,2306564.85,1403202.38,2150964.9,2757891.12,3203217.81,1727667.06,2439986.34
支付的其他与经营活动有关的现金,13954.21,21518.22,28171.5,46596.24,19553.13,29847.25,43742.09,57912.45,19402.01,37822.73,57919.53,77146.36,18252.5,36131.35,63978.56,82712.81,21542.26,44329.71,69797.48,112670.19,39243.21,61384.15,125255.83,154657.52,76780.3,124745.79,160778.39,194390.34,77392.97,136379.82,196377.11,261674.17,65947.35,96622.67,140724.14,186744.24,50189.55,77936.2,115303.39,237148.68,53837.54,130489.75,194531.84,294029.64,57757.06,117814.33,218841.38,293576.68,90542.0,237676.37
经营活动现金流出小计,161733.04,274818.98,380181.97,579013.58,173749.59,326458.16,454915.71,627009.79,209456.68,375415.62,548874.09,771819.47,229712.77,464604.71,683872.45,887548.31,319130.44,629516.23,909460.41,1369224.08,459508.56,826754.55,1253254.54,1737872.83,558660.5,1025754.65,1669536.74,2405810.01,705014.2,1167090.05,1643880.85,2285532.72,724719.57,1161284.43,1612758.96,2257756.67,929219.52,1447023.25,2129113.86,2982789.6,1182567.6,2091869.2,2971559.0,4521642.64,1346668.3,2160962.37,4080531.32,4796040.1,2226181.46,3416474.2
经营活动产生的现金流量净额,38054.31,68581.31,154825.92,174330.32,99268.72,149568.14,306860.57,524748.85,-13076.47,54818.78,207754.21,422393.71,82477.19,176638.31,396440.69,620147.65,341113.19,532789.78,902693.8,1014856.47,133950.1,445970.95,756156.53,1192131.06,79022.89,521502.45,924511.8,1265502.49,17391.57,428874.33,767939.72,1263252.24,211163.36,490168.83,1142339.33,1743634.01,743604.43,1360396.23,3253533.26,3745124.96,610897.51,693536.04,2278676.72,2215303.61,493550.07,1773503.1,2822128.59,4138523.44,118921.01,2408692.01
