报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30
买入返售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
存货,52232.21,41488.17,46765.49,68055.25,79885.01,79711.06,77919.5,65959.23,67185.1,69856.54,68205.44,71665.89,78383.94,87921.03,75672.85,86353.68,98948.14,102820.21,66441.39,453670.29,409011.93,467096.18,470750.64,407239.93,440259.45,427139.33,386365.24,453517.76,425391.72,457254.28,440413.33,461358.38,427336.06,416552.58,350784.17,332032.48,299518.21,366764.95,343287.54,428173.4,435083.77,424566.87,456105.88,511136.56,517694.6,501647.85,507436.95,539487.09,571527.19,715736.59,782257.84,930781.21,1238566.94,1503901.08,1806935.17,1564973.54,2012040.06,1965452.6,1634464.67,1592557.08,1677665.75,1699751.81,1610859.53
划分为持有待售的资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64824.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待摊费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待处理流动资产损益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,74800.0,69800.0,98800.0,800.0,49700.0,173410.0,120136.31,119231.08,19177.97,208046.09,163539.84,150164.85,148890.74,46630.44,40639.34,91596.92,97953.37,98175.84,117737.47,70138.72,59093.92,55721.87,54302.86,19279.59,19240.66,20486.61,14006.43,14418.61,14518.71,13112.22,10103.4,14162.69,14612.32,12949.06,18162.26,21337.44,26066.7,35649.84
流动资产合计,202809.55,148758.31,130137.37,167932.7,184967.77,227907.79,209377.44,149246.28,175572.68,160605.43,204707.0,166717.67,193536.24,199050.03,191655.64,198728.96,204678.56,262352.93,233556.13,841667.58,825590.73,947532.26,960661.51,868301.59,950214.72,979870.73,1078894.56,1082093.85,960002.72,1123938.19,1287492.51,1080827.88,1059094.74,1006390.67,1190144.22,990305.5,1037503.86,1004405.01,963436.27,917697.31,1029310.14,1200192.97,1001945.99,1106658.86,1258223.41,1293546.67,1285340.66,1359059.52,1146055.03,1405363.16,1638427.74,1717855.27,2549723.71,2883084.2,3281192.53,2905374.16,3875823.11,3845109.41,3394532.07,3482020.2,3618188.25,3501971.7,3422326.13
发放贷款及垫款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
可供出售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3168.0,3135.0,3124.0,2926.0,3355.0,129276.25,90374.26,3135.0,2926.0,2728.0,2794.0,37875.0,34828.0,34694.66,39657.04,28718.05,33245.59,33745.59,33745.59,33845.85,33845.69,34947.69,35868.74,35852.92,34451.87,35051.87,36551.87,34281.62,31921.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
持有至到期投资,27228.31,17848.31,5500.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期应收款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期股权投资,138247.55,270747.3,286421.79,342474.89,337881.68,366767.52,381198.81,362771.37,380102.39,384068.03,398625.23,486127.5,509051.1,531595.22,547572.06,568253.33,604859.55,629728.89,666931.38,718801.62,764552.12,821643.66,842090.08,885708.79,956079.29,992112.4,1015908.89,1053895.11,1117376.07,1169566.22,1191614.41,1231486.12,1286061.73,1345720.37,1318334.03,1438862.52,1483685.69,1523326.04,1556391.06,1583097.47,1647062.44,1678582.48,1705737.02,1764459.28,1838305.72,1850270.9,1917894.47,1872835.94,1971601.85,1980668.02,2076787.32,2112178.43,2212082.19,2238874.11,2252237.67,2270208.03,2346021.98,2353863.81,2399840.88,2383974.75,2485486.82,2490016.8,2533173.14
投资性房地产,59.16,58.75,58.34,57.93,57.51,57.1,56.69,56.28,55.86,55.45,2134.7,2346.01,2327.0,2307.98,4266.78,4231.3,4196.46,4160.34,51.74,51.32,50.91,50.5,50.09,49.67,49.26,48.85,48.43,48.02,47.61,47.19,46.78,46.37,45.95,45.54,45.13,44.71,44.3,43.89,43.48,43.06,42.65,42.24,41.82,41.41,41.0,40.59,40.18,39.76,39.35,38.94,38.53,38.11,37.7,37.29,36.88,36.46,20630.66,17430.65,17777.44,17558.05,17463.59,17767.73,17541.2
固定资产净额,93440.79,103966.24,108577.58,119144.15,118257.82,131508.5,137850.53,139207.36,136833.45,141554.77,140041.33,137494.17,138742.19,139975.43,138808.78,135628.06,144457.37,145979.25,138089.44,395403.07,395575.64,411516.76,423971.86,474314.63,483855.66,508366.59,523737.2,560911.38,574632.71,579222.14,590219.74,631798.27,633348.01,637377.83,647629.72,673766.08,678093.12,701097.36,721256.76,749430.38,776851.53,789856.11,795561.61,811973.42,805798.1,835779.51,824401.7,871487.81,0.0,993641.19,0.0,1382137.0,0.0,1973672.76,0.0,2886086.4,0.0,3253685.76,0.0,3373643.37,0.0,3451094.12,0.0
在建工程,22479.78,19996.35,20425.69,12674.74,12664.08,8170.65,5580.02,6271.92,6458.35,3697.01,5241.59,5136.79,3759.6,2954.22,8950.26,15793.7,9361.48,12860.3,15828.2,55106.44,56054.41,53452.96,63263.98,70349.42,65479.56,60523.16,58478.58,69616.34,60046.93,79811.84,73647.89,87415.57,89121.68,88053.59,87181.66,85923.78,82562.27,80346.04,89255.49,84597.77,107671.06,110625.57,116111.9,118154.28,136992.77,176803.93,238128.27,256067.22,0.0,336451.92,0.0,474429.29,0.0,565109.21,0.0,1100622.4,0.0,1596203.56,0.0,1934406.25,0.0,2088495.11,0.0
工程物资,681.54,641.21,1133.01,1187.06,1446.71,465.84,301.54,21.05,113.61,219.49,275.02,19.45,19.4,19.49,256.35,2.13,21.75,2.0,10.23,318.99,1001.79,670.49,675.33,298.78,616.15,331.19,93.88,85.47,53.69,126.88,536.4,73.45,72.78,72.13,38.23,12.16,4.42,27.76,68.68,51.49,191.49,257.26,261.27,195.53,222.54,176.87,0.0,92.56,0.0,166.53,0.0,166.64,0.0,173.79,0.0,24.25,0.0,1.78,0.0,0.34,0.0,1.72,0.0
固定资产清理,701.7,0.0,0.0,0.0,1.82,0.0,0.0,554.81,554.81,554.81,554.81,590.07,590.07,0.0,0.0,3942.93,3632.58,3239.42,3244.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.87,2435.41,2503.71,2508.43,2548.14,1506.32,1503.86,79.32,22.94,1765.01,1765.01,1765.9,1766.83,707.4,708.36,707.4,896.81,5096.14,5555.49,5001.4,0.0,3516.67,0.0,3341.26,0.0,373.23,0.0,370.84,0.0,14.53,0.0,14.66,0.0,4.42,0.0,4.42,0.0
生产性生物资产,4540.78,5084.53,4919.46,5155.51,5262.02,5379.08,5805.88,6343.59,6796.83,7074.11,7241.82,8365.44,9363.11,9293.14,9393.48,10114.2,10406.43,10545.24,9531.31,33885.17,33110.66,35408.5,33445.18,32492.7,35546.58,36737.7,36745.1,34370.1,34284.26,36058.36,35529.82,35809.11,34834.76,36236.44,32582.16,32739.69,32643.91,36430.46,41256.79,46223.87,53314.09,51724.45,51574.23,47844.51,48329.49,52838.81,52976.19,51844.25,46471.61,59232.48,98643.41,251063.32,390317.14,795085.42,1100479.96,1179759.66,1100574.7,972291.8,962005.12,891175.84,856801.44,820382.95,804986.09
公益性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
油气资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
无形资产,14496.94,18017.53,18552.81,16670.33,16816.66,16754.86,19620.76,19971.84,19780.78,19646.65,19536.43,19459.84,18766.38,20239.21,19754.31,19523.53,20241.27,21366.96,21901.81,58741.22,55594.07,58772.65,61438.18,71064.22,70916.87,74743.72,78153.76,81918.38,83992.07,86778.77,88649.49,93793.32,96786.84,97621.9,102895.56,104918.61,104887.5,106831.5,111798.11,123233.15,124085.22,123437.68,126816.4,139552.7,138412.44,138500.6,137731.6,139073.77,137343.75,137335.51,139007.77,138893.07,140427.98,151084.55,154726.13,155251.97,154720.63,174177.33,180995.39,185924.23,186487.37,185758.53,189486.58
开发支出,0.0,0.0,8.13,8.13,8.13,8.13,14.32,14.32,14.32,14.49,14.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.41,34.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
商誉,10084.97,12913.0,12913.0,17600.15,17600.15,17600.15,17600.15,16167.53,16167.53,16167.53,16167.53,16058.33,16058.33,16058.33,16086.85,16058.33,16058.33,16058.33,16058.33,51751.59,51751.59,51688.93,51688.93,51918.35,52271.89,52271.89,52271.89,52467.7,52470.38,52493.43,52493.43,52969.65,52969.65,52969.65,52969.65,52467.7,52467.7,52467.7,68016.39,60269.78,93514.04,93514.04,93514.04,88359.76,88359.76,88359.76,87753.4,86547.4,86524.75,86522.24,88914.25,123475.61,123475.61,123475.61,123475.61,123475.61,123475.61,123475.61,123475.61,120997.12,120997.12,120997.12,120997.12
长期待摊费用,1707.46,1206.76,944.48,839.24,785.11,696.37,619.8,575.62,532.47,514.5,577.02,692.97,656.24,618.25,577.6,554.93,543.94,535.91,532.21,4943.88,5201.21,6083.11,7020.47,7845.23,7629.77,7646.0,7786.12,8188.39,8471.33,8486.04,8420.23,9359.06,9784.69,8605.12,9916.75,11841.96,11996.56,13241.78,12729.26,15830.77,15005.54,15160.39,14808.97,16659.39,16628.75,21360.31,21662.12,22761.33,23255.28,28422.84,31744.29,40632.03,49001.59,68530.06,85845.62,105747.99,53343.81,43125.82,39512.68,24163.23,22526.72,20197.71,17913.6
递延所得税资产,588.27,692.95,693.24,1423.65,1421.45,1656.45,1641.8,1343.06,1461.6,1517.8,1538.77,2642.36,2730.8,2687.72,2713.9,1634.9,1770.01,1962.06,1960.18,5112.4,4648.44,4719.84,4790.69,3987.27,3592.14,4194.24,4499.56,4555.18,4499.48,5388.27,5251.64,5743.34,5052.83,6485.0,6719.72,18339.86,18415.28,18402.17,18692.57,23000.89,22589.68,23607.69,23715.09,23104.16,23415.76,23455.01,22963.36,20979.4,19898.54,20948.49,20439.75,27774.44,26817.17,26066.59,26223.49,31554.09,29653.39,29857.81,28725.99,37312.74,37433.9,37238.4,38946.32
其他非流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74462.12,76802.9,89975.32,90550.08,77474.46,80825.71,95015.55,94493.77,100474.94,107214.02,110982.63,113416.39,88611.98,104778.71,92098.14,75907.36,78151.91,120558.27,86226.88,101227.44,120922.57,194513.39,271923.08,309184.28,154163.31,174818.0,165052.71,149697.5,126910.2,124947.36,118983.29,106982.45
非流动资产合计,328016.68,464932.36,473906.96,519735.78,512203.14,549064.65,570290.3,553298.74,568872.01,575084.63,591948.73,678932.93,702064.2,725748.98,748380.36,775737.33,815549.17,846438.68,874139.55,1327283.7,1370675.84,1447131.41,1491360.78,1601578.48,1805348.15,1827349.98,1781175.29,1871417.48,1941106.24,2023281.58,2086832.97,2259290.68,2321080.35,2402899.26,2377603.68,2531402.15,2581137.07,2662741.73,2749615.03,2820806.65,2983197.82,3034366.68,3078308.48,3138504.44,3241892.38,3321237.7,3413740.26,3435319.29,3649249.32,3787665.1,4112675.05,4703911.42,5229131.06,6246231.0,7192533.06,8038972.39,9060725.77,9393679.07,9741484.96,9791400.04,10060699.9,10018900.16,9967028.9
资产总计,530826.23,613690.67,604044.33,687668.48,697170.91,776972.45,779667.74,702545.02,744444.69,735690.06,796655.73,845650.6,895600.45,924799.0,940035.99,974466.29,1020227.73,1108791.61,1107695.68,2168951.28,2196266.57,2394663.67,2452022.3,2469880.08,2755562.87,2807220.72,2860069.84,2953511.33,2901108.96,3147219.77,3374325.48,3340118.56,3380175.1,3409289.93,3567747.9,3521707.65,3618640.93,3667146.75,3713051.3,3738503.96,4012507.96,4234559.65,4080254.47,4245163.3,4500115.79,4614784.37,4699080.93,4794378.81,4795304.35,5193028.26,5751102.79,6421766.69,7778854.77,9129315.2,10473725.58,10944346.56,12936548.88,13238788.48,13136017.03,13273420.23,13678888.15,13520871.85,13389355.03
短期借款,74450.0,180880.0,192213.06,158912.7,181798.52,208380.19,200363.86,253208.89,262033.54,247758.15,242339.32,110907.49,105491.2,94300.0,86300.0,96650.61,108303.52,130173.53,131202.56,226244.19,251543.72,405804.74,429832.63,438244.39,654611.87,644994.36,592054.11,609212.79,524186.99,683463.02,614445.23,514055.52,484838.29,369645.63,468798.36,495316.57,486637.64,464174.16,274157.36,208110.34,324509.34,539948.33,474670.91,613067.83,732125.43,791609.11,831826.09,827133.79,751935.47,921912.54,1374876.7,1362056.24,1394323.89,1573603.38,1611177.56,1039907.22,1758190.62,1901098.4,2015169.49,1515935.86,1812941.6,1983105.94,1726403.2
交易性金融负债,0.0,0.0,0.0,0.0,0.0,0.0,78140.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.91,132.41,97.48,3356.43,100.39,107.15,279.88,8.35,0.0,44.7,15.9,676.65,12.1,0.0,649.82,804.0,13.53,10.6,708.6,1209.37,524.07,877.57,376.14,3916.18,1685.02,1217.35,1713.73,1400.32,663.11,1033.88,4862.11,5881.51
应付票据及应付账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332645.87,298827.27,338394.41,369479.08,430092.8,388035.88,448735.5,443499.9,551273.13,621400.45,775513.19,873706.5,1009957.37,998031.33,986166.17,893797.55,958583.96,1132441.26,1170236.85,1077766.34
应付票据,38000.0,19000.0,0.0,0.0,0.0,14500.0,14500.0,0.0,7100.0,7300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29300.0,28700.0,26000.0,35750.0,32170.0,21700.0,25300.0,22390.0,20740.0,17656.85,15216.85,11350.0,3006.95,600.0,250.0,1855.0,5900.0,6734.8,12094.8,17259.0,11471.57,7554.21,20479.59,57397.02,15426.45,21925.18,22954.07,0.0,56943.86,0.0,57021.43,49041.64,54641.32,62876.98,78672.56,125635.47,188410.62,198455.36,135450.35,92551.55,119112.11,261551.08,432085.9,409693.59
应付账款,13514.05,24546.76,19401.86,27883.5,30333.17,31043.07,29122.93,27535.62,29900.46,34466.13,32423.0,27415.52,30440.9,31316.75,33858.42,37180.79,44731.15,45913.12,48172.37,204520.21,151835.68,198971.41,234518.74,176133.65,201203.81,216441.78,242949.38,235179.3,202149.3,220498.12,237613.92,220723.28,192910.09,242887.46,232388.86,166649.62,165754.12,224230.37,231701.58,286972.64,251116.85,264590.69,282550.44,317219.42,276902.08,315440.35,0.0,373148.93,0.0,391714.08,394458.26,496631.81,558523.47,696840.63,748071.03,821546.75,799575.96,850715.82,801245.99,839471.85,870890.18,738150.94,668072.75
