报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31
货币资金,138280.9,119315.08,98775.49,94837.98,134026.02,113664.91,43029.66,45235.39,75901.61,46250.51,66246.33,65722.04,82216.18,42664.56,19649.55,75333.08,64034.17,113021.57,135795.27,175641.87,111063.8,133199.3,71370.6,84350.63,128911.14,220846.28,186106.7,138519.78,225291.98,274780.8,440185.26,402636.07,321566.69,295209.7,242127.83,382752.89,247363.83,152760.94,210299.44,129700.88,246754.75,345832.4,273604.28,311464.14,260542.9,178355.79,490673.12,597134.61,587383.86,463183.26,761541.55,351277.51,294700.58,229635.03,309487.54,424513.99,499530.43
交易性金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.96,355.51,0.0,355.51,0.0,294.0,222.93,234.68,167.45,0.0,34.38,80.83,0.0,77.66,164.53,191.62,291.7,274.13,0.0,377.95,346.25,466.42,567.01,1854.52,3286.95,1270.69,1102.92,2246.11,2656.24,2343.62,1196.1,2990.66,2756.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
衍生金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收票据及应收账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416781.71,452908.46,752653.02,516808.39,374355.79,328662.63,529369.9,464134.16,356211.47,286654.45,308186.99,232784.18,331127.91,424586.45
应收票据,158044.87,104530.93,107404.53,17999.39,54581.54,4408.57,9587.78,5291.13,31073.18,27801.98,39303.24,51795.38,41387.01,10825.07,9430.0,20446.8,41245.09,68281.4,122422.06,112539.16,362421.45,239653.97,424493.87,384774.51,381199.02,324251.09,339710.1,295565.74,456312.05,309345.29,256500.15,245961.75,210949.91,300625.56,233609.35,204185.09,179168.23,272753.96,355412.89,212182.7,267764.51,328636.8,522090.14,392918.54,417504.42,723401.93,476919.86,356530.63,302522.85,495372.12,441881.57,336290.03,277882.12,299449.73,227688.61,315799.85,403920.26
应收账款,4860.66,6552.4,11184.77,12815.65,15215.12,22657.59,42008.82,19066.86,18249.3,20436.99,17677.19,17773.36,16434.91,16124.02,14517.37,12797.96,22346.76,11778.48,11264.55,10910.24,13173.72,13967.89,14332.54,11538.29,15806.47,16298.23,15638.98,16109.34,16708.8,50350.93,82704.43,64115.55,66711.56,24671.47,27865.68,23513.28,35795.35,28724.0,16005.0,17948.88,41605.29,21774.9,20612.58,23863.18,35404.04,29251.09,39888.53,17825.16,26139.78,33997.78,22252.6,19921.45,8772.33,8737.26,5095.57,15328.06,20666.2
预付款项,142155.1,201851.91,241544.88,324045.14,201039.38,177606.43,92708.51,85518.35,48403.3,62580.88,90548.78,111818.78,112626.07,95873.05,121226.03,162249.52,124679.83,123726.63,166332.67,166111.34,159659.9,153458.04,145887.02,110817.85,104551.26,54538.85,55232.22,62949.67,42154.62,18015.83,22207.75,22865.26,53965.38,22849.97,20373.12,10016.1,19650.28,14992.62,26282.6,132162.23,38349.24,19744.16,35820.48,74504.33,53024.57,40409.38,27596.1,33039.2,41765.34,34993.84,24409.18,32798.26,29475.54,32322.16,70311.11,41648.55,170392.72
应收利息,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收股利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他应收款,1664.05,2090.81,5092.21,3893.05,3537.9,4606.94,5539.52,3247.45,2655.86,2408.89,2849.56,2458.38,2153.38,2810.2,2655.14,2164.39,2498.32,2912.56,3204.18,1608.43,1948.81,1538.36,1491.0,1756.87,1451.2,2626.24,3241.36,1826.07,3474.73,4215.54,4246.95,924.0,921.94,1230.93,803.26,1637.87,1416.83,3197.71,4072.65,2355.24,568.8,1310.07,736.82,1041.41,1533.05,1798.81,1657.79,823.36,0.0,4161.99,0.0,3415.3,0.0,4842.75,0.0,24634.44,0.0
买入返售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
存货,171655.06,247483.73,266762.9,341534.43,437893.75,469195.21,612732.26,389237.52,379598.18,412628.14,415120.18,388101.95,513959.73,625343.0,708837.23,701058.67,665691.31,650309.62,735629.42,604313.42,734425.39,764684.06,742529.02,631952.95,679406.05,931475.53,797422.32,747519.67,737647.97,580264.21,560798.53,621017.63,616099.47,518863.43,476752.31,530242.01,481954.65,438715.21,426035.1,530808.47,717117.45,541570.34,485461.11,476940.54,468418.23,475470.76,462081.55,517955.52,545618.85,488047.69,614007.96,647041.99,673677.62,703655.69,719643.82,918442.42,1180707.27
划分为持有待售的资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待摊费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待处理流动资产损益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13798.54,602.93,7647.93,0.0,9941.92,0.0,0.0,0.0,2688.57,15308.7,4629.31,27.53,20.5,5283.87,2197.15,7.89,0.0,6301.07,0.0,0.0,0.0,0.0,0.0,0.0,217680.75,235636.87
