报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30
一、营业总收入,601078.0,1523193.2,2344788.4,3477718.1,864451.4,1972898.4,3032734.6,4429342.7,1167017.6,2770764.6,4284347.5,6027256.3,1325578.3,3072542.0,4606227.9,7026387.4,1508476.9,3733659.5,5828478.3,8625445.6,1861303.8,4264189.8,6073348.8,8421935.8,1809338.8,3757621.2,5465888.1,7523372.4,1905274.9,3769730.9,5880070.3,8147127.5,2099879.2,4589878.8,6852324.2,10018638.9,2185850.9,4775730.2,7156400.4,10123318.2,2574461.2,5401059.6,7657973.9,10881527.3,2752634.2,3943377.7,5876618.6,8551315.0,2220181.4,4460921.9,6424069.8,9073658.2,2148449.3,4719937.3
营业收入,601078.0,1523193.2,2344788.4,3477718.1,864451.4,1972898.4,3032734.6,4429342.7,1167017.6,2770764.6,4284347.5,6027256.3,1325578.3,3072542.0,4606227.9,7026387.4,1508476.9,3733659.5,5828478.3,8625445.6,1861303.8,4264189.8,6073348.8,8421935.8,1809338.8,3757621.2,5465888.1,7523372.4,1905274.9,3769730.9,5880070.3,8147127.5,2099879.2,4589878.8,6852324.2,10018638.9,2185850.9,4775730.2,7156400.4,10123318.2,2574461.2,5401059.6,7657973.9,10881527.3,2752634.2,3943377.7,5876618.6,8551315.0,2220181.4,4460921.9,6424069.8,9073658.2,2148449.3,4719937.3
二、营业总成本,601747.6,1498119.1,2310931.2,3395143.0,856005.4,1924813.5,2980428.8,4304237.2,1158193.9,2708898.9,4187331.7,5823283.1,1325096.6,3015343.8,4522373.1,6825507.6,1504865.8,3758158.9,5907960.3,8680082.0,1893596.1,4356468.4,6459750.4,9037301.0,1920069.4,3932090.4,5710762.8,7784523.4,1869994.5,3777221.6,5893026.1,8169370.3,2101654.8,4619466.9,6844845.1,10037785.5,2142876.4,4758350.1,7153500.0,10173789.1,2497881.3,5207693.4,7540387.6,10764883.5,2710913.9,4210511.0,6044559.4,8765926.6,2145877.6,4141351.4,5943267.6,8409428.6,2007864.6,4520607.9
营业成本,413432.0,967838.2,1553945.8,2300454.1,558312.0,1310221.3,1998364.7,2949253.0,765739.1,1882434.9,2873193.1,4062333.9,883248.2,2044691.4,3045762.6,4733502.6,992198.6,2624373.1,4065019.0,6015735.4,1335082.0,3127799.0,4608367.5,6409154.6,1332529.5,2723417.4,3896632.4,5312590.4,1266169.5,2550983.0,4020371.1,5576010.4,1358172.9,3042674.8,4566739.6,6910044.7,1427884.8,3182438.7,4893725.9,7010065.8,1745498.6,3644774.1,5235299.6,7500581.8,1981614.5,2750835.3,3978274.6,5736757.8,1332731.7,2711929.6,3959333.3,5700837.7,1303323.9,3141830.3
营业税金及附加,3011.1,11725.4,15297.2,28026.6,5258.9,14911.6,25127.4,41585.4,9864.3,30004.5,53317.6,69293.3,16335.7,46751.2,77333.3,114907.7,34764.4,89640.1,131038.2,146290.1,16624.6,60811.9,85352.6,119195.1,18446.1,36263.6,70198.4,107953.2,27336.2,67228.9,93619.7,133124.3,43925.0,84582.0,108639.9,130358.0,42200.5,37119.8,50739.8,86820.8,23007.3,53330.0,68797.4,94211.9,23568.9,37711.7,48676.2,63772.5,33077.8,59528.9,72848.3,93051.1,16877.3,31184.6
销售费用,72276.4,241887.7,342872.6,439512.5,131012.8,261683.9,407631.2,531251.6,151010.4,317713.9,525065.7,704438.2,186701.5,400005.2,640458.0,875496.8,205551.5,491339.6,786919.1,1095323.3,248609.6,532356.3,804734.2,1118063.3,222664.7,466750.9,714388.9,1000385.0,243891.0,474133.5,711611.4,1025916.5,248405.2,533317.4,795690.3,1177166.6,265919.1,597860.7,885819.2,1245815.2,276774.2,567655.2,873433.0,1210435.5,251574.8,472962.2,664116.2,908448.9,176611.9,402574.6,569069.9,786872.2,169458.4,394059.5
管理费用,35020.4,95890.1,146058.8,177755.4,48660.8,113073.3,166796.2,209971.5,62736.9,136772.7,213157.6,256792.8,65756.1,115095.9,192725.6,241029.4,47006.0,113638.5,176367.8,243170.3,47841.6,103802.6,164409.9,228147.2,56590.9,106078.8,154025.0,220226.7,55473.7,107225.1,153706.4,203144.5,57833.9,120780.7,177887.7,238335.5,67490.7,139398.5,192345.7,248791.8,70195.4,142774.9,219260.3,305720.8,65300.9,135934.7,190331.2,365149.8,126087.4,253850.8,352052.7,477282.3,104576.8,226512.6
财务费用,12931.9,19036.8,25598.2,49437.1,18491.4,40187.8,84311.8,130825.4,39316.4,36735.2,53811.4,78472.6,30867.2,74063.5,63530.9,119847.7,16458.6,44048.5,146035.2,235631.9,9927.6,83106.3,94627.1,233116.4,57767.3,144155.4,184979.2,246030.3,20752.4,50797.0,144494.8,210097.7,81509.9,100710.2,116758.0,143079.4,15261.3,-9505.8,14076.0,20777.3,-1568.6,28915.7,59438.9,104348.2,18599.2,18335.1,-16088.1,28064.8,77733.4,66280.9,54013.4,96595.5,89567.5,63283.3
资产减值损失,65075.8,9592.0,16022.2,78914.0,9338.3,19945.8,32239.3,41935.8,16516.9,44592.9,67225.4,73794.0,23726.3,15208.9,35270.3,31526.3,33113.5,28671.7,40218.0,94668.7,36535.9,46049.0,36465.1,46705.0,50909.4,92668.8,176856.0,158948.6,58495.5,114199.5,112847.6,120223.2,54805.3,188210.6,250043.1,218747.1,18934.7,105121.8,127965.2,285312.7,50918.9,102575.6,164420.8,253360.8,99883.9,122985.1,133969.0,207686.3,38432.4,0.0,0.0,0.0,0.0,0.0
公允价值变动收益,144.2,2481.1,1769.0,11556.6,-2839.4,-6963.3,-12563.9,-12832.8,-191.3,1264.8,1264.8,1256.0,3944.7,7792.6,5680.1,8359.7,-5999.3,-23655.1,-29056.3,-8867.5,-87.8,-3143.9,-8468.2,-10739.6,7782.6,16288.8,10030.4,20401.0,-30932.8,-5876.9,19619.6,14828.2,5402.8,995.6,-6624.0,-18368.2,-11182.4,-3635.0,-1408.3,2997.8,-6219.4,-5805.5,-5056.1,5830.1,20574.9,-37743.9,-75943.5,-86125.9,48129.9,-14260.4,-42385.6,-21399.2,15025.1,37772.4
